metric,A0,A1,A2,A3,slot_effect_A1_A0,layer_effect_A2_A0,combined_A3_A0,interaction_A3A2_A1A0
total_return_pct,30.295093786122408,-0.22829857128164877,-5.843077581383804,-29.273094621416707,-30.523392357404056,-36.13817136750621,-59.56818840753911,7.093375317371155
cagr_pct,5.65643037176935,-0.04751099673631076,-1.2440343113438668,-6.948040591033755,-5.70394136850566,-6.900464683113217,-12.604470962803106,-6.491118422857767e-05
maxdd_pct,-30.78972881784398,-36.227675200768545,-25.180966778826797,-46.671235438919645,-5.437946382924565,5.608762039017183,-15.881506621075665,-16.052322277168283
sharpe,0.3467648252149691,0.1261681747089525,-0.008041900322458776,-0.18528919537179675,-0.2205966505060166,-0.35480672553742787,-0.5320540205867659,0.04334935545667862
stock_pnl,302950.9378612245,-2282.98571281592,-58430.77581383781,-292730.94621416717,-305233.9235740404,-361381.71367506235,-595681.8840753917,70933.75317371107
avg_npos,2.1757425742574257,3.872937293729373,2.1955445544554455,4.576732673267327,1.6971947194719474,0.01980198019801982,2.4009900990099013,0.6839933993399341
avg_layers,2.0789473684210527,1.6910569105691058,1.0,1.0,-0.38789045785194687,-1.0789473684210527,-1.0789473684210527,0.38789045785194687
slot_days,2637.0,4694.0,2661.0,5547.0,2057.0,24.0,2910.0,829.0
capital_days,963897985.1441482,980835780.1670605,514461972.77733254,767400235.3675398,16937795.022912264,-449436012.3668157,-196497749.77660847,236000467.56729496
