date,portfolio_nav,cash,invested_cost,market_value,n_positions,total_layers,free_slots,cash_available_for_new_entry,candidate_count,new_entry_candidate_count,add_candidate_count,executed_new_entries,executed_adds,blocked_by_K,blocked_by_cash,blocked_by_held,blocked_by_lot,blocked_by_execution,released_capital_today,new_capital_committed_today
2020-10-09,908135.6552013304,1355.6552013304627,947993.0965154599,906780.0,3,6,0,1355.6552013304627,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-12,932360.6225362904,205888.62253629047,750073.9809212598,726472.0,2,5,1,205888.62253629047,1,1,0,0,0,0,0,0,0,0,204791.0,0.0
2020-10-13,921594.0740590905,8420.07405909049,947542.5293984598,913174.0,3,7,0,8420.07405909049,0,0,0,1,0,0,0,0,0,0,0.0,197417.22
2020-10-14,900074.0740590905,8420.07405909049,947542.5293984598,891654.0,3,7,0,8420.07405909049,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-15,898682.0740590905,8420.07405909049,947542.5293984598,890262.0,3,7,0,8420.07405909049,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-16,886980.0623894705,3448.0623894704904,952514.5410680799,883532.0,3,7,0,3448.0623894704904,0,0,1,0,1,0,0,0,0,0,0.0,4966.96
2020-10-19,891908.0623894705,3448.0623894704904,952514.5410680799,888460.0,3,7,0,3448.0623894704904,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-20,904882.0623894705,3448.0623894704904,952514.5410680799,901434.0,3,7,0,3448.0623894704904,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-21,887005.0623894705,3448.0623894704904,952514.5410680799,883557.0,3,7,0,3448.0623894704904,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-22,887843.0623894705,3448.0623894704904,952514.5410680799,884395.0,3,7,0,3448.0623894704904,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-23,879250.0623894705,3448.0623894704904,952514.5410680799,875802.0,3,7,0,3448.0623894704904,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2020-10-26,876808.0623894705,3448.0623894704904,952514.5410680799,873360.0,3,7,0,3448.0623894704904,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2020-10-27,884725.0623894705,3448.0623894704904,952514.5410680799,881277.0,3,7,0,3448.0623894704904,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-28,911009.7240432706,593741.7240432706,350226.57452281995,317268.0,2,3,1,593741.7240432706,0,0,0,0,0,0,0,0,0,0,591038.37,0.0
2020-10-29,905231.7240432706,593741.7240432706,350226.57452281995,311490.0,2,3,1,593741.7240432706,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-30,899711.7240432706,593741.7240432706,350226.57452281995,305970.0,2,3,1,593741.7240432706,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-02,902921.7240432706,593741.7240432706,350226.57452281995,309180.0,2,3,1,593741.7240432706,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-03,905516.7240432706,593741.7240432706,350226.57452281995,311775.0,2,3,1,593741.7240432706,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-04,905330.7240432706,593741.7240432706,350226.57452281995,311589.0,2,3,1,593741.7240432706,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-05,916799.7240432706,593741.7240432706,350226.57452281995,323058.0,2,3,1,593741.7240432706,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-06,912398.7240432706,593741.7240432706,350226.57452281995,318657.0,2,3,1,593741.7240432706,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-09,938258.4281207506,799274.4281207506,147786.01437599998,138984.0,1,1,2,799274.4281207506,0,0,0,0,0,0,0,0,0,0,205792.0,0.0
2020-11-10,935810.4281207506,799274.4281207506,147786.01437599998,136536.0,1,1,2,799274.4281207506,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-11,927674.4281207506,799274.4281207506,147786.01437599998,128400.0,1,1,2,799274.4281207506,1,1,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-12,928954.6094971906,610330.6094971906,336729.83299955993,318624.0,2,3,1,610330.6094971906,0,0,0,1,0,0,0,0,0,0,0.0,188894.71
2020-11-13,926842.6094971906,610330.6094971906,336729.83299955993,316512.0,2,3,1,610330.6094971906,1,1,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-16,928128.8739529306,416685.87395293056,530374.56854382,511443.0,3,5,0,416685.87395293056,2,2,0,1,0,2,0,0,0,0,0.0,193594.4
2020-11-17,900062.8739529306,416685.87395293056,530374.56854382,483377.0,3,5,0,416685.87395293056,2,2,0,0,0,1,0,1,0,0,0.0,0.0
2020-11-18,882533.7248445306,28857.724844530545,918202.7176522198,853676.0,3,5,0,28857.724844530545,1,1,2,0,2,0,0,1,0,0,0.0,387727.34
2020-11-19,899514.7248445306,28857.724844530545,918202.7176522198,870657.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-20,909910.7248445306,28857.724844530545,918202.7176522198,881053.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-23,933505.7248445306,28857.724844530545,918202.7176522198,904648.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-24,920753.7248445306,28857.724844530545,918202.7176522198,891896.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-25,905421.7248445306,28857.724844530545,918202.7176522198,876564.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-26,903972.7248445306,28857.724844530545,918202.7176522198,875115.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-27,924607.7248445306,28857.724844530545,918202.7176522198,895750.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-30,935397.7248445306,28857.724844530545,918202.7176522198,906540.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-01,956755.7248445306,28857.724844530545,918202.7176522198,927898.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-02,954729.7248445306,28857.724844530545,918202.7176522198,925872.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-03,970964.7248445306,28857.724844530545,918202.7176522198,942107.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-04,988047.7248445306,28857.724844530545,918202.7176522198,959190.0,3,5,0,28857.724844530545,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-07,1010190.4195366106,167252.41953661057,770416.70327622,842938.0,2,4,1,167252.41953661057,0,0,0,0,0,0,0,0,0,0,138569.29,0.0
2020-12-08,1013378.4195366106,167252.41953661057,770416.70327622,846126.0,2,4,1,167252.41953661057,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-09,1017385.9179507107,600805.9179507106,381826.59510995995,416580.00000000006,1,2,2,600805.9179507106,1,1,0,0,0,0,0,0,0,0,434100.46,0.0
2020-12-10,1026901.7501046506,405228.7501046506,577403.76295602,621673.0,2,4,1,405228.7501046506,0,0,0,1,0,0,0,0,0,0,0.0,195526.33
2020-12-11,1018508.7501046506,405228.7501046506,577403.76295602,613280.0,2,4,1,405228.7501046506,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-14,1012884.7501046506,405228.7501046506,577403.76295602,607656.0,2,4,1,405228.7501046506,1,1,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-15,1017917.6136998506,206498.61369985066,776133.89936082,811419.0,3,5,0,206498.61369985066,1,1,0,1,0,0,0,1,0,0,0.0,198678.48
2020-12-16,1022701.6109478506,11052.610947850684,971579.90211282,1011649.0,3,5,0,11052.610947850684,1,1,1,0,1,1,0,0,0,0,0.0,195395.2
2020-12-17,1041175.6109478506,11052.610947850684,971579.90211282,1030123.0,3,5,0,11052.610947850684,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-18,1049103.6109478506,11052.610947850684,971579.90211282,1038051.0,3,5,0,11052.610947850684,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-21,1069421.5514636508,475331.5514636507,589753.3070028599,594090.0,2,3,1,475331.5514636507,0,0,0,0,0,0,0,0,0,0,464864.67,0.0
2020-12-22,1063984.5514636508,475331.5514636507,589753.3070028599,588653.0,2,3,1,475331.5514636507,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-23,1069948.3022252508,691003.3022252508,391023.17059805995,378945.0,1,2,2,691003.3022252508,0,0,0,0,0,0,0,0,0,0,215943.84,0.0
2020-12-24,1069381.3022252508,691003.3022252508,391023.17059805995,378378.0,1,2,2,691003.3022252508,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-25,1064026.3022252508,691003.3022252508,391023.17059805995,373023.0,1,2,2,691003.3022252508,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-28,1072783.3022252508,691003.3022252508,391023.17059805995,381780.0,1,2,2,691003.3022252508,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-29,1074484.3022252508,691003.3022252508,391023.17059805995,383481.0,1,2,2,691003.3022252508,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-30,1077004.3022252508,691003.3022252508,391023.17059805995,386001.0,1,2,2,691003.3022252508,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-31,1081225.3022252508,691003.3022252508,391023.17059805995,390222.0,1,2,2,691003.3022252508,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-04,1087273.3022252508,691003.3022252508,391023.17059805995,396270.0,1,2,2,691003.3022252508,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-05,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,410223.37,0.0
2021-01-06,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-07,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-08,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-11,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-12,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-13,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-14,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-15,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-18,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-19,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-20,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-21,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-22,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-25,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-26,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-27,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-28,1100709.7867840908,1100709.7867840908,0.0,0.0,0,0,3,1100709.7867840908,2,2,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-29,1102120.7012698909,710548.7012698909,390161.0855141999,391572.0,2,6,1,710548.7012698909,3,3,0,2,0,1,0,1,0,0,0.0,390059.67000000004
2021-02-01,1101285.2653798908,533826.2653798909,566883.5214041999,567459.0,3,8,0,533826.2653798909,1,1,0,1,0,0,0,1,0,0,0.0,176676.5
2021-02-02,1106798.481847891,335376.48184789094,765333.3049361999,771422.0,3,8,0,335376.48184789094,1,1,1,0,1,0,0,1,0,0,0.0,198398.2
2021-02-03,1096764.481847891,335376.48184789094,765333.3049361999,761388.0,3,8,0,335376.48184789094,2,2,0,0,0,1,0,1,0,0,0.0,0.0
2021-02-04,1109768.731147891,140130.73114789097,960579.0556361998,969638.0,3,8,0,140130.73114789097,0,0,1,0,1,0,0,0,0,0,0.0,195195.0
2021-02-05,1104959.731147891,140130.73114789097,960579.0556361998,964829.0,3,8,0,140130.73114789097,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-08,1105416.731147891,140130.73114789097,960579.0556361998,965286.0,3,8,0,140130.73114789097,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-09,1114456.731147891,140130.73114789097,960579.0556361998,974326.0,3,8,0,140130.73114789097,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-10,1133474.731147891,140130.73114789097,960579.0556361998,993344.0,3,8,0,140130.73114789097,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-18,1138660.731147891,140130.73114789097,960579.0556361998,998530.0,3,8,0,140130.73114789097,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-19,1146352.731147891,140130.73114789097,960579.0556361998,1006222.0,3,8,0,140130.73114789097,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-22,1126890.731147891,140130.73114789097,960579.0556361998,986760.0,3,8,0,140130.73114789097,2,2,0,0,0,2,0,0,0,0,0.0,0.0
2021-02-23,1136668.731147891,140130.73114789097,960579.0556361998,996538.0,3,8,0,140130.73114789097,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-24,1114482.731147891,140130.73114789097,960579.0556361998,974352.0,3,8,0,140130.73114789097,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-02-25,1130427.8799877309,783657.8799877309,372478.8293225999,346770.0,2,5,1,783657.8799877309,3,3,0,0,0,1,0,1,0,0,644339.02,0.0
2021-02-26,1119736.795054731,391113.79505473084,765022.9142556,728623.0,3,6,0,391113.79505473084,3,3,1,1,1,1,0,2,0,0,0.0,392442.05
2021-03-01,1154698.795054731,391113.79505473084,765022.9142556,763585.0,3,6,0,391113.79505473084,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-03-02,1161618.795054731,391113.79505473084,765022.9142556,770505.0,3,6,0,391113.79505473084,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-03,1168416.795054731,391113.79505473084,765022.9142556,777303.0,3,6,0,391113.79505473084,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-04,1120618.795054731,391113.79505473084,765022.9142556,729505.0,3,6,0,391113.79505473084,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-03-05,1123592.795054731,391113.79505473084,765022.9142556,732479.0,3,6,0,391113.79505473084,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-03-08,1089438.795054731,391113.79505473084,765022.9142556,698325.0,3,6,0,391113.79505473084,2,2,0,0,0,2,0,0,0,0,0.0,0.0
2021-03-09,1069158.795054731,391113.79505473084,765022.9142556,678045.0,3,6,0,391113.79505473084,2,2,0,0,0,2,0,0,0,0,0.0,0.0
2021-03-10,1073758.2793769108,195260.27937691085,960876.4299334199,878498.0,3,6,0,195260.27937691085,0,0,1,0,1,0,0,0,0,0,0.0,195802.61
2021-03-11,1086983.2793769108,195260.27937691085,960876.4299334199,891723.0,3,6,0,195260.27937691085,1,1,0,0,0,0,0,1,0,0,0.0,0.0
2021-03-12,1077553.652182391,112.65218239088426,1156024.05712794,1077441.0,3,6,0,112.65218239088426,0,0,1,0,1,0,0,0,0,0,0.0,195096.9
2021-03-15,1006427.6521823909,112.65218239088426,1156024.05712794,1006315.0,3,6,0,112.65218239088426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-16,1020211.6521823909,112.65218239088426,1156024.05712794,1020099.0,3,6,0,112.65218239088426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-17,1034410.6521823909,112.65218239088426,1156024.05712794,1034298.0,3,6,0,112.65218239088426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-18,1043018.6521823909,112.65218239088426,1156024.05712794,1042906.0,3,6,0,112.65218239088426,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-03-19,979905.6521823909,112.65218239088426,1156024.05712794,979793.0,3,6,0,112.65218239088426,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-03-22,966467.6521823909,112.65218239088426,1156024.05712794,966355.0,3,6,0,112.65218239088426,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-03-23,947133.6521823909,112.65218239088426,1156024.05712794,947021.0,3,6,0,112.65218239088426,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-03-24,905216.6521823909,112.65218239088426,1156024.05712794,905104.0,3,6,0,112.65218239088426,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-03-25,915515.6521823909,112.65218239088426,1156024.05712794,915403.0,3,6,0,112.65218239088426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-26,971228.6521823909,112.65218239088426,1156024.05712794,971116.0,3,6,0,112.65218239088426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-29,952002.6521823909,112.65218239088426,1156024.05712794,951890.0,3,6,0,112.65218239088426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-30,963322.6521823909,112.65218239088426,1156024.05712794,963210.0,3,6,0,112.65218239088426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-03-31,961330.6521823909,112.65218239088426,1156024.05712794,961218.0,3,6,0,112.65218239088426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-01,991917.6521823909,112.65218239088426,1156024.05712794,991805.0,3,6,0,112.65218239088426,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-02,1007208.7606009908,187797.7606009909,957524.2105829399,819411.0,2,5,1,187797.7606009909,0,0,0,0,0,0,0,0,0,0,187921.89,0.0
2021-04-06,991820.7606009908,187797.7606009909,957524.2105829399,804023.0,2,5,1,187797.7606009909,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-07,977693.7606009908,187797.7606009909,957524.2105829399,789896.0,2,5,1,187797.7606009909,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-08,972194.7606009908,187797.7606009909,957524.2105829399,784397.0,2,5,1,187797.7606009909,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-09,955812.7606009908,187797.7606009909,957524.2105829399,768015.0,2,5,1,187797.7606009909,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-12,950360.7606009908,187797.7606009909,957524.2105829399,762563.0,2,5,1,187797.7606009909,2,2,0,0,0,1,0,0,0,0,0.0,0.0
2021-04-13,974891.864552991,2764.864552990941,1142557.10663094,972127.0,3,7,0,2764.864552990941,1,1,0,1,0,0,0,1,0,0,0.0,184984.8
2021-04-14,997541.0264948109,383460.02649481094,771790.43235294,614081.0,2,5,1,383460.02649481094,0,0,0,0,0,0,0,0,0,0,381175.44,0.0
2021-04-15,988776.372221011,189085.372221011,966165.0866267399,799691.0,2,5,1,189085.372221011,3,3,1,0,1,2,0,0,0,0,0.0,194324.13
2021-04-16,980481.750198011,297.7501980110246,1154952.7086497399,980184.0,3,6,0,297.7501980110246,2,2,0,1,0,2,0,0,0,0,0.0,188738.55
2021-04-19,1023196.464510331,458492.46451033105,568195.1723447999,564704.0,2,3,1,458492.46451033105,0,0,0,0,0,0,0,0,0,0,458772.77,0.0
2021-04-20,1022300.464510331,458492.46451033105,568195.1723447999,563808.0,2,3,1,458492.46451033105,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-21,1025778.464510331,458492.46451033105,568195.1723447999,567286.0,2,3,1,458492.46451033105,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-22,1019426.464510331,458492.46451033105,568195.1723447999,560934.0,2,3,1,458492.46451033105,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-23,1035396.464510331,458492.46451033105,568195.1723447999,576904.0,2,3,1,458492.46451033105,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-26,1035764.464510331,458492.46451033105,568195.1723447999,577272.0,2,3,1,458492.46451033105,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-27,1030398.464510331,458492.46451033105,568195.1723447999,571906.0,2,3,1,458492.46451033105,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-28,1031776.464510331,458492.46451033105,568195.1723447999,573284.0,2,3,1,458492.46451033105,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-29,1030046.464510331,458492.46451033105,568195.1723447999,571554.0,2,3,1,458492.46451033105,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-30,1027382.464510331,458492.46451033105,568195.1723447999,568890.0,2,3,1,458492.46451033105,1,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-06,1016581.0315263311,269855.0315263311,756832.6053287998,746726.0,3,5,0,269855.0315263311,3,3,0,1,0,2,0,1,0,0,0.0,188588.4
2021-05-07,1002565.0315263311,269855.0315263311,756832.6053287998,732710.0,3,5,0,269855.0315263311,2,2,0,0,0,1,0,1,0,0,0.0,0.0
2021-05-10,1009092.192771231,82484.19277123112,944203.4440838997,926608.0,3,5,0,82484.19277123112,1,1,1,0,1,1,0,0,0,0,0.0,187322.13
2021-05-11,1013114.192771231,82484.19277123112,944203.4440838997,930630.0,3,5,0,82484.19277123112,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-05-12,1035306.3810056311,290453.3810056311,755415.8220608998,744853.0,2,4,1,290453.3810056311,0,0,0,0,0,0,0,0,0,0,208231.56,0.0
2021-05-13,1029082.3810056311,290453.3810056311,755415.8220608998,738629.0,2,4,1,290453.3810056311,1,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-14,1048969.4884448312,91122.48844483113,954746.7146216998,957847.0,3,5,0,91122.48844483113,0,0,0,1,0,0,0,0,0,0,0.0,199279.08
2021-05-17,1083796.4884448312,91122.48844483113,954746.7146216998,992674.0,3,5,0,91122.48844483113,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-18,1087527.755239991,477513.7552399911,575339.1642999,610014.0,2,3,1,477513.7552399911,0,0,0,0,0,0,0,0,0,0,386878.73,0.0
2021-05-19,1123159.755239991,477513.7552399911,575339.1642999,645646.0,2,3,1,477513.7552399911,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-20,1123775.755239991,477513.7552399911,575339.1642999,646262.0,2,3,1,477513.7552399911,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-21,1118521.755239991,477513.7552399911,575339.1642999,641008.0,2,3,1,477513.7552399911,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-24,1125028.755239991,477513.7552399911,575339.1642999,647515.0,2,3,1,477513.7552399911,2,2,0,0,0,1,0,0,0,0,0.0,0.0
2021-05-25,1136887.9042411111,307611.90424111113,745241.0152987799,829276.0,3,6,0,307611.90424111113,1,1,0,1,0,1,0,0,0,0,0.0,169857.69
2021-05-26,1137660.9042411111,307611.90424111113,745241.0152987799,830049.0,3,6,0,307611.90424111113,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-27,1141256.9042411111,307611.90424111113,745241.0152987799,833645.0,3,6,0,307611.90424111113,1,1,0,0,0,0,0,1,0,0,0.0,0.0
2021-05-28,1134585.9247609512,140785.92476095114,912066.99477894,993800.0,3,6,0,140785.92476095114,1,1,1,0,1,0,0,1,0,0,0.0,166782.62
2021-05-31,1134111.9247609512,140785.92476095114,912066.99477894,993326.0,3,6,0,140785.92476095114,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-01,1187185.690977591,367935.69097759115,712736.1022181399,819250.0,2,5,1,367935.69097759115,0,0,0,0,0,0,0,0,0,0,227436.34,0.0
2021-06-02,1190361.690977591,367935.69097759115,712736.1022181399,822426.0,2,5,1,367935.69097759115,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-03,1173285.690977591,367935.69097759115,712736.1022181399,805350.0,2,5,1,367935.69097759115,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-04,1186603.690977591,367935.69097759115,712736.1022181399,818668.0,2,5,1,367935.69097759115,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-07,1183410.690977591,367935.69097759115,712736.1022181399,815475.0,2,5,1,367935.69097759115,1,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-08,1199840.9477570914,676360.9477570913,535878.4961930399,523480.0,2,6,1,676360.9477570913,0,0,0,1,0,0,0,0,0,0,508216.28,199098.9
2021-06-09,1198544.9477570914,676360.9477570913,535878.4961930399,522184.0,2,6,1,676360.9477570913,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-10,1209840.0551962913,477030.0551962913,735209.38875384,732810.0,2,6,1,477030.0551962913,0,0,1,0,1,0,0,0,0,0,0.0,199279.08
2021-06-11,1195086.0551962913,477030.0551962913,735209.38875384,718056.0,2,6,1,477030.0551962913,1,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-15,1179168.7505630914,278960.75056309137,933278.6933870399,900208.0,3,9,0,278960.75056309137,1,1,0,1,0,1,0,0,0,0,0.0,198017.82
2021-06-16,1151722.6992095313,79503.69920953139,1132735.7447405998,1072219.0,3,9,0,79503.69920953139,0,0,1,0,1,0,0,0,0,0,0.0,199405.21
2021-06-17,1149262.3132318514,1337.3132318513963,1210902.1307182799,1147925.0,3,9,0,1337.3132318513963,0,0,1,0,1,0,0,0,0,0,0.0,78146.07
2021-06-18,1173957.3132318514,1337.3132318513963,1210902.1307182799,1172620.0,3,9,0,1337.3132318513963,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-21,1155660.3132318514,1337.3132318513963,1210902.1307182799,1154323.0,3,9,0,1337.3132318513963,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-06-22,1179136.3132318514,1337.3132318513963,1210902.1307182799,1177799.0,3,9,0,1337.3132318513963,2,2,0,0,0,2,0,0,0,0,0.0,0.0
2021-06-23,1196532.3132318514,1337.3132318513963,1210902.1307182799,1195195.0,3,9,0,1337.3132318513963,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-06-24,1178215.3132318514,1337.3132318513963,1210902.1307182799,1176878.0,3,9,0,1337.3132318513963,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-25,1200835.3132318514,1337.3132318513963,1210902.1307182799,1199498.0,3,9,0,1337.3132318513963,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-28,1206811.3132318514,1337.3132318513963,1210902.1307182799,1205474.0,3,9,0,1337.3132318513963,0,0,0,0,0,0,0,0,0,0,0.0,0.0
