date,n_positions,cash,candidate_count,k_full,cash_insufficient
2022-07-01,1,1127826.7583518326,0,0,0
2022-07-04,1,1127826.7583518326,0,0,0
2022-07-05,1,1127826.7583518326,0,0,0
2022-07-06,1,1127826.7583518326,0,0,0
2022-07-07,1,1127826.7583518326,0,0,0
2022-07-08,1,1127826.7583518326,0,0,0
2022-07-11,1,1127826.7583518326,0,0,0
2022-07-12,1,1127826.7583518326,1,0,0
2022-07-13,2,942193.1061478327,2,0,0
2022-07-14,3,744943.8336675727,1,1,0
2022-07-15,3,744943.8336675727,1,1,0
2022-07-18,3,547855.7640891727,0,1,0
2022-07-19,3,547855.7640891727,0,1,0
2022-07-20,3,547855.7640891727,0,1,0
2022-07-21,3,547855.7640891727,0,1,0
2022-07-22,3,547855.7640891727,0,1,0
2022-07-25,3,547855.7640891727,0,1,0
2022-07-26,3,547855.7640891727,0,1,0
2022-07-27,3,547855.7640891727,1,1,0
2022-07-28,3,547855.7640891727,0,1,0
2022-07-29,3,547855.7640891727,1,1,0
2022-08-01,3,547855.7640891727,0,1,0
2022-08-02,3,547855.7640891727,1,1,0
2022-08-03,3,547855.7640891727,1,1,0
2022-08-04,3,350960.9377409527,1,1,0
2022-08-05,2,556274.1387412327,0,0,0
2022-08-08,2,556274.1387412327,1,0,0
2022-08-09,3,365514.0340060327,0,1,0
2022-08-10,3,365514.0340060327,1,1,0
2022-08-11,3,178420.5443429527,0,1,0
2022-08-12,3,178420.5443429527,0,1,0
2022-08-15,3,178420.5443429527,0,1,0
2022-08-16,3,178420.5443429527,0,1,0
2022-08-17,3,178420.5443429527,0,1,0
2022-08-18,3,178420.5443429527,0,1,0
2022-08-19,3,178420.5443429527,3,1,0
2022-08-22,3,178420.5443429527,1,1,0
2022-08-23,3,178420.5443429527,1,1,0
2022-08-24,3,178420.5443429527,1,1,0
2022-08-25,3,178420.5443429527,1,1,0
2022-08-26,3,178420.5443429527,0,1,0
2022-08-29,3,178420.5443429527,2,1,0
2022-08-30,3,178420.5443429527,1,1,0
2022-08-31,2,760399.0303359127,2,0,0
2022-09-01,3,369888.5049909728,3,1,0
2022-09-02,3,369888.5049909728,3,1,0
2022-09-05,3,2125.611492972879,2,1,0
2022-09-06,3,2125.611492972879,0,1,0
2022-09-07,3,2125.611492972879,1,1,0
2022-09-08,3,2125.611492972879,0,1,0
2022-09-09,3,2125.611492972879,0,1,0
2022-09-13,3,2125.611492972879,0,1,0
2022-09-14,3,2125.611492972879,1,1,0
2022-09-15,3,2125.611492972879,0,1,0
2022-09-16,3,2125.611492972879,2,1,0
2022-09-19,3,2125.611492972879,2,1,0
2022-09-20,3,2125.611492972879,2,1,0
2022-09-21,3,2125.611492972879,3,1,0
2022-09-22,3,2125.611492972879,1,1,0
2022-09-23,3,2125.611492972879,0,1,0
2022-09-26,2,398109.16276177287,1,0,0
2022-09-27,3,198168.5027026329,0,1,0
2022-09-28,3,198168.5027026329,0,1,0
2022-09-29,3,549.7651864328946,1,1,0
2022-09-30,3,549.7651864328946,1,1,0
2022-10-10,3,549.7651864328946,5,1,0
2022-10-11,3,549.7651864328946,2,1,0
2022-10-12,2,212654.59094353288,3,0,0
2022-10-13,3,40391.76825157291,2,1,0
2022-10-14,3,40391.76825157291,0,1,0
2022-10-17,3,40391.76825157291,0,1,0
2022-10-18,3,40391.76825157291,0,1,0
2022-10-19,3,40391.76825157291,2,1,0
2022-10-20,3,40391.76825157291,1,1,0
2022-10-21,3,40391.76825157291,0,1,0
2022-10-24,3,40391.76825157291,5,1,0
2022-10-25,3,40391.76825157291,4,1,0
2022-10-26,3,40391.76825157291,2,1,0
2022-10-27,3,40391.76825157291,3,1,0
2022-10-28,2,465437.5269416529,3,0,0
2022-10-31,3,94971.23074165286,1,1,0
2022-11-01,3,94971.23074165286,1,1,0
2022-11-02,3,94971.23074165286,0,1,0
2022-11-03,3,94971.23074165286,0,1,0
2022-11-04,2,1039698.506632813,0,0,0
2022-11-07,2,1039698.506632813,0,0,0
2022-11-08,2,1039698.506632813,0,0,0
2022-11-09,2,1039698.506632813,0,0,0
2022-11-10,2,1039698.506632813,0,0,0
2022-11-11,2,1039698.506632813,1,0,0
2022-11-14,3,840499.7804263331,0,1,0
2022-11-15,3,840499.7804263331,0,1,0
2022-11-16,3,840499.7804263331,0,1,0
2022-11-17,3,840499.7804263331,0,1,0
2022-11-18,3,840499.7804263331,0,1,0
2022-11-21,3,840499.7804263331,0,1,0
2022-11-22,3,840499.7804263331,0,1,0
2022-11-23,3,840499.7804263331,1,1,0
2022-11-24,3,840499.7804263331,0,1,0
2022-11-25,3,840499.7804263331,0,1,0
2022-11-28,3,840499.7804263331,2,1,0
2022-11-29,3,840499.7804263331,0,1,0
2022-11-30,3,840499.7804263331,0,1,0
2022-12-01,2,1006124.8295863331,0,0,0
2022-12-02,2,1006124.8295863331,0,0,0
2022-12-05,2,1006124.8295863331,0,0,0
2022-12-06,2,1006124.8295863331,1,0,0
2022-12-07,2,1010996.2028071332,0,0,0
2022-12-08,2,1010996.2028071332,0,0,0
2022-12-09,2,1010996.2028071332,0,0,0
2022-12-12,2,1010996.2028071332,0,0,0
2022-12-13,2,1010996.2028071332,1,0,0
2022-12-14,2,818873.3828580732,1,0,0
2022-12-15,2,818873.3828580732,0,0,0
2022-12-16,2,818873.3828580732,0,0,0
2022-12-19,2,818873.3828580732,0,0,0
2022-12-20,2,818873.3828580732,0,0,0
2022-12-21,2,818873.3828580732,0,0,0
2022-12-22,2,818873.3828580732,1,0,0
2022-12-23,3,621645.1368432732,1,1,0
2022-12-26,3,422426.38543159317,0,1,0
2022-12-27,3,422426.38543159317,0,1,0
2022-12-28,3,422426.38543159317,1,1,0
2022-12-29,3,422426.38543159317,0,1,0
2022-12-30,3,422426.38543159317,1,1,0
2023-01-03,2,860789.9944601532,0,0,0
2023-01-04,2,860789.9944601532,0,0,0
2023-01-05,1,1293283.891656133,0,0,0
2023-01-06,1,1293283.891656133,0,0,0
2023-01-09,1,1293283.891656133,0,0,0
2023-01-10,1,1293283.891656133,0,0,0
2023-01-11,1,1293283.891656133,1,0,0
2023-01-12,2,1096455.1484850731,0,0,0
2023-01-13,2,1096455.1484850731,0,0,0
2023-01-16,2,1096455.1484850731,0,0,0
2023-01-17,2,1096455.1484850731,0,0,0
2023-01-18,1,1316065.9817411532,0,0,0
2023-01-19,1,1316065.9817411532,0,0,0
2023-01-20,1,1316065.9817411532,0,0,0
2023-01-30,1,1316065.9817411532,0,0,0
2023-01-31,1,1316065.9817411532,0,0,0
2023-02-01,0,1526637.2791816331,0,0,0
2023-02-02,0,1526637.2791816331,0,0,0
2023-02-03,0,1526637.2791816331,0,0,0
2023-02-06,0,1526637.2791816331,0,0,0
2023-02-07,0,1526637.2791816331,0,0,0
2023-02-08,0,1526637.2791816331,0,0,0
2023-02-09,0,1526637.2791816331,0,0,0
2023-02-10,0,1526637.2791816331,0,0,0
2023-02-13,0,1526637.2791816331,0,0,0
2023-02-14,0,1526637.2791816331,0,0,0
2023-02-15,0,1526637.2791816331,0,0,0
2023-02-16,0,1526637.2791816331,0,0,0
2023-02-17,0,1526637.2791816331,1,0,0
2023-02-20,1,1360027.571917633,2,0,0
2023-02-21,2,1166343.7872232331,1,0,0
2023-02-22,2,1002537.6086872332,1,0,0
2023-02-23,2,802485.8087392332,0,0,0
2023-02-24,2,802485.8087392332,0,0,0
2023-02-27,2,802485.8087392332,0,0,0
2023-02-28,2,802485.8087392332,0,0,0
2023-03-01,2,802485.8087392332,0,0,0
2023-03-02,2,802485.8087392332,0,0,0
2023-03-03,2,802485.8087392332,0,0,0
2023-03-06,2,802485.8087392332,0,0,0
2023-03-07,2,802485.8087392332,1,0,0
2023-03-08,3,603740.6534305331,1,1,0
2023-03-09,3,603740.6534305331,0,1,0
2023-03-10,3,603740.6534305331,2,1,0
2023-03-13,3,603740.6534305331,1,1,0
2023-03-14,3,603740.6534305331,2,1,0
2023-03-15,3,603740.6534305331,0,1,0
2023-03-16,3,603740.6534305331,2,1,0
2023-03-17,3,603740.6534305331,1,1,0
2023-03-20,3,217136.04435985317,0,1,0
2023-03-21,3,217136.04435985317,0,1,0
2023-03-22,3,217136.04435985317,1,1,0
2023-03-23,3,18135.567684853188,0,1,0
2023-03-24,3,18135.567684853188,0,1,0
2023-03-27,3,18135.567684853188,0,1,0
2023-03-28,3,18135.567684853188,0,1,0
2023-03-29,3,18135.567684853188,0,1,0
2023-03-30,3,18135.567684853188,0,1,0
2023-03-31,2,554834.5598164933,0,0,0
2023-04-03,1,979248.7482889933,0,0,0
2023-04-04,1,979248.7482889933,0,0,0
2023-04-06,1,979248.7482889933,0,0,0
2023-04-07,1,979248.7482889933,0,0,0
2023-04-10,1,979248.7482889933,1,0,0
2023-04-11,2,795046.8982567933,0,0,0
2023-04-12,2,795046.8982567933,1,0,0
2023-04-13,3,431989.9279807934,0,1,0
2023-04-14,3,431989.9279807934,0,1,0
2023-04-17,3,431989.9279807934,0,1,0
2023-04-18,3,431989.9279807934,0,1,0
2023-04-19,3,431989.9279807934,0,1,0
2023-04-20,3,431989.9279807934,0,1,0
2023-04-21,3,237645.31151479343,0,1,0
2023-04-24,3,237645.31151479343,0,1,0
2023-04-25,3,38963.23560247346,0,1,0
2023-04-26,3,38963.23560247346,0,1,0
2023-04-27,3,38963.23560247346,1,1,0
2023-04-28,3,38963.23560247346,0,1,0
2023-05-04,3,38963.23560247346,1,1,0
2023-05-05,3,38963.23560247346,0,1,0
2023-05-08,3,38963.23560247346,0,1,0
2023-05-09,3,38963.23560247346,1,1,0
2023-05-10,3,38963.23560247346,0,1,0
2023-05-11,3,38963.23560247346,0,1,0
2023-05-12,3,38963.23560247346,1,1,0
2023-05-15,3,38963.23560247346,0,1,0
2023-05-16,3,38963.23560247346,0,1,0
2023-05-17,3,38963.23560247346,0,1,0
2023-05-18,3,38963.23560247346,0,1,0
2023-05-19,3,38963.23560247346,0,1,0
2023-05-22,2,406995.0654723735,1,0,0
2023-05-23,3,207844.39975837353,1,1,0
2023-05-24,3,207844.39975837353,0,1,0
2023-05-25,3,14217.68689879356,0,1,0
2023-05-26,3,14217.68689879356,0,1,0
2023-05-29,3,14217.68689879356,2,1,0
2023-05-30,3,14217.68689879356,2,1,0
2023-05-31,3,14217.68689879356,1,1,0
2023-06-01,3,14217.68689879356,1,1,0
2023-06-02,3,14217.68689879356,0,1,0
2023-06-05,3,14217.68689879356,0,1,0
2023-06-06,3,14217.68689879356,0,1,0
2023-06-07,3,14217.68689879356,1,1,0
2023-06-08,3,14217.68689879356,0,1,0
2023-06-09,3,14217.68689879356,1,1,0
2023-06-12,3,14217.68689879356,0,1,0
2023-06-13,3,14217.68689879356,0,1,0
2023-06-14,3,14217.68689879356,0,1,0
2023-06-15,3,14217.68689879356,0,1,0
2023-06-16,2,190615.34844301353,0,0,1
2023-06-19,2,190615.34844301353,0,0,1
2023-06-20,2,190615.34844301353,0,0,1
2023-06-21,2,190615.34844301353,0,0,1
2023-06-26,2,190615.34844301353,1,0,1
2023-06-27,3,1084.1334048535518,1,1,0
2023-06-28,3,1084.1334048535518,1,1,0
2023-06-29,3,1084.1334048535518,0,1,0
2023-06-30,3,1084.1334048535518,0,1,0
2023-07-03,3,1084.1334048535518,0,1,0
2023-07-04,3,1084.1334048535518,0,1,0
2023-07-05,3,1084.1334048535518,0,1,0
2023-07-06,3,1084.1334048535518,0,1,0
2023-07-07,3,1084.1334048535518,0,1,0
2023-07-10,3,1084.1334048535518,0,1,0
2023-07-11,3,1084.1334048535518,1,1,0
2023-07-12,3,1084.1334048535518,0,1,0
2023-07-13,3,1084.1334048535518,0,1,0
2023-07-14,3,1084.1334048535518,0,1,0
2023-07-17,3,1084.1334048535518,0,1,0
2023-07-18,3,1084.1334048535518,0,1,0
2023-07-19,3,1084.1334048535518,1,1,0
2023-07-20,3,1084.1334048535518,2,1,0
2023-07-21,3,1084.1334048535518,1,1,0
2023-07-24,3,1084.1334048535518,0,1,0
2023-07-25,2,606107.4492800335,0,0,0
2023-07-26,2,606107.4492800335,0,0,0
2023-07-27,2,606107.4492800335,0,0,0
2023-07-28,2,606107.4492800335,0,0,0
2023-07-31,2,606107.4492800335,1,0,0
2023-08-01,3,406461.1597373335,1,1,0
2023-08-02,3,406461.1597373335,1,1,0
2023-08-03,3,209518.2728966335,0,1,0
2023-08-04,3,209518.2728966335,0,1,0
2023-08-07,3,10033.186255793553,3,1,0
2023-08-08,3,10033.186255793553,0,1,0
2023-08-09,3,10033.186255793553,1,1,0
2023-08-10,3,10033.186255793553,0,1,0
2023-08-11,3,10033.186255793553,0,1,0
2023-08-14,2,21935.216996103554,1,0,1
2023-08-15,2,21935.216996103554,0,0,1
2023-08-16,2,21935.216996103554,1,0,1
2023-08-17,3,4638.770083363557,0,1,0
2023-08-18,3,4638.770083363557,2,1,0
2023-08-21,3,4638.770083363557,4,1,0
2023-08-22,3,4638.770083363557,1,1,0
2023-08-23,3,4638.770083363557,1,1,0
2023-08-24,3,4638.770083363557,0,1,0
2023-08-25,3,4638.770083363557,1,1,0
2023-08-28,2,614094.7012861636,0,0,0
2023-08-29,2,614094.7012861636,0,0,0
2023-08-30,2,614094.7012861636,0,0,0
2023-08-31,2,614094.7012861636,0,0,0
2023-09-01,2,614094.7012861636,0,0,0
2023-09-04,2,614094.7012861636,0,0,0
2023-09-05,2,614094.7012861636,0,0,0
2023-09-06,2,614094.7012861636,0,0,0
2023-09-07,2,614094.7012861636,1,0,0
2023-09-08,3,416195.6108971637,1,1,0
2023-09-11,3,416195.6108971637,1,1,0
2023-09-12,3,416195.6108971637,1,1,0
2023-09-13,3,416195.6108971637,1,1,0
2023-09-14,3,416195.6108971637,0,1,0
2023-09-15,3,416195.6108971637,1,1,0
2023-09-18,3,416195.6108971637,1,1,0
2023-09-19,3,416195.6108971637,0,1,0
2023-09-20,3,416195.6108971637,0,1,0
2023-09-21,3,416195.6108971637,0,1,0
2023-09-22,3,416195.6108971637,0,1,0
2023-09-25,3,416195.6108971637,0,1,0
2023-09-26,3,416195.6108971637,0,1,0
2023-09-27,3,416195.6108971637,0,1,0
2023-09-28,3,416195.6108971637,0,1,0
2023-10-09,3,416195.6108971637,0,1,0
2023-10-10,2,432291.27037091367,0,0,0
2023-10-11,1,643505.0398162736,0,0,0
2023-10-12,1,643505.0398162736,0,0,0
2023-10-13,1,643505.0398162736,1,0,0
2023-10-16,2,468186.37081079365,2,0,0
2023-10-17,3,282442.5799781937,0,1,0
2023-10-18,3,110345.9664893937,0,1,0
2023-10-19,3,110345.9664893937,2,1,0
2023-10-20,3,110345.9664893937,1,1,0
2023-10-23,3,110345.9664893937,1,1,0
2023-10-24,3,110345.9664893937,2,1,0
2023-10-25,3,110345.9664893937,0,1,0
2023-10-26,3,110345.9664893937,0,1,0
2023-10-27,3,110345.9664893937,0,1,0
2023-10-30,3,110345.9664893937,0,1,0
2023-10-31,3,110345.9664893937,0,1,0
2023-11-01,3,110345.9664893937,0,1,0
2023-11-02,3,110345.9664893937,1,1,0
2023-11-03,3,110345.9664893937,0,1,0
2023-11-06,2,814557.9053536737,0,0,0
2023-11-07,2,814557.9053536737,0,0,0
2023-11-08,2,814557.9053536737,0,0,0
2023-11-09,2,814557.9053536737,1,0,0
2023-11-10,3,616969.2056452738,1,1,0
2023-11-13,3,616969.2056452738,0,1,0
2023-11-14,3,420992.53495547385,0,1,0
2023-11-15,3,420992.53495547385,0,1,0
2023-11-16,3,420992.53495547385,0,1,0
2023-11-17,3,420992.53495547385,0,1,0
2023-11-20,3,420992.53495547385,0,1,0
2023-11-21,3,420992.53495547385,0,1,0
2023-11-22,3,420992.53495547385,0,1,0
2023-11-23,3,420992.53495547385,0,1,0
2023-11-24,3,420992.53495547385,1,1,0
2023-11-27,3,420992.53495547385,2,1,0
2023-11-28,3,233723.8247468939,0,1,0
2023-11-29,3,233723.8247468939,1,1,0
2023-11-30,3,233723.8247468939,1,1,0
2023-12-01,3,233723.8247468939,0,1,0
2023-12-04,3,233723.8247468939,0,1,0
2023-12-05,3,233723.8247468939,1,1,0
2023-12-06,3,3921.578693513926,1,1,0
2023-12-07,3,3921.578693513926,1,1,0
2023-12-08,3,3921.578693513926,0,1,0
2023-12-11,3,3921.578693513926,1,1,0
2023-12-12,3,3921.578693513926,0,1,0
2023-12-13,3,3921.578693513926,3,1,0
2023-12-14,3,3921.578693513926,3,1,0
2023-12-15,3,3921.578693513926,0,1,0
2023-12-18,3,3921.578693513926,1,1,0
2023-12-19,3,3921.578693513926,0,1,0
2023-12-20,3,3921.578693513926,1,1,0
2023-12-21,3,3921.578693513926,1,1,0
2023-12-22,3,3921.578693513926,0,1,0
2023-12-25,3,3921.578693513926,1,1,0
2023-12-26,3,3921.578693513926,0,1,0
2023-12-27,3,3921.578693513926,1,1,0
2023-12-28,3,3921.578693513926,0,1,0
2023-12-29,2,524383.347901554,0,0,0
2024-01-02,2,524383.347901554,0,0,0
2024-01-03,2,524383.347901554,1,0,0
2024-01-04,3,326334.068473554,1,1,0
2024-01-05,3,326334.068473554,1,1,0
2024-01-08,3,130151.138170194,2,1,0
2024-01-09,3,130151.138170194,0,1,0
2024-01-10,3,130151.138170194,0,1,0
2024-01-11,3,130151.138170194,0,1,0
2024-01-12,3,130151.138170194,1,1,0
2024-01-15,3,130151.138170194,0,1,0
2024-01-16,3,130151.138170194,1,1,0
2024-01-17,3,130151.138170194,2,1,0
2024-01-18,3,130151.138170194,0,1,0
2024-01-19,3,130151.138170194,0,1,0
2024-01-22,3,130151.138170194,1,1,0
2024-01-23,3,130151.138170194,0,1,0
2024-01-24,3,130151.138170194,0,1,0
2024-01-25,2,565409.065549194,0,0,0
2024-01-26,2,565409.065549194,0,0,0
2024-01-29,2,565409.065549194,2,0,0
2024-01-30,3,177124.34176223405,4,1,0
2024-01-31,3,177124.34176223405,3,1,0
2024-02-01,3,1275.0048189540394,0,1,0
2024-02-02,3,1275.0048189540394,1,1,0
2024-02-05,3,1275.0048189540394,1,1,0
2024-02-06,3,1275.0048189540394,0,1,0
2024-02-07,3,1275.0048189540394,0,1,0
2024-02-08,1,962902.2902236739,0,0,0
2024-02-19,1,962902.2902236739,0,0,0
2024-02-20,1,962902.2902236739,0,0,0
2024-02-21,1,962902.2902236739,0,0,0
2024-02-22,1,962902.2902236739,0,0,0
2024-02-23,1,962902.2902236739,0,0,0
2024-02-26,1,962902.2902236739,0,0,0
2024-02-27,1,962902.2902236739,0,0,0
2024-02-28,1,962902.2902236739,0,0,0
2024-02-29,1,962902.2902236739,0,0,0
2024-03-01,1,962902.2902236739,0,0,0
2024-03-04,1,962902.2902236739,0,0,0
2024-03-05,1,962902.2902236739,0,0,0
2024-03-06,1,962902.2902236739,0,0,0
2024-03-07,1,962902.2902236739,0,0,0
2024-03-08,1,962902.2902236739,0,0,0
2024-03-11,1,962902.2902236739,0,0,0
2024-03-12,0,1387563.891935274,0,0,0
2024-03-13,0,1387563.891935274,0,0,0
2024-03-14,0,1387563.891935274,0,0,0
2024-03-15,0,1387563.891935274,0,0,0
2024-03-18,0,1387563.891935274,0,0,0
2024-03-19,0,1387563.891935274,0,0,0
2024-03-20,0,1387563.891935274,0,0,0
2024-03-21,0,1387563.891935274,0,0,0
2024-03-22,0,1387563.891935274,1,0,0
2024-03-25,1,1189109.102101974,0,0,0
2024-03-26,1,1189109.102101974,0,0,0
2024-03-27,1,1189109.102101974,1,0,0
2024-03-28,2,990198.738850374,0,0,0
2024-03-29,2,990198.738850374,1,0,0
2024-04-01,3,791490.6301712941,0,1,0
2024-04-02,3,791490.6301712941,0,1,0
2024-04-03,3,594980.2877629141,0,1,0
2024-04-08,3,594980.2877629141,1,1,0
2024-04-09,3,594980.2877629141,1,1,0
2024-04-10,3,594980.2877629141,3,1,0
2024-04-11,3,397872.19297931413,1,1,0
2024-04-12,3,397872.19297931413,2,1,0
2024-04-15,3,201168.60734075413,0,1,0
2024-04-16,3,201168.60734075413,1,1,0
2024-04-17,3,201168.60734075413,0,1,0
2024-04-18,3,201168.60734075413,0,1,0
2024-04-19,3,201168.60734075413,0,1,0
2024-04-22,3,201168.60734075413,0,1,0
2024-04-23,3,201168.60734075413,1,1,0
2024-04-24,3,201168.60734075413,0,1,0
2024-04-25,3,201168.60734075413,1,1,0
2024-04-26,3,201168.60734075413,1,1,0
2024-04-29,2,628352.763452874,0,0,0
2024-04-30,2,628352.763452874,0,0,0
2024-05-06,2,628352.763452874,1,0,0
2024-05-07,3,429267.17965577403,2,1,0
2024-05-08,3,429267.17965577403,0,1,0
2024-05-09,3,429267.17965577403,0,1,0
2024-05-10,3,429267.17965577403,0,1,0
2024-05-13,3,429267.17965577403,0,1,0
2024-05-14,3,429267.17965577403,0,1,0
2024-05-15,3,429267.17965577403,0,1,0
2024-05-16,3,429267.17965577403,0,1,0
2024-05-17,3,429267.17965577403,0,1,0
2024-05-20,3,429267.17965577403,0,1,0
2024-05-21,2,890163.9227146141,0,0,0
2024-05-22,2,890163.9227146141,0,0,0
2024-05-23,2,890163.9227146141,0,0,0
2024-05-24,2,890163.9227146141,0,0,0
2024-05-27,2,691241.5443398941,0,0,0
2024-05-28,2,691241.5443398941,2,0,0
2024-05-29,3,491568.22077017406,0,1,0
2024-05-30,3,491568.22077017406,0,1,0
2024-05-31,3,491568.22077017406,1,1,0
2024-06-03,3,491568.22077017406,0,1,0
2024-06-04,3,491568.22077017406,0,1,0
2024-06-05,3,491568.22077017406,0,1,0
2024-06-06,3,491568.22077017406,1,1,0
2024-06-07,3,292567.744095174,2,1,0
2024-06-11,3,292567.744095174,3,1,0
2024-06-12,3,292567.744095174,2,1,0
2024-06-13,3,292567.744095174,3,1,0
2024-06-14,3,292567.744095174,0,1,0
2024-06-17,3,292567.744095174,0,1,0
2024-06-18,3,292567.744095174,0,1,0
2024-06-19,3,292567.744095174,0,1,0
2024-06-20,3,292567.744095174,0,1,0
2024-06-21,3,292567.744095174,0,1,0
2024-06-24,3,292567.744095174,0,1,0
2024-06-25,3,292567.744095174,0,1,0
2024-06-26,3,292567.744095174,0,1,0
2024-06-27,3,292567.744095174,0,1,0
2024-06-28,3,292567.744095174,1,1,0
2024-07-01,3,292567.744095174,0,1,0
2024-07-02,3,292567.744095174,0,1,0
2024-07-03,3,292567.744095174,0,1,0
2024-07-04,3,292567.744095174,0,1,0
2024-07-05,3,292567.744095174,0,1,0
2024-07-08,3,292567.744095174,2,1,0
2024-07-09,2,501180.098119974,0,0,0
2024-07-10,1,906288.159824694,0,0,0
2024-07-11,1,906288.159824694,0,0,0
2024-07-12,1,906288.159824694,1,0,0
2024-07-15,2,707273.6655060541,0,0,0
2024-07-16,2,707273.6655060541,0,0,0
2024-07-17,1,1092514.739605254,0,0,0
2024-07-18,1,1092514.739605254,1,0,0
2024-07-19,2,892502.990067654,0,0,0
2024-07-22,2,892502.990067654,0,0,0
2024-07-23,2,892502.990067654,1,0,0
2024-07-24,3,693207.1416159541,0,1,0
2024-07-25,3,693207.1416159541,4,1,0
2024-07-26,3,294144.8523903542,0,1,0
2024-07-29,3,294144.8523903542,0,1,0
2024-07-30,3,294144.8523903542,1,1,0
2024-07-31,3,294144.8523903542,0,1,0
2024-08-01,3,294144.8523903542,0,1,0
2024-08-02,3,294144.8523903542,1,1,0
2024-08-05,3,294144.8523903542,2,1,0
2024-08-06,3,294144.8523903542,1,1,0
2024-08-07,3,294144.8523903542,0,1,0
2024-08-08,3,294144.8523903542,0,1,0
2024-08-09,3,94373.40531515423,0,1,0
2024-08-12,3,94373.40531515423,0,1,0
2024-08-13,3,94373.40531515423,0,1,0
2024-08-14,3,94373.40531515423,0,1,0
2024-08-15,3,94373.40531515423,0,1,0
2024-08-16,3,94373.40531515423,0,1,0
2024-08-19,3,94373.40531515423,0,1,0
2024-08-20,3,94373.40531515423,0,1,0
2024-08-21,3,94373.40531515423,0,1,0
2024-08-22,3,94373.40531515423,2,1,0
2024-08-23,3,94373.40531515423,1,1,0
2024-08-26,3,94373.40531515423,1,1,0
2024-08-27,3,94373.40531515423,0,1,0
2024-08-28,3,94373.40531515423,3,1,0
2024-08-29,3,94373.40531515423,1,1,0
2024-08-30,3,94373.40531515423,0,1,0
2024-09-02,3,94373.40531515423,1,1,0
2024-09-03,3,94373.40531515423,0,1,0
2024-09-04,3,94373.40531515423,1,1,0
2024-09-05,3,361.4498827642569,1,1,0
2024-09-06,3,361.4498827642569,1,1,0
2024-09-09,3,361.4498827642569,3,1,0
2024-09-10,3,361.4498827642569,0,1,0
2024-09-11,3,361.4498827642569,1,1,0
2024-09-12,3,361.4498827642569,1,1,0
2024-09-13,3,361.4498827642569,2,1,0
2024-09-18,3,361.4498827642569,2,1,0
2024-09-19,3,361.4498827642569,2,1,0
2024-09-20,2,398827.2175704443,2,0,0
2024-09-23,3,202050.5399329043,0,1,0
2024-09-24,2,640737.4243225043,0,0,0
2024-09-25,1,1064490.6269425042,0,0,0
2024-09-26,1,1064490.6269425042,0,0,0
2024-09-27,1,1064490.6269425042,0,0,0
2024-09-30,1,1064490.6269425042,0,0,0
2024-10-08,1,1064490.6269425042,0,0,0
2024-10-09,1,1064490.6269425042,0,0,0
2024-10-10,1,1064490.6269425042,0,0,0
2024-10-11,1,1064490.6269425042,0,0,0
2024-10-14,1,1064490.6269425042,0,0,0
2024-10-15,1,1064490.6269425042,0,0,0
2024-10-16,1,1064490.6269425042,0,0,0
2024-10-17,1,1064490.6269425042,0,0,0
2024-10-18,1,1064490.6269425042,0,0,0
2024-10-21,1,1064490.6269425042,0,0,0
2024-10-22,1,1064490.6269425042,0,0,0
2024-10-23,1,1064490.6269425042,0,0,0
2024-10-24,1,1064490.6269425042,0,0,0
2024-10-25,1,1064490.6269425042,0,0,0
2024-10-28,1,1064490.6269425042,0,0,0
2024-10-29,1,1064490.6269425042,0,0,0
2024-10-30,1,1064490.6269425042,0,0,0
2024-10-31,1,1064490.6269425042,0,0,0
2024-11-01,1,1064490.6269425042,0,0,0
2024-11-04,1,1064490.6269425042,0,0,0
2024-11-05,1,1064490.6269425042,0,0,0
2024-11-06,1,1064490.6269425042,0,0,0
2024-11-07,1,1064490.6269425042,0,0,0
2024-11-08,1,1064490.6269425042,0,0,0
2024-11-11,1,1064490.6269425042,0,0,0
2024-11-12,1,1064490.6269425042,0,0,0
2024-11-13,1,1064490.6269425042,0,0,0
2024-11-14,1,1064490.6269425042,0,0,0
2024-11-15,1,1064490.6269425042,0,0,0
2024-11-18,1,1064490.6269425042,0,0,0
2024-11-19,1,1064490.6269425042,0,0,0
2024-11-20,1,1064490.6269425042,0,0,0
2024-11-21,1,1064490.6269425042,0,0,0
2024-11-22,1,1064490.6269425042,0,0,0
2024-11-25,1,867346.4867895442,0,0,0
2024-11-26,1,867346.4867895442,0,0,0
2024-11-27,1,867346.4867895442,1,0,0
2024-11-28,2,670106.2256516243,1,0,0
2024-11-29,2,670106.2256516243,0,0,0
2024-12-02,2,670106.2256516243,0,0,0
2024-12-03,2,670106.2256516243,0,0,0
2024-12-04,2,670106.2256516243,0,0,0
2024-12-05,2,670106.2256516243,0,0,0
2024-12-06,2,670106.2256516243,0,0,0
2024-12-09,2,670106.2256516243,0,0,0
2024-12-10,2,670106.2256516243,0,0,0
2024-12-11,2,670106.2256516243,0,0,0
2024-12-12,2,670106.2256516243,0,0,0
2024-12-13,2,670106.2256516243,0,0,0
2024-12-16,2,670106.2256516243,0,0,0
2024-12-17,2,670106.2256516243,0,0,0
2024-12-18,1,1089576.9754112242,0,0,0
2024-12-19,1,1089576.9754112242,0,0,0
2024-12-20,1,1089576.9754112242,0,0,0
2024-12-23,1,1089576.9754112242,0,0,0
2024-12-24,1,1089576.9754112242,0,0,0
2024-12-25,1,1089576.9754112242,0,0,0
