b,random_k3_mean_pp
144,4.474658921988565
145,4.672628829482268
146,4.322612839839788
147,4.339834815142686
148,4.752672495713518
149,4.561000968943441
150,4.1534197785594476
151,4.328695675604153
152,4.117787786208264
153,4.422992091797804
154,4.282962606384685
155,4.4320214624724485
156,4.246201652997711
157,4.365344667222613
158,4.32745834094418
159,4.240595502877456
160,4.766751617964142
161,4.534564876778577
162,3.9890217896428077
163,4.438521201297947
164,4.514626612705761
165,4.27881786526389
166,4.144701369980641
167,4.279842266614483
168,4.2643246824276435
169,4.184976510989754
170,4.193859936656016
171,4.185675664668427
172,4.793616189116406
173,4.581418822843999
174,4.337512032000654
175,4.382708346589226
176,4.611069890193983
177,4.273976338315184
178,4.376748925929445
179,4.404664167101351
180,4.155568144497507
181,4.249681487331134
182,4.501982337696055
183,4.258491357600779
184,4.443235921405909
185,4.463625478982536
186,4.758351566084201
187,4.105537649636252
188,4.496277269710455
189,4.139523551747183
190,3.9747070108173146
191,4.475892280264793
192,4.261219008789142
193,4.228995676185731
194,4.346536352481021
195,4.139788294306525
196,4.037883151954439
197,4.213435714514272
198,4.044974882452806
199,4.284382829191305
200,4.493140314455373
201,4.56527660697126
202,4.201424841558481
203,4.20968723078748
204,4.086357315897209
205,4.722249092663746
206,4.2575189742211785
207,4.132149326559457
208,4.432319600175111
209,4.485132981180546
210,4.652140770292906
211,4.357023415893726
212,4.461568218178767
213,4.55011869991756
214,4.269146091328397
215,4.407423327376257
216,4.382105390444203
217,4.172148564563517
218,4.1941079968186035
219,4.369620583880982
220,4.141179842213775
221,4.205239717365409
222,4.18915256147293
223,4.156158165988833
224,4.412085603957987
225,4.581509706031241
226,4.618644300781207
227,4.5755012159511885
228,4.4414773110698835
229,4.144463997831975
230,4.42616120816259
231,4.266147362719673
232,4.363072794478779
233,4.644033029728338
234,4.197494690930494
235,4.503835523762167
236,4.740388873964342
237,4.415913948665317
238,4.404575051828362
239,4.319713340025012
240,4.488603558891373
241,4.243941754575441
242,4.5215087081113134
243,4.391629016263204
244,4.400993203098424
245,4.295679757633977
246,4.500865449669204
247,4.174675252419
248,4.416123754510497
249,4.254644974705225
250,4.359978970037023
251,4.392963794950596
252,4.419211078439005
253,4.525592012671811
254,4.126931709646334
255,4.44254737828315
256,4.23903560758355
257,4.05307350645859
258,4.599646006871672
259,4.383987386225271
260,4.434751284589872
261,4.44928364157188
262,4.565587133846067
263,4.46224209773943
264,4.388472559252318
265,4.2111451957774095
266,4.47917893999585
267,4.198071408867303
268,4.776706193460263
269,4.5112864670191835
270,4.230507360781973
271,4.4178838324050815
272,4.37967287526845
273,4.054719320807969
274,4.57744694154223
275,3.875623212285402
276,4.55778875486498
277,4.6646262278872275
278,4.438285049296656
279,4.592464982051058
280,4.2593327709630255
281,4.514035262213198
282,4.5558423744857395
283,4.254863314504052
284,4.52995834825826
285,4.131667436613934
286,4.485225321169707
287,4.4723175020609975
288,4.753625452916405
289,4.555818578784075
290,4.29339504457693
291,4.323340810499767
292,4.231525051694352
293,4.28350703280221
294,4.409380669238669
295,4.4227708218516
296,4.714964986769393
297,4.348456954537407
298,4.257767271789923
299,4.5713048332481145
300,4.433202683266344
301,4.397985531424103
302,4.354026907086729
303,4.261615500348998
304,4.034397332130652
305,4.5760385040962746
306,4.324217300024484
307,4.294591532569471
308,4.438054714884797
309,4.386982162407948
310,3.882389303215542
311,4.440550986816087
312,4.22438620065178
313,4.318996211308036
314,4.513862302985822
315,4.182443077636143
316,4.285963495941419
317,4.3462616424199645
318,4.451779166865307
319,4.2680244122261985
320,4.292413874907403
321,4.293390501366375
322,4.194465623993422
323,4.699278385955877
324,4.521423881280388
325,4.697153908639061
326,4.179660797364541
327,4.5082090704757425
328,4.098877092312895
329,4.879757402080099
330,4.369849116868052
331,4.212715574416756
332,4.485543414193478
333,4.331676187487615
334,4.243757381567231
335,4.640293642086474
336,4.210920585092678
337,4.671066914478253
338,4.5869745788823755
339,4.23094466290217
340,4.18243184881754
341,4.362681294833975
342,4.259526999205381
343,4.232773775631047
344,4.378753593551807
345,4.160875928267878
346,4.344924857754132
347,4.616541917619467
348,4.70987987938162
349,4.131203216847885
350,4.178336983028393
351,4.308038989029738
352,4.483391614565566
353,4.430317645355137
354,4.022850356406082
355,4.2770666325345195
356,4.146335995503629
357,4.340084138613072
358,4.226075335960718
359,4.8176725529683475
360,4.388735506884678
361,4.782048869162101
362,4.083385724438232
363,4.533396391933698
364,4.5256332295204365
365,4.250387862469876
366,3.6403227650637855
367,4.119365455297232
368,4.797877644116479
369,4.158607961454704
370,4.385515300891954
371,4.33510182914214
372,4.149796158328826
373,4.421479951139161
374,4.388761633672622
375,4.132809766774771
376,4.615202303024851
377,4.3934854371156025
378,4.726635497502858
379,4.324354184533817
380,4.6009607336182015
381,4.637216962746204
382,4.4012663090891015
383,4.360514286878041
384,4.124999509462392
385,4.019816623287953
386,4.762616883791825
387,4.389090382810458
388,4.564263728307675
389,4.276148614979553
390,4.023571580010749
391,4.46404932288274
392,4.537214141983774
393,4.591226882241883
394,4.502676107665062
395,4.062461066864062
396,4.378508774167234
397,4.021222357445924
398,4.478066762820043
399,4.6434656337357
400,4.339342309375971
401,4.535550512397797
402,4.389187845896523
403,4.680346711490678
404,4.366792062334257
405,4.431087413799439
406,4.256651835305471
407,4.262313472862218
408,4.6663114640607715
409,4.339860816722318
410,4.2286855397682865
411,4.55732105411382
412,4.573806018558263
413,4.603835579209264
414,4.889134585668802
415,4.342000508446287
416,4.468227506703036
417,4.4994855192370595
418,4.540379741341249
419,4.375708206678634
420,4.320269527510101
421,4.526730126946193
422,4.773000152789694
423,4.430550389587022
424,4.4984619370990275
425,4.290146642558996
426,4.502449023454039
427,4.402921331156927
428,4.194495014066378
429,4.536053993218218
430,4.385694647578051
431,4.557492979547191
432,4.209449169338785
433,4.156173436737371
434,4.551877631756345
435,3.9576657006329174
436,4.2905882747020945
437,4.390146354395612
438,4.4918611775855855
439,4.321495761125588
440,4.487058120017194
441,4.217589436067591
442,4.363796615449735
443,4.294397536943548
444,4.162265404367709
445,4.61397618017416
446,4.505219654498735
447,4.5232061963407775
448,4.048030379153471
449,4.445278987900722
450,4.3046570830088875
451,4.359986599444222
452,4.802544841404694
453,4.456733690292212
454,3.9956231752066307
455,4.472576819380995
456,4.225184752107753
457,3.9960570831051356
458,4.489068727237705
459,4.520896291774203
460,4.646646214639811
461,4.44934111790354
462,4.9412703479534805
463,4.768188476937476
464,4.184587226342206
465,4.2811514835118025
466,4.304991416005097
467,4.192775754479167
468,4.280231607380757
469,4.3617782380972265
470,4.589529366162769
471,4.752249047088472
472,4.324106564247632
473,4.321163257595627
474,4.375583421645749
475,4.4836448326383325
476,4.001824667510432
477,4.50239383337049
478,4.435441203789081
479,4.41608473902571
480,4.518649269993954
481,4.364151427224484
482,4.375104576634959
483,4.277212868955066
484,4.112809036082644
485,4.41804534038109
486,4.253937329694428
487,4.5215308314447125
488,4.296100814742826
489,4.803447097094242
490,3.832085284337424
491,4.076023621520936
492,4.645027686201563
493,4.531612048096371
494,4.454030620520368
495,4.263662237005602
496,4.452498483852233
497,4.528136350688589
498,4.253380527063061
499,4.772129876820131
500,4.254123399451954
501,4.326624882971149
502,4.456277649497688
503,4.504674695060784
504,4.453931765508332
505,4.063462298176286
506,4.322357821997266
507,4.007345905119725
508,4.359572211251349
509,4.443787052436403
510,4.286424325382047
511,4.428119977319611
512,4.462803702942354
513,4.406436290772484
514,4.475799115077604
515,4.210565494673547
516,4.5335082470547965
517,4.863499329885472
518,4.590543493935695
519,4.221122482356872
520,4.497601853800498
521,4.381643429405888
522,4.350441053286889
523,4.462888933238724
524,4.290476554040172
525,4.070643302972543
526,4.334678805712456
527,4.321974149421605
528,4.213548051148083
529,4.357621768389501
530,4.456150245676525
531,4.428034750233572
532,4.404087256297825
533,4.588699388582471
534,4.460446708675131
535,4.492887489905556
536,4.251645047133892
537,4.308549063490349
538,4.723717558673361
539,4.530422016122048
540,4.401137537692663
541,4.082490426816494
542,4.659014966150037
543,4.2770347640571575
544,4.638148215586522
545,4.503594146649497
546,4.429203252407139
547,4.661064466103013
548,4.61544423219096
549,4.395978638929287
550,4.34364975687843
551,4.276460290992129
552,4.258684552850176
553,4.306238514564251
554,4.72850977912998
555,4.451578755470709
556,4.117426922632989
557,4.2813720784478
558,4.66924090867101
559,4.209281359830085
560,4.0932802027423385
561,4.129125794897583
562,4.086673601551791
563,4.197681300987373
564,4.201714393587009
565,4.426803388771356
566,4.655904962869883
567,4.432081835953046
568,4.547203841348314
569,4.683672129708725
570,4.589853065673962
571,4.388017638186978
572,4.136894227267074
573,4.445322357309105
574,4.437187019566981
575,4.301751031170863
576,4.0506578678324665
577,4.250614145593892
578,4.453646332211868
579,4.048584381347345
580,4.52294440750892
581,4.402920939087478
582,4.362277148848364
583,4.202268906645492
584,4.572807606304917
585,4.570152723952906
586,3.8239309418873297
587,4.6871599976497516
588,4.305094082120082
589,4.375377564950847
590,4.184874962925029
591,4.1321386620661
592,4.0109538244338445
593,4.548852108546585
594,4.372624886337531
595,4.655429193617495
596,4.526225901664358
597,4.321807504064983
598,4.301455824508985
599,4.512196852704688
600,4.482336974215111
601,4.495528163685986
602,4.279748824685564
603,4.529007692481216
604,4.5760836408007695
605,4.563308671301747
606,4.518744472604656
607,4.351861840652898
608,4.218849680166981
609,4.683426145545786
610,4.5104227677886035
611,4.391573386804468
612,4.270588028879723
613,4.407842162646888
614,4.414641132465642
615,4.5284551805868665
616,4.497908194108428
617,4.565271984803425
618,4.489894961924627
619,4.443594272148708
620,4.285124686948023
621,4.424695112300548
622,4.222033635877433
623,4.400462543560645
624,4.494185792460533
625,4.486798854559181
626,4.619299339537517
627,4.685639068224789
628,4.476692261363151
629,4.20402540073352
630,4.065536317221097
631,4.58371159668989
632,4.514303794411702
633,4.297839440967454
634,4.20644691227492
635,4.238551455666053
636,4.252198029388212
637,4.336632695158389
638,4.4843525412268805
639,4.564843458847636
640,4.313357028936075
641,4.345653188417938
642,3.8944480538027855
643,4.144684349791686
644,4.708858067607995
645,4.322247317573871
646,4.468893089968785
647,4.400456918572661
648,4.3331450029461
649,4.321485447006563
650,4.3275705626057235
651,4.399285648001478
652,4.4851332559769
653,4.472082143786858
654,4.675868968671008
655,4.140504730217483
656,4.0529403108754884
657,4.360593977569843
658,4.288961665619123
659,4.426194174134142
660,4.332720505545198
661,4.3219644295964565
662,4.4867308709518765
663,4.683021962041056
664,4.436390656329766
665,4.334508739462602
666,4.194645386174193
667,4.904612506094764
668,4.669324672915135
669,4.176267641236576
670,4.060317713163326
671,4.542370203841373
672,4.506461539777411
673,4.257721224813743
674,4.6214411379047355
675,4.246017378712099
676,4.298085133433112
677,4.477648419792872
678,4.077978434535564
679,4.200945255411178
680,4.5033205583513425
681,4.004689337358616
682,4.4203146769998245
683,4.477405264855111
684,4.623805950873371
685,4.232939862945742
686,4.321192449953183
687,4.513059719692662
688,4.116491415847966
689,4.458751455541765
690,4.391951044351097
691,4.195333849130661
692,4.338310721172344
693,4.1886110454277725
694,4.561315235963679
695,4.418872734511156
696,4.526998983935335
697,4.6628414269412835
698,4.3014774616028095
699,4.303312287880729
700,4.581471119438644
701,4.411504505593934
702,4.528196135297413
703,4.365143684287159
704,4.374431500173287
705,4.55279149634961
706,3.9385700766992433
707,4.612339407949376
708,4.1095666181827735
709,4.377944146596477
710,4.275250730509921
711,4.344399425030838
712,4.413127656030864
713,4.538882413084227
714,4.160409418266934
715,4.334201626570904
716,4.043233890692955
717,4.136402739991585
718,4.672134120926354
719,4.393560981782984
720,4.450375779739921
721,4.335580431271761
722,4.232674559246822
723,4.479228907594322
724,4.546099993842536
725,4.6782341474533995
726,4.565437038266149
727,4.522310593175784
728,4.768544908989035
729,4.079934825261296
730,4.259456505320647
731,4.196732804880893
732,4.412829780344017
733,4.3709982923806265
734,4.801895245290566
735,4.428485506419231
736,4.236432834542725
737,4.416678168989143
738,4.402182919381094
739,4.016737640204032
740,4.288368924209753
741,4.37339781968348
742,4.197379491555604
743,3.9006253745730866
744,3.9674334719640028
745,4.311460746349335
746,4.243907546752763
747,4.832768574924777
748,4.565343728084739
749,3.82806838681415
750,4.0388498131882695
751,4.170876481643258
752,4.35554417178353
753,4.171398334443837
754,4.075410305528182
755,4.201792484907384
756,4.279237344075712
757,4.444476211212929
758,4.659431714107637
759,4.187207689063199
760,4.645742698541857
761,4.2034389004947545
762,4.545696909085361
763,4.692155039316656
764,4.514317171949134
765,4.441212698671826
766,4.124750567154157
767,4.56220239812171
768,4.761065458933365
769,4.1544257950193835
770,3.9789251745534915
771,4.195440915599578
772,4.125822707772759
773,4.548542103849095
774,4.269112488187613
775,4.29947084336169
776,4.432793413298238
777,4.676511342649235
778,3.970655816054308
779,4.188446064314912
780,4.642723755217905
781,4.523025176472548
782,4.373940564421257
783,4.1748937775959645
784,3.9516208923894185
785,4.454639537458141
786,4.522031023284659
787,4.409649904296039
788,4.278142523807231
789,4.779384094748028
790,4.4873900342476745
791,4.6359075325093695
792,4.598828473675931
793,4.2395581785329925
794,4.278139974574248
795,4.2888762595518
796,4.253912991228206
797,4.1195788626380745
798,4.227081324774129
799,4.300488682068209
800,4.251879255762486
801,4.862089241451867
802,4.484543401586231
803,4.054688651041013
804,4.431746705591406
805,4.506058761909792
806,4.0196612754606535
807,4.194427960705945
808,4.144489540229558
809,4.423776722350923
810,4.535427048954569
811,4.500293764654298
812,4.49817511215387
813,4.535018050529558
814,4.587842390780535
815,4.086950887666896
816,4.378772285626124
817,4.544677873159102
818,4.7638214500241025
819,4.35796063279418
820,4.596645348373773
821,4.304155947785504
822,4.004270572086856
823,4.1769626095337244
824,4.307106567173575
825,4.525451820146407
826,4.464163946090712
827,4.612909166346432
828,4.356413670032079
829,4.362126093277952
830,4.6325519303227525
831,4.504397859713306
832,4.458868132412895
833,4.656823888872698
834,4.406665124220316
835,4.571359638147714
836,4.44557638504438
837,4.43181495043153
838,4.658086106628411
839,4.604351500829147
840,4.107566930699422
841,4.141961400607378
842,4.415514178814303
843,4.563869630486725
844,4.382342526029254
845,4.580722856811777
846,4.089508838182582
847,4.633429164875226
848,4.309105626331564
849,4.724866796831969
850,4.2175431288605445
851,4.565905819017754
852,4.659177002802721
853,4.12104924272789
854,4.277212566477917
855,4.26880660449829
856,4.632467860829912
857,4.182702020828836
858,4.138782955816707
859,4.420953169042897
860,4.486644154309116
861,4.088191729603759
862,4.304095030846768
863,4.550256396794754
864,4.253402982832505
865,4.35038623399526
866,4.803800643560966
867,4.326137284606316
868,4.3533775507526755
869,4.367181174956949
870,4.371338809224295
871,4.489009083692184
872,4.365579941031677
873,4.233623986638314
874,4.295063828593888
875,4.369084105449022
876,4.087067013526849
877,4.267102651113275
878,4.302263280795781
879,4.553726562570877
880,4.242611504497276
881,3.9849511467898013
882,4.299425919386112
883,4.251894297905723
884,4.417706637925275
885,4.629903107952659
886,3.968035494243029
887,4.2565974829243105
888,4.517062044439097
889,3.761220072517018
890,4.367860078541236
891,4.385753032450928
892,4.3376329219810605
893,4.085595150854092
894,4.482151529329849
895,4.047819937280885
896,4.020476761953973
897,4.319066968366238
898,4.102890264257206
899,4.311120173824344
900,4.664692824229147
901,4.472679157330538
902,4.627629599927334
903,4.230039602668482
904,4.181183286100453
905,4.169929642887369
906,4.48833539208088
907,4.352210195464106
908,3.9332015318693188
909,4.268550464879347
910,4.408783703979867
911,4.41714504705629
912,4.167388327830495
913,4.519292598317207
914,4.026570378564337
915,4.23709620304932
916,4.389511370078382
917,4.187434203299567
918,4.4584782631395825
919,4.21515368763766
920,4.212810071981212
921,4.441915379682741
922,4.442025749426746
923,4.208772578468144
924,4.653634983475852
925,3.930490613635574
926,4.327081540269183
927,4.182599015415837
928,4.11787177560143
929,4.508587677091824
930,4.020665080433286
931,4.286007068034813
932,4.340057435247905
933,4.3664784497482545
934,4.574971107680821
935,4.450355299349897
936,4.513563058960732
937,4.271905646250258
938,4.426100424420712
939,4.2738375028563755
940,4.672352297647352
941,4.291018635955538
942,4.370705366619586
943,4.19748547001733
944,4.021858000469194
945,4.173019063890396
946,4.171255365726652
947,4.19603819134821
948,4.445572769998617
949,4.380315703855752
950,4.231192327095597
951,4.159330928018327
952,4.7245965717754155
953,4.273413700674475
954,4.017275799112696
955,4.491225864515211
956,4.501402617203234
957,4.239297896987628
958,4.438614567809358
959,4.45843318561615
960,4.3303255206213995
961,4.1595991540512065
962,4.531341607359987
963,4.48838628370491
964,4.467596674924143
965,4.332811758380935
966,4.148302834574534
967,4.46682491742598
968,4.272040180233985
969,4.474416152792983
970,4.682463175312925
971,4.204058587787111
972,4.340054143402027
973,4.220373583953561
974,4.278036738366699
975,4.2518082875907055
976,4.505438290112906
977,4.435555218996597
978,4.131748307102269
979,4.256890644170917
980,4.335099414799966
981,4.086679624406808
982,4.568086409038286
983,4.327590030645529
984,4.19256106818884
985,4.49669627185872
986,4.440584917862286
987,4.191626447074401
988,4.3691820064028555
989,4.397851684065073
990,4.557668960977639
991,4.307427032947586
992,4.378370155293899
993,4.378573772704046
994,4.428296095896023
995,4.390448380544427
996,4.737183150648329
997,4.442385106401928
998,4.260497217521662
999,4.327237655104677
1000,4.375707036560242
1001,4.480419433071519
1002,4.505344382332896
1003,4.198737607596245
1004,4.073314968219721
1005,4.701174777419506
1006,4.371764510904178
1007,4.449442222646743
1008,4.58131065259231
1009,4.295188591772511
1010,4.571098049743889
1011,4.286124453032615
1012,4.5086190211008565
1013,4.167905528192075
1014,4.540692484949911
1015,4.351614009667635
1016,4.469875994536466
1017,4.004359064257197
1018,4.734331243247292
1019,3.897151353063493
1020,4.653666352966058
1021,4.202076636368668
1022,4.462648760841804
1023,3.9899665058543325
1024,4.318155736167566
1025,4.23716689587258
1026,4.769395686905825
1027,3.9584151405216055
1028,4.342011798112032
1029,4.619745732028104
1030,4.373509875560414
1031,4.559038302005685
1032,4.299225478939292
1033,4.447225530935067
1034,3.9171389355112325
1035,4.503692891918998
1036,4.265128401443112
1037,4.271013059618036
1038,4.316002871644592
1039,4.6815702302360735
1040,4.597418456685931
1041,4.300017668977096
1042,4.325403784597585
1043,4.429843565210815
1044,4.310719782438421
1045,4.47796107375816
1046,4.25324449586956
1047,4.405721683435706
1048,4.3736487907942285
1049,4.51084792979454
1050,4.35466488510453
1051,4.815765447551304
1052,4.568101458040416
1053,4.199803533697701
1054,4.474268629327658
1055,4.296320778976626
1056,4.622384291278173
1057,4.726759625821456
1058,4.2603764006320155
1059,4.210479859673136
1060,4.604840763224057
1061,4.191085587092061
1062,3.9684404757118488
1063,4.6273388972822245
1064,4.673966288658224
1065,4.196883671648132
1066,4.512591618497421
1067,4.253008746843689
1068,4.239414308893707
1069,4.398923625032186
1070,4.252221897078648
1071,4.500820023932834
1072,4.516281824340609
1073,4.158290980100975
1074,4.420680845128873
1075,4.754948239013477
1076,4.481883124134536
1077,4.406015150666319
1078,4.484550203845457
1079,4.456717144239328
1080,4.16039427252863
1081,4.112595048007217
1082,4.478326582291189
1083,4.330215322269749
1084,4.383227772237046
1085,4.649082726656551
1086,4.738031358366793
1087,4.528974429760522
1088,4.52910901926078
1089,4.209071964885316
1090,4.581858957633967
1091,4.596738434676625
1092,4.291079670801348
1093,4.641357891189403
1094,4.23909500053242
1095,4.669866647629021
1096,4.270902814866896
1097,4.241233128406077
1098,4.284262944380285
1099,4.0223142894181505
1100,4.106510405041283
1101,4.447543839827757
1102,4.066532225235252
1103,4.516595559862031
1104,4.331960344162938
1105,4.3421062230867395
1106,4.61687315862921
1107,4.521517237007396
1108,4.168679284157784
1109,4.319024512828318
1110,3.897399126897526
1111,4.454679603303777
1112,4.244124224127644
1113,4.587788182541886
1114,4.649185995856968
1115,4.213593317603577
1116,4.541748069300846
1117,4.785193131778176
1118,4.224597617728579
1119,4.457976551824352
1120,4.423713213896336
1121,4.350733187437288
1122,4.043332766556414
1123,4.07091530561953
1124,4.457114800040182
1125,4.347747100870478
1126,4.3419805113144685
1127,4.34312350393597
1128,4.192742522064727
1129,4.372474024310971
1130,4.3493502726954265
1131,4.167589052934026
1132,4.293676126298308
1133,4.327169728012716
1134,4.489743692697479
1135,4.45893506956848
1136,4.516372674345177
1137,4.057448433281274
1138,4.433506513781626
1139,4.484784252099168
1140,4.214235806194644
1141,4.264910063553904
1142,4.1997591110350525
1143,4.356583830751124
1144,4.394168498567454
1145,4.75569924309434
1146,4.378745686168565
1147,4.039528733415777
1148,4.306390741620064
1149,3.902828254526918
1150,4.419222501449162
1151,4.201385860516779
1152,4.2783769788304955
1153,4.79071479263839
1154,4.053866678607793
1155,4.231927567095626
1156,4.249153138548467
1157,4.236459759209797
1158,4.317340148943883
1159,4.085594974318568
1160,4.686044201679861
1161,4.2284426731083515
1162,4.00048917786777
1163,4.296618821342764
1164,4.454840598337859
1165,4.327422634969068
1166,4.369130343636492
1167,4.495383942337187
1168,4.4929820170887735
1169,4.463699347558942
1170,4.471559123537289
1171,4.298008192510582
1172,4.643757886306524
1173,4.389571928804806
1174,4.17833344112251
1175,4.950845890855961
1176,4.635844030411936
1177,4.392327129941662
1178,4.689573677388567
1179,4.7874113136820355
1180,4.399981815961633
1181,4.588202944817265
1182,4.117226487050525
1183,4.462247221625383
1184,4.2127105648059775
1185,4.3557005951730465
1186,4.725082621477399
1187,4.624728262875315
1188,4.7918391655280415
1189,4.294360802066871
1190,4.4355731410218855
1191,4.884378927837154
1192,4.248883613881727
1193,4.625384111705283
1194,4.4149073533744785
1195,4.187542213492749
1196,4.086484680683692
1197,4.56818772702611
1198,4.481434301817714
1199,4.551030736422064
1200,4.387255718288396
1201,4.237835686710089
1202,4.190635079254141
1203,4.302137305659965
1204,4.579352062283274
1205,4.504366775433841
1206,4.405374134167123
1207,4.320245174013058
1208,4.923620222944288
1209,4.47051654819214
1210,4.52627375772606
1211,4.4786089323436125
1212,4.141763682377654
1213,4.145584737595057
1214,4.332632375591374
1215,4.345891886026851
1216,4.418913939503136
1217,4.444595200848318
1218,4.524569963259673
1219,4.591162266965993
1220,4.069242920159459
1221,4.299041079865281
1222,4.548726876956512
1223,4.628660096943863
1224,4.403638373786423
1225,3.961796573140896
1226,4.715443711986035
1227,4.60395427349904
1228,4.482690780567298
1229,4.1857201562362505
1230,4.390444272608324
1231,4.338854737154215
1232,4.260759560051714
1233,4.477809186755499
1234,4.435646187291881
1235,4.926909527976248
1236,3.9962792312320228
1237,4.237000957688803
1238,4.500330890831132
1239,4.607563435798642
1240,4.254454970827287
1241,4.367927890866712
1242,4.196521514123654
1243,3.87101906618674
1244,4.522018281027207
1245,4.434335675357061
1246,4.578327182635307
1247,4.280448604893178
1248,4.6530220087073015
1249,4.4418853155347655
1250,4.661574545761371
1251,4.408462212069064
1252,4.783949657343132
1253,4.377324010725972
1254,4.358170530564915
1255,4.51480404627124
1256,4.425193919038015
1257,4.501450370634385
1258,4.383370603155923
1259,4.3130242346392125
1260,3.905488380732133
1261,4.679543273668169
1262,4.721402231329497
1263,4.3844655186839905
1264,4.492026387996568
1265,4.360010044296863
1266,4.579975720255125
1267,3.927025013228582
1268,4.622820310273847
1269,4.259491733595767
1270,4.231170507941466
1271,4.6276015944690005
1272,4.049549017022419
1273,4.73522506494865
1274,4.472008662037305
1275,4.272825516721476
1276,4.1195688936822705
1277,4.412820748469858
1278,4.483148801320849
1279,4.430689313277852
1280,4.285611905433345
1281,4.161969334832153
1282,4.4842883046993975
1283,4.3756771711135825
1284,4.281109633155077
1285,4.451207885591182
1286,4.530035371742809
1287,4.123050861728595
1288,4.2024467867849635
1289,4.2157917564812815
1290,4.022588490298282
1291,4.350966757357524
1292,4.204207076090949
1293,4.309846501587668
1294,4.577890775527546
1295,4.201882983196239
1296,4.623992999567836
1297,4.592617288474347
1298,4.310192022316683
1299,3.9228654293409733
1300,4.48727359025306
1301,4.55928599339245
1302,4.522127541515469
1303,4.200760357170001
1304,4.287662471533675
1305,4.1666524403565885
1306,4.172437765010145
1307,4.385137735944045
1308,4.76107134889839
1309,4.274379545858693
1310,4.382894775939603
1311,4.513396936098178
1312,4.356781991133453
1313,4.009075832923916
1314,4.165224479717091
1315,4.1977185622423985
1316,4.733666844997017
1317,4.067516137653171
1318,4.321742725533366
1319,4.195721154505486
1320,4.579139518491758
1321,4.419058318964325
1322,4.282369862709932
1323,4.298114588671588
1324,4.645740047643282
1325,4.432881102659684
1326,4.548157410666892
1327,4.33067830423023
1328,4.5744902553798275
1329,4.343648847606479
1330,4.144609401586517
1331,4.715067226237219
1332,4.468743105599962
1333,4.244995693956917
1334,4.102659544472209
1335,4.496108543581943
1336,4.211583442171368
1337,4.306233935723898
1338,4.249904483970688
1339,4.463802693612245
1340,4.08511417255956
1341,4.2161006146637146
1342,4.696658810197718
1343,4.290459374406101
1344,4.404903018438804
1345,4.463658269901385
