stat,value
random_K3_mean,4.3772678981393565
random_K3_lo,3.9849498059890736
random_K3_hi,4.77931537764794
usable_day_all_mean,4.375734658204966
oracle_K3_mean,17.815644891833436
oracle_K3_lift_pp,13.43991023362847
