feature_id,OLD_PASS,NEW_PASS,changed
F01,False,False,False
F02,False,False,False
F03,False,False,False
F04,True,True,False
F05,False,True,True
F06,True,True,False
F07,True,True,False
F08,False,False,False
F09,True,True,False
F10,False,False,False
F11,False,False,False
F12,False,False,False
F13,True,True,False
F14,False,False,False
F15,False,False,False
F16,False,False,False
F17,False,False,False
