bucket,n_episodes,equal_day_excess_pp
A_TOP10,112,0.2697654169228464
B_11_50,357,0.6591795206394411
C_51_200,1148,-0.16982622729206862
D_201_500,2260,-0.6220148139380224
E_gt500,31132,0.23502456859241908
