K,oracle_mean_pct,oracle_lift_vs_usable_all_pp,random_K3_mean_pct,usable_day_all_mean_pct
1,22.650958611552966,18.275223953348,4.3772678981393565,4.375734658204966
3,17.815644891833436,13.43991023362847,4.3772678981393565,4.375734658204966
5,16.56300458420116,12.187269925996194,4.3772678981393565,4.375734658204966
10,15.166723119903159,10.790988461698193,4.3772678981393565,4.375734658204966
