gate,total_return_pct,cagr_pct,maxdd_pct,sharpe,trades,win_rate_pct,stock_pnl
G1_EO,-11.384971652062703,-2.4817962747049283,-40.70435545175504,0.041251062849410776,70,65.71428571428571,-113849.7165206263
G1_EA,7.661729469676359,1.546795202200224,-28.43564681776629,0.1892451601528137,71,67.6056338028169,76617.29469676377
G4_EO,-0.36631180182460366,-0.07627457630066115,-34.35491191557232,0.1290924006218437,74,64.86486486486487,-3663.118018245703
G4_EA,-6.318029825462612,-1.3478178095280402,-40.40235923093262,0.08333596304972078,72,66.66666666666666,-63180.29825462552
