date,equity,cash,stock_val,etf_val,etf_shares,holding
2020-03-19,749325.21,4869.58,0.0,744455.63,467300,
2020-03-20,722689.11,4869.58,0.0,717819.53,467300,
2020-03-23,700632.55,4869.58,0.0,695762.97,467300,
2020-03-24,766428.39,4869.58,0.0,761558.81,467300,
2020-03-25,772550.02,4869.58,0.0,767680.44,467300,
2020-03-26,819700.59,4869.58,0.0,814831.01,467300,
2020-03-27,789419.55,4869.58,0.0,784549.97,467300,
2020-03-30,816008.92,4869.58,0.0,811139.34,467300,
2020-03-31,807690.98,4869.58,0.0,802821.4,467300,
2020-04-01,771288.31,4869.58,0.0,766418.73,467300,
2020-04-02,791569.13,4869.58,0.0,786699.55,467300,
2020-04-03,781054.88,4869.58,0.0,776185.3,467300,
2020-04-07,831990.58,4869.58,0.0,827121.0,467300,
2020-04-08,854841.55,4869.58,0.0,849971.97,467300,
2020-04-09,867972.68,4869.58,0.0,863103.1,467300,
2020-04-10,867972.68,4869.58,0.0,863103.1,467300,
2020-04-13,857347.65,7141.4,196840.0,653366.25,358500,000977.SZ
2020-04-14,884795.75,7141.4,203280.0,674374.35,358500,000977.SZ
2020-04-15,870238.3,7141.4,203672.0,659424.9,358500,000977.SZ
2020-04-16,879650.4,7141.4,206416.0,666093.0,358500,000977.SZ
2020-04-17,900146.95,7141.4,208880.0,684125.55,358500,000977.SZ
2020-04-20,898429.7,7141.4,220248.0,671040.3,358500,000977.SZ
2020-04-21,883911.3,7141.4,225232.0,651537.9,358500,000977.SZ
2020-04-22,898975.35,7141.4,224056.0,667777.95,358500,000977.SZ
2020-04-23,894165.9,7141.4,219856.0,667168.5,358500,000977.SZ
2020-04-24,895377.9,7141.4,212464.0,675772.5,358500,000977.SZ
2020-04-27,901936.85,7141.4,210168.0,684627.45,358500,000977.SZ
2020-04-28,904034.8,7141.4,215600.0,681293.4,358500,000977.SZ
2020-04-29,926231.5,7141.4,219800.0,699290.1,358500,000977.SZ
2020-04-30,927792.89,4957.79,0.0,922835.1,478500,
2020-05-06,908987.84,4957.79,0.0,904030.05,478500,
2020-05-07,923055.74,4957.79,0.0,918097.95,478500,
2020-05-08,936836.54,4957.79,0.0,931878.75,478500,
2020-05-11,937979.3,5583.31,198220.0,734175.99,377100,002714.SZ
2020-05-12,923396.99,5583.31,197251.0,720562.68,377100,002714.SZ
2020-05-13,909334.59,5583.31,196010.0,707741.28,377100,002714.SZ
2020-05-14,914148.28,5583.31,191811.0,716753.97,377100,002714.SZ
2020-05-15,918550.72,5583.31,193800.0,719167.41,377100,002714.SZ
2020-05-18,951393.44,5583.31,202810.0,743000.13,377100,002714.SZ
2020-05-19,938393.17,5583.31,198747.0,734062.86,377100,002714.SZ
2020-05-20,945077.57,5583.31,192610.0,746884.26,377100,002714.SZ
2020-05-21,940424.35,5583.31,194820.0,740021.04,377100,002714.SZ
2020-05-22,946488.47,5583.31,198169.0,742736.16,377100,002714.SZ
2020-05-25,951571.47,5583.31,203252.0,742736.16,377100,002714.SZ
2020-05-26,960592.29,5583.31,199376.0,755632.98,377100,002714.SZ
2020-05-27,965589.27,5583.31,195398.0,764607.96,377100,002714.SZ
2020-05-28,966766.92,5583.31,196010.0,765173.61,377100,002714.SZ
2020-05-29,979077.18,5583.31,204323.0,769170.87,377100,002714.SZ
2020-06-01,981603.14,5583.31,203983.0,772036.83,377100,002714.SZ
2020-06-02,996530.04,4990.46,0.0,991539.58,481400,
2020-06-03,1008805.74,4990.46,0.0,1003815.28,481400,
2020-06-04,1004810.12,4990.46,0.0,999819.66,481400,
2020-06-05,1030324.32,4990.46,0.0,1025333.86,481400,
2020-06-08,1041444.66,4990.46,0.0,1036454.2,481400,
2020-06-09,1030950.14,4990.46,0.0,1025959.68,481400,
2020-06-10,1025365.9,4990.46,0.0,1020375.44,481400,
2020-06-11,964179.96,4990.46,0.0,959189.5,481400,
2020-06-12,980210.58,4990.46,0.0,975220.12,481400,
2020-06-15,980483.84,4125.25,199805.0,776553.59,379900,600703.SH
2020-06-16,994887.4,4125.25,201140.0,789622.15,379900,600703.SH
2020-06-17,996597.84,4125.25,204522.0,787950.59,379900,600703.SH
2020-06-18,1001693.67,4125.25,208972.0,788596.42,379900,600703.SH
2020-06-19,1002576.89,4125.25,214490.0,783961.64,379900,600703.SH
2020-06-22,1012893.58,4125.25,219830.0,788938.33,379900,600703.SH
2020-06-23,1009799.27,4125.25,215558.0,790116.02,379900,600703.SH
2020-06-24,988004.96,4125.25,215380.0,768499.71,379900,600703.SH
2020-06-29,985448.04,4125.25,209328.0,771994.79,379900,600703.SH
2020-06-30,1010282.97,4125.25,222500.0,783657.72,379900,600703.SH
2020-07-01,1010627.2,4125.25,219919.0,786582.95,379900,600703.SH
2020-07-02,1016606.61,4125.25,223657.0,788824.36,379900,600703.SH
2020-07-03,1017941.61,4125.25,224992.0,788824.36,379900,600703.SH
2020-07-06,1046438.3,4947.86,0.0,1041490.44,493200,
2020-07-07,1029916.1,4947.86,0.0,1024968.24,493200,
2020-07-08,1036426.34,4947.86,0.0,1031478.48,493200,
2020-07-09,1028979.02,4947.86,0.0,1024031.16,493200,
2020-07-10,1037659.34,4947.86,0.0,1032711.48,493200,
2020-07-13,1028140.58,4947.86,0.0,1023192.72,493200,
2020-07-14,1042344.74,4947.86,0.0,1037396.88,493200,
2020-07-15,1051616.9,4947.86,0.0,1046669.04,493200,
2020-07-16,1046832.86,4947.86,0.0,1041885.0,493200,
2020-07-17,1051863.5,4947.86,0.0,1046915.64,493200,
2020-07-20,1058817.62,4947.86,0.0,1053869.76,493200,
2020-07-21,1059557.42,4947.86,0.0,1054609.56,493200,
2020-07-22,1063256.42,4947.86,0.0,1058308.56,493200,
2020-07-23,1053392.42,4947.86,0.0,1048444.56,493200,
2020-07-24,1047178.1,4947.86,0.0,1042230.24,493200,
2020-07-27,1056252.98,4947.86,0.0,1051305.12,493200,
2020-07-28,1047523.34,4947.86,0.0,1042575.48,493200,
2020-07-29,1061530.22,4947.86,0.0,1056582.36,493200,
2020-07-30,1056844.82,4947.86,0.0,1051896.96,493200,
2020-07-31,1063996.22,4947.86,0.0,1059048.36,493200,
2020-08-03,1073514.98,4947.86,0.0,1068567.12,493200,
2020-08-04,1074600.02,4947.86,0.0,1069652.16,493200,
2020-08-05,1080419.78,4947.86,0.0,1075471.92,493200,
2020-08-06,1082392.58,4947.86,0.0,1077444.72,493200,
2020-08-07,1082787.14,4947.86,0.0,1077839.28,493200,
2020-08-10,1089396.02,4947.86,0.0,1084448.16,493200,
2020-08-11,1081850.06,4947.86,0.0,1076902.2,493200,
2020-08-12,1095117.14,4947.86,0.0,1090169.28,493200,
2020-08-13,1090579.7,4947.86,0.0,1085631.84,493200,
2020-08-14,1089938.54,4947.86,0.0,1084990.68,493200,
2020-08-17,1092256.58,4947.86,0.0,1087308.72,493200,
2020-08-18,1094328.02,4947.86,0.0,1089380.16,493200,
2020-08-19,1087275.26,4947.86,0.0,1082327.4,493200,
2020-08-20,1092256.58,4947.86,0.0,1087308.72,493200,
2020-08-21,1093390.94,4947.86,0.0,1088443.08,493200,
2020-08-24,1105671.62,4947.86,0.0,1100723.76,493200,
2020-08-25,1109518.58,4947.86,0.0,1104570.72,493200,
2020-08-26,1119086.66,4947.86,0.0,1114138.8,493200,
2020-08-27,1118149.58,4947.86,0.0,1113201.72,493200,
2020-08-28,1125448.94,4947.86,0.0,1120501.08,493200,
2020-08-31,1118445.5,4947.86,0.0,1113497.64,493200,
2020-09-01,1127065.53,4264.73,199558.0,923242.8,406500,002456.SZ
2020-09-02,1129050.89,4303.27,386100.0,738647.62,320900,002456.SZ
2020-09-03,1125490.51,4306.47,588702.0,532482.04,239900,002456.SZ
2020-09-04,1119782.34,4948.2,776356.0,338478.14,153700,002456.SZ
2020-09-07,1089443.63,5085.71,944298.0,140059.92,63600,002456.SZ
2020-09-08,1061469.47,5085.71,920178.0,136205.76,63600,002456.SZ
2020-09-09,1028151.47,5085.71,883998.0,139067.76,63600,002456.SZ
2020-09-10,1001404.79,5085.71,859878.0,136441.08,63600,002456.SZ
2020-09-11,1034132.15,5085.71,892440.0,136606.44,63600,002456.SZ
2020-09-14,1044291.35,5085.71,900882.0,138323.64,63600,002456.SZ
2020-09-15,1041131.27,5085.71,897264.0,138781.56,63600,002456.SZ
2020-09-16,1027030.91,5085.71,884601.0,137344.2,63600,002456.SZ
2020-09-17,1040655.83,5085.71,899676.0,135894.12,63600,002456.SZ
2020-09-18,1059478.79,5085.71,920178.0,134215.08,63600,002456.SZ
2020-09-21,1052493.59,5085.71,914751.0,132656.88,63600,002456.SZ
2020-09-22,1033893.23,5085.71,894249.0,134558.52,63600,002456.SZ
2020-09-23,1039999.91,5085.71,903294.0,131620.2,63600,002456.SZ
2020-09-24,1010923.55,5085.71,873747.0,132090.84,63600,002456.SZ
2020-09-25,1006554.71,5085.71,867114.0,134355.0,63600,002456.SZ
2020-09-28,1013808.23,5085.71,871938.0,136784.52,63600,002456.SZ
2020-09-29,1019030.51,5085.71,877968.0,135976.8,63600,002456.SZ
2020-09-30,1010945.87,5085.71,868923.0,136937.16,63600,002456.SZ
2020-10-09,1057841.99,5085.71,911736.0,141020.28,63600,002456.SZ
2020-10-12,1082865.11,5085.71,935856.0,141923.4,63600,002456.SZ
2020-10-13,1071457.79,5085.71,925002.0,141370.08,63600,002456.SZ
2020-10-14,1047977.75,5085.71,902088.0,140804.04,63600,002456.SZ
2020-10-15,1058411.99,5085.71,912942.0,140384.28,63600,002456.SZ
2020-10-16,1054692.23,5085.71,909324.0,140282.52,63600,002456.SZ
2020-10-19,1060221.35,5085.71,917766.0,137369.64,63600,002456.SZ
2020-10-20,1083605.99,5085.71,940680.0,137840.28,63600,002456.SZ
2020-10-21,1066746.23,5085.71,924399.0,137261.52,63600,002456.SZ
2020-10-22,1071221.63,5085.71,928620.0,137515.92,63600,002456.SZ
2020-10-23,1064133.11,5085.71,920781.0,138266.4,63600,002456.SZ
2020-10-26,1061614.55,5085.71,920781.0,135747.84,63600,002456.SZ
2020-10-27,1072583.03,5085.71,931635.0,135862.32,63600,002456.SZ
2020-10-28,1076898.78,4797.75,0.0,1072101.03,518700,
2020-10-29,1090748.07,4797.75,0.0,1085950.32,518700,
2020-10-30,1077313.74,4797.75,0.0,1072515.99,518700,
2020-11-02,1087532.13,4797.75,0.0,1082734.38,518700,
2020-11-03,1105323.54,4797.75,0.0,1100525.79,518700,
2020-11-04,1126486.5,4797.75,0.0,1121688.75,518700,
2020-11-05,1150606.05,4797.75,0.0,1145808.3,518700,
2020-11-06,1140180.18,4797.75,0.0,1135382.43,518700,
2020-11-09,1150606.05,4797.75,0.0,1145808.3,518700,
2020-11-10,1145315.31,4797.75,0.0,1140517.56,518700,
2020-11-11,1155866.28,4332.1,199485.0,952049.18,428600,300122.SZ
2020-11-12,1151809.38,4332.1,202500.0,944977.28,428600,300122.SZ
2020-11-13,1160848.86,4332.1,197910.0,958606.76,428600,300122.SZ
2020-11-16,1173110.8,4332.1,202500.0,966278.7,428600,300122.SZ
2020-11-17,1141556.66,4332.1,179475.0,957749.56,428600,300122.SZ
2020-11-18,1127130.06,4332.1,178335.0,944462.96,428600,300122.SZ
2020-11-19,1131023.78,4332.1,180000.0,946691.68,428600,300122.SZ
2020-11-20,1128527.2,4332.1,179775.0,944420.1,428600,300122.SZ
2020-11-23,1142271.78,4332.1,189105.0,948834.68,428600,300122.SZ
2020-11-24,1154943.6,4332.1,185190.0,965421.5,428600,300122.SZ
2020-11-25,1146528.44,4332.1,179175.0,963021.34,428600,300122.SZ
2020-11-26,1144998.44,4332.1,177645.0,963021.34,428600,300122.SZ
2020-11-27,1150846.46,4332.1,181050.0,965464.36,428600,300122.SZ
2020-11-30,1153218.34,4332.1,187365.0,961521.24,428600,300122.SZ
2020-12-01,1172783.48,4332.1,194115.0,974336.38,428600,300122.SZ
2020-12-02,1168088.3,4332.1,192120.0,971636.2,428600,300122.SZ
2020-12-03,1176211.82,4332.1,201015.0,970864.72,428600,300122.SZ
2020-12-04,1191533.74,4332.1,208965.0,978236.64,428600,300122.SZ
2020-12-07,1196149.47,4974.99,0.0,1191174.48,524100,
2020-12-08,1198769.97,4974.99,0.0,1193794.98,524100,
2020-12-09,1190564.56,9793.58,194091.0,986679.98,436700,000651.SZ
2020-12-10,1192419.13,8946.23,389546.0,793926.9,351000,000651.SZ
2020-12-11,1196537.73,8946.23,395560.0,792031.5,351000,000651.SZ
2020-12-14,1186193.63,8946.23,389112.0,788135.4,351000,000651.SZ
2020-12-15,1184020.29,8701.93,573306.0,602012.36,264400,000651.SZ
2020-12-16,1184740.01,8701.93,573682.0,602356.08,264400,000651.SZ
2020-12-17,1193708.53,8701.93,579134.0,605872.6,264400,000651.SZ
2020-12-18,1188993.61,8701.93,576878.0,603413.68,264400,000651.SZ
2020-12-21,1182272.57,8701.93,570580.0,602990.64,264400,000651.SZ
2020-12-22,1174399.85,8701.93,565034.0,600663.92,264400,000651.SZ
2020-12-23,1176758.85,8701.93,565410.0,602646.92,264400,000651.SZ
2020-12-24,1176335.89,8701.93,564564.0,603069.96,264400,000651.SZ
2020-12-25,1168345.89,8701.93,556574.0,603069.96,264400,000651.SZ
2020-12-28,1185483.65,8701.93,569640.0,607141.72,264400,000651.SZ
2020-12-29,1188603.33,8701.93,572178.0,607723.4,264400,000651.SZ
2020-12-30,1192072.49,8701.93,575938.0,607432.56,264400,000651.SZ
2020-12-31,1201622.61,8701.93,582236.0,610684.68,264400,000651.SZ
2021-01-04,1203031.89,8701.93,591260.0,603069.96,264400,000651.SZ
2021-01-05,1230749.02,4925.14,0.0,1225823.88,538800,
2021-01-06,1234843.9,4925.14,0.0,1229918.76,538800,
2021-01-07,1253378.62,4925.14,0.0,1248453.48,538800,
2021-01-08,1262322.7,4925.14,0.0,1257397.56,538800,
2021-01-11,1254995.02,4925.14,0.0,1250069.88,538800,
2021-01-12,1256557.54,4925.14,0.0,1251632.4,538800,
2021-01-13,1255318.3,4925.14,0.0,1250393.16,538800,
2021-01-14,1253324.74,4925.14,0.0,1248399.6,538800,
2021-01-15,1242279.34,4925.14,0.0,1237354.2,538800,
2021-01-18,1242279.34,4925.14,0.0,1237354.2,538800,
2021-01-19,1256934.7,4925.14,0.0,1252009.56,538800,
2021-01-20,1273529.74,4925.14,0.0,1268604.6,538800,
2021-01-21,1271266.78,4925.14,0.0,1266341.64,538800,
2021-01-22,1265878.78,4925.14,0.0,1260953.64,538800,
2021-01-25,1274337.94,4925.14,0.0,1269412.8,538800,
2021-01-26,1272937.06,4925.14,0.0,1268011.92,538800,
2021-01-27,1236783.58,4925.14,0.0,1231858.44,538800,
2021-01-28,1248915.97,9626.69,194208.0,1045081.28,451400,601318.SH
2021-01-29,1223432.48,6167.9,387492.0,829772.58,366200,601318.SH
2021-02-01,1233617.99,5801.0,586598.0,641218.99,278900,601318.SH
2021-02-02,1232903.42,8480.63,773982.0,450440.79,192900,601318.SH
2021-02-03,1216211.89,4946.89,956750.0,254515.0,109000,601318.SH
2021-02-04,1257262.49,4946.89,995250.0,257065.6,109000,601318.SH
2021-02-05,1259962.19,4946.89,996500.0,258515.3,109000,601318.SH
2021-02-08,1247331.19,4946.89,982125.0,260259.3,109000,601318.SH
2021-02-09,1241002.79,4946.89,976625.0,259430.9,109000,601318.SH
2021-02-10,1254348.79,4946.89,990625.0,258776.9,109000,601318.SH
2021-02-18,1294411.19,4946.89,1029750.0,259714.3,109000,601318.SH
2021-02-19,1317030.39,4946.89,1052500.0,259583.5,109000,601318.SH
2021-02-22,1299763.19,4946.89,1037500.0,257316.3,109000,601318.SH
2021-02-23,1316404.89,4946.89,1054000.0,257458.0,109000,601318.SH
2021-02-24,1312990.29,4946.89,1047250.0,260793.4,109000,601318.SH
2021-02-25,1320539.99,4867.15,0.0,1315672.84,564400,
2021-02-26,1317991.4,6601.68,197270.0,1114119.72,478800,002594.SZ
2021-03-01,1358721.48,6601.68,210900.0,1141219.8,478800,002594.SZ
2021-03-02,1347778.16,6601.68,211400.0,1129776.48,478800,002594.SZ
2021-03-03,1330375.64,6601.68,209750.0,1114023.96,478800,002594.SZ
2021-03-04,1307634.44,6601.68,198500.0,1102532.76,478800,002594.SZ
2021-03-05,1329444.44,6601.68,196370.0,1126472.76,478800,002594.SZ
2021-03-08,1301856.36,6601.68,176730.0,1118524.68,478800,002594.SZ
2021-03-09,1320943.36,6601.68,170680.0,1143661.68,478800,002594.SZ
2021-03-10,1330374.04,6601.68,177190.0,1146582.36,478800,002594.SZ
2021-03-11,1345730.04,6601.68,182970.0,1156158.36,478800,002594.SZ
2021-03-12,1343673.96,6601.68,181680.0,1155392.28,478800,002594.SZ
2021-03-15,1346596.04,6601.68,174260.0,1165734.36,478800,002594.SZ
2021-03-16,1347321.76,6601.68,176470.0,1164250.08,478800,002594.SZ
2021-03-17,1350077.88,6601.68,176880.0,1166596.2,478800,002594.SZ
2021-03-18,1332548.0,6601.68,178550.0,1147396.32,478800,002594.SZ
2021-03-19,1328547.48,6601.68,171150.0,1150795.8,478800,002594.SZ
2021-03-22,1340917.12,6601.68,173800.0,1160515.44,478800,002594.SZ
2021-03-23,1324643.8,6601.68,168970.0,1149072.12,478800,002594.SZ
2021-03-24,1315541.0,6601.68,162740.0,1146199.32,478800,002594.SZ
2021-03-25,1320847.84,6601.68,161200.0,1153046.16,478800,002594.SZ
2021-03-26,1351465.64,6601.68,170990.0,1173873.96,478800,002594.SZ
2021-03-29,1348096.84,6601.68,168100.0,1173395.16,478800,002594.SZ
2021-03-30,1349332.0,6601.68,169000.0,1173730.32,478800,002594.SZ
2021-03-31,1350443.96,6601.68,164510.0,1179332.28,478800,002594.SZ
2021-04-01,1366543.04,6601.68,169070.0,1190871.36,478800,002594.SZ
2021-04-02,1373343.04,6601.68,175870.0,1190871.36,478800,002594.SZ
2021-04-06,1388549.48,6601.68,176090.0,1205857.8,478800,002594.SZ
2021-04-07,1382635.52,6601.68,170990.0,1205043.84,478800,002594.SZ
2021-04-08,1388828.72,6601.68,170480.0,1211747.04,478800,002594.SZ
2021-04-09,1393399.84,6601.68,166720.0,1220078.16,478800,002594.SZ
2021-04-12,1392964.76,6601.68,163460.0,1222903.08,478800,002594.SZ
2021-04-13,1395238.44,6601.68,164010.0,1224626.76,478800,002594.SZ
2021-04-14,1395571.0,6601.68,170950.0,1218019.32,478800,002594.SZ
2021-04-15,1402378.28,6601.68,165500.0,1230276.6,478800,002594.SZ
2021-04-16,1406391.72,6601.68,165300.0,1234490.04,478800,002594.SZ
2021-04-19,1409480.92,6601.68,176050.0,1226829.24,478800,002594.SZ
2021-04-20,1393945.8,6601.68,171240.0,1216104.12,478800,002594.SZ
2021-04-21,1401494.24,6601.68,168590.0,1226302.56,478800,002594.SZ
2021-04-22,1387729.04,6601.68,168710.0,1212417.36,478800,002594.SZ
2021-04-23,1402058.48,6601.68,169250.0,1226206.8,478800,002594.SZ
2021-04-26,1402032.16,6601.68,167500.0,1227930.48,478800,002594.SZ
2021-04-27,1399376.4,6601.68,164940.0,1227834.72,478800,002594.SZ
2021-04-28,1397590.28,6601.68,165500.0,1225488.6,478800,002594.SZ
2021-04-29,1400738.0,6601.68,162950.0,1231186.32,478800,002594.SZ
2021-04-30,1388830.85,13588.86,348854.0,1026387.99,402300,002594.SZ
2021-05-06,1377925.73,8631.23,525000.0,844294.5,328200,002594.SZ
2021-05-07,1359847.06,16629.06,690960.0,652258.0,252500,002594.SZ
2021-05-10,1367875.22,12586.59,896700.0,458588.63,180100,002594.SZ
2021-05-11,1360022.35,12586.59,894016.0,453419.76,180100,002594.SZ
2021-05-12,1394087.98,12586.59,937753.0,443748.39,180100,002594.SZ
2021-05-13,1373062.36,12586.59,908839.0,451636.77,180100,002594.SZ
2021-05-14,1406897.77,12586.59,936533.0,457778.18,180100,002594.SZ
2021-05-17,1442303.26,12586.59,974658.0,455058.67,180100,002594.SZ
2021-05-18,1432221.32,12586.59,968070.0,451564.73,180100,002594.SZ
2021-05-19,1516128.22,12586.59,1053958.0,449583.63,180100,002594.SZ
2021-05-20,1523317.67,12586.59,1054934.0,455797.08,180100,002594.SZ
2021-05-21,1523426.85,12586.59,1056520.0,454320.26,180100,002594.SZ
2021-05-24,1530332.77,12586.59,1058167.0,459579.18,180100,002594.SZ
2021-05-25,1547100.75,12586.59,1076772.0,457742.16,180100,002594.SZ
2021-05-26,1584334.27,4760.16,0.0,1579574.11,622100,
2021-05-27,1583161.79,37301.03,166604.0,1379256.76,543100,000661.SZ
2021-05-28,1574096.99,3380.99,360000.0,1210716.0,477600,000661.SZ
2021-05-31,1583645.99,3380.99,369549.0,1210716.0,477600,000661.SZ
2021-06-01,1596831.47,3380.99,388800.0,1204650.48,477600,000661.SZ
2021-06-02,1614365.15,3380.99,400698.0,1210286.16,477600,000661.SZ
2021-06-03,1598932.91,3380.99,388800.0,1206751.92,477600,000661.SZ
2021-06-04,1613968.91,3380.99,388314.0,1222273.92,477600,000661.SZ
2021-06-07,1604648.27,3380.99,382050.0,1219217.28,477600,000661.SZ
2021-06-08,1588086.35,3380.99,366300.0,1218405.36,477600,000661.SZ
2021-06-09,1590340.07,3380.99,369891.0,1217068.08,477600,000661.SZ
2021-06-10,1596724.07,3380.99,370305.0,1223038.08,477600,000661.SZ
2021-06-11,1592892.11,3380.99,366282.0,1223229.12,477600,000661.SZ
2021-06-15,1598235.95,3380.99,367614.0,1227240.96,477600,000661.SZ
2021-06-16,1584268.55,3380.99,360333.0,1220554.56,477600,000661.SZ
2021-06-17,1582039.31,3380.99,354474.0,1224184.32,477600,000661.SZ
2021-06-18,1568974.19,3380.99,356310.0,1209283.2,477600,000661.SZ
2021-06-21,1579557.71,3380.99,346500.0,1229676.72,477600,000661.SZ
2021-06-22,1597309.79,3380.99,356706.0,1237222.8,477600,000661.SZ
2021-06-23,1593062.03,3380.99,353700.0,1235981.04,477600,000661.SZ
2021-06-24,1600815.11,3380.99,350325.0,1247109.12,477600,000661.SZ
2021-06-25,1611766.91,3380.99,358650.0,1249735.92,477600,000661.SZ
2021-06-28,1610266.07,3380.99,357579.0,1249306.08,477600,000661.SZ
2021-06-29,1599666.11,3380.99,346788.0,1249497.12,477600,000661.SZ
2021-06-30,1603518.35,3380.99,348300.0,1251837.36,477600,000661.SZ
2021-07-01,1612486.91,3380.99,348624.0,1260481.92,477600,000661.SZ
2021-07-02,1607362.67,3380.99,333900.0,1270081.68,477600,000661.SZ
2021-07-05,1593347.61,26259.08,497784.0,1069304.53,402100,000661.SZ
2021-07-06,1597348.6,23310.25,685064.0,888974.35,335500,000661.SZ
2021-07-07,1609943.1,23310.25,692626.0,894006.85,335500,000661.SZ
2021-07-08,1627439.25,23310.25,718409.0,885720.0,335500,000661.SZ
2021-07-09,1644553.6,23310.25,724888.0,896355.35,335500,000661.SZ
2021-07-12,1655723.25,23310.25,732602.0,899811.0,335500,000661.SZ
2021-07-13,1637080.95,23310.25,717516.0,896254.7,335500,000661.SZ
2021-07-14,1668974.1,23310.25,747631.0,898032.85,335500,000661.SZ
2021-07-15,1661489.4,23310.25,745313.0,892866.15,335500,000661.SZ
2021-07-16,1631701.6,23310.25,721430.0,886961.35,335500,000661.SZ
2021-07-19,1664432.7,4935.85,0.0,1659496.85,637900,
2021-07-20,1693520.94,4935.85,0.0,1688585.09,637900,
2021-07-21,1706597.89,4935.85,0.0,1701662.04,637900,
2021-07-22,1705679.36,5287.98,198536.0,1501855.38,563400,002241.SZ
2021-07-23,1726611.16,5287.98,204256.0,1517067.18,563400,002241.SZ
2021-07-26,1733220.22,5287.98,204724.0,1523208.24,563400,002241.SZ
2021-07-27,1718520.62,5287.98,197912.0,1515320.64,563400,002241.SZ
2021-07-28,1725385.1,5287.98,200720.0,1519377.12,563400,002241.SZ
2021-07-29,1730018.24,5287.98,198536.0,1526194.26,563400,002241.SZ
2021-07-30,1713710.02,5287.98,198172.0,1510250.04,563400,002241.SZ
2021-08-02,1713536.5,5287.98,199576.0,1508672.52,563400,002241.SZ
2021-08-03,1723495.82,5287.98,198380.0,1519827.84,563400,002241.SZ
2021-08-04,1730727.44,5287.98,211640.0,1513799.46,563400,002241.SZ
2021-08-05,1749398.07,4995.57,0.0,1744402.5,645000,
2021-08-06,1750752.57,4995.57,0.0,1745757.0,645000,
2021-08-09,1754816.07,4995.57,0.0,1749820.5,645000,
2021-08-10,1756622.07,4995.57,0.0,1751626.5,645000,
2021-08-11,1760621.07,4995.57,0.0,1755625.5,645000,
2021-08-12,1764104.07,4995.57,0.0,1759108.5,645000,
2021-08-13,1768167.57,4995.57,0.0,1763172.0,645000,
2021-08-16,1769499.64,13021.24,190800.0,1565678.4,572000,300750.SZ
2021-08-17,1760861.24,13021.24,192000.0,1555840.0,572000,300750.SZ
2021-08-18,1753762.44,13021.24,198000.0,1542741.2,572000,300750.SZ
2021-08-19,1757477.24,13021.24,201200.0,1543256.0,572000,300750.SZ
2021-08-20,1769536.84,13021.24,197644.0,1558871.6,572000,300750.SZ
2021-08-23,1793580.04,13021.24,208760.0,1571798.8,572000,300750.SZ
2021-08-24,1792475.64,13021.24,209200.0,1570254.4,572000,300750.SZ
2021-08-25,1796973.24,13021.24,212096.0,1571856.0,572000,300750.SZ
2021-08-26,1784182.44,13021.24,208400.0,1562761.2,572000,300750.SZ
2021-08-27,1795713.64,13021.24,203000.0,1579692.4,572000,300750.SZ
2021-08-30,1797154.84,13021.24,202096.0,1582037.6,572000,300750.SZ
2021-08-31,1791062.04,13021.24,197948.0,1580092.8,572000,300750.SZ
2021-09-01,1789170.04,13021.24,195484.0,1580664.8,572000,300750.SZ
2021-09-02,1793660.04,13021.24,197400.0,1583238.8,572000,300750.SZ
2021-09-03,1789944.84,13021.24,194600.0,1582323.6,572000,300750.SZ
2021-09-06,1801784.84,13021.24,206440.0,1582323.6,572000,300750.SZ
2021-09-07,1794428.04,13021.24,205604.0,1575802.8,572000,300750.SZ
2021-09-08,1791282.44,13021.24,201200.0,1577061.2,572000,300750.SZ
2021-09-09,1784439.64,13021.24,202880.0,1568538.4,572000,300750.SZ
2021-09-10,1769186.44,13021.24,200840.0,1555325.2,572000,300750.SZ
2021-09-13,1771125.24,13021.24,201120.0,1556984.0,572000,300750.SZ
2021-09-14,1772907.97,4966.27,0.0,1767941.7,653100,
2021-09-15,1787668.03,4966.27,0.0,1782701.76,653100,
2021-09-16,1780674.57,7042.45,197000.0,1576632.12,579900,000858.SZ
2021-09-17,1775708.28,7042.45,201950.0,1566715.83,579900,000858.SZ
2021-09-22,1757739.35,9992.79,387860.0,1359886.56,506400,000858.SZ
2021-09-23,1776392.71,9992.79,388840.0,1377559.92,506400,000858.SZ
2021-09-24,1787478.63,9992.79,401040.0,1376445.84,506400,000858.SZ
2021-09-27,1817465.55,5127.44,0.0,1812338.11,667700,
2021-09-28,1782149.28,5595.77,198271.0,1578282.51,594300,601919.SH
2021-09-29,1768357.53,5513.75,378766.0,1384077.78,519900,601919.SH
2021-09-30,1772825.93,5513.75,395712.0,1371600.18,519900,601919.SH
2021-10-08,1783461.77,5513.75,384720.0,1393228.02,519900,601919.SH
2021-10-11,1771827.14,5513.75,385407.0,1380906.39,519900,601919.SH
2021-10-12,1768281.91,5513.75,385865.0,1376903.16,519900,601919.SH
2021-10-13,1775185.45,5513.75,385178.0,1384493.7,519900,601919.SH
2021-10-14,1777506.7,5513.75,368003.0,1403989.95,519900,601919.SH
2021-10-15,1763974.81,5513.75,344645.0,1413816.06,519900,601919.SH
2021-10-18,1785102.27,5513.75,362965.0,1416623.52,519900,601919.SH
2021-10-19,1820669.23,5513.75,387926.0,1427229.48,519900,601919.SH
2021-10-20,1801662.23,5513.75,368919.0,1427229.48,519900,601919.SH
