feature_id,n_episodes_after,n_days_after,mean_ic_after,pairwise_acc_after,K3_lift_after
F04,34813,532,-0.07156693376732019,53.566136356689384,0.592614864654312
F05,34813,532,-0.05772094732633144,53.54310721751692,0.532147997212074
F06,34789,531,-0.05503262194260646,53.971615647954266,0.9179003901421474
F07,34813,532,-0.08544130364092214,54.748966402602626,0.9445478556074866
F09,34813,532,0.09527418205716355,55.1765656479744,0.7584824114761378
F13,34813,532,0.08654272993453245,54.18209944222726,0.7204588112773846
