b,random_k3_mean_pp
367,4.356874538091545
368,4.419970620039869
369,4.572338122802146
370,4.3491636953878485
371,4.650708549247626
372,4.435239176305422
373,4.2511150075852555
374,4.561437060032637
375,4.599390932434747
376,4.294961624818676
377,4.21415146030234
378,4.40272825590269
379,4.316310936561189
380,4.26358024797951
381,4.2881521603436115
382,3.808933984885332
383,4.171928786550446
384,4.125132595461848
385,4.349719123193926
386,4.184616051193266
387,4.4114433130608015
388,4.439004114104116
389,4.798457842177377
390,4.309752869604772
391,4.2258863584398245
392,3.8842418503828946
393,4.725669674446582
394,4.379787848368542
395,4.254192997296869
396,4.255627808816385
397,4.590410476721922
398,4.359950081048721
399,4.7565985398815505
400,4.6313549095416455
401,4.446936602110441
402,4.512988339387125
403,4.372367159551755
404,4.5563758793806555
405,4.60994479150055
406,4.15487407893508
407,4.098994029832866
408,4.479801830034862
409,4.5590455871652935
410,4.625585405010764
411,4.345684485006281
412,4.180783434240536
413,4.018892520554764
414,4.594075272790495
415,4.253270673509305
416,4.894875931274291
417,3.8851929344307363
418,4.639153558230239
419,4.177510343870339
420,4.1301087070818285
421,4.615178081310659
422,4.309801388692783
423,4.502261450395391
424,4.349651139384419
425,4.360112274685892
426,4.097581250912957
427,4.1162313664312045
428,4.200378559890932
429,4.26208981452098
430,4.556836241203324
431,4.5133432415010395
432,4.39147051835415
433,4.639085740678149
434,4.321496996425254
435,4.300847705060627
436,4.359944516822263
437,4.291482020350994
438,4.112845194356082
439,4.15115889175319
440,4.845590364927414
441,4.55147614869855
442,4.01524734987097
443,5.018304779205742
444,4.243135080239167
445,4.501610778161465
446,4.176124748163893
447,4.470738284770693
448,4.211179484664723
449,4.299173559440711
450,4.301330981449551
451,4.72854988115579
452,4.277425083478665
453,4.54744128878469
454,4.259674997965658
455,4.521197708825777
456,4.403295386519419
457,4.1118257432582945
458,4.828611823910549
459,4.145800103697972
460,4.485081656987978
461,4.601890591734852
462,4.257185812922613
463,4.433989277250922
464,4.26344364752047
465,4.740929442052559
466,4.1837817999615305
467,4.432607645197377
468,4.775207582975697
469,4.215155241781479
470,4.190461416296268
471,4.2515878191914895
472,4.488693987147022
473,4.03522942053048
474,4.429971220730826
475,4.019618933257337
476,4.819369948768157
477,4.5861352549913805
478,4.074083067176825
479,4.57935592832818
480,4.678257460348831
481,4.443876524697599
482,4.2327164521156
483,4.006688771332483
484,4.842007656530052
485,4.167881376416042
486,4.852318780364687
487,4.3133156189672075
488,4.2771535844418445
489,4.539074279087453
490,4.3431532077341535
491,4.839100246567318
492,4.051927032373727
493,4.572296373240465
494,4.048459509204826
495,4.267266152648509
496,4.370381816246885
497,4.664957245543209
498,4.248454435948657
499,4.667205176796895
500,4.294782259542707
501,3.961129028296385
502,4.773459470697535
503,4.787504290934811
504,4.177190499040946
505,4.2313298441622615
506,4.644472559095044
507,4.281843337996955
508,4.736661716551187
509,4.521566364066146
510,4.189533159802875
511,3.968221104769188
512,3.9054004446102186
513,4.243956558401905
514,4.653123889944938
515,4.187893830258715
516,4.764987973685256
517,4.548740114867909
518,4.458984390386003
519,4.314355400301944
520,3.929725867908903
521,4.288871683411188
522,4.61767632931447
523,4.360834380199992
524,4.303466497179954
525,4.305607044255469
526,4.360582278808563
527,4.586969479460061
528,4.499770179304609
529,4.586509497798349
530,4.142835218864579
531,4.283711270486611
532,4.784278641479928
533,4.459267345732424
534,4.2781925244002705
535,4.616775338182516
536,4.605826548835941
537,4.821926636561909
538,4.346484140471695
539,4.3275992943588175
540,4.194988355116265
541,4.559606217926959
542,4.421064257787301
543,4.334010453516229
544,4.6209539364308485
545,4.351422315327694
546,4.796253983959119
547,4.176818213107655
548,4.340193168203704
549,4.617841802972825
550,4.040051216886062
551,4.6028469669101195
552,4.66205278814848
553,4.73077461166403
554,4.334548847704447
555,4.487963019944364
556,4.399572859598672
557,4.537172304563323
558,4.314899004127085
559,3.9989117027753616
560,4.273906750495538
561,4.2183601077570065
562,4.425943328799543
563,4.04092742852876
564,4.424785622431568
565,4.567345215877171
566,4.704955662403759
567,4.368928542535653
568,4.501799460349212
569,4.329582434519622
570,4.6577979741279165
571,4.20278113814946
572,4.657480961890917
573,4.24282937087599
574,4.490155039745795
575,4.600355579625016
576,4.08032511767841
577,4.366261192631485
578,4.300778333346869
579,4.288396393404271
580,4.859111466288497
581,4.342352465431018
582,4.590066692911563
583,4.443469734573448
584,4.500988505023443
585,4.395357910763967
586,4.182395681287716
587,4.244557164285454
588,3.8341597890773653
589,3.924867927038449
590,4.446269240593412
591,4.142630984781271
592,4.71195945163699
593,4.449302651226398
594,4.8454651606032995
595,4.56511811627232
596,4.423761778269145
597,4.280289420215799
598,4.552726819648838
599,4.689853480836421
600,4.695560168889048
601,4.265531640651377
602,4.550483038499589
603,4.481086168366116
604,3.9153084797053945
605,3.8754821410252145
606,4.22875605909964
607,4.388742105399309
608,4.501695674866417
609,4.82743698709088
610,4.31367120822364
611,4.351762262036666
612,4.767852406043114
613,4.417180087742448
614,4.460678754427403
615,4.02229904963125
616,4.348291221645692
617,4.384361038581941
618,4.534914526372399
619,3.9849260261216735
620,4.398549136180023
621,4.9977110378839615
622,4.259769318509839
623,4.402221906486533
624,4.4351036763513925
625,4.600848561730389
626,4.811545587011621
627,4.275922161812804
628,4.266792940736941
629,4.284451083142439
630,4.576928850588885
631,4.056726207773517
632,4.537953451162676
633,4.169808032084737
634,4.163345125552595
635,4.154452562210497
636,3.932354738669758
637,4.440993626324379
638,4.533139729999585
639,4.486466647078439
640,4.8087970048497395
641,4.462764613602511
642,4.313236462262604
643,4.066473785266685
644,4.362486341205541
645,4.764154137244504
646,4.01970874434937
647,4.53957284605409
648,4.191553741333826
649,4.06502389544818
650,4.760269392955266
651,5.065780024886831
652,4.258177775053651
653,4.599789015510455
654,4.6692959854873175
655,3.992624917548598
656,4.11279120656913
657,4.334187211582713
658,4.781956850844025
659,4.558217441676673
660,4.079397600244465
661,4.850277297125422
662,4.317361618346762
663,4.151455947349957
664,4.424055690579177
665,4.7266330078469965
666,4.6243588627111745
667,4.496785016586691
668,4.098651710786323
669,4.334606919511729
670,4.551677154540903
671,4.505472681983197
672,3.9993637164431552
673,4.306359380142078
674,4.670050236690169
675,4.616822718472422
676,4.416633445988075
677,4.611928063278874
678,4.459314744442384
679,4.67795916464141
680,4.566299740393424
681,4.243766312615785
682,4.5839808232828325
683,4.76892255555417
684,4.244064008642132
685,4.467001642106267
686,4.573345336109672
687,4.4228254322634
688,4.619612717747687
689,4.189521694309486
690,4.3712319602532625
691,4.22819964941115
692,4.7021695360192775
693,4.275068142482113
694,4.572861557622041
695,4.446785484402329
696,4.334447485936161
697,4.513969033810109
698,4.497458446912251
699,4.579309614527565
700,4.257815752884674
701,4.642449401722607
702,4.295279943241291
703,4.328086236616656
704,4.167942643991856
705,4.391181232618255
706,4.641396534249218
707,4.535777657752539
708,4.227670957497854
709,4.3611978763676635
710,4.3972294524149795
711,4.6182617990816395
712,4.391745174380192
713,4.573195532830605
714,4.172837194621713
715,4.212708126313958
716,4.12129145381792
717,4.381346569050007
718,4.628704883716924
719,4.352224936487844
720,4.107370248185912
721,4.229508783468477
722,4.27073041132001
723,4.576971307281232
724,4.25287590829451
725,4.156830126837888
726,4.024390472213779
727,4.2028521932871366
728,4.557846425165772
729,4.226188382959722
730,4.494821412475765
731,4.229981496808703
732,4.4935830607408525
733,4.5847835125246
734,4.25174309917797
735,4.396666174612488
736,4.308112665184739
737,4.481950453508738
738,4.334582585941864
739,4.37789874835262
740,4.2442039488235785
741,4.270342346863845
742,4.693230037538286
743,4.136950864841368
744,4.53943319546991
745,4.289225414583129
746,4.5323684900936625
747,4.686696219470556
748,4.152659769269242
749,4.523461877115537
750,4.077965742805205
751,4.500244010448524
752,4.42036111503517
753,4.389073526242308
754,4.241872189447425
755,4.2264585114069355
756,4.255399262534639
757,4.0241650584192366
758,4.365315690893367
759,4.432435706123757
760,4.242232475627134
761,4.120443986565308
762,4.530958155087279
763,4.415195495915054
764,4.400956767594099
765,4.200841867709627
766,4.317194919799435
767,4.119076956342679
768,4.205761854732511
769,4.220777654234545
770,4.215953873515006
771,4.575963102348245
772,4.381427137192973
773,4.181497839150814
774,4.329246749576872
775,4.436382057405286
776,4.287629869065123
777,4.539942583049694
778,4.092661907273817
779,4.172581958681442
780,4.573082197864084
781,4.6523072911525905
782,4.068140626705236
783,4.356144508670388
784,4.456865940693337
785,4.273116284112323
786,4.315285892188781
787,4.329335377661565
788,4.778827976290893
789,4.569140453587653
790,4.31204459870077
791,4.152161338781255
792,4.386430872051242
793,4.327540698556825
794,4.234669350670113
795,4.3439982735277525
796,4.422158205192886
797,4.360321924352981
798,4.414441914814147
799,4.727371037448017
800,4.236108072812409
801,4.493505750863203
802,4.046543809920781
803,4.385835869500342
804,4.226410080141752
805,4.926075847795462
806,4.355959391218725
807,4.749068259364869
808,4.157138784433747
809,3.9576372753685414
810,4.251074163812483
811,3.9959640290262013
812,4.49554940935679
813,4.55459786625391
814,4.685089313798339
815,4.281302172987698
816,4.398790701768999
817,4.400830873943854
818,4.105292811636765
819,4.32277467544433
820,4.507271791028715
821,4.168523691777556
822,4.146300657903186
823,4.454048430899455
824,4.214593831581002
825,4.349574750965922
826,4.703174026243709
827,4.430685571044467
828,4.367525012873489
829,4.370753365703211
830,4.190401684395833
831,4.094089114090711
832,4.311394472172399
833,4.326844366235947
834,3.962187877498956
835,4.161555614578152
836,3.9569055021914457
837,4.565406883922531
838,4.546221325167403
839,4.527308685012522
840,3.974816297630047
841,4.6279011403177295
842,4.3707165398994
843,4.850448610364566
844,4.293548488322096
845,4.135970836604675
846,4.727276707860498
847,3.939388750791779
848,4.390767241573008
849,4.183682792038289
850,4.754892799109581
851,4.63200987106448
852,4.282520060358317
853,4.089615274212769
854,4.488007515026813
855,4.499127361688766
856,4.3204344040970275
857,4.428802412040469
858,4.798752569483815
859,4.422099508301246
860,4.348837387221589
861,4.188434495827079
862,4.318830098185432
863,4.232581882714463
864,4.562682803833937
865,4.32873003784409
866,4.284099607422412
867,4.475516177601259
868,4.198098548305589
869,4.524843747013194
870,4.118105661365423
871,3.8451056073198626
872,4.3920385749118065
873,3.9576990464999837
874,4.496017934257071
875,4.358459797463066
876,4.49095545030422
877,4.362681386659323
878,4.471328136200804
879,4.402826546021254
880,4.725774438986389
881,4.393531881543574
882,4.086994640832361
883,4.978518595940216
884,4.276188944638503
885,4.3626799674914185
886,4.485194669256064
887,4.27879407068724
888,4.39515671342864
889,4.199323928706113
890,4.205374094323094
891,4.491549351056925
892,4.5150574912456
893,4.334380189498314
894,4.8287586293088225
895,4.394754860427965
896,4.225676685025316
897,4.111086814187606
898,4.7701843961208255
899,4.6414687545113695
900,4.355204252056054
901,4.687283677443861
902,3.8037438297084765
903,4.776440719743326
904,4.752456444735028
905,4.477128868077487
906,4.098562407372067
907,4.221216995050402
908,4.589615085194422
909,4.287480113845302
910,4.21483462657097
911,4.409858786602559
912,4.580510021670356
913,4.695794873944447
914,4.006505605958233
915,4.629181167925378
916,4.539477907367536
917,4.128334664233493
918,4.3366721777763075
919,4.293028155402441
920,4.10200651882124
921,4.594440714793827
922,4.233040117228926
923,4.061049858417349
924,3.9774974737693016
925,4.553188505980072
926,4.047755080293468
927,4.2477908864530285
928,4.335868971677409
929,4.101446687500675
930,4.324018590142225
931,4.219009965498295
932,4.397575290551632
933,4.647557024731857
934,4.094628219151986
935,4.991422193535592
936,4.114412749081901
937,4.543450737915439
938,4.1766321356148435
939,4.583155095304935
940,4.4787480082930715
941,4.407735152696709
942,4.371983877693162
943,4.773682153103353
944,4.34459616924043
945,4.480675319006995
946,4.323026349339228
947,4.417385835942567
948,4.217270511278743
949,4.800985365636048
950,4.312513196328343
951,4.245504014132886
952,4.0436876260002235
953,4.2627575098323645
954,4.3836810568423
955,4.183352922737118
956,4.2750118390172105
957,4.771021082976964
958,4.503227023250837
959,4.327678275378953
960,4.107110908166034
961,4.322647077090082
962,4.657430709222786
963,4.210742547011826
964,4.571340846909232
965,4.406270685218984
966,4.152311312521846
967,4.5161972006000815
968,4.226241892269809
969,4.3987394173451335
970,4.339575343769745
971,4.338479192525087
972,4.514125965019253
973,3.957272519125875
974,4.535437432511016
975,4.381293671650411
976,4.4094840030040885
977,4.0454606203258185
978,4.529678892338572
979,4.537151861184598
980,4.666915372912122
981,4.284382158959873
982,4.6468907773477754
983,4.323252198459137
984,4.0213719822606215
985,4.449664483891684
986,4.51963574246033
987,4.568926583221262
988,4.6922814230899865
989,4.604795259031463
990,4.385832925243211
991,4.405925837786622
992,4.028844278833447
993,4.274459840188879
994,4.234876114393157
995,4.781722187494136
996,4.38994868522712
997,4.276374557572022
998,3.9233660005150357
999,4.515452283503333
1000,4.5567270600986145
1001,4.355555769427531
1002,4.312609324022381
1003,4.177184672111602
1004,4.370817441346529
1005,4.046465314850388
1006,5.124780009905562
1007,4.246442170990765
1008,4.618769405949869
1009,4.5241188017180685
1010,4.260260292977048
1011,4.022788731796896
1012,4.328791232752039
1013,4.7747292626943985
1014,4.142004258505817
1015,4.145920929443937
1016,4.5687179007502365
1017,4.515242181434479
1018,4.440170483988478
1019,4.422763678438629
1020,4.307607853601234
1021,4.231275655310042
1022,4.242019973192756
1023,4.457228040036457
1024,4.391918044168651
1025,4.0385637801588095
1026,4.260197528204936
1027,4.527221395440842
1028,4.193105855834647
1029,4.475740263434786
1030,4.370375131743224
1031,4.141107874667682
1032,4.382798720117481
1033,4.345932935521215
1034,4.834826729702879
1035,4.2957754995562745
1036,4.860766468025552
1037,4.745328981156734
1038,4.304153294361248
1039,4.281644894500432
1040,4.232579389648871
1041,4.684450471653974
1042,4.826083712407661
1043,4.52796518127757
1044,4.413513921030269
1045,4.73220291436719
1046,4.3050839010558155
1047,3.9684441941086646
1048,4.828464659418015
1049,4.182093372912054
1050,4.625624104695726
1051,4.435325356764921
1052,4.225041190467731
1053,4.271185460633344
1054,4.735753399158308
1055,4.256624299741759
1056,4.6497346291631265
1057,4.388714936821557
1058,4.686854789819332
1059,4.395365121141257
1060,4.427175733363805
1061,4.116632702646317
1062,4.397563433840798
1063,4.352778549817626
1064,4.299685398751086
1065,4.1408601281597575
1066,4.687211895881403
1067,4.443346827396659
1068,4.145309082660897
1069,4.474261653293764
1070,3.9605061988254797
1071,4.354866178265146
1072,4.288825752880613
1073,4.129704483361146
1074,4.3056146794034325
1075,4.621202816263712
1076,4.034427398115757
1077,4.478666094118871
1078,4.510873332460718
1079,4.851441452634479
1080,4.553211302357765
1081,4.657019343437132
1082,4.294243918285278
1083,4.637966563205825
1084,4.081460447310911
1085,4.382858510994563
1086,4.084228753569777
1087,4.420172439902361
1088,4.40660024938304
1089,4.6994166058468085
1090,4.418291931852822
1091,4.393381917968487
1092,3.974273680055836
1093,4.310935378310245
1094,3.9370209790747146
1095,4.865100285457608
1096,4.495232166631925
1097,4.1434179116669405
1098,4.25702908113133
1099,4.461192953626605
1100,4.1619269817476585
1101,4.647682146328298
1102,4.645920998633102
1103,4.4859614127146115
1104,4.701378169042228
1105,4.148581308004966
1106,4.428396484658572
1107,4.281827911967682
1108,4.604179242929553
1109,4.322916905969496
1110,3.8917458304387043
1111,4.51994173237558
1112,4.292093090271705
1113,4.166539127712843
1114,4.1268048157891934
1115,4.023629541722741
1116,3.9371928532626743
1117,4.382265678226225
1118,4.229866956465516
1119,4.318285866220306
1120,4.071256523895575
1121,4.276972893193154
1122,4.652344438349204
1123,4.252658597502778
1124,4.1772170403570295
1125,4.474207329570806
1126,4.709274940714977
1127,4.479677303457364
1128,4.441255940748494
1129,4.811733057833934
1130,4.226335734188971
1131,4.333044915159779
1132,4.178794852923286
1133,4.314534940836193
1134,4.35258577068688
1135,3.9265240190300132
1136,4.1889251983886435
1137,4.399290160724635
1138,3.982497817564578
1139,4.555326455863227
1140,4.537742086575418
1141,4.4658781907249745
1142,4.104612319108433
1143,4.240876975320936
1144,4.298268702461568
1145,4.056345832472526
1146,4.345256337793674
1147,4.359616492736908
1148,4.515809182643686
1149,4.277238214805747
1150,4.650650239826619
1151,4.110088004478558
1152,4.42766706903717
1153,4.2281352916278525
1154,4.6148671524639004
1155,4.440777487301783
1156,4.32672182214806
1157,4.008549262904001
1158,4.587314644422278
1159,4.335880732672916
1160,4.684714962795347
1161,4.552486327792056
1162,4.418499125142736
1163,4.6801197792408304
1164,4.334013931049818
1165,4.520707197298344
1166,4.292820205640606
1167,4.335681140938764
1168,4.673798393192829
1169,3.979433293918524
1170,4.26730266084998
1171,4.403185671472657
1172,4.091529292191671
1173,4.397924425032743
1174,4.201292137460155
1175,4.892845360080024
1176,4.361040541472174
1177,4.586735348980907
1178,4.266980331876963
1179,4.457395765604367
1180,4.349537958054049
1181,4.601959726845718
1182,4.2359055643050185
1183,4.24829430708416
1184,4.491279978007262
1185,4.442710016747407
1186,4.206666989171577
1187,4.382528701813393
1188,4.059096937401198
1189,4.286962470961458
1190,4.233726932638321
1191,4.605202949352118
1192,4.276845992948214
1193,4.402704230843797
1194,4.3840691846142334
1195,4.4520120813266555
1196,4.052308139698476
1197,4.012734416345259
1198,4.881180596836182
1199,4.2150805448132775
1200,4.445835462799429
1201,3.9833097446049606
1202,4.385168195451167
1203,4.612557445951138
1204,4.167349405893307
1205,4.197588925594962
1206,4.3720524447130975
1207,4.248986914988704
1208,3.8558868926827254
1209,4.229581225554318
1210,4.708692591086345
1211,4.372466655276388
1212,4.531478107346164
1213,4.755590865452701
1214,3.921124216436447
1215,4.534916866301343
1216,4.178064567807433
1217,4.311550249290192
1218,4.704162680446481
1219,4.627790498911063
1220,4.389690610317963
1221,4.305436397786985
1222,4.038549636728331
1223,4.9267684237882
1224,4.190747334685629
1225,4.0894212303529365
1226,4.36677393945805
1227,4.544187874646559
1228,4.003499162002782
1229,4.229245591087873
1230,4.284351984922297
1231,4.2257752588735995
1232,4.591225648612861
1233,4.6983113835856205
1234,4.049516082410878
1235,4.679307781306545
1236,4.272417784232927
1237,4.188922723647687
1238,4.465242823141386
1239,4.463672545452388
1240,4.30641953306445
1241,4.359313199129707
1242,4.50474454366055
1243,4.371211922034587
1244,4.370908270456432
1245,4.432738822689585
1246,4.522683617321927
1247,4.242609152529195
1248,4.4222835697859475
1249,4.471000140435813
1250,4.77020844475797
1251,4.474536508514926
1252,4.647525921506431
1253,4.744068367316119
1254,4.293000030615838
1255,4.304025783993951
1256,4.312643445336191
1257,4.181899986929199
1258,4.14915900140581
1259,4.570620921241065
1260,4.183501189148279
1261,4.342058161681281
1262,4.156348561818826
1263,4.381475279817084
1264,3.9619313164219796
1265,4.304943672050454
1266,5.017394497647439
1267,4.5155218318595685
1268,4.490768097331237
1269,4.398487945160216
1270,3.9891349959093088
1271,4.300001610897645
1272,4.146946059287064
1273,4.231474451717079
1274,4.445681635871268
1275,4.47677700406799
1276,3.8323776292935303
1277,4.433749343920123
1278,4.317453301879559
1279,4.735098356459195
1280,4.28818588699512
1281,4.407168040403627
1282,4.473875201144603
1283,4.347102059533917
1284,3.9846407421897636
1285,4.250185728511957
1286,4.608359074243433
1287,4.1364098747700595
1288,4.296284353027942
1289,4.400148614992404
1290,4.693154572566322
1291,4.371927298249122
1292,4.486308598815866
1293,4.600252933048756
1294,4.198894174577683
1295,4.545743546317578
1296,4.494668181789483
1297,4.164373224352434
1298,4.089589636973198
1299,4.409741361420281
1300,4.50378753067822
1301,4.120303505439638
1302,4.064854129774498
1303,4.78964970234689
1304,4.171921481503746
1305,4.1613627231198365
1306,4.424507632989554
1307,4.492617713304705
1308,4.178370963489307
1309,4.004866903103689
1310,4.737492562065994
1311,4.568591134380115
1312,4.486795777752757
1313,4.317736913732167
1314,4.300186057378089
1315,4.391511280588554
1316,4.320412755686256
1317,3.775102135783353
1318,4.41438532419432
1319,4.288962784579361
1320,4.0304126460010785
1321,4.449752210425793
1322,4.6548471635084026
1323,4.66250494981842
1324,4.296946727656392
1325,4.582149968482328
1326,4.312926887887236
1327,4.635714468990202
1328,4.525557225462532
1329,4.561220814105106
1330,3.994076828086084
1331,4.406148223854275
1332,4.404787342273944
1333,4.665287063433113
1334,4.464954493911364
1335,4.22188878023778
1336,4.434527088964714
1337,4.458955021487647
1338,4.637907000223597
1339,4.781537366111375
1340,4.463899689447336
1341,4.493231167549981
1342,4.249083005161243
1343,4.297214202996904
