ts_code,signal_date,v1_entry,v2a_entry,v1_exit,v2a_exit,v1_type,v2a_type,v1_ret,v2a_ret,status,p2_rawhist_lt19,p2_rawhist_affected,entry_date_diff
300059.SZ,2025-04-01,2025-04-02,2025-04-02,2025-05-07,2025-05-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,5.1627907747067665,5.1627907747067665,MATCHED,19.0,False,0.0
300059.SZ,2026-03-20,2026-03-23,2026-03-23,2026-05-11,2026-05-11,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.424165896338625,8.424165896338625,MATCHED,19.0,False,0.0
300122.SZ,2020-11-11,2020-11-12,2020-11-12,2020-12-21,2020-12-21,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,21.594186068179752,21.594186068179752,MATCHED,19.0,False,0.0
300122.SZ,2022-04-14,2022-04-15,2022-04-15,2022-06-16,2022-06-16,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-6.645958234266682,-6.645958234266682,MATCHED,19.0,False,0.0
300136.SZ,2020-10-12,2020-10-13,2020-10-13,2020-11-09,2020-11-09,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.7523403888601528,3.7523403888601528,MATCHED,19.0,False,0.0
300274.SZ,2021-12-21,2021-12-22,2021-12-22,2022-05-20,2022-05-20,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-25.58857835409347,-25.58857835409347,MATCHED,19.0,False,0.0
300274.SZ,2022-08-31,2022-09-01,2022-09-01,2022-10-12,2022-10-12,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,13.216110132265186,13.216110132265186,MATCHED,19.0,False,0.0
300274.SZ,2022-12-06,2022-12-07,2022-12-07,2023-01-03,2023-01-03,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,12.35423017458993,12.35423017458993,MATCHED,19.0,False,0.0
300274.SZ,2023-03-14,2023-03-15,2023-03-15,2023-04-18,2023-04-18,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.872684453553771,3.872684453553771,MATCHED,19.0,False,0.0
300274.SZ,2023-08-21,2023-08-22,2023-08-22,2023-11-09,2023-11-09,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.059040269174881,2.059040269174881,MATCHED,19.0,False,0.0
300274.SZ,2025-12-16,2025-12-17,2025-12-17,2026-03-11,2026-03-11,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-0.04130443998742119,-0.04130443998742119,MATCHED,19.0,False,0.0
300274.SZ,2026-04-01,2026-04-02,2026-04-02,2026-05-11,2026-05-11,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,13.077001683310016,13.077001683310016,MATCHED,19.0,False,0.0
300274.SZ,2026-07-01,2026-07-02,2026-07-02,2026-08-11,2026-08-11,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-8.358514552822074,-8.358514552822074,MATCHED,19.0,False,0.0
300308.SZ,2023-07-20,2023-07-21,2023-07-21,2023-11-13,2023-11-13,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-5.693477162892338,-5.693477162892338,MATCHED,19.0,False,0.0
300308.SZ,2024-07-25,2024-07-26,2024-07-26,2024-09-24,2024-09-24,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.199933708510119,7.199933708510119,MATCHED,19.0,False,0.0
300308.SZ,2025-01-10,2025-01-13,2025-01-13,2025-05-08,2025-05-08,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,0.7734206644023827,0.7734206644023827,MATCHED,19.0,False,0.0
300308.SZ,2025-10-14,2025-10-15,2025-10-15,2025-10-24,2025-10-24,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,37.312191378736536,37.312191378736536,MATCHED,19.0,False,0.0
300308.SZ,2026-02-06,2026-02-09,2026-02-09,2026-03-18,2026-03-18,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.437565472561077,3.437565472561077,MATCHED,19.0,False,0.0
300308.SZ,2026-07-17,2026-07-20,2026-07-20,2026-08-25,2026-08-25,FINAL_SETTLE,FINAL_SETTLE,-11.744158826402947,-11.744158826402947,MATCHED,19.0,False,0.0
300418.SZ,2023-06-26,2023-06-27,2023-06-27,2023-08-14,2023-08-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-7.109717403112448,-7.109717403112448,MATCHED,19.0,False,0.0
300418.SZ,2024-01-31,2024-02-01,2024-02-01,2024-02-19,2024-02-19,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,39.428041617887864,39.428041617887864,MATCHED,19.0,False,0.0
300502.SZ,2024-07-25,2024-07-26,2024-07-26,2024-09-13,2024-09-13,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,13.964744747831642,13.964744747831642,MATCHED,19.0,False,0.0
300502.SZ,2025-02-28,2025-03-03,2025-03-03,2025-05-08,2025-05-08,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,28.725713357688992,28.725713357688992,MATCHED,19.0,False,0.0
300502.SZ,2026-01-12,2026-01-13,2026-01-13,2026-02-02,2026-02-02,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,18.325572753597463,18.325572753597463,MATCHED,19.0,False,0.0
300502.SZ,2026-07-28,2026-07-29,2026-07-29,2026-08-25,2026-08-25,FINAL_SETTLE,FINAL_SETTLE,-3.1289001702402826,-3.1289001702402826,MATCHED,19.0,False,0.0
300750.SZ,2020-02-28,2020-03-02,2020-03-02,2020-04-15,2020-04-15,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.0193924653390611,-1.0193924653390611,MATCHED,19.0,False,0.0
300750.SZ,2021-01-29,2021-02-01,2021-02-01,2021-04-14,2021-04-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.6778263400166544,2.6778263400166544,MATCHED,19.0,False,0.0
300750.SZ,2021-07-27,2021-07-28,2021-07-28,2021-09-14,2021-09-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.626053858905106,8.626053858905106,MATCHED,19.0,False,0.0
300750.SZ,2021-12-20,2021-12-21,2021-12-21,2022-06-02,2022-06-02,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-14.232912370394569,-14.232912370394569,MATCHED,19.0,False,0.0
300750.SZ,2022-09-01,2022-09-02,2022-09-02,2022-12-07,2022-12-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.3981718838619202,-1.3981718838619202,MATCHED,19.0,False,0.0
300750.SZ,2023-02-17,2023-02-20,2023-02-20,2023-03-31,2023-03-31,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.6254689430868456,3.6254689430868456,MATCHED,19.0,False,0.0
300750.SZ,2023-06-07,2023-06-08,2023-06-08,2023-07-31,2023-07-31,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.015096907867838,8.015096907867838,MATCHED,19.0,False,0.0
300750.SZ,2023-09-08,2023-09-11,2023-09-11,2024-02-08,2024-02-08,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-18.00484444688593,-18.00484444688593,MATCHED,19.0,False,0.0
300750.SZ,2024-06-07,2024-06-11,2024-06-11,2024-07-22,2024-07-22,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.3901215027090492,1.3901215027090492,MATCHED,19.0,False,0.0
300750.SZ,2025-01-07,2025-01-08,2025-01-08,2025-02-14,2025-02-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.716235937905914,8.716235937905914,MATCHED,19.0,False,0.0
300750.SZ,2025-04-01,2025-04-02,2025-04-02,2025-05-08,2025-05-08,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.81936272756536,7.81936272756536,MATCHED,19.0,False,0.0
300750.SZ,2025-11-21,2025-11-24,2025-11-24,2026-02-06,2026-02-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.7797735978262685,1.7797735978262685,MATCHED,19.0,False,0.0
300760.SZ,2021-08-20,2021-08-23,2021-08-23,2021-09-17,2021-09-17,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,25.243095200327115,25.243095200327115,MATCHED,19.0,False,0.0
300760.SZ,2022-09-21,2022-09-22,2022-09-22,2022-10-14,2022-10-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,26.10435256088347,26.10435256088347,MATCHED,19.0,False,0.0
300760.SZ,2023-08-07,2023-08-08,2023-08-08,2023-10-30,2023-10-30,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.5338873044717865,6.5338873044717865,MATCHED,19.0,False,0.0
300782.SZ,2021-07-13,2021-07-14,2021-07-14,2021-08-24,2021-08-24,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.700284102162052,4.700284102162052,MATCHED,19.0,False,0.0
300846.SZ,2025-03-25,2025-03-26,2025-03-26,2025-05-07,2025-05-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-3.7770156011244347,-3.7770156011244347,MATCHED,19.0,False,0.0
301236.SZ,2024-01-22,2024-01-23,2024-01-23,2024-02-26,2024-02-26,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,15.202767971466354,15.202767971466354,MATCHED,19.0,False,0.0
600009.SH,2021-02-03,2021-02-04,2021-02-04,2021-06-03,2021-06-03,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.1354409255495685,-1.1354409255495685,MATCHED,19.0,False,0.0
600009.SH,2023-08-21,2023-08-22,2023-08-22,2024-01-16,2024-01-16,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-11.699228208217027,-11.699228208217027,MATCHED,19.0,False,0.0
600030.SH,2020-03-16,2020-03-17,2020-03-17,2020-04-14,2020-04-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.2152522266729697,1.2152522266729697,MATCHED,19.0,False,0.0
600030.SH,2020-09-07,2020-09-08,2020-09-08,2020-10-12,2020-10-12,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.3416942678344705,3.3416942678344705,MATCHED,19.0,False,0.0
600030.SH,2020-10-26,2020-10-27,2020-10-27,2020-11-23,2020-11-23,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,5.218510332201447,5.218510332201447,MATCHED,19.0,False,0.0
600030.SH,2021-03-01,2021-03-02,2021-03-02,2021-04-06,2021-04-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.7719464410848904,-1.7719464410848904,MATCHED,19.0,False,0.0
600030.SH,2021-11-16,2021-11-17,2021-11-17,2021-12-06,2021-12-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.942169042945349,7.942169042945349,MATCHED,19.0,False,0.0
600030.SH,2022-01-14,2022-01-17,2022-01-17,2022-01-28,2022-01-28,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.0102995428563417,1.0102995428563417,MATCHED,19.0,False,0.0
600030.SH,2022-09-16,2022-09-19,2022-09-19,2022-11-11,2022-11-11,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.2914258355483077,3.2914258355483077,MATCHED,19.0,False,0.0
600030.SH,2024-12-31,2025-01-02,2025-01-02,2025-02-07,2025-02-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-0.029241512213777625,-0.029241512213777625,MATCHED,19.0,False,0.0
600031.SH,2021-03-09,2021-03-10,2021-03-10,2021-06-01,2021-06-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.027751640672817,2.027751640672817,MATCHED,19.0,False,0.0
600031.SH,2021-06-11,2021-06-15,2021-06-15,2021-08-03,2021-08-03,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.433342850860986,4.433342850860986,MATCHED,19.0,False,0.0
600036.SH,2020-03-19,2020-03-20,2020-03-20,2020-04-27,2020-04-27,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,10.683448687695108,10.683448687695108,MATCHED,19.0,False,0.0
600036.SH,2020-09-30,2020-10-09,2020-10-09,2020-10-16,2020-10-16,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.189846606772502,8.189846606772502,MATCHED,19.0,False,0.0
600036.SH,2021-07-08,2021-07-09,2021-07-09,2021-08-18,2021-08-18,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.736132867824947,8.736132867824947,MATCHED,19.0,False,0.0
600036.SH,2021-11-26,2021-11-29,2021-11-29,2021-12-09,2021-12-09,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.780249533285357,7.780249533285357,MATCHED,19.0,False,0.0
600036.SH,2021-12-29,2021-12-30,2021-12-30,2022-01-20,2022-01-20,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,5.516341863497587,5.516341863497587,MATCHED,19.0,False,0.0
600036.SH,2022-03-07,2022-03-08,2022-03-08,2022-06-15,2022-06-15,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-6.245523329299984,-6.245523329299984,MATCHED,19.0,False,0.0
600036.SH,2022-07-13,2022-07-14,2022-07-14,2022-08-31,2022-08-31,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.5651520516643562,-1.5651520516643562,MATCHED,19.0,False,0.0
600036.SH,2022-10-10,2022-10-11,2022-10-11,2022-11-11,2022-11-11,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.74708231806275,4.74708231806275,MATCHED,19.0,False,0.0
600036.SH,2023-04-27,2023-04-28,2023-04-28,2023-07-25,2023-07-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-0.6278320762058595,-0.6278320762058595,MATCHED,19.0,False,0.0
600036.SH,2024-09-09,2024-09-10,2024-09-10,2024-09-25,2024-09-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,12.650986424212693,12.650986424212693,MATCHED,19.0,False,0.0
600036.SH,2025-04-07,2025-04-08,2025-04-08,2025-05-08,2025-05-08,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,5.565919809741665,5.565919809741665,MATCHED,19.0,False,0.0
600050.SH,2025-03-19,2025-03-20,2025-03-20,2025-05-07,2025-05-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-4.102896566069308,-4.102896566069308,MATCHED,19.0,False,0.0
600089.SH,2021-10-08,2021-10-11,2021-10-11,2021-10-27,2021-10-27,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,21.757208672823793,21.757208672823793,MATCHED,19.0,False,0.0
600111.SH,2021-09-29,2021-09-30,2021-09-30,2021-10-25,2021-10-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,22.277893313169177,22.277893313169177,MATCHED,19.0,False,0.0
600111.SH,2021-12-24,2021-12-27,2021-12-27,2022-02-16,2022-02-16,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,10.927469701064592,10.927469701064592,MATCHED,19.0,False,0.0
600150.SH,2024-09-02,2024-09-19,,2024-09-30,,TAKE_PROFIT_DYN,,18.45144203997828,,V1_ONLY_PENDING_CANCELLED,,False,
600276.SH,2020-09-17,2020-09-18,2020-09-18,2020-10-12,2020-10-12,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.964121567403469,7.964121567403469,MATCHED,19.0,False,0.0
600276.SH,2021-04-15,2021-04-16,2021-04-16,2021-05-17,2021-05-17,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.9762113310555116,2.9762113310555116,MATCHED,19.0,False,0.0
600276.SH,2022-01-13,2022-01-14,2022-01-14,2022-06-07,2022-06-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-29.55698724716474,-29.55698724716474,MATCHED,19.0,False,0.0
600276.SH,2023-07-31,2023-08-01,2023-08-01,2023-08-28,2023-08-28,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.244966610480217,2.244966610480217,MATCHED,19.0,False,0.0
600276.SH,2024-09-20,2024-09-23,2024-09-23,2024-09-26,2024-09-26,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,7.0921102706178285,7.0921102706178285,MATCHED,19.0,False,0.0
600276.SH,2026-08-20,2026-08-21,2026-08-21,2026-08-25,2026-08-25,FINAL_SETTLE,FINAL_SETTLE,-2.438053366642191,-2.438053366642191,MATCHED,19.0,False,0.0
600309.SH,2025-04-15,2025-04-16,2025-04-16,2025-05-15,2025-05-15,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.8522101436284233,2.8522101436284233,MATCHED,19.0,False,0.0
600418.SH,2024-11-27,2024-11-28,2024-11-28,2025-01-22,2025-01-22,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,19.31501930377224,19.31501930377224,MATCHED,19.0,False,0.0
600438.SH,2021-03-05,2021-03-08,2021-03-08,2021-04-20,2021-04-20,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-2.082117681436346,-2.082117681436346,MATCHED,19.0,False,0.0
600487.SH,2026-07-06,2026-07-07,2026-07-07,2026-08-18,2026-08-18,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-17.707576907721744,-17.707576907721744,MATCHED,19.0,False,0.0
600519.SH,2020-03-18,2020-03-19,2020-03-19,2020-06-01,2020-06-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,39.54846152311298,39.54846152311298,MATCHED,19.0,False,0.0
600519.SH,2021-05-06,2021-05-07,2021-05-07,2021-05-25,2021-05-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,12.309433820124724,12.309433820124724,MATCHED,19.0,False,0.0
600519.SH,2021-07-26,2021-07-27,2021-07-27,2021-09-24,2021-09-24,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.091334708861519,2.091334708861519,MATCHED,19.0,False,0.0
600519.SH,2022-01-07,2022-01-10,2022-01-10,2022-04-14,2022-04-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,0.9984159395398549,0.9984159395398549,MATCHED,19.0,False,0.0
600519.SH,2022-09-05,2022-09-06,2022-09-06,2022-12-01,2022-12-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-5.861614932184937,-5.861614932184937,MATCHED,19.0,False,0.0
600519.SH,2023-03-08,2023-03-09,2023-03-09,2023-03-31,2023-03-31,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.358107895598216,3.358107895598216,MATCHED,19.0,False,0.0
600519.SH,2023-04-12,2023-04-13,2023-04-13,2023-06-16,2023-06-16,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.514893856808776,6.514893856808776,MATCHED,19.0,False,0.0
600519.SH,2023-10-13,2023-10-16,2023-10-16,2023-12-29,2023-12-29,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.893988027016628,1.893988027016628,MATCHED,19.0,False,0.0
600519.SH,2024-01-17,2024-01-18,2024-01-18,2024-02-06,2024-02-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,5.907729356690894,5.907729356690894,MATCHED,19.0,False,0.0
600519.SH,2024-04-08,2024-04-09,2024-04-09,2024-05-06,2024-05-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,5.19682233937109,5.19682233937109,MATCHED,19.0,False,0.0
600519.SH,2024-06-11,2024-06-12,2024-06-12,2024-07-19,2024-07-19,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,0.5216824393800606,0.5216824393800606,MATCHED,19.0,False,0.0
600519.SH,2024-07-30,2024-07-31,2024-07-31,2024-08-30,2024-08-30,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.979956385509713,4.979956385509713,MATCHED,19.0,False,0.0
600519.SH,2024-09-09,2024-09-10,2024-09-10,2024-09-26,2024-09-26,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,13.065449104192647,13.065449104192647,MATCHED,19.0,False,0.0
600519.SH,2025-01-03,2025-01-06,2025-01-06,2025-02-28,2025-02-28,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,4.558943908999476,4.558943908999476,MATCHED,19.0,False,0.0
600519.SH,2025-06-13,2025-06-16,2025-06-16,2025-07-10,2025-07-10,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.571155348492451,1.571155348492451,MATCHED,19.0,False,0.0
600522.SH,2022-11-01,2022-11-02,2022-11-02,2023-01-03,2023-01-03,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-5.676303523410963,-5.676303523410963,MATCHED,19.0,False,0.0
600570.SH,2023-07-11,2023-07-12,2023-07-12,2023-08-04,2023-08-04,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,12.935015317595871,12.935015317595871,MATCHED,19.0,False,0.0
600584.SH,2026-07-20,2026-07-21,2026-07-21,2026-08-25,2026-08-25,FINAL_SETTLE,FINAL_SETTLE,-3.746170199653699,-3.746170199653699,MATCHED,19.0,False,0.0
600703.SH,2020-06-15,2020-06-16,2020-06-16,2020-07-06,2020-07-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,15.534542524394753,15.534542524394753,MATCHED,19.0,False,0.0
600703.SH,2022-09-20,2022-09-21,2022-09-21,2022-11-03,2022-11-03,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.4365619204532005,1.4365619204532005,MATCHED,19.0,False,0.0
600745.SH,2020-09-08,2020-09-09,2020-09-09,2020-12-07,2020-12-07,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,1.4169185149017833,1.4169185149017833,MATCHED,19.0,False,0.0
600809.SH,2023-05-22,2023-05-23,2023-05-23,2023-07-25,2023-07-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,9.67465728119054,9.67465728119054,MATCHED,19.0,False,0.0
600809.SH,2024-08-28,2024-08-29,2024-08-29,2024-09-26,2024-09-26,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,10.265232797714383,10.265232797714383,MATCHED,19.0,False,0.0
600887.SH,2022-10-20,2022-10-21,2022-10-21,2022-12-01,2022-12-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.706648715667189,6.706648715667189,MATCHED,19.0,False,0.0
600900.SH,2024-09-11,2024-09-12,2024-09-12,2024-09-30,2024-09-30,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.228584541518643,8.228584541518643,MATCHED,19.0,False,0.0
600919.SH,2024-04-26,2024-04-29,2024-04-29,2024-07-02,2024-07-02,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-3.22433989136676,-3.22433989136676,MATCHED,19.0,False,0.0
600989.SH,2025-03-28,2025-03-31,2025-03-31,2025-04-29,2025-04-29,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.913448021154776,6.913448021154776,MATCHED,19.0,False,0.0
601012.SH,2020-11-13,2020-11-16,2020-11-16,2020-12-09,2020-12-09,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.570904483395198,11.570904483395198,MATCHED,19.0,False,0.0
601012.SH,2021-03-04,2021-03-05,2021-03-05,2021-04-06,2021-04-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.8151228530517156,2.8151228530517156,MATCHED,19.0,False,0.0
601012.SH,2021-12-01,2021-12-02,2021-12-02,2022-03-01,2022-03-01,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,6.472325573333965,6.472325573333965,MATCHED,19.0,False,0.0
601012.SH,2022-03-29,2022-03-30,2022-03-30,2022-06-06,2022-06-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-12.752364240157288,-12.752364240157288,MATCHED,19.0,False,0.0
601012.SH,2022-08-03,2022-08-04,2022-08-04,2022-10-27,2022-10-27,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.5712301907594528,-1.5712301907594528,MATCHED,19.0,False,0.0
601012.SH,2022-12-22,2022-12-23,2022-12-23,2023-01-18,2023-01-18,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.348570853081775,11.348570853081775,MATCHED,19.0,False,0.0
601012.SH,2023-03-16,2023-03-17,2023-03-17,2023-06-29,2023-06-29,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-17.84953964554572,-17.84953964554572,MATCHED,19.0,False,0.0
601012.SH,2023-08-21,2023-08-22,2023-08-22,2023-12-28,2023-12-28,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-11.755699669774852,-11.755699669774852,MATCHED,19.0,False,0.0
601012.SH,2024-01-29,2024-01-30,2024-01-30,2024-03-12,2024-03-12,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,15.268422377533785,15.268422377533785,MATCHED,19.0,False,0.0
601012.SH,2024-06-06,2024-06-07,2024-06-07,2024-08-05,2024-08-05,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-12.181185272863992,-12.181185272863992,MATCHED,19.0,False,0.0
601127.SH,2024-08-28,2024-08-29,2024-08-29,2024-09-25,2024-09-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.860904824260553,11.860904824260553,MATCHED,19.0,False,0.0
601138.SH,2023-10-24,2023-10-25,2023-10-25,2024-02-06,2024-02-06,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.050900506142318,11.050900506142318,MATCHED,19.0,False,0.0
601138.SH,2024-05-31,2024-06-03,2024-06-03,2024-06-14,2024-06-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,17.235953981802986,17.235953981802986,MATCHED,19.0,False,0.0
601138.SH,2024-07-18,2024-07-19,2024-07-19,2024-09-24,2024-09-24,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-2.550959931032771,-2.550959931032771,MATCHED,19.0,False,0.0
601138.SH,2025-11-24,2025-11-25,2025-11-25,2025-12-25,2025-12-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,19.316165850131622,19.316165850131622,MATCHED,19.0,False,0.0
601138.SH,2026-01-29,2026-01-30,2026-01-30,2026-04-08,2026-04-08,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,3.823418044659373,3.823418044659373,MATCHED,19.0,False,0.0
601166.SH,2021-04-15,2021-04-16,2021-04-16,2021-05-12,2021-05-12,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,10.16039399503804,10.16039399503804,MATCHED,19.0,False,0.0
601166.SH,2022-08-29,2022-08-30,2022-08-30,2022-11-14,2022-11-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,2.990941980494697,2.990941980494697,MATCHED,19.0,False,0.0
601318.SH,2020-02-28,2020-03-02,2020-03-02,2020-04-17,2020-04-17,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-1.3453625770562572,-1.3453625770562572,MATCHED,19.0,False,0.0
601318.SH,2021-01-28,2021-01-29,2021-01-29,2021-02-25,2021-02-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,9.42474089385644,9.42474089385644,MATCHED,19.0,False,0.0
601318.SH,2021-03-18,2021-03-19,2021-03-19,2021-10-21,2021-10-21,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-28.116081051784203,-28.116081051784203,MATCHED,19.0,False,0.0
601318.SH,2022-03-15,2022-03-16,2022-03-16,2022-06-09,2022-06-09,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-0.3864474449981416,-0.3864474449981416,MATCHED,19.0,False,0.0
601318.SH,2022-10-24,2022-10-25,2022-10-25,2022-11-14,2022-11-14,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,11.54058817209945,11.54058817209945,MATCHED,19.0,False,0.0
601318.SH,2023-11-09,2023-11-10,2023-11-10,2024-01-25,2024-01-25,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,-2.3138721028580727,-2.3138721028580727,MATCHED,19.0,False,0.0
601318.SH,2024-03-22,2024-03-25,2024-03-25,2024-04-29,2024-04-29,TAKE_PROFIT_DYN,TAKE_PROFIT_DYN,8.104543046068015,8.104543046068015,MATCHED,19.0,False,0.0
