n_event_days,daily_mean,daily_median,daily_positive_rate,hac_t,hac_ci_lo,hac_ci_hi,episode_boot_ci_lo,episode_boot_ci_hi,eventday_boot_ci_lo,eventday_boot_ci_hi,eventday_boot_p_nonpos,mean_final_ret,median_final_ret,mean_MAE,median_MAE,mean_MFE,median_MFE
249,4.818253448570656,4.979956385509713,75.1004016064257,6.4328533894594875,3.350199353839921,6.28630754330139,3.6707174808252727,6.22952304164441,3.2330418054884533,6.424626032359868,0.0,4.955074695154632,5.218510332201447,-13.908916104848455,-10.37390702942541,9.278836421324026,7.648914331491907
