feature_id,quintile,n_days,mean_return_pct,median_return_pct,win_rate_pct
F01,1,534,4.508868933085556,4.587466168165618,80.89887640449437
F01,2,534,4.814172015609117,5.013524206171432,85.2059925093633
F01,3,534,4.427412578219743,5.015836352433319,82.95880149812734
F01,4,534,4.461921566547134,4.915525603586346,82.77153558052434
F01,5,534,4.384052404077469,4.856551557300882,83.52059925093633
F02,1,534,4.993380756640491,5.315436922268969,80.14981273408239
F02,2,534,4.988735246039112,5.448641092592247,81.46067415730337
F02,3,534,4.177872532445584,4.780221629446558,83.14606741573034
F02,4,534,4.051641484788571,4.873258260544496,81.27340823970037
F02,5,534,4.274461078364363,4.7897956225441325,84.08239700374533
F03,1,534,4.919164624282952,5.582561410644273,79.7752808988764
F03,2,534,4.858868253303086,5.11836818154912,81.08614232209737
F03,3,534,4.540266220643167,5.277353417338944,82.77153558052434
F03,4,534,4.557412512396991,4.860452967464052,85.39325842696628
F03,5,534,3.7169019848343403,4.008574933402147,83.14606741573034
F04,1,534,4.936581702263961,5.113954102248935,78.83895131086143
F04,2,534,4.91006231085859,5.967997992084927,81.64794007490637
F04,3,534,4.64347647862059,5.232598562924483,82.95880149812734
F04,4,534,4.531742162215395,4.889908141183491,83.70786516853933
F04,5,534,3.5037481092337543,4.046387324030141,82.77153558052434
F05,1,534,4.719901736683649,5.171730046318293,78.46441947565543
F05,2,534,4.517385350942616,5.109231963449062,81.46067415730337
F05,3,534,5.205663105881759,5.4839202515710195,84.26966292134831
F05,4,534,4.612917015919995,5.253070033270947,84.8314606741573
F05,5,534,3.7058214856921667,4.101868913966489,85.76779026217228
F06,1,533,5.164533368801745,5.794253491568111,82.55159474671669
F06,2,533,4.409075523317715,4.717234992265835,82.36397748592871
F06,3,533,4.519415804646604,4.685874399035314,81.80112570356472
F06,4,533,4.2776094419732855,4.547615997529697,80.86303939962477
F06,5,533,4.163271580243027,4.52597058207395,85.36585365853658
F07,1,534,5.112996159508568,5.693634450703076,79.7752808988764
F07,2,534,5.246493293934581,5.594192950121968,81.27340823970037
F07,3,534,4.560194543275433,4.989009096639906,82.20973782771536
F07,4,534,4.002817741152539,4.723439955746446,82.20973782771536
F07,5,534,3.678350707236771,3.9466036123736368,86.51685393258427
F08,1,534,3.44587249976794,3.916123686826251,83.14606741573034
F08,2,534,4.281802078741197,4.750979626502635,84.26966292134831
F08,3,534,4.72457888589571,5.087446197604703,85.0187265917603
F08,4,534,4.693253638071378,5.488503312462985,81.64794007490637
F08,5,534,5.263430885974504,5.670484873198754,81.64794007490637
F09,1,534,3.4328976989974893,3.789914633142619,83.14606741573034
F09,2,534,4.363432446726868,4.925945009474066,83.52059925093633
F09,3,534,4.364542138657557,5.09277947418297,82.39700374531836
F09,4,534,4.777364295258764,5.472700657028891,81.64794007490637
F09,5,534,5.4477533919748735,5.93664808039168,81.27340823970037
F10,1,534,4.868160607674849,5.222545449727649,84.8314606741573
F10,2,534,4.073275934953375,4.810836946407834,82.77153558052434
F10,3,534,4.766141174570786,5.202177042205754,83.52059925093633
F10,4,534,4.395189628670969,4.813917513488127,79.7752808988764
F10,5,534,4.526394514940612,4.739389370590888,80.52434456928839
F11,1,534,4.4724889442174405,5.042974127686954,81.46067415730337
F11,2,534,4.437847865562613,4.817791625413786,81.64794007490637
F11,3,534,4.643124310261835,5.23773994940216,83.33333333333334
F11,4,534,4.231580731349643,4.725894198492439,80.89887640449437
F11,5,534,4.762600573459756,5.026392128006821,82.95880149812734
F12,1,530,4.73126708523569,4.874699400999025,82.26415094339623
F12,2,533,4.588939703966384,4.974450448949434,80.48780487804879
F12,3,533,4.260487935749298,4.962938341981889,81.80112570356472
F12,4,534,4.568470751180044,4.941993023070658,83.14606741573034
F12,5,534,4.636601959413081,5.00058497940763,83.89513108614233
F13,1,534,3.696136360681651,4.02062736217502,84.45692883895131
F13,2,534,4.2097609422175175,4.570987930122826,82.39700374531836
F13,3,534,4.462480164308014,5.017496191385254,83.33333333333334
F13,4,534,4.871135487246124,5.546434172126693,80.71161048689139
F13,5,534,5.121688821931802,5.658019414427034,81.64794007490637
F14,1,534,4.529411329952374,4.977735582720694,81.27340823970037
F14,2,530,4.736843415674408,4.96055333296137,85.09433962264151
F14,3,528,4.292624910821543,4.752943108243741,81.06060606060606
F14,4,531,4.087611150435586,4.678296100377237,81.54425612052731
F14,5,533,4.869107992997486,5.180416293300197,85.55347091932458
F15,1,534,4.919164624282952,5.582561410644273,79.7752808988764
F15,2,534,4.858868253303086,5.11836818154912,81.08614232209737
F15,3,534,4.540266220643167,5.277353417338944,82.77153558052434
F15,4,534,4.557412512396991,4.860452967464052,85.39325842696628
F15,5,534,3.7169019848343403,4.008574933402147,83.14606741573034
F16,1,534,4.719901736683649,5.171730046318293,78.46441947565543
F16,2,534,4.517385350942616,5.109231963449062,81.46067415730337
F16,3,534,5.205663105881759,5.4839202515710195,84.26966292134831
F16,4,534,4.612917015919995,5.253070033270947,84.8314606741573
F16,5,534,3.7058214856921667,4.101868913966489,85.76779026217228
F17,1,533,5.164533368801745,5.794253491568111,82.55159474671669
F17,2,533,4.409075523317715,4.717234992265835,82.36397748592871
F17,3,533,4.519415804646604,4.685874399035314,81.80112570356472
F17,4,533,4.2776094419732855,4.547615997529697,80.86303939962477
F17,5,533,4.163271580243027,4.52597058207395,85.36585365853658
