unconditional_positive_pct,p_pos_next_given_pos,perm_null,perm_p_greater,p_neg_next_given_neg,perm_null_neg,perm_p_neg_greater,p_fwd5pos_given_m20pos,perm_null_f5,perm_p_f5,p_fwd20neg_given_m20neg,perm_null_f20,perm_p_f20
81.92771084337349,87.09150326797386,81.91810457516341,0.0001999600079984003,41.48148148148148,18.028740740740737,0.0001999600079984003,88.5693215339233,94.17984780155642,1.0,19.327731092436977,0.024962194651905023,0.0001999600079984003
