label,n,total_pnl,top1pct_pnl,top1pct_share,top5pct_pnl,top5pct_share,worst1pct_pnl,best1_excl_mean,best1_excl_median,best5_excl_mean,best5_excl_median,excl_top10stk_mean,excl_top10stk_median,top_industry,excl_top_ind_mean,excl_top_ind_median
PRIMARY_DYN,299,2937825.9074910795,682052.3823450604,0.2321622872907187,1954023.4188874816,0.6651256678978057,-851950.7761019397,4.6794616180378705,5.207666335786269,4.071743146972518,4.762570168770676,3.9285645483168223,4.700284102162052,白酒,4.920575885819777,5.307793558216552
