n_event_days,daily_mean,daily_median,daily_positive_rate,hac_t,hac_ci_lo,hac_ci_hi,episode_boot_ci_lo,episode_boot_ci_hi,eventday_boot_ci_lo,eventday_boot_ci_hi,eventday_boot_p_nonpos,mean_final_ret,median_final_ret,mean_MAE,median_MAE,mean_MFE,median_MFE,mean_hold,median_hold,win_rate,block_boot_ci_lo,block_boot_ci_hi,block_boot_p_nonpos
1494,3.941070179074123,4.108013188895518,81.92771084337349,14.311519195082584,3.401330306200291,4.480810051947955,5.213773731888887,5.349063517238039,3.662377433297806,4.23527550116286,0.0,5.28185796605317,5.452256531006037,-12.184964871270203,-8.363374255363805,9.21307678705751,7.328819507052242,31.148642274779327,25.0,77.65761516519551,3.2807773891174046,4.658669962785127,0.0
