n_signal_days,n_positive,n_negative,n_runs,ww_z,ww_p,perm_p_runs,max_pos_run,max_neg_run,perm_p_maxpos,perm_p_maxneg,sum_sq_runs,perm_p_sumsq,mean_abs_diff,perm_p_mad,lag1_acf,perm_p_lag1,lag5_acf,perm_p_lag5,rv20,perm_p_rv20,rv60,perm_p_rv60,max_roll_neg_run,perm_p_maxrollneg
1494,1224,270,317,-11.052916707193871,0.0,9.999000099990002e-05,65,13,0.0007999200079992001,9.999000099990002e-05,27386,9.999000099990002e-05,3.9827858419304225,9.999000099990002e-05,0.4276536165448876,9.999000099990002e-05,0.23690717816881168,9.999000099990002e-05,9.044110372267617,9.999000099990002e-05,3.754633441130847,9.999000099990002e-05,36,9.999000099990002e-05
