gate,n_acc,n_rej,mean_acc,mean_rej,delta_mean,med_acc,med_rej,delta_med,win_acc,win_rej,mae_acc,mae_rej,hold_acc,hold_rej
G1,56349,7723,5.286554331983984,3.1026220466843455,-2.1839322852996386,5.5699277774918805,3.638967398001705,-1.9309603794901755,78.59766810413672,68.84630325003236,-8.424908424908406,-11.41788724870294,25.0,27.0
G4,63544,528,5.051364733990986,1.6471201946695508,-3.404244539321435,5.37130589066819,3.306125021378773,-2.065180869289417,77.53053002643837,64.39393939393939,-8.749087648028254,-12.32938119800085,25.0,29.0
