label,n_event_days,mean_daily,median_daily,pos_day_rate,hac_t,hac_p,hac_ci_lo,hac_ci_hi
PRIMARY_DYN,249,4.874390949497009,5.19682233937109,75.1004016064257,6.41450483144006,7.100096066636752e-10,3.3849842825650422,6.363797616428975
