hypothesis_id,regime_dimension,regime_bin,oversold_bin,forward_horizon,n_stock_events,n_event_days,n_non_tradable_t1,status,mean_raw_return,benchmark,mean_regime_excess,median_regime_excess,stock_event_win_rate,daily_raw_positive_rate,daily_excess_positive_rate,hac_effect,hac_se,hac_t,raw_p,ci_lo,ci_hi,boot_p,nullA_p,nullC_p,nullB_p,nullB_note,nw_lag,bh_q
P0052,VOLATILITY,LOW,B2,10D,21236,156,13,VALID_SAMPLE,0.001517308798522876,-0.004230534650693526,0.005747843449216403,0.010337581274485473,0.5051798832171783,0.532051282051282,0.5576923076923077,0.007357652386519367,0.009293385554649232,0.7917085052861634,0.4287947048633675,-0.012123498774477917,0.022243796660626952,0.256,0.569,0.4336,0.75,STRUCTURAL_INVARIANT,6.0,0.6287141132016045
P0053,VOLATILITY,LOW,B3,5D,4710,149,5,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,
P0054,VOLATILITY,LOW,B3,10D,4714,149,5,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,
P0055,VOLATILITY,LOW,B4,5D,909,119,5,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,
P0056,VOLATILITY,LOW,B4,10D,913,119,5,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,
P0057,VOLATILITY,NORMAL,B1,5D,88053,280,31,VALID_SAMPLE,-0.0012329730860611546,-0.0005549212477501823,-0.0006780518383109722,-0.0012648481396805387,0.5115328268202105,0.475,0.48928571428571427,-0.001102782296313372,0.004332236663634245,-0.25455264380415105,0.799140822582984,-0.005304335623202204,0.004210797040726644,0.6135,0.8092,0.8402,0.85,STRUCTURAL_INVARIANT,6.0,0.8814683612720997
P0058,VOLATILITY,NORMAL,B1,10D,88014,280,31,VALID_SAMPLE,-0.005450096186950291,-0.001027659277095657,-0.004422436909854634,-0.0023775997400524366,0.4934783102688209,0.4785714285714286,0.48214285714285715,-0.0071926434753116835,0.00693085309143908,-1.037771740421964,0.2997223232466147,-0.012838300799223231,0.004244966645286524,0.8535,0.354,0.4622,1.0,STRUCTURAL_INVARIANT,6.0,0.5192639470105757
P0059,VOLATILITY,NORMAL,B2,5D,35201,279,23,VALID_SAMPLE,-0.0014806689793428664,-0.002610906515525874,0.0011302375361830074,-0.0009549778939925658,0.5612624641345416,0.4229390681003584,0.48028673835125446,0.0018568188094435117,0.004682692073783184,0.3965280612490441,0.6918344914037392,-0.0036791366406438712,0.0066820145886207685,0.3295,0.7258,0.7468,0.9,STRUCTURAL_INVARIANT,6.0,0.8705331521205908
P0060,VOLATILITY,NORMAL,B2,10D,35195,279,23,VALID_SAMPLE,-0.004525929727828956,-0.004230534650693526,-0.0002953950771354295,0.0028775942876022977,0.5562153715016338,0.4767025089605735,0.5125448028673835,-0.0004852919124367751,0.007381025478972837,-0.06574857569849625,0.9475964804818924,-0.009181154706438651,0.00864214948414273,0.534,0.959,0.9592,0.95,STRUCTURAL_INVARIANT,6.0,0.9802722211881645
P0061,VOLATILITY,NORMAL,B3,5D,9556,260,17,VALID_SAMPLE,-0.003532706849545724,-0.006917841206622212,0.0033851343570764874,0.0029556069882486274,0.5728338216827125,0.47307692307692306,0.5230769230769231,0.005671199117699554,0.0055003992617661404,1.031052265082039,0.3029039690895025,-0.003240077720306841,0.010142434133924143,0.1545,0.3436,0.3932,1.0,STRUCTURAL_INVARIANT,6.0,0.5192639470105757
P0062,VOLATILITY,NORMAL,B3,10D,9553,260,17,VALID_SAMPLE,-0.0068158547184769235,-0.00878817028122094,0.001972315562744017,0.004106762346962533,0.577514916780069,0.4576923076923077,0.5307692307692308,0.003304268929791917,0.008494615638288896,0.3889839246990943,0.6974168157004019,-0.0087753735436245,0.012658553090161099,0.353,0.7468,0.7676,0.95,STRUCTURAL_INVARIANT,6.0,0.8705331521205908
P0063,VOLATILITY,NORMAL,B4,5D,1846,185,5,VALID_SAMPLE,-0.012714997814888091,-0.01397222191056839,0.0012572240956802982,0.009907181260161808,0.5780065005417118,0.4756756756756757,0.5891891891891892,0.0021483599489402717,0.00903871399301795,0.2376842491752472,0.8122356410010624,-0.010154998130540667,0.012308857709948573,0.409,0.7664,0.882,1.0,STRUCTURAL_INVARIANT,5.0,0.8814683612720997
P0064,VOLATILITY,NORMAL,B4,10D,1847,185,5,VALID_SAMPLE,-0.01747085440759494,-0.016064238645175817,-0.0014066157624191243,0.025728859833600008,0.5982674607471575,0.5513513513513514,0.5945945945945946,-0.0024036422606855483,0.013690185463217245,-0.1755741196599307,0.8607085790996918,-0.018210916263813715,0.015054473640325888,0.562,0.8096,0.9012,1.0,STRUCTURAL_INVARIANT,5.0,0.9060090306312546
P0065,VOLATILITY,HIGH,B1,5D,74016,204,18,VALID_SAMPLE,-0.006972698659394077,-0.0005549212477501823,-0.006417777411643895,-0.004113198728502496,0.4804096411586684,0.46568627450980393,0.46568627450980393,-0.008921078734732541,0.005785325663485055,-1.5420184192982012,0.123505459012715,-0.017535544980104366,0.0019465216353452537,0.929,0.1242,0.1708,1.0,STRUCTURAL_INVARIANT,6.0,0.296413101630516
