validation_id,feature_id,ic_2023,ic_2024
V01,F04,-0.07466451973543234,-0.07869874768132987
V02,F06,-0.03749425337289759,-0.09198041093161483
V03,F07,-0.08972871951169006,-0.12499926414613365
V04,F09,0.1407086334619325,0.12623817274242727
V05,F13,0.0949508393626048,0.09880955634606406
