episode_id,level,layer_pnl,layer_return_pct
44,2,6367.5587646000495,3.3096768595216077
44,3,13648.692942720052,6.880710755166515
45,1,-12015.643313519948,-6.2069512458705
45,2,-6548.76229391995,-3.4812218111379742
46,1,8952.55301952004,4.633750350380467
46,2,13598.40062592001,7.211812168699085
46,3,18193.014037440036,9.253941924293366
46,4,32329.637726760033,16.571180528922714
47,1,2370.5374572,1.2030252662316376
48,1,6266.692428480019,3.31982766870685
48,2,4888.958310719987,2.5711963451320754
49,1,-27472.835681279917,-13.98997407016816
49,2,27834.693004800094,14.102911022497693
49,3,45208.40914260008,22.880058024228273
50,1,24748.613889120024,12.570545419631626
51,1,8939.030455080007,4.476827597833199
52,1,17200.50627240003,8.648758708124946
53,1,6250.5993945599475,3.185229822551574
53,2,7729.284660480014,3.8827639691067617
53,3,28912.067290800012,14.49771377329436
54,1,-20726.501241599966,-10.383433657045424
54,2,-4096.232909999962,-2.050665207612804
54,3,-17034.987580379937,-8.548532626272383
54,4,-10724.309996399941,-5.370981641253037
55,1,-13590.224730719987,-6.933125815580735
55,2,-8803.409075999982,-4.477885641018512
55,3,-4369.03703279997,-2.2118500814076314
55,4,-5089.944419999985,-2.567443353838884
56,1,1790.5347979200305,0.9040854897788065
56,2,12345.571497600002,6.292887703588635
57,1,9303.504316920007,4.7070892808058336
57,2,11904.475841280015,5.968620476960124
58,1,5507.658081720059,2.7641560070263713
59,1,-24107.9947596,-12.087174025893454
59,2,-2166.436740239995,-1.0943469217100155
59,3,12090.036620160012,6.096176748103873
60,1,20518.01914968004,10.273218124699701
61,1,5669.915238360059,2.8400230023871615
62,1,16135.788009240001,8.100346983401092
62,2,17940.631568579993,9.005493429434349
63,1,5281.471514879988,2.6716085217561965
64,1,-26924.828240879986,-13.592128398679817
64,2,-25908.27354738,-12.964798522786403
64,3,17281.215670680016,8.725362097717944
65,1,4388.551326000044,2.203633771579974
65,2,10194.772039200034,5.114496758745222
65,3,17052.802066440025,8.549611031906824
66,1,1608.0203105999972,0.8111092614421735
66,2,5482.8975168000325,2.820788305597043
67,1,19113.42458592003,10.597667780822029
68,1,13452.865079940006,6.860142611567042
69,1,14247.334767060034,7.15509150196319
70,1,3761.965667160024,1.9052893406438078
70,2,1439.0418639600393,0.7203441157526084
70,3,15940.41371028006,8.004359026866897
71,1,18474.926569200034,9.253968396028046
72,1,-12138.79521815994,-6.106057666035661
72,2,-3032.051590619987,-1.5216191960831615
72,3,2845.867597559991,1.4245831576940975
72,4,14943.756302280031,7.515533158392347
73,1,-9212.62926275999,-4.6165361645887915
73,2,-2713.7147498999548,-1.3584437603167774
73,3,22677.24856320003,11.36526761634448
73,4,29757.36142764002,14.878849447861517
73,5,50734.43503128007,25.369283304627338
74,1,10978.922142000054,5.554763556719551
74,2,11249.262412200042,5.699337118127317
75,1,47024.09293319998,24.025427124052413
76,1,9279.582457320066,4.797050978533828
76,2,19389.300328800018,9.801784488935272
77,1,39.0555783000309,0.02066127446849656
77,2,23074.250229000027,12.068017697895527
77,3,44280.142384680046,22.683953104030852
77,4,69126.61684572001,35.34674151171491
78,1,-8431.412257260003,-4.245874209030653
78,2,-7233.904986300011,-3.664936799028277
78,3,1607.1012230399938,0.8165844561085064
78,4,15798.72037535999,7.933049241245575
78,5,20224.290724560007,10.38607308763753
79,1,18748.82582495999,9.614217661278927
80,1,-901.1259201600042,-0.4619321757331528
80,2,21447.004006800038,11.037828107787755
81,1,-10005.178748400009,-5.123877290845604
81,2,-538.893057779962,-0.27626683874477254
81,3,21241.262502900005,11.07420729222771
82,1,83032.22228994002,41.854779546894
83,1,26249.789718000015,13.385590477234006
84,1,-8679.61158659993,-4.435789908911433
84,2,10321.116710400005,5.2272443163233495
85,1,-57181.4928828,-28.682684793717762
85,2,-49702.599397439975,-25.1852055000398
85,3,-23662.423319039983,-11.911612927466217
85,4,-17793.556331759988,-8.97533335838176
85,5,17223.138252540026,8.664544339377136
86,1,29602.222303680028,14.92275528149982
87,1,7039.135847519996,3.5578319190533843
87,2,5365.028692799999,2.6889256253008402
87,3,16941.61435680001,8.524934699531972
88,1,-58658.76237851998,-29.96518343535815
88,2,-40716.722642939974,-20.789375417656114
88,3,-29821.844296619936,-14.956542075741702
88,4,-11387.18451312001,-5.722362316828295
89,1,-55269.756154439994,-27.777873170058697
89,2,-49977.09854621996,-25.39464660321701
89,3,-37277.12991294,-18.96114599861132
89,4,-27845.270642159972,-14.16792629839162
89,5,896.8651200000604,0.4506078252886358
90,1,13314.679056360037,6.728014277472455
91,1,3456.8081856000063,1.7489651428061515
91,2,25172.707954679994,12.65492018166994
92,1,17008.690406400012,8.544910470004318
93,1,-22340.48319557996,-11.307762463805952
93,2,36825.20316288003,18.606752998293974
94,1,-10371.003991920006,-5.245594186923045
94,2,-8028.054983520007,-4.109240611673968
94,3,1380.345440760022,0.7029482435045867
94,4,11265.345748800086,5.7217078691471395
94,5,20912.046114960016,10.580407635048331
95,1,2573.1059983200103,1.2862198685484683
96,1,-39374.49173759998,-19.711745412868826
96,2,-25446.516407999967,-12.73015805746611
96,3,25703.48292516003,12.854976327292816
97,1,13133.16711629997,6.627074267362579
97,2,24553.06313922,12.348817771927608
97,3,45553.61983787999,22.780717772741895
97,4,55940.29502292001,28.020404454763376
98,1,-11710.401572519913,-6.022700096054393
98,2,1599.351063660084,0.8829950262405156
98,3,54999.009812880075,29.155936307479884
98,4,76568.64094152005,40.86475859864077
99,1,51106.96196046003,25.77910857036041
100,1,32606.085863519984,17.089129638620165
101,1,-25570.273588020005,-12.846121205247623
101,2,-16108.364131020004,-8.496482152644456
101,3,5388.394852800004,2.793727221685602
101,4,23823.299961540033,11.958121845981907
102,1,-18917.074105559965,-10.190541359802188
102,2,-20376.911564639973,-10.891299104706924
102,3,-5248.7474218199495,-2.627639579574999
102,4,5965.3674901800405,3.1640249807476732
102,5,17691.126395040017,10.005639671071156
103,1,15083.82176400008,7.790437362231693
103,2,15260.043569760077,7.88863154947679
104,1,-36386.72348255999,-18.47943844535055
104,2,-34424.25337295997,-17.658772891630313
104,3,-30098.809049759933,-15.790291039358179
104,4,-31011.958406879974,-16.1917759969724
104,5,-24115.27773599999,-13.061238866100094
105,1,11029.961638080014,5.965213196895435
105,2,12471.776412480045,6.7979820746216655
106,1,33081.29676720002,17.218917139643203
107,1,29077.18269210006,14.80152089994956
107,2,32256.53076528007,16.268206997393754
108,1,-73422.30253895996,-37.346517858183255
109,1,-92997.41887259998,-46.93535068129835
109,2,-36998.95259879995,-18.54666883588372
109,3,-24973.48604735994,-12.67535297809707
109,4,-15517.253323079989,-7.8717389265158655
109,5,-14375.816626679967,-7.335173631970229
110,1,-569.4692725799978,-0.29166794695317166
110,2,15000.795020880032,7.513836589440201
110,3,16593.800094540056,8.37862179679006
111,1,20621.272728600015,10.496301136025389
111,2,27845.36550450002,14.714453584154615
111,3,22723.919274600048,11.691686512661184
112,1,39991.01686524003,20.343646524893185
113,1,21515.561460000026,11.052323717478009
113,2,29014.53944220004,14.817059498913393
113,3,34834.40396838001,17.535917467450517
113,4,69482.17106514005,34.9881090263874
113,5,104590.51788150004,52.805010890096696
114,1,13742.55426942007,6.981985480381129
115,1,-69129.29210616,-35.69183254820957
115,2,-70706.74995252,-35.34422083225394
115,3,-45800.763148799975,-23.004060855918755
115,4,-50627.894248799974,-26.050577149718563
115,5,-45384.23888063998,-22.842643792723617
116,1,16378.83559620005,8.425123602122294
116,2,28476.61074720003,14.502308877039313
117,1,37923.48800855997,20.253114618275422
117,2,46936.83286908001,26.33433779558973
118,1,8055.582897240063,4.052671012057143
119,1,-27893.20734107998,-14.06946268427336
119,2,-10814.738126399985,-5.448235006039806
120,1,-45340.15627169996,-22.887932497060728
120,2,-39842.11630709996,-20.126533481736132
120,3,-995.823552959977,-0.4996333447203764
120,4,-3321.31044527996,-1.6693657962152053
120,5,32424.960666960076,16.372167957696632
121,1,-22555.118540519994,-11.282770868405718
121,2,-6806.464549199998,-3.4159945281874693
121,3,-2254.026621600002,-1.1356796036168706
121,4,3573.3700097999536,1.8019420181016765
121,5,41117.7050136,20.71453854933136
122,1,6215.843026799994,3.1275444259988445
122,2,20452.713462000043,10.27772083953479
123,1,2440.9765362600156,1.2205021092710373
123,2,10492.084858680028,5.263546416060757
124,1,13519.154737440054,6.795375111896212
125,1,4605.201720900048,2.3122465748731478
125,2,8959.287569760025,4.50409271419712
125,3,21714.026542560023,10.865949007675027
126,1,5847.392469600018,2.9329211079894923
126,2,9855.38527776007,4.935507121763634
127,1,5200.299363600003,2.6160262538436334
127,2,16967.987784000026,8.513499027053049
128,1,-2400.12946799997,-1.1997539980264322
128,2,22992.852084840008,11.56487595339842
129,1,12100.382240760024,6.049290616255695
129,2,21515.853120300075,10.811144658718339
130,1,27719.68695048004,14.670862033177723
130,2,54732.65845536001,28.376125360897202
131,1,-34546.611199319974,-17.56465410281527
131,2,-30716.790704819985,-15.927588539985042
131,3,-20268.23516387999,-10.559584803570939
131,4,2847.0721217399696,1.4420044560137693
131,5,18181.777731480048,9.4874048094218
132,1,2794.0862649600313,1.4149525514351167
132,2,12072.63700800002,6.074889911718707
133,1,-73945.86046343997,-38.91986906891477
133,2,-53995.346436059976,-27.702375806485964
133,3,-45042.276495599974,-23.187966724816366
133,4,-31463.583458399953,-15.951259427418346
133,5,-43546.39366715998,-22.59185650865552
134,1,21345.722282160044,11.189883939124421
134,2,29630.200029839994,15.19876391844015
135,1,21142.537688880024,10.67593211578601
135,2,27058.984565220017,14.084211637323726
136,1,1573.429293000052,0.8235328212543805
136,2,13189.352665140032,6.936495391507511
137,1,-17872.368299279973,-9.375918068369396
137,2,-11203.44128639999,-5.803599486002222
137,3,20294.336177279998,10.25416475897748
137,4,24739.93173168,12.787641405407843
138,1,-3895.0121311199327,-1.9948052333285147
138,2,-4507.783410239994,-2.3014096335923315
138,3,8158.98411900003,4.096890206090064
139,1,18855.396588600008,9.55146266787608
139,2,32832.43337088,16.594690308223736
140,1,-21953.848039199947,-11.58401062293799
140,2,-9704.588453999982,-5.128239970009672
141,1,-36839.96099190001,-18.867057149591506
141,2,-14500.6552944,-7.472860526477112
141,3,18184.766688000003,9.420061203128729
142,1,-6773.943337919947,-3.445836297621594
142,2,21738.26708856004,11.333973199763703
142,3,27264.384094860026,13.760551396244383
143,1,-36643.42538207999,-18.449941149761877
143,2,-20777.639048100013,-10.836228938424052
143,3,-14281.646227199992,-7.35240736807999
143,4,23473.140672960028,12.194962363248962
143,5,55757.041512480006,28.419784013950284
144,1,64444.64491080004,37.312191378736536
145,1,5792.713827119995,3.437565472561077
146,1,-18521.440623179995,-17.986764458611415
146,2,-14328.290987999964,-7.819812210021556
146,3,-23339.633327999967,-12.140758512676799
147,1,-21454.011303119914,-10.943313433295659
147,2,-6487.082614079962,-3.2937395749550493
148,1,68621.51204369997,34.40467259440311
148,2,88486.83048744005,44.4625055026217
149,1,22863.576013740007,11.606055548399995
149,2,32300.825776560057,16.31113842413346
150,1,12237.12384840002,6.35951779681136
150,2,99655.93019052004,50.561079332581095
151,1,35345.03866740002,18.325572753597463
152,1,-2991.3264770399837,-1.8345254420849098
152,2,-7348.811128559988,-4.389584802363652
153,1,-13255.35195599994,-6.812817925343624
153,2,-5980.194906839926,-3.193017948040521
153,3,13366.918540800078,6.89570968563889
154,1,-3679.1804618999595,-2.0818977756678545
154,2,13607.668125719996,7.012662802443463
155,1,14742.874139760068,7.421531084259978
155,2,19148.41928376007,9.85789570678959
156,1,-49312.56608657996,-27.090482758199137
156,2,-39760.54320617998,-23.052651604786973
156,3,-19274.758286579978,-12.681487255866955
156,4,-8870.49526535999,-4.773551772638226
156,5,-7584.87709152,-4.110147256697889
157,1,-27862.876870559965,-14.64991503064748
157,2,22683.793246200046,12.586245417350359
158,1,-1471.5558388799254,-0.8832353546772544
158,2,1331.9728891200793,0.8131395903527225
158,3,18916.680391200032,10.088572895963715
159,1,18408.001072500017,9.601687638006903
159,2,12775.912110000005,6.473785593543227
160,1,-48366.148533119995,-27.089093389340118
160,2,-49095.22511916002,-25.106723117437397
160,3,-39182.74854516002,-21.10756755574716
160,4,-23020.564545,-12.3937195648963
160,5,-8273.161292219971,-4.417802249508378
161,1,1615.46176440001,0.8536658333825409
161,2,3617.98228440003,1.932314665825146
162,1,17174.472084000037,8.716235937905914
163,1,-2925.6112947599904,-1.668338988602621
163,2,15968.752129439992,8.81764600403212
163,3,29832.784007400012,15.548476352863164
164,1,-3469.225161599985,-1.8538568961892203
164,2,3424.4517285000475,1.8999202627683138
164,3,4445.737193700013,2.4805952462484124
164,4,8445.771932400035,4.820080834869925
165,1,50442.90326586002,25.243095200327115
166,1,45285.59704032005,24.7746479230674
166,2,49140.44904132004,27.462703401237672
167,1,10773.866066040006,5.800265901065777
167,2,6582.59061768002,3.4656327273079497
167,3,15918.341281920002,8.813980398558103
167,4,14937.106227120035,8.225978342984625
168,1,5006.724351120065,2.969372041945801
168,2,10581.741478800046,6.490384272524265
169,1,-30639.256615439954,-15.446157621753201
169,2,-18254.743562879943,-9.207963028513658
169,3,26413.537530600035,13.30121086291971
170,1,30147.788335500052,15.202767971466354
171,1,-18651.52893239996,-9.335731948104598
171,2,-22442.069908439968,-11.311428935508635
171,3,-4528.212441479933,-2.310150791182053
171,4,10804.396075200028,5.506632407400622
171,5,23583.790928880044,11.853926025504368
172,1,-37295.524759679945,-18.991975578144206
172,2,-30639.182963400002,-15.345578570920033
172,3,-24367.30083216002,-12.387827478109415
172,4,-13233.335290559946,-6.65572820425754
172,5,-10387.765769040008,-5.2122600837048525
173,1,-782.469216359983,-0.3947448845806464
173,2,5606.311091940035,2.8212095406705706
174,1,6613.851740760059,3.3416942678344705
175,1,7651.161098640005,3.875015610068637
175,2,12992.635177200049,6.5573205762996505
176,1,-8914.597447139968,-4.513203401054605
176,2,-5665.764769020025,-2.8446493699372395
176,3,4019.9132550600043,2.017169677438727
177,1,15781.336284420046,7.942169042945349
178,1,2013.4344672000443,1.0102995428563417
179,1,6306.748225200019,3.178327826622277
179,2,6801.693515460065,3.4037310550802413
180,1,-7790.354146080004,-3.9482343968767584
180,2,7674.592178880033,3.8649316111385104
181,1,-33900.5495088,-17.12554110044913
181,2,1317.5347701600112,0.6673139731924695
181,3,20878.363963800017,10.441182171781437
181,4,27818.873655840056,13.956127571823687
182,1,-2512.0176731999672,-1.2682518767114954
182,2,7272.935197920015,3.646329939232277
182,3,21685.872393360012,10.896629648812912
183,1,21357.455718600017,10.683448687695108
184,1,16118.250108480017,8.189846606772502
185,1,8180.906848919985,4.160929776828127
185,2,26413.86745476001,13.247739457207878
186,1,14864.060376000038,7.455479797849589
186,2,16065.572688000015,8.106988365742763
187,1,10844.932317120023,5.516341863497587
188,1,-25663.606708319945,-13.10715543711354
188,2,-22141.44260999997,-11.277832393684363
188,3,-5539.892460479983,-2.770227280749994
188,4,-7259.788090799935,-3.673075170285863
188,5,-1190.6873873999866,-0.5962937875186078
189,1,-13648.9167801,-6.919628452097807
189,2,-3095.240914079972,-1.5704861896009952
189,3,7490.475280259998,3.804302743340069
190,1,-2240.0868149999296,-1.1351039972714057
190,2,6242.334918300068,3.1478517862403
190,3,24235.472671920026,12.16684667832767
191,1,-1305.4052825999388,-0.6584458063117666
191,2,-1183.2515308799339,-0.5971994720369872
192,1,25289.52565788006,12.650986424212693
193,1,10908.684547199984,5.565919809741665
194,1,-8201.42768411999,-4.102896566069308
195,1,43335.28991610001,21.757208672823793
196,1,43782.60256524003,22.277893313169177
197,1,6798.571533900045,3.4161016026034727
197,2,36454.23358380006,18.523331805578504
198,1,22890.796006320044,11.509023158218511
198,2,50116.21305174005,25.46857364064935
199,1,15846.24763458001,7.964121567403469
200,1,5889.597156000091,2.9762113310555116
201,1,-68329.53513287999,-34.571190750293965
201,2,-67416.23154689994,-33.73940886153449
201,3,-64144.11301721996,-32.63627525221941
201,4,-56874.500843040005,-28.65071845159668
201,5,-36501.77999105997,-18.279191210837528
202,1,-5139.077456699946,-2.5740911431268096
202,2,6209.090226900065,3.1527364742664585
202,3,12311.655408360093,6.171717202362317
203,1,14006.675501280028,7.0921102706178285
204,1,-8867.981348819943,-4.453102178346648
204,2,-757.7932546800002,-0.38727673912738575
205,1,5624.364507300052,2.8522101436284233
206,1,38096.99451360002,19.31501930377224
207,1,-15506.441069399967,-7.785934029714947
207,2,7253.970237900037,3.6786667425044355
208,1,-40835.603512439964,-20.960121703405026
208,2,-28316.298383999936,-14.469510055104431
209,1,78720.63413400005,39.54846152311298
210,1,19214.45237826006,9.766039517328
210,2,28125.66869226005,14.973490219376073
211,1,-9994.286460059986,-5.536165787079543
211,2,3923.2311539400253,2.3547434410430257
211,3,16551.125553060003,10.748753534668227
212,1,-11535.887110319978,-5.975781864255092
212,2,-6467.507674199995,-3.44061020464713
212,3,3784.39612794001,2.129370595998608
212,4,5288.289038460032,3.000961833598991
212,5,17902.165793940047,10.94224774045139
213,1,-18142.253919359937,-9.872405817222663
213,2,-16604.318159999937,-9.111768538844938
213,3,-13500.411353999953,-7.536846696868531
213,4,-6637.773531959945,-3.8532826922438153
213,5,3320.761014000047,2.046009413511536
214,1,5064.965981999994,2.8611939153309223
214,2,6767.1084240000055,3.8598462834409384
215,1,7184.677604219993,4.2459375379655
215,2,14393.75147622,8.884817329518977
216,1,-1831.4126027999446,-1.0446192714038343
216,2,1390.6429138800304,0.8080594299262799
216,3,10281.834022680006,6.299934078624089
216,4,3009.6807543000323,1.7654408463126408
216,5,3273.0122026800527,1.9228779695043017
217,1,9310.484870279994,5.907729356690894
218,1,7018.308338579984,4.22087144233841
218,2,9076.899433140003,5.52735766390556
218,3,9587.542165740015,5.856523555298231
219,1,-4715.586489239999,-2.9997777734644866
219,2,-3213.6960992399545,-2.0640843114721545
219,3,10303.317410760035,7.246724574409008
220,1,6846.595743240003,4.979956385509713
221,1,12373.786596600024,9.020461041663012
221,2,16280.70413112003,12.216537968669547
221,3,23189.399925120015,18.351990520046872
222,1,5952.003995520034,4.091199149599254
222,2,7253.6423335200525,5.030911364144262
223,1,2204.277340319997,1.571155348492451
224,1,-32963.57358840003,-16.630674481623352
224,2,10436.622861599986,5.253773466950535
225,1,25740.742140000046,12.935015317595871
226,1,-7480.027526399994,-3.746170199653699
227,1,30812.556351060048,15.534542524394753
228,1,-2426.7820028399583,-1.2242160782550893
228,2,8135.940814559988,4.084580126008046
229,1,-12521.759578559984,-6.354674171012159
229,2,-2921.300656019943,-1.46813449986735
229,3,11487.210035040043,5.8576884198649575
229,4,15073.724286360055,7.829761065020659
230,1,2523.7729110599903,1.2672681268785602
230,2,8047.7257654799905,4.15630965718882
230,3,28346.34135599996,14.481898081948739
230,4,36196.22179439996,19.264941412417578
231,1,19980.761819040054,10.265232797714383
232,1,-1488.1343479199568,-0.7493880261629315
232,2,8392.745125080051,4.246098909954702
232,3,33073.13769552007,16.548686589050572
233,1,16431.771248640027,8.228584541518643
234,1,-3207.50876159998,-1.6065232164543628
234,2,-9657.162234719988,-4.844789540976121
235,1,13783.406511600042,6.913448021154776
236,1,19457.831472840044,10.048210925100367
236,2,25505.558774999983,13.08343893058461
237,1,-1135.0978896599845,-0.5739341513267091
237,2,12159.651616200048,6.272906292343309
238,1,-7099.658924399962,-3.7009879274083666
238,2,-4284.407735999994,-2.1742962725990034
238,3,23295.429397800035,12.03502382188384
238,4,38377.828629000025,19.726980681296755
239,1,-42370.90251731995,-21.794307699939807
239,2,-35313.216991919966,-17.740829563824022
239,3,-29460.44916575993,-14.800859212713412
239,4,6286.9517550000455,3.1690708526496163
240,1,-17741.736910799984,-8.903776620461516
240,2,-6011.509859279933,-3.037602745028837
240,3,14398.104231540085,7.263020529313727
241,1,22382.58724128001,11.348570853081775
242,1,-52324.43472143993,-26.37244157597824
242,2,-47311.127678159944,-23.73210905052665
242,3,-41312.58053903998,-20.726877990749756
242,4,-35051.70321179996,-17.612106733053697
242,5,-1486.9730779199454,-0.7500512444186814
243,1,-40896.43104293992,-20.60846932514439
243,2,-26074.41455519994,-13.120513590393813
243,3,-25193.305526399927,-12.73360089788139
243,4,-17033.114276639943,-8.588631983785858
243,5,-7531.754875919927,-3.7732117043602846
244,1,20139.638432760024,10.125695558256664
244,2,33660.14343119998,16.93283650947418
244,3,37385.32792103998,18.736587710950108
245,1,-26413.85628881998,-13.224357651671056
245,2,-22285.08540719995,-11.139657535194672
246,1,23496.136947360035,11.860904824260553
247,1,24554.76249600001,12.323050360367608
247,2,19525.518650880025,9.781085995776555
248,1,34397.48160486008,17.235953981802986
249,1,-36779.420462399925,-18.388629941705407
249,2,-24296.69331935994,-12.16224524329242
249,3,15962.862623400055,8.050684536352906
249,4,24763.118826600024,12.401318828219274
250,1,38151.08852940003,19.316165850131622
251,1,-7275.6297305999615,-3.642341897989095
251,2,-4822.542093599972,-2.4442893105751105
251,3,10097.39677716,5.077224255110399
251,4,13788.042095520039,7.064064557789895
251,5,26083.677824820013,13.081871768882456
252,1,20247.208778700005,10.16039399503804
253,1,-4586.132962439937,-2.2995624735392464
253,2,-939.1758623999485,-0.4717329241606866
253,3,13714.919331480021,6.88161927716508
253,4,15643.530208800046,7.860260657073733
254,1,-16602.99329699995,-8.468894558359588
254,2,-1224.2040623999783,-0.6277214002041035
254,3,100.46326157997828,0.051865710945909006
254,4,7253.182379520033,3.7440836206841737
255,1,14306.815650240052,7.359295445520868
255,2,18958.037022000004,9.553065105230022
255,3,22162.069854,11.35085899413636
256,1,-66345.13955808,-34.00124829273793
256,2,-65830.3930215,-32.919030684319935
256,3,-57790.17437076004,-29.29016178084603
256,4,-48105.78761015998,-24.25302277555221
256,5,-38964.18267342,-20.025389663786296
257,1,6504.934833720006,3.2625002475918192
257,2,-8190.496462679992,-4.175056040337624
257,3,-606.4833931199973,-0.3070108002174448
258,1,20874.26370023997,10.46722454366471
258,2,19803.55773239999,10.086404093103159
258,3,27702.216163079982,14.079645461690573
259,1,-10468.469246399967,-5.298111309932836
259,2,-8856.440227799962,-4.519129851847674
259,3,5642.653500000015,2.8534436659210374
260,1,8792.969072579988,4.43071647702028
260,2,23232.81156767998,11.811076799774222
261,1,13805.56407582006,6.926822925723594
262,1,3190.924638000055,1.597447771899585
262,2,7124.582034900028,3.570213748052961
262,3,12078.683640540024,6.0410737181854355
263,1,-3801.908417759987,-2.1106384824451463
263,2,13655.424286620022,7.392719377830699
263,3,14538.535835939983,7.9086255787633934
263,4,17241.938537940005,9.51920207993898
263,5,30171.572346599976,15.859787463514378
264,1,14420.200827780034,7.812849493656972
265,1,7231.670899199991,3.7909765824664947
265,2,20642.808003840037,10.470708706656543
266,1,27297.941974380024,13.67315267261283
267,1,12993.288685020001,6.498572467039344
267,2,14661.596527739981,7.333855388349446
268,1,13386.752086680004,6.727401168026937
269,1,5800.7016163800145,2.9105983197566876
269,2,17670.79759104,8.866838736977325
269,3,29450.780142300035,14.771480837965944
269,4,37270.018724400055,18.632049219341123
