version,total_return_pct,cagr_pct,ann_vol_pct,maxdd_pct,sharpe,sortino,calmar,trades,win_rate_pct,pf,cap_util_mean,cap_util_med,stock_pnl,slot_occ_days,pnl_per_slot_day,pnl_per_capital_day,total_candidates,queued,blocked_held,blocked_k
B0,30.295093786122408,5.65643037176935,24.49357389746915,-30.78972881784398,0.3467648252149691,0.4915666270850961,0.18371160087942065,76,68.42105263157895,1.3044752610587418,0.5961945214238673,0.6458531982283029,302950.9378612245,2637.0,114.88469391779466,0.00031429771877354747,530,78,116,336
B1,-18.662466964669676,-4.203943192150961,27.11753308196562,-42.40371269948782,-0.02307950935361518,-0.03234363673919211,-0.09914092244573053,68,67.64705882352942,0.8491700487852847,0.6711992797928252,0.8116962406917427,-186624.66964669616,2624.0,-71.12220642023482,-0.00021929488620351149,530,85,95,350
B2,-89.15375437133183,-36.989266374189256,43.31492276707048,-91.62484892539776,-0.6518898325963444,-0.5451913736297208,-0.40370343643683865,55,49.09090909090909,0.5488023416165295,0.8895775601189752,0.9972470058715102,-566887.9157506578,3515.0,-161.27678968724263,-0.0006900914715366514,252477,58,142,252277
