signal_date,n_slots,baseline_stock,atr_stock,baseline_atr_pct,atr_stock_atr_pct,baseline_frozen_ret,atr_frozen_ret,diff_frozen_ret
2021-02-25,1,300059.SZ,002594.SZ,0.058462267129775834,0.07402867383512546,,,
2021-04-15,1,601166.SH,600276.SH,0.03505995203836932,0.035403991238744235,,,
2021-05-24,1,000661.SZ,002714.SZ,0.04567937188388241,0.05321207430340556,3.543179209088439,-18.715268930191936,-22.258448139280375
2021-11-16,1,600030.SH,000625.SZ,0.026197417742607264,0.05897646414887795,7.942169042945349,-22.229994518631575,-30.172163561576923
2022-03-03,1,000858.SZ,300014.SZ,0.033146591970121375,0.061658910828826546,,,
2022-10-12,1,600519.SH,002371.SZ,0.022739204545454545,0.07295689655172413,,10.597667780822029,
