version,slot_occ_days,cap_days,stock_pnl,pnl_per_slot_day,pnl_per_capital_day,avg_npos
B0,2637.0,963897985.1441482,302950.9378612245,114.88469391779466,0.00031429771877354747,2.1757425742574257
B1,2624.0,851021530.3128569,-186624.66964669616,-71.12220642023482,-0.00021929488620351149,2.165016501650165
B2,3515.0,821467789.6081634,-566887.9157506578,-161.27678968724263,-0.0006900914715366514,2.90016501650165
