group,n,mean,median,win,pf,mae,mfe,hold_med,hold_mean,days_und_med,mae_le10,mae_le20,mae_le30,hold_gt60,hold_gt90,pnl_sum,slot_pnl_1k,win_ep_1k
W_LOW_TOUCH=1,5547,7.4442865734219,7.114347946132858,0.8253109789075176,2.9585571917230498,-13.986861737441062,10.397848467518916,27.0,33.37587885343429,13.0,0.48494681809987383,0.26032089417703264,0.13989543897602308,0.10708491076257437,0.03317108346854156,134482133.7086369,726396.4529245361,24.727767695099818
W_LOW_TOUCH=0,57345,4.5835499035232194,5.042166630420109,0.7533350771645305,1.616510878596477,-12.157410697127121,8.654891273291282,24.0,31.703147615310836,12.0,0.4251286075507891,0.19801203243526028,0.09826488795884558,0.12525939489057458,0.032784026506234194,536829037.79355776,295282.7381666716,23.76215403926366
