group,mae_le10,mae_le20,mae_le30,hold_gt60,hold_gt90
TOUCH,0.48494681809987383,0.26032089417703264,0.13989543897602308,0.10708491076257437,0.03317108346854156
NO_TOUCH,0.4251286075507891,0.19801203243526028,0.09826488795884558,0.12525939489057458,0.032784026506234194
