state,n,pct
Q0_EXPIRED_TP,20,5.952380952380952
Q1_EXACT_ELIGIBLE,9,2.6785714285714284
Q2_OVERSOLD_NOT_TOP10,8,2.380952380952381
Q3_NO_LONGER_OVERSOLD,299,88.98809523809523
