sig_date,ts_code,release_date,wait_days,signal_close_adj,signal_bb_lower,in_pit,valid,oversold,is_limit,in_top10,one_lot,amount_rank,release_close_adj,release_bb_lower,release_bb_upper,release_open_raw,release_return_from_signal_pct,release_distance_to_lbb_pct,still_below_lower_band,ind_cov,ind_return,ind_win,ind_mae,ind_hold,ind_exit_date,expired_tp_before_release,state,retrigger_count,retrigger_ge1,days_to_first_retrigger,natural_capture_count,natural_captured
2020-03-19,000651.SZ,2020-04-15,18,7844.39063,8058.474874157789,True,True,False,False,True,True,2,8485.353761,7656.759403880179,8742.22771951982,54.8,8.1709741550696,10.821736891718437,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,2.0,0,0
2020-03-19,600036.SH,2020-04-15,18,143.859342,149.5709240039326,True,True,False,False,False,True,145,159.123844,147.6620197345114,165.73636666548865,32.59,10.61071306721255,7.762202011117236,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2020-03-26,002506.SZ,2020-04-15,13,18.859270000000002,20.739092506594947,True,True,False,False,False,True,96,14.730619,9.47174200022291,26.982717199777092,2.97,-21.891891891891902,55.52175090551798,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,2.0,0,0
2020-06-15,600703.SH,2020-06-18,3,478.89442,482.8019034093166,True,True,False,False,False,True,48,500.86596800000007,474.01024738280995,557.5214510171901,22.9,4.587973273942092,5.665641358065732,0,1,15.534542524394752,1.0,-0.8457506481221677,12.0,2020-07-06,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2020-09-09,300059.SZ,2020-10-12,17,1113.605692,1125.6052642964462,True,True,False,False,True,True,1,1212.603193,1057.6001907588093,1186.2502098411906,24.86,8.889816360600978,14.65610573783831,0,1,4.052671012057143,1.0,-4.2675622601273115,16.0,2020-10-12,1.0,Q0_EXPIRED_TP,1,1,1.0,1,1
2020-09-10,300059.SZ,2020-10-12,16,1078.28264,1105.4466760990967,True,True,False,False,True,True,1,1212.603193,1057.6001907588093,1186.2502098411906,24.86,12.45689655172415,14.65610573783831,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2020-09-10,000063.SZ,2020-10-12,16,523.580991,548.5708983501967,True,True,False,False,False,True,34,553.259574,504.55649014610407,571.9349150538958,34.0,5.668384358896628,9.65265234023509,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2020-09-16,000661.SZ,2020-10-12,12,2686.621705,2728.2153419395713,True,True,False,False,False,True,26,2857.20676,2532.270134404709,3130.0461894952905,371.68,6.349425923364227,12.831831058643273,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2020-09-17,600276.SH,2020-10-12,11,4604.071982,4693.782561849408,True,True,False,False,False,True,39,5026.11636,4615.156652613321,5002.97327858668,92.39,9.166763240236397,8.904566807152126,0,1,7.964121567403469,1.0,1.5882265882265931,10.0,2020-10-12,1.0,Q0_EXPIRED_TP,0,0,,0,0
2020-09-28,000651.SZ,2020-10-12,4,8433.594488,8506.743252029344,True,True,False,False,False,True,40,8878.974808,8425.195740105868,9023.373617894133,55.02,5.281026027914004,5.3859765623490485,0,1,7.18749636223901,1.0,-0.735968151698474,5.0,2020-10-14,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2020-09-30,600036.SH,2020-10-12,2,182.1744,182.2552040190984,True,True,False,False,False,True,15,190.068624,181.8855354372136,196.9410689627864,36.4,4.333333333333345,4.499032066027686,0,1,8.189846606772502,1.0,-0.7036919124830954,5.0,2020-10-16,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2020-10-23,000661.SZ,2020-10-28,3,2452.782671,2560.8250079544764,True,True,False,False,False,True,28,2806.068408,2546.5893057918383,2979.8313074081616,386.0,14.403466771720353,10.189279504866189,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2020-10-26,600030.SH,2020-10-28,2,161.600772,163.5428747159516,True,True,False,False,False,True,22,162.937236,161.10483886072734,177.12635653927265,28.89,0.8270158511371584,1.1373942286468264,0,1,5.218510332201447,1.0,-3.2691446484549913,19.0,2020-11-23,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2020-11-16,002475.SZ,2020-12-09,17,1780.569747,1826.1469666421606,True,True,False,False,True,True,8,1789.339365,1663.2275182291132,1876.3252237708875,53.0,0.49251752225800693,7.582356916819277,0,1,4.922943424348968,1.0,-4.3072312303081395,26.0,2020-12-23,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,1,1
2020-11-16,002241.SZ,2020-12-09,17,901.820685,916.4463292769328,True,True,False,False,True,True,2,921.1503450000001,810.5988003026503,972.5393231973499,38.48,2.143403929573884,13.63825663892837,0,1,2.7641560070263713,1.0,-6.295652067051338,28.0,2020-12-25,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2020-11-17,002475.SZ,2020-12-09,16,1800.4700340000002,1804.7713889334325,True,True,False,False,True,True,8,1789.339365,1663.2275182291132,1876.3252237708875,53.0,-0.6182090670663221,7.582356916819277,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2020-12-16,688981.SH,2020-12-21,3,55.2,56.877722118133775,True,True,True,False,False,True,58,54.36,54.59423325569648,63.38376674430354,53.79,-1.521739130434785,-0.42904395158263053,1,1,16.521188858697652,1.0,-4.117280985017546,16.0,2021-01-11,0.0,Q2_OVERSOLD_NOT_TOP10,3,1,1.0,0,0
2021-01-29,002241.SZ,2021-02-25,14,763.9652000000001,787.1982841125244,True,True,False,False,False,True,86,770.8684999999999,671.7178033036391,925.4987176963607,33.95,0.9036144578312921,14.760766531528313,0,1,-2.3809753380773024,0.0,-24.142122937303647,45.0,2021-04-13,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-02-03,600009.SH,2021-02-25,11,182.1103,194.9886628613455,True,True,False,False,False,True,52,193.59584,153.90546378259023,244.1053492174098,61.55,6.306913996627328,25.78880258174405,0,1,-1.1354409255495683,0.0,-22.126636738108395,76.0,2021-06-03,0.0,Q3_NO_LONGER_OVERSOLD,3,1,1.0,0,0
2021-02-22,300059.SZ,2021-02-25,3,1563.0551400000002,1564.6938924926626,True,True,True,False,True,True,5,1471.95826,1480.957890141841,1871.9185518581587,33.0,-5.8281296461492715,-0.6076898068302916,1,1,-9.75617275607125,0.0,-19.419079133024297,28.0,2021-04-02,0.0,Q1_EXACT_ELIGIBLE,1,1,3.0,1,1
2021-02-22,000333.SZ,2021-02-25,3,419.1894,423.6914554619681,True,True,False,False,False,True,25,435.41189999999995,417.38310088696386,486.58094911303607,94.9,3.8699690402476783,4.319484683190056,0,1,1.124921971714471,1.0,-9.48972420056079,28.0,2021-04-02,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-02-24,002594.SZ,2021-02-25,1,213.1698,225.19734232420973,True,True,True,False,True,True,6,213.435,219.05256264456568,287.3815173554343,215.77,0.12440786640508517,-2.5644815914254937,1,1,16.160298578230066,1.0,-33.352090741903964,69.0,2021-06-08,0.0,Q1_EXACT_ELIGIBLE,1,1,1.0,1,1
2021-02-25,002594.SZ,2021-04-14,33,213.435,219.05256264456568,True,True,False,False,True,True,6,174.369,162.97820768871804,183.16185231128196,167.0,-18.30346475507766,6.989150557501489,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2021-02-26,002594.SZ,2021-04-14,32,201.21540000000002,209.56745222046624,True,True,False,False,True,True,6,174.369,162.97820768871804,183.16185231128196,167.0,-13.342119937141995,6.989150557501489,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-03-01,600030.SH,2021-04-14,31,142.67778,146.6161434678732,True,True,False,False,False,True,65,131.31701999999999,129.8612521603698,136.35922383963023,23.37,-7.962529274004703,1.1210178674639693,0,1,-1.7719464410848904,0.0,-9.302251222625912,24.0,2021-04-06,1.0,Q0_EXPIRED_TP,4,1,1.0,0,0
2021-03-04,601012.SH,2021-04-14,28,956.9655,958.5038560956425,True,True,False,False,True,True,10,801.1781500000001,722.8955867737311,906.813733226269,81.19,-16.279306829765538,10.82902768512428,0,1,2.8151228530517156,1.0,-18.442178701587576,21.0,2021-04-06,1.0,Q0_EXPIRED_TP,1,1,3.0,1,1
2021-03-05,600438.SH,2021-04-14,27,406.84700000000004,418.55130973176136,True,True,False,False,False,True,32,348.5075,326.12558360445513,373.33661639554504,31.47,-14.339419978517732,6.862974731443039,0,1,-2.082117681436346,0.0,-19.824380256034924,30.0,2021-04-20,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,1,1
2021-03-08,000858.SZ,2021-04-14,26,4292.442,4354.776970710653,True,True,False,False,False,True,11,4630.9216799999995,4427.163839383985,4970.211840616016,262.91,7.8854805725971255,4.602446351846923,0,1,16.23467230378328,1.0,0.1065050651827714,18.0,2021-04-02,1.0,Q0_EXPIRED_TP,0,0,,0,0
2021-03-08,600438.SH,2021-04-14,26,369.04650000000004,394.40490431762885,True,True,False,False,False,True,32,348.5075,326.12558360445513,373.33661639554504,31.47,-5.565423327412677,6.862974731443039,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2021-03-09,601012.SH,2021-04-14,25,819.4200000000001,862.2872471154344,True,True,False,False,True,True,10,801.1781500000001,722.8955867737311,906.813733226269,81.19,-2.2261904761904705,10.82902768512428,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-03-09,600031.SH,2021-04-14,25,1779.5736000000002,1831.509257882315,True,True,False,False,False,True,20,1521.0072,1503.3360274630897,1846.9802125369104,31.54,-14.5296828408783,1.1754639158572333,0,1,2.027751640672817,1.0,-27.347770588170384,55.0,2021-06-01,0.0,Q3_NO_LONGER_OVERSOLD,2,1,23.0,1,1
2021-03-18,601318.SH,2021-04-14,18,201.43308000000002,202.00722787680593,True,True,False,False,False,True,16,190.86910000000003,188.54383641193837,202.62277758806172,76.99,-5.244411692458851,1.2332747823065038,0,1,-28.116081051784203,0.0,-41.21641904893136,142.0,2021-10-21,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2021-03-19,601318.SH,2021-04-14,17,197.02936000000003,199.60769901233257,True,True,False,False,False,True,16,190.86910000000003,188.54383641193837,202.62277758806172,76.99,-3.126569563033643,1.2332747823065038,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2021-03-22,601318.SH,2021-04-14,16,197.47468,198.0016013775159,True,True,False,False,False,True,16,190.86910000000003,188.54383641193837,202.62277758806172,76.99,-3.3450263091956756,1.2332747823065038,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-03-23,300014.SZ,2021-04-14,15,1239.3443699999998,1262.414870057072,True,True,False,False,False,True,25,1318.9059,1156.0065246118506,1528.5454493881493,70.35,6.419646704006898,14.091561934985242,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-03-24,601899.SH,2021-04-14,14,18.56088,18.94153370211049,True,True,False,False,False,True,26,19.69119,18.077073452523557,22.096523547476444,9.72,6.089743589743568,8.929081091116053,0,1,13.67315267261283,1.0,1.0629582058153677,17.0,2021-04-20,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-04-12,600031.SH,2021-04-14,2,1505.5704,1561.059004359241,True,True,False,False,False,True,20,1521.0072,1503.3360274630897,1846.9802125369104,31.54,1.025312399871825,1.1754639158572333,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2021-04-15,601318.SH,2021-04-19,2,187.55394,188.07522422389218,True,True,False,False,False,True,11,188.46932000000004,186.63731341484282,200.59316658515723,75.45,0.4880622609154672,0.9815864532325191,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2021-04-15,600276.SH,2021-04-19,2,4384.79608,4469.08134022909,True,True,False,False,False,True,13,4379.9940400000005,4327.853720570003,5156.815551429996,80.7,-0.10951569724992893,1.2047615930773636,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2021-04-16,600276.SH,2021-04-19,1,4301.56072,4379.415920525011,True,True,False,False,False,True,13,4379.9940400000005,4327.853720570003,5156.815551429996,80.7,1.8233688910940238,1.2047615930773636,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-04-16,601318.SH,2021-04-19,1,187.28180000000003,187.35001776287345,True,True,False,False,False,True,11,188.46932000000004,186.63731341484282,200.59316658515723,75.45,0.63408190224572,0.9815864532325191,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-05-06,600519.SH,2021-05-12,4,14504.436,14590.530400868414,True,True,False,False,True,True,1,14689.536,14056.334991826818,15934.411064173186,1949.08,1.2761613067891808,4.504737604371001,0,1,12.309433820124724,1.0,-4.4705930202113215,12.0,2021-05-25,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2021-05-06,601318.SH,2021-05-12,4,177.7356,179.24560710700302,True,True,False,False,False,True,21,176.2236,174.44242534496368,194.44318665503636,70.0,-0.8507018290089374,1.0210673530329561,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2021-05-07,600519.SH,2021-05-12,3,14089.812,14382.275522717344,True,True,False,False,True,True,1,14689.536,14056.334991826818,15934.411064173186,1949.08,4.2564372044140875,4.504737604371001,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2021-05-10,600519.SH,2021-05-12,2,13912.33812,14143.002537679788,True,True,False,False,True,True,1,14689.536,14056.334991826818,15934.411064173186,1949.08,5.586392979356369,4.504737604371001,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-05-11,600031.SH,2021-05-12,1,1398.96,1413.8194163132316,True,True,True,False,False,True,12,1386.4176,1396.756918443472,1615.8793215565283,28.53,-0.8965517241379395,-0.7402374963707992,1,0,,,,,,,Q2_OVERSOLD_NOT_TOP10,1,1,1.0,0,0
2021-05-24,002714.SZ,2021-06-01,6,1172.1024,1191.8282683179527,True,True,False,False,False,True,39,1166.2704,1106.5219521205534,1436.450367879447,90.08,-0.4975674480318326,5.399662226758717,0,1,-18.715268930191936,0.0,-54.564612708025706,86.0,2021-09-27,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-05-25,000651.SZ,2021-06-01,5,9024.50241,9054.501660524096,True,True,False,False,False,True,76,9090.704699999998,8917.995514595641,9796.42305440436,56.3,0.7335838253712534,1.9366368274315926,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-06-15,601318.SH,2021-07-06,15,169.01639999999998,171.49639739862843,True,True,False,False,False,True,23,158.508,153.45927859501825,178.93376140498174,62.42,-6.21738482182792,3.2899420948702796,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,4,1,1.0,0,0
2021-06-21,000651.SZ,2021-07-06,11,8252.68059,8507.577473447805,True,True,False,False,False,True,104,8091.21159,7870.712817973017,9150.218879026983,49.55,-1.9565642731363742,2.801509559889759,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2021-06-22,600519.SH,2021-07-06,10,15363.077879999999,15408.16258087647,True,True,False,False,True,True,10,15044.414600000002,14683.174735095326,16608.592098904675,1995.0,-2.0742150921127633,2.460229966760874,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2021-06-22,000651.SZ,2021-07-06,10,8044.38558,8304.739762456602,True,True,False,False,False,True,104,8091.21159,7870.712817973017,9150.218879026983,49.55,0.5820955439582498,2.801509559889759,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-06-23,600519.SH,2021-07-06,9,15089.351999999999,15203.656910140353,True,True,False,False,True,True,10,15044.414600000002,14683.174735095326,16608.592098904675,1995.0,-0.2978086799220847,2.460229966760874,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-07-05,000333.SZ,2021-07-06,1,322.4496,327.2757931743693,True,True,True,False,False,True,57,324.38808,324.67689989639297,363.9657561036069,67.66,0.6011730205278676,-0.08895609650243497,1,0,,,,,,,Q2_OVERSOLD_NOT_TOP10,1,1,1.0,0,0
2021-07-08,600036.SH,2021-07-19,7,254.771,261.0187910356826,True,True,False,False,False,True,72,263.75687,248.61489739264448,288.8580026073555,51.0,3.527038006680505,6.090533096028183,0,1,8.736132867824947,1.0,-8.393493299153665,28.0,2021-08-18,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2021-07-13,300782.SZ,2021-07-19,4,1368.0341999999998,1446.0925027879484,True,True,False,False,False,True,119,1333.4994000000002,1308.830212715625,1840.987897284375,407.08,-2.5244105739461564,1.884827156701263,0,1,4.700284102162052,1.0,-6.558999195578763,29.0,2021-08-24,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2021-07-16,002594.SZ,2021-07-19,1,227.3784,231.44975799353617,True,True,False,False,True,True,4,228.4494,228.01604803426443,273.89637196573557,220.0,0.4710209940785859,0.1900532745267247,0,1,25.77910857036041,1.0,1.7028426119335416,10.0,2021-08-02,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-07-23,601919.SH,2021-08-03,7,26.564040000000002,27.315464729263596,True,True,False,False,True,True,8,27.3912,22.449618510196082,34.50767148980392,18.82,3.1138335885655843,22.011872885766735,0,1,21.9399821535198,1.0,-8.685064935064924,25.0,2021-08-30,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2021-07-26,600519.SH,2021-08-03,6,13483.91814,13891.235724092705,True,True,False,False,True,True,7,13074.2682,12435.427358119496,15819.200027880504,1730.0,-3.0380630892794747,5.13726487625199,0,1,2.091334708861519,1.0,-14.228865975954152,41.0,2021-09-24,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2021-07-27,600519.SH,2021-08-03,5,12802.139860000001,13436.404834283796,True,True,False,False,True,True,7,13074.2682,12435.427358119496,15819.200027880504,1730.0,2.1256472978416596,5.13726487625199,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,3.0,1,1
2021-07-27,300750.SZ,2021-08-03,5,496.98,502.39911084306505,True,True,False,False,False,True,15,533.124,510.6726524375367,582.4976075624631,555.0,7.272727272727275,4.396426449565838,0,1,8.626053858905106,1.0,-3.9267184428474655,34.0,2021-09-14,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-07-30,600519.SH,2021-08-03,2,12548.77126,12712.220738571365,True,True,False,False,True,True,7,13074.2682,12435.427358119496,15819.200027880504,1730.0,4.187636614869672,5.13726487625199,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-08-20,600519.SH,2021-08-30,6,11569.752,11774.035813224233,True,True,False,False,False,True,12,11853.764000000001,11415.8298736839,13424.928428316101,1605.0,2.454780361757103,3.836200531733902,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-08-20,300760.SZ,2021-08-30,6,283.09562,317.33676194926,True,True,False,False,False,True,70,324.742,281.84195596938247,434.3515840306175,327.0,14.71106476320616,15.221312200685254,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-09-29,002594.SZ,2021-10-25,13,240.72,241.8489736908657,True,True,False,False,True,True,1,323.697,228.49952877371888,316.9740312262812,303.11,34.47033898305085,41.6619989271638,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-10-08,600089.SH,2021-10-25,11,863.3372,871.4931790521337,True,True,False,False,False,True,21,977.13176,820.713474155988,1052.076301844012,24.2,13.18077803203661,19.058817817615427,0,1,21.757208672823793,1.0,-3.1617970318793542,12.0,2021-10-27,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2021-11-01,000858.SZ,2021-11-09,6,3632.5615000000003,3635.4274194851905,True,True,False,False,False,True,26,3700.4482500000004,3450.740682738687,4251.055417261314,209.68,1.8688396603883994,7.236346924311121,0,1,7.772649549904674,1.0,-2.4752088777973524,16.0,2021-11-24,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
