sig_date,ts_code,release_date,wait_days,signal_close_adj,signal_bb_lower,in_pit,valid,oversold,is_limit,in_top10,one_lot,amount_rank,release_close_adj,release_bb_lower,release_bb_upper,release_open_raw,release_return_from_signal_pct,release_distance_to_lbb_pct,still_below_lower_band,ind_cov,ind_return,ind_win,ind_mae,ind_hold,ind_exit_date,expired_tp_before_release,state,retrigger_count,retrigger_ge1,days_to_first_retrigger,natural_capture_count,natural_captured
2022-08-30,000858.SZ,2022-08-31,1,2952.080716,2954.732428365978,True,True,False,False,False,True,11,3008.9518679999996,2941.3494367225608,3283.522099277439,162.9,1.92647686398828,2.2983475010968313,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-09-01,300750.SZ,2022-09-26,16,469.41016,470.516314395203,True,True,False,False,True,True,1,430.37464,390.916097450989,506.76331454901083,413.04,-8.315866022158536,10.093864848826817,0,1,-1.3981718838619202,0.0,-23.11007725428209,62.0,2022-12-07,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-09-01,002466.SZ,2022-09-26,16,836.8116799999999,846.7170510314663,True,True,False,False,True,True,8,852.1646,799.4640969552552,916.4728410447449,110.2,1.8346923647146074,6.5919787074183445,0,1,0.4175574221779625,1.0,-14.941832598643856,39.0,2022-11-04,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2022-09-02,002466.SZ,2022-09-26,15,815.8758799999999,830.3831410994817,True,True,False,False,True,True,8,852.1646,799.4640969552552,916.4728410447449,110.2,4.447823607679147,6.5919787074183445,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-09-05,600519.SH,2022-09-26,14,13862.690999999999,13917.25275582759,True,True,False,False,True,True,2,14074.219799999999,13641.524283198267,14453.572286201734,1820.0,1.5258855585831066,3.1719000591060587,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,2.0,1,1
2022-09-07,600519.SH,2022-09-26,12,13734.338345999999,13780.970328034598,True,True,False,False,True,True,2,14074.219799999999,13641.524283198267,14453.572286201734,1820.0,2.474683857624549,3.1719000591060587,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-09-14,603259.SH,2022-09-26,8,180.075056,185.2853601020806,True,True,False,False,False,True,24,168.479676,156.89229022662153,223.5198517733785,69.0,-6.439192777482727,7.38556735747895,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,2.0,0,0
2022-09-16,300059.SZ,2022-09-26,6,1340.8054800000002,1411.1886298107177,True,True,False,False,True,True,9,1219.76988,1191.9851226952726,1640.1806753047279,18.15,-9.027081243731205,2.3309651081803384,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,4,1,1.0,4,1
2022-09-16,600030.SH,2022-09-26,6,113.64403200000001,115.93011968234133,True,True,False,False,False,True,111,111.176192,110.65097895384207,124.58969944615797,18.24,-2.1715526601520208,0.4746573876919902,0,1,3.2914258355483077,1.0,-6.306227832113387,34.0,2022-11-11,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2022-09-19,300059.SZ,2022-09-26,5,1287.01188,1359.7330213581477,True,True,False,False,True,True,9,1219.76988,1191.9851226952726,1640.1806753047279,18.15,-5.224660397074188,2.3309651081803384,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,3,1
2022-09-19,601012.SH,2022-09-26,5,925.188804,929.7005538741456,True,True,False,False,False,True,12,938.26296,902.9932663887453,1058.7838414112546,48.05,1.413133832086455,3.905864520153668,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-09-20,300059.SZ,2022-09-26,4,1297.09818,1324.8782132151737,True,True,False,False,True,True,9,1219.76988,1191.9851226952726,1640.1806753047279,18.15,-5.961638154484183,2.3309651081803384,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2022-09-20,600703.SH,2022-09-26,4,420.18101700000005,446.36729263260094,True,True,False,False,False,True,94,387.229866,373.8639220057087,595.6537018942913,17.79,-7.842132239876998,3.5750825922398644,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,1,1
2022-09-21,300059.SZ,2022-09-26,3,1270.8738,1289.6418623105942,True,True,False,False,True,True,9,1219.76988,1191.9851226952726,1640.1806753047279,18.15,-4.021164021164026,2.3309651081803384,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2022-09-21,300760.SZ,2022-09-26,3,271.92,284.48775167654145,True,True,False,False,False,True,71,270.42650000000003,266.03274597053013,327.5408040294698,255.3,-0.5492424242424132,1.651583910635046,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2022-09-21,600703.SH,2022-09-26,3,407.04362999999995,428.0109266516793,True,True,False,False,False,True,94,387.229866,373.8639220057087,595.6537018942913,17.79,-4.867724867724855,3.5750825922398644,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2022-09-22,300059.SZ,2022-09-26,2,1248.01152,1254.2069558495996,True,True,False,False,True,True,9,1219.76988,1191.9851226952726,1640.1806753047279,18.15,-2.2629310344827513,2.3309651081803384,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-09-29,603799.SH,2022-10-12,4,158.18003600000003,162.00957367500786,True,True,False,False,False,True,58,152.889653,146.87576244920555,195.85409075079448,62.72,-3.344532681734891,4.094542523906397,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2022-10-10,600519.SH,2022-10-12,2,13492.515599999999,13577.611378345531,True,True,True,False,True,True,1,13296.096,13371.87494499725,14527.65569420275,1773.66,-1.4557670772676334,-0.5667039611793601,1,0,,,,,,,Q1_EXACT_ELIGIBLE,2,1,1.0,2,1
2022-10-10,600036.SH,2022-10-12,2,172.18428,174.93458123718622,True,True,True,False,True,True,8,167.58187,169.34394350503015,197.4356458949698,31.25,-2.672955974842761,-1.040529391579803,1,1,4.74708231806275,1.0,-15.71812899274364,23.0,2022-11-11,0.0,Q1_EXACT_ELIGIBLE,2,1,1.0,1,1
2022-10-10,000568.SZ,2022-10-12,2,7076.679128000001,7156.378804321118,True,True,False,False,False,True,38,7170.55928,7090.584173193727,7896.524049206275,215.53,1.3266130949550536,1.127905752936731,0,1,5.894426001503926,1.0,-25.68215911223951,37.0,2022-12-01,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-10-10,002466.SZ,2022-10-12,2,752.2930799999999,763.2503194136987,True,True,False,False,True,True,3,790.9079999999999,751.8718137441667,917.595402255833,101.31,5.132962275819408,5.191867222876856,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-10-11,600519.SH,2022-10-12,1,13447.112454,13492.290555868209,True,True,True,False,True,True,1,13296.096,13371.87494499725,14527.65569420275,1773.66,-1.123040017078747,-0.5667039611793601,1,0,,,,,,,Q1_EXACT_ELIGIBLE,1,1,1.0,1,1
2022-10-11,002050.SZ,2022-10-12,1,321.19443,333.9445512518196,True,True,False,False,False,True,22,340.38576,325.2543458529392,470.7020641470608,21.59,5.974988420565075,4.652178930117157,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-10-12,002371.SZ,2022-10-28,12,1102.5567999999998,1126.2582278504465,True,True,False,False,False,True,23,1263.6631599999998,1008.3926185140581,1446.2362386859418,258.78,14.612068965517233,25.31459838154131,0,1,10.597667780822029,1.0,-1.5906814805375702,44.0,2022-12-14,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2022-10-12,600036.SH,2022-10-28,12,167.58187,169.34394350503015,True,True,False,False,False,True,17,147.168828,142.77527784964693,189.9139899503531,27.6,-12.18093699515348,3.077248538069588,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2022-10-13,600036.SH,2022-10-28,11,161.842394,165.4216251601408,True,True,False,False,False,True,17,147.168828,142.77527784964693,189.9139899503531,27.6,-9.066577450652403,3.077248538069588,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,7.0,1,1
2022-10-19,000568.SZ,2022-10-28,7,6616.027056000001,6717.869164068412,True,True,False,False,True,True,8,5395.248592,5259.564368698235,8412.380505701765,159.32,-18.451836028888223,2.5797616264433554,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,4,1,2.0,3,1
2022-10-20,600887.SH,2022-10-28,6,2404.7898,2484.4943299699707,True,True,False,True,True,True,5,2053.99208,2159.862578346568,2824.4809536534326,26.58,-14.587458745874592,-4.901723813725911,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,0,0
2022-10-24,000858.SZ,2022-10-28,4,2577.7389559999997,2628.5900868370795,True,True,False,False,True,True,6,2474.615,2423.2543396587234,3169.483543541276,137.56,-4.000558542204846,2.119491111630878,0,1,13.014502136358589,1.0,-5.245731178235613,26.0,2022-11-30,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2022-10-24,600036.SH,2022-10-28,4,151.717092,152.01753375540295,True,True,False,False,False,True,17,147.168828,142.77527784964693,189.9139899503531,27.6,-2.997858672376885,3.077248538069588,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-10-24,601318.SH,2022-10-28,4,101.95588000000001,104.81098727578826,True,True,True,False,False,True,35,99.332612,99.75370297700198,116.022289822998,37.51,-2.572944297082236,-0.4221306722809737,1,0,,,,,,,Q2_OVERSOLD_NOT_TOP10,3,1,1.0,0,0
2022-10-24,000568.SZ,2022-10-28,4,5989.486400000001,6210.645526182514,True,True,False,False,True,True,8,5395.248592,5259.564368698235,8412.380505701765,159.32,-9.921348314606748,2.5797616264433554,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2022-10-25,300059.SZ,2022-10-28,3,1044.94068,1105.5274107629252,True,True,True,False,True,True,4,1033.50954,1042.4419246141363,1297.9158853858637,15.83,-1.0939510939510844,-0.8568711985986743,1,0,,,,,,,Q1_EXACT_ELIGIBLE,2,1,1.0,2,1
2022-10-25,000858.SZ,2022-10-28,3,2557.762064,2575.3464743527948,True,True,False,False,True,True,6,2474.615,2423.2543396587234,3169.483543541276,137.56,-3.2507739938080538,2.119491111630878,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,2.0,1,1
2022-10-25,000568.SZ,2022-10-28,3,5921.515824,5992.870386657745,True,True,False,False,True,True,8,5395.248592,5259.564368698235,8412.380505701765,159.32,-8.887373565177858,2.5797616264433554,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,2.0,1,1
2022-10-26,300059.SZ,2022-10-28,2,1059.0615,1081.9802194153333,True,True,True,False,True,True,4,1033.50954,1042.4419246141363,1297.9158853858637,15.83,-2.412698412698411,-0.8568711985986743,1,0,,,,,,,Q1_EXACT_ELIGIBLE,1,1,2.0,1,1
2022-10-26,002714.SZ,2022-10-28,2,940.004166,958.0160545852312,True,True,True,False,False,True,16,880.536027,906.1687084632732,1144.259377636727,48.88,-6.326369728025238,-2.828687552756315,1,0,,,,,,,Q2_OVERSOLD_NOT_TOP10,2,1,1.0,0,0
2022-10-27,000858.SZ,2022-10-28,1,2467.41612,2474.0955338208432,True,True,False,False,True,True,6,2474.615,2423.2543396587234,3169.483543541276,137.56,0.29175784099197966,2.119491111630878,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-10-27,000568.SZ,2022-10-28,1,5360.25384,5495.867209390188,True,True,False,False,True,True,8,5395.248592,5259.564368698235,8412.380505701765,159.32,0.652856246076583,2.5797616264433554,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-10-28,300059.SZ,2022-11-04,5,1033.50954,1042.4419246141363,True,True,False,False,True,True,4,1155.8899800000002,1006.5453313631122,1276.4550526368878,16.05,11.8412491867274,14.837349494695706,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-10-31,000651.SZ,2022-11-04,4,5401.327655,5432.8487003563505,True,True,False,False,False,True,73,5682.03844,5343.01100822508,6242.243362774919,29.3,5.1970701081269555,6.3452504824155875,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-11-01,600522.SH,2022-11-04,3,176.15425499999998,178.51845711681773,True,True,False,False,False,True,38,180.28892699999997,168.35895331410927,225.6408326858907,20.0,2.347188264058686,7.086034601101865,0,1,-5.676303523410963,0.0,-29.92156358492991,43.0,2023-01-03,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2022-11-23,002812.SZ,2022-12-01,6,456.9118,477.49868656078047,True,True,False,False,False,True,34,456.24584999999996,399.4141893303273,653.1022606696728,130.0,-0.14575023013195798,14.228753556542074,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,2.0,0,0
2022-11-28,600522.SH,2022-12-01,3,139.20062399999998,146.63819642478103,True,True,False,False,False,True,50,143.938269,135.66765542121206,194.4428342787879,16.88,3.403465346534662,6.096230935155367,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-11-28,603259.SH,2022-12-01,3,181.868156,186.20081069399183,True,True,False,False,False,True,86,191.264,183.18264595531767,215.32546124468232,79.3,5.166294202708044,4.411637359279963,0,1,6.738265986701266,1.0,-1.8877921555909616,22.0,2022-12-29,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2022-12-28,000625.SZ,2023-01-03,3,179.53517999999997,182.1713565391983,True,True,False,False,False,True,32,179.24466999999999,175.40147521284894,208.04267378715105,12.15,-0.16181229773462036,2.1910846430951425,0,1,15.403895272762636,1.0,-0.4255727972109269,16.0,2023-01-30,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2022-12-30,002709.SZ,2023-01-03,1,615.7944,629.5556203103183,True,True,False,False,False,True,52,623.6568,622.7888980030184,736.4937019969816,43.6,1.276789785681709,0.13935733275987072,0,1,15.538268097973235,1.0,-1.6808879194200377,14.0,2023-01-30,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-03-08,600519.SH,2023-03-31,17,13545.129336000002,13547.428561838973,True,True,False,False,True,True,6,13924.456,13223.28921048393,13898.651424316067,1825.0,2.8004654262830053,5.302514210761999,0,1,3.358107895598216,1.0,-2.2696760253321235,16.0,2023-03-31,1.0,Q0_EXPIRED_TP,1,1,2.0,1,1
2023-03-10,002594.SZ,2023-03-31,15,248.075742,252.74134681884578,True,True,False,False,True,True,9,261.217206,233.62100509688847,269.62258420311156,258.97,5.297359545940594,11.812380009094925,0,1,7.839512102970262,1.0,-2.9639895104068503,33.0,2023-04-28,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2023-03-10,600519.SH,2023-03-31,15,13388.9,13402.729455093153,True,True,False,False,True,True,6,13924.456,13223.28921048393,13898.651424316067,1825.0,4.0000000000000036,5.302514210761999,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-03-13,002594.SZ,2023-03-31,14,245.371947,248.54711225888263,True,True,False,False,True,True,9,261.217206,233.62100509688847,269.62258420311156,258.97,6.457648966692986,11.812380009094925,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2023-03-14,300274.SZ,2023-03-31,13,718.039668,735.2865234922077,True,True,False,False,False,True,49,712.198634,628.5998994848248,817.755581215175,105.58,-0.8134695421869176,13.29919629062768,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,1,1
2023-03-14,002594.SZ,2023-03-31,13,244.85159399999998,245.16965898422413,True,True,False,False,True,True,9,261.217206,233.62100509688847,269.62258420311156,258.97,6.683890324193675,11.812380009094925,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-03-16,601012.SH,2023-03-31,11,769.068,784.6189853236867,True,True,False,False,False,True,50,776.9509469999999,720.7839727474675,860.7851425525328,40.55,1.024999999999987,7.792483792118254,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2023-03-16,300274.SZ,2023-03-31,11,668.5267170000001,696.9950049797901,True,True,False,False,False,True,49,712.198634,628.5998994848248,817.755581215175,105.58,6.532561211012888,13.29919629062768,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2023-04-27,600036.SH,2023-05-22,14,176.67839800000002,177.96935672917024,True,True,False,False,False,True,101,185.17932000000002,178.86895376179763,192.62133763820242,33.98,4.811523138216356,3.527927069225223,0,1,-0.6278320762058595,0.0,-3.208313559515019,57.0,2023-07-25,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-05-04,000651.SZ,2023-05-22,12,6860.65919,6901.677172084069,True,True,False,False,False,True,34,6818.046400000001,5938.006429661235,8270.066228838768,34.7,-0.6211180124223503,14.820461728415001,0,1,6.144996620188443,1.0,-8.199145487281069,25.0,2023-06-09,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2023-05-09,688981.SH,2023-05-22,9,52.78,54.64611023380318,True,True,False,False,False,True,50,54.55,49.33553157705843,65.52146842294157,55.0,3.3535430087154205,10.56939746315888,0,1,-1.9912914951639944,0.0,-7.516899480160088,57.0,2023-08-01,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2023-05-12,601899.SH,2023-05-22,6,22.473864000000003,23.202361284284834,True,True,False,False,False,True,95,22.31012,21.09287582550756,28.45605857449245,10.9,-0.7285974499089298,5.770878208178853,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-05-29,300059.SZ,2023-07-25,39,1182.897189,1203.5955067300272,True,True,False,False,True,True,1,1222.5715,1114.5460364318646,1195.2234835681352,14.81,3.353994866919918,9.692328538888418,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,1,1
2023-05-29,601012.SH,2023-07-25,39,581.6076750000001,595.4732779827737,True,True,False,False,False,True,15,569.4978,535.0630890002126,600.1709409997875,28.78,-2.082138101083364,6.435635667586426,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,1,1
2023-05-30,300059.SZ,2023-07-25,38,1168.323507,1184.0125649086622,True,True,False,False,True,True,1,1222.5715,1114.5460364318646,1195.2234835681352,14.81,4.643233888128884,9.692328538888418,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2023-05-30,601012.SH,2023-07-25,38,567.1876500000001,585.2279979643366,True,True,False,False,False,True,15,569.4978,535.0630890002126,600.1709409997875,28.78,0.4072990658382514,6.435635667586426,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2023-06-07,300750.SZ,2023-07-25,32,377.7006,381.499076647085,True,True,False,False,False,True,11,412.4097,398.1013886545772,423.85929334542294,224.9,9.189580318379154,3.5941375119989294,0,1,8.015096907867838,1.0,-2.325641456076233,35.0,2023-07-31,0.0,Q3_NO_LONGER_OVERSOLD,1,1,28.0,1,1
2023-06-09,002415.SZ,2023-07-25,30,723.44016,742.2041913009707,True,True,False,False,False,True,104,771.0584400000001,734.5645084245764,783.3631795754238,33.4,6.582200247218806,4.968104387958028,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2023-07-11,600570.SH,2023-07-25,10,1665.33446,1699.9941342240863,True,True,False,False,False,True,55,1717.68377,1494.7054503075315,2085.0030076924686,37.62,3.14347125201504,14.9178769400079,0,1,12.935015317595871,1.0,-2.8971028971028767,17.0,2023-08-04,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2023-07-19,300750.SZ,2023-07-25,4,399.92900000000003,401.68142270448294,True,True,False,False,False,True,11,412.4097,398.1013886545772,423.85929334542294,224.9,3.1207289293849527,3.5941375119989294,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-07-20,300308.SZ,2023-07-25,3,611.39,624.9753590327309,True,True,False,False,True,True,6,631.37775,599.6161712295414,754.6973327704588,133.16,3.26923076923078,5.296985020489031,0,1,-5.693477162892338,0.0,-34.51667938245894,75.0,2023-11-13,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2023-07-20,000063.SZ,2023-07-25,3,658.1916299999999,663.838276894707,True,True,False,False,False,True,20,669.16422,650.2304868787072,755.5711931212928,41.8,1.6670813635232706,2.911849490813645,0,1,-20.144973123840867,0.0,-47.10023992600859,141.0,2024-02-22,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-07-21,300308.SZ,2023-07-25,2,612.51872,615.6374844457557,True,True,False,False,True,True,6,631.37775,599.6161712295414,754.6973327704588,133.16,3.07893120393119,5.296985020489031,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-08-07,000063.SZ,2023-08-28,15,601.85475,607.2210003078359,True,True,False,False,False,True,57,561.23979,531.6257283801272,666.5647226198728,35.4,-6.748299319727891,5.570471863750348,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-08-07,300760.SZ,2023-08-28,15,280.63764000000003,293.2680294383713,True,True,False,False,False,True,47,294.85692,267.60947686815916,308.2410871318409,294.03,5.06677578959116,10.181793055581734,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2023-08-09,603019.SH,2023-08-28,13,171.28783999999996,171.7617236915763,True,True,False,False,False,True,43,154.01375999999996,145.62317038713383,191.91154561286612,40.06,-10.084825636192274,5.761850666044466,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,2.0,0,0
2023-08-18,000858.SZ,2023-08-28,6,3011.40495,3014.805145811197,True,True,False,False,True,True,3,2900.17835,2845.5993377073764,3406.2931622926235,168.01,-3.693511893842105,1.9180146540445975,0,1,9.240903528696505,1.0,-11.483263314561876,46.0,2023-11-01,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2023-08-18,000977.SZ,2023-08-28,6,271.35603,273.53415394512115,True,True,False,False,False,True,17,244.82402999999996,241.5127781565132,347.83590484348673,39.28,-9.77756049865559,1.3710462314921124,0,1,7.706372017077919,1.0,-30.83275021601012,54.0,2023-11-13,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-08-21,300274.SZ,2023-08-28,5,678.69432,694.8758069271629,True,True,False,False,False,True,31,681.9612000000001,643.3983797636076,799.2149922363924,108.0,0.48134777376656057,5.99361475709046,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2023-08-21,600009.SH,2023-08-28,5,126.67875000000001,132.01419736493492,True,True,False,False,False,True,225,118.84770000000002,115.86978180662454,157.20046719337546,41.2,-6.181818181818177,2.5700559256643274,0,1,-11.699228208217027,0.0,-24.475915665342963,98.0,2024-01-16,0.0,Q3_NO_LONGER_OVERSOLD,3,1,1.0,0,0
2023-08-21,002594.SZ,2023-08-28,5,240.27024999999998,241.64741946944793,True,True,False,False,False,True,23,241.41824999999997,227.01539440165212,286.62235559834784,248.0,0.4777953158994874,6.344440048354283,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-08-21,601012.SH,2023-08-28,5,526.4249,530.5202330658992,True,True,False,False,False,True,11,516.0952,478.6197644057815,627.7105955942184,27.5,-1.962236208811552,7.8298972130298905,0,1,-11.755699669774852,0.0,-25.70964946655552,86.0,2023-12-28,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2023-08-22,601012.SH,2023-08-28,4,503.62159999999994,517.2422224268836,True,True,False,False,False,True,11,516.0952,478.6197644057815,627.7105955942184,27.5,2.4767801857585203,7.8298972130298905,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2023-08-23,601012.SH,2023-08-28,3,483.54689999999994,500.468230891796,True,True,False,False,False,True,11,516.0952,478.6197644057815,627.7105955942184,27.5,6.731156791616288,7.8298972130298905,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-08-25,300308.SZ,2023-08-28,1,502.98585,510.6404500233506,True,True,False,False,True,True,7,524.3845,501.72806061668905,671.5105373833111,114.0,4.254324450677882,4.515681135207639,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-09-08,300750.SZ,2023-10-10,16,406.19668,408.3455546413545,True,True,False,False,True,True,8,354.77984000000004,347.28221552955523,429.4491384704448,197.88,-12.658114290840583,2.158942823781529,0,1,-18.00484444688593,0.0,-36.91817379569734,101.0,2024-02-08,0.0,Q3_NO_LONGER_OVERSOLD,4,1,1.0,4,1
2023-09-11,300750.SZ,2023-10-10,15,403.62766,404.8564896622646,True,True,False,False,True,True,8,354.77984000000004,347.28221552955523,429.4491384704448,197.88,-12.102198347853555,2.158942823781529,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,3,1
2023-09-12,300750.SZ,2023-10-10,14,397.06846,400.2446155089057,True,True,False,False,True,True,8,354.77984000000004,347.28221552955523,429.4491384704448,197.88,-10.650208782636616,2.158942823781529,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2023-09-13,300750.SZ,2023-10-10,13,394.6452,395.64915993511494,True,True,False,False,True,True,8,354.77984000000004,347.28221552955523,429.4491384704448,197.88,-10.101569713758064,2.158942823781529,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,2.0,1,1
2023-09-15,300750.SZ,2023-10-10,11,378.53872,383.7548326584798,True,True,False,False,True,True,8,354.77984000000004,347.28221552955523,429.4491384704448,197.88,-6.276472853292258,2.158942823781529,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-09-18,300308.SZ,2023-10-10,10,449.1365,450.80703422937756,True,True,False,False,False,True,17,514.7433500000001,441.43944099716396,557.792860002836,110.37,14.60732984293196,16.60565463685133,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-10-19,000977.SZ,2023-11-06,12,204.9597,210.75798015292978,True,True,False,False,False,True,23,204.89337,166.54794312752776,251.53667987247226,30.3,-0.03236245954691963,23.023656823615468,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2023-10-23,300059.SZ,2023-11-06,10,1177.2311,1191.2666857312731,True,True,False,False,True,True,4,1278.43735,1182.6345129097263,1263.2371720902738,15.65,8.596973865199441,8.100798348473926,0,1,6.795375111896212,1.0,1.4727914111897888,9.0,2023-11-06,1.0,Q0_EXPIRED_TP,0,0,,0,0
2023-10-24,000063.SZ,2023-11-06,9,428.91363,451.4929653605043,True,True,False,False,False,True,16,443.16161999999997,372.78258881137606,569.4844831886239,26.55,3.3218785796105266,18.879377229775862,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2023-10-24,601138.SH,2023-11-06,9,15.548799999999998,16.446518950002286,True,True,False,False,False,True,89,16.9161,13.70535440898579,22.10434559101421,14.92,8.793604651162813,23.426943187321836,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2023-11-02,601012.SH,2023-11-06,2,436.7709,442.35626437527037,True,True,False,False,False,True,14,457.04049999999995,433.19849912934313,544.2250008706568,23.04,4.640785363676914,5.503712713357789,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-11-24,002594.SZ,2023-12-29,25,222.27124999999998,230.11787759180683,True,True,False,False,False,True,39,202.95,189.73401839164652,207.86348160835345,198.97,-8.692644685266316,6.9655308628277846,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,4,1,1.0,3,1
