year,signal_days,actionable_days,top10_oversold_days,full_block_days,actionable_pct_of_signal_days,trading_days,actionable_pct_of_trading_days
2020,243,1,34,16,0.411522633744856,243,0.411522633744856
2021,243,10,74,40,4.11522633744856,243,4.11522633744856
2022,242,3,99,77,1.2396694214876034,242,1.2396694214876034
2023,242,0,77,45,0.0,242,0.0
2024,242,2,63,47,0.8264462809917356,242,0.8264462809917356
