reason,days,pct_of_non_actionable,pct_of_signal_days
no_empty_slot,668,55.852842809364546,55.115511551155116
no_oversold_in_top10,459,38.37792642140469,37.87128712871287
insufficient_competition,58,4.849498327759197,4.785478547854786
candidates_all_held,11,0.919732441471572,0.9075907590759077
