date,equity,cash,stock_val,etf_sh,etf_val,n_pos,invested,slot_available,capital_constrained,has_top10_signal
2020-06-05,922443.3148047703,398269.3148047703,524174.0,0,0.0,3,593711.28881064,False,False,True
2020-06-08,931256.3148047703,398269.3148047703,532987.0,0,0.0,3,593711.28881064,False,False,True
2020-06-09,929299.3148047703,398269.3148047703,531030.0,0,0.0,3,593711.28881064,False,False,True
2020-06-10,928773.3148047703,398269.3148047703,530504.0,0,0.0,3,593711.28881064,False,False,True
2020-06-11,917506.3148047703,398269.3148047703,519237.0,0,0.0,3,593711.28881064,False,False,True
2020-06-12,918741.3148047703,398269.3148047703,520472.0,0,0.0,3,593711.28881064,False,False,True
2020-06-15,916188.3148047703,398269.3148047703,517919.0,0,0.0,3,593711.28881064,False,False,True
2020-06-16,931356.3148047703,398269.3148047703,533087.0,0,0.0,3,593711.28881064,False,False,True
2020-06-17,937394.3148047703,398269.3148047703,539125.0,0,0.0,3,593711.28881064,False,False,True
2020-06-18,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-06-19,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-06-22,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-06-23,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-06-24,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-06-29,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-06-30,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-01,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-02,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-03,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-06,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-07,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-08,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-09,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-10,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-13,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-14,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-15,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-16,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-17,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-20,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-21,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-22,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-23,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-24,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-27,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-28,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-29,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-30,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-07-31,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-03,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-04,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-05,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-06,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-07,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-10,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-11,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-12,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-13,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-14,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-17,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-18,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-19,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-20,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-21,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-24,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-25,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-26,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-27,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-28,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-08-31,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-09-01,949348.7517167903,949348.7517167903,0.0,0,0.0,0,0.0,True,False,True
2020-09-02,943599.5283540504,750549.5283540504,193050.0,0,0.0,1,198799.22336273995,True,False,True
2020-09-03,945120.5283540504,750549.5283540504,194571.0,0,0.0,1,198799.22336273995,True,False,True
2020-09-04,942724.7189704103,551284.7189704104,391439.99999999994,0,0.0,1,398064.03274637996,True,False,True
2020-09-07,927124.7189704104,551284.7189704104,375840.0,0,0.0,1,398064.03274637996,True,False,True
2020-09-08,915929.1600817904,153597.16008179044,762332.0,0,0.0,2,795751.591635,True,True,True
2020-09-09,883187.1457057905,5811.145705790463,877376.0,0,0.0,3,943537.606011,False,False,True
2020-09-10,867387.6552013304,1355.6552013304627,866032.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-11,891765.6552013304,1355.6552013304627,890410.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-14,899105.6552013304,1355.6552013304627,897750.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-15,899555.6552013304,1355.6552013304627,898200.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-16,889967.6552013304,1355.6552013304627,888612.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-17,896253.6552013304,1355.6552013304627,894898.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-18,919003.6552013304,1355.6552013304627,917648.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-21,915067.6552013304,1355.6552013304627,913712.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-22,896313.6552013304,1355.6552013304627,894958.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-23,899877.6552013304,1355.6552013304627,898522.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-24,875447.6552013304,1355.6552013304627,874092.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-25,872211.6552013304,1355.6552013304627,870856.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-28,879371.6552013304,1355.6552013304627,878016.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-29,882255.6552013304,1355.6552013304627,880900.0,0,0.0,3,947993.0965154599,False,False,True
2020-09-30,872955.6552013304,1355.6552013304627,871600.0,0,0.0,3,947993.0965154599,False,False,True
2020-10-09,908135.6552013304,1355.6552013304627,906780.0,0,0.0,3,947993.0965154599,False,False,True
2020-10-12,932360.6225362904,205888.62253629047,726472.0,0,0.0,2,750073.9809212598,True,False,True
2020-10-13,921594.0740590905,8420.07405909049,913174.0,0,0.0,3,947542.5293984598,False,False,True
2020-10-14,900074.0740590905,8420.07405909049,891654.0,0,0.0,3,947542.5293984598,False,False,True
2020-10-15,898682.0740590905,8420.07405909049,890262.0,0,0.0,3,947542.5293984598,False,False,True
2020-10-16,886980.0623894705,3448.0623894704904,883532.0,0,0.0,3,952514.5410680799,False,False,True
2020-10-19,891908.0623894705,3448.0623894704904,888460.0,0,0.0,3,952514.5410680799,False,False,True
2020-10-20,904882.0623894705,3448.0623894704904,901434.0,0,0.0,3,952514.5410680799,False,False,True
2020-10-21,887005.0623894705,3448.0623894704904,883557.0,0,0.0,3,952514.5410680799,False,False,True
2020-10-22,887843.0623894705,3448.0623894704904,884395.0,0,0.0,3,952514.5410680799,False,False,True
2020-10-23,879250.0623894705,3448.0623894704904,875802.0,0,0.0,3,952514.5410680799,False,False,True
2020-10-26,876808.0623894705,3448.0623894704904,873360.0,0,0.0,3,952514.5410680799,False,False,True
2020-10-27,884725.0623894705,3448.0623894704904,881277.0,0,0.0,3,952514.5410680799,False,False,True
2020-10-28,911009.7240432706,593741.7240432706,317268.0,0,0.0,2,350226.57452281995,True,False,True
2020-10-29,905231.7240432706,593741.7240432706,311490.0,0,0.0,2,350226.57452281995,True,False,True
2020-10-30,899711.7240432706,593741.7240432706,305970.0,0,0.0,2,350226.57452281995,True,False,True
2020-11-02,902921.7240432706,593741.7240432706,309180.0,0,0.0,2,350226.57452281995,True,False,True
2020-11-03,905516.7240432706,593741.7240432706,311775.0,0,0.0,2,350226.57452281995,True,False,True
2020-11-04,905330.7240432706,593741.7240432706,311589.0,0,0.0,2,350226.57452281995,True,False,True
2020-11-05,916799.7240432706,593741.7240432706,323058.0,0,0.0,2,350226.57452281995,True,False,True
2020-11-06,912398.7240432706,593741.7240432706,318657.0,0,0.0,2,350226.57452281995,True,False,True
2020-11-09,938258.4281207506,799274.4281207506,138984.0,0,0.0,1,147786.01437599998,True,False,True
2020-11-10,935810.4281207506,799274.4281207506,136536.0,0,0.0,1,147786.01437599998,True,False,True
2020-11-11,927674.4281207506,799274.4281207506,128400.0,0,0.0,1,147786.01437599998,True,False,True
2020-11-12,928954.6094971906,610330.6094971906,318624.0,0,0.0,2,336729.83299955993,True,False,True
2020-11-13,926842.6094971906,610330.6094971906,316512.0,0,0.0,2,336729.83299955993,True,False,True
2020-11-16,928128.8739529306,416685.87395293056,511443.0,0,0.0,3,530374.56854382,False,False,True
2020-11-17,900062.8739529306,416685.87395293056,483377.0,0,0.0,3,530374.56854382,False,False,True
2020-11-18,882533.7248445306,28857.724844530545,853676.0,0,0.0,3,918202.7176522198,False,False,True
2020-11-19,899514.7248445306,28857.724844530545,870657.0,0,0.0,3,918202.7176522198,False,False,True
2020-11-20,909910.7248445306,28857.724844530545,881053.0,0,0.0,3,918202.7176522198,False,False,True
2020-11-23,933505.7248445306,28857.724844530545,904648.0,0,0.0,3,918202.7176522198,False,False,True
2020-11-24,920753.7248445306,28857.724844530545,891896.0,0,0.0,3,918202.7176522198,False,False,True
2020-11-25,905421.7248445306,28857.724844530545,876564.0,0,0.0,3,918202.7176522198,False,False,True
2020-11-26,903972.7248445306,28857.724844530545,875115.0,0,0.0,3,918202.7176522198,False,False,True
2020-11-27,924607.7248445306,28857.724844530545,895750.0,0,0.0,3,918202.7176522198,False,False,True
2020-11-30,935397.7248445306,28857.724844530545,906540.0,0,0.0,3,918202.7176522198,False,False,True
2020-12-01,956755.7248445306,28857.724844530545,927898.0,0,0.0,3,918202.7176522198,False,False,True
2020-12-02,954729.7248445306,28857.724844530545,925872.0,0,0.0,3,918202.7176522198,False,False,True
2020-12-03,970964.7248445306,28857.724844530545,942107.0,0,0.0,3,918202.7176522198,False,False,True
2020-12-04,988047.7248445306,28857.724844530545,959190.0,0,0.0,3,918202.7176522198,False,False,True
2020-12-07,1010190.4195366106,167252.41953661057,842938.0,0,0.0,2,770416.70327622,True,True,True
2020-12-08,1013378.4195366106,167252.41953661057,846126.0,0,0.0,2,770416.70327622,True,True,True
2020-12-09,1017385.9179507107,600805.9179507106,416580.00000000006,0,0.0,1,381826.59510995995,True,False,True
2020-12-10,1026901.7501046506,405228.7501046506,621673.0,0,0.0,2,577403.76295602,True,False,True
2020-12-11,1018508.7501046506,405228.7501046506,613280.0,0,0.0,2,577403.76295602,True,False,True
2020-12-14,1012884.7501046506,405228.7501046506,607656.0,0,0.0,2,577403.76295602,True,False,True
2020-12-15,1017917.6136998506,206498.61369985066,811419.0,0,0.0,3,776133.89936082,False,False,True
2020-12-16,1022701.6109478506,11052.610947850684,1011649.0,0,0.0,3,971579.90211282,False,False,True
2020-12-17,1041175.6109478506,11052.610947850684,1030123.0,0,0.0,3,971579.90211282,False,False,True
2020-12-18,1049103.6109478506,11052.610947850684,1038051.0,0,0.0,3,971579.90211282,False,False,True
2020-12-21,1069421.5514636508,475331.5514636507,594090.0,0,0.0,2,589753.3070028599,True,False,True
2020-12-22,1063984.5514636508,475331.5514636507,588653.0,0,0.0,2,589753.3070028599,True,False,True
2020-12-23,1069948.3022252508,691003.3022252508,378945.0,0,0.0,1,391023.17059805995,True,False,True
2020-12-24,1069381.3022252508,691003.3022252508,378378.0,0,0.0,1,391023.17059805995,True,False,True
2020-12-25,1064026.3022252508,691003.3022252508,373023.0,0,0.0,1,391023.17059805995,True,False,True
2020-12-28,1072783.3022252508,691003.3022252508,381780.0,0,0.0,1,391023.17059805995,True,False,True
2020-12-29,1074484.3022252508,691003.3022252508,383481.0,0,0.0,1,391023.17059805995,True,False,True
2020-12-30,1077004.3022252508,691003.3022252508,386001.0,0,0.0,1,391023.17059805995,True,False,True
2020-12-31,1081225.3022252508,691003.3022252508,390222.0,0,0.0,1,391023.17059805995,True,False,True
2021-01-04,1087273.3022252508,691003.3022252508,396270.0,0,0.0,1,391023.17059805995,True,False,True
2021-01-05,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-06,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-07,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-08,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-11,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-12,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-13,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-14,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-15,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-18,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-19,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-20,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-21,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-22,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-25,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-26,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-27,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-28,1100709.7867840908,1100709.7867840908,0.0,0,0.0,0,0.0,True,False,True
2021-01-29,1102120.7012698909,710548.7012698909,391572.0,0,0.0,2,390161.0855141999,True,False,True
2021-02-01,1101285.2653798908,533826.2653798909,567459.0,0,0.0,3,566883.5214041999,False,False,True
2021-02-02,1106798.481847891,335376.48184789094,771422.0,0,0.0,3,765333.3049361999,False,False,True
2021-02-03,1096764.481847891,335376.48184789094,761388.0,0,0.0,3,765333.3049361999,False,False,True
2021-02-04,1109768.731147891,140130.73114789097,969638.0,0,0.0,3,960579.0556361998,False,False,True
2021-02-05,1104959.731147891,140130.73114789097,964829.0,0,0.0,3,960579.0556361998,False,False,True
2021-02-08,1105416.731147891,140130.73114789097,965286.0,0,0.0,3,960579.0556361998,False,False,True
2021-02-09,1114456.731147891,140130.73114789097,974326.0,0,0.0,3,960579.0556361998,False,False,True
2021-02-10,1133474.731147891,140130.73114789097,993344.0,0,0.0,3,960579.0556361998,False,False,True
2021-02-18,1138660.731147891,140130.73114789097,998530.0,0,0.0,3,960579.0556361998,False,False,True
2021-02-19,1146352.731147891,140130.73114789097,1006222.0,0,0.0,3,960579.0556361998,False,False,True
2021-02-22,1126890.731147891,140130.73114789097,986760.0,0,0.0,3,960579.0556361998,False,False,True
2021-02-23,1136668.731147891,140130.73114789097,996538.0,0,0.0,3,960579.0556361998,False,False,True
2021-02-24,1114482.731147891,140130.73114789097,974352.0,0,0.0,3,960579.0556361998,False,False,True
2021-02-25,1130427.8799877309,783657.8799877309,346770.0,0,0.0,2,372478.8293225999,True,False,True
2021-02-26,1119736.795054731,391113.79505473084,728623.0,0,0.0,3,765022.9142556,False,False,True
2021-03-01,1154698.795054731,391113.79505473084,763585.0,0,0.0,3,765022.9142556,False,False,True
2021-03-02,1161618.795054731,391113.79505473084,770505.0,0,0.0,3,765022.9142556,False,False,True
2021-03-03,1168416.795054731,391113.79505473084,777303.0,0,0.0,3,765022.9142556,False,False,True
2021-03-04,1120618.795054731,391113.79505473084,729505.0,0,0.0,3,765022.9142556,False,False,True
2021-03-05,1123592.795054731,391113.79505473084,732479.0,0,0.0,3,765022.9142556,False,False,True
2021-03-08,1089438.795054731,391113.79505473084,698325.0,0,0.0,3,765022.9142556,False,False,True
2021-03-09,1069158.795054731,391113.79505473084,678045.0,0,0.0,3,765022.9142556,False,False,True
2021-03-10,1073758.2793769108,195260.27937691085,878498.0,0,0.0,3,960876.4299334199,False,False,True
2021-03-11,1086983.2793769108,195260.27937691085,891723.0,0,0.0,3,960876.4299334199,False,False,True
2021-03-12,1077553.652182391,112.65218239088426,1077441.0,0,0.0,3,1156024.05712794,False,False,True
2021-03-15,1006427.6521823909,112.65218239088426,1006315.0,0,0.0,3,1156024.05712794,False,False,True
2021-03-16,1020211.6521823909,112.65218239088426,1020099.0,0,0.0,3,1156024.05712794,False,False,True
