label,n,mean,median,win_rate,p10,p25,p75,p90,mean_hold,median_hold,mean_pnl,profit_factor,expected_ret
2020-2023,195,4.40550473019933,4.922943424348968,74.87179487179488,-8.338370084130267,-0.02886616978270573,10.21680605986887,16.204922813561993,38.21025641025641,32.0,5686.737963779151,1.2711015716802272,4.40550473019933
2024-2026,104,6.119924511471421,5.453318733717943,77.88461538461539,-4.0051322765858455,1.2654212179692605,11.574411845341082,18.662366861835807,27.64423076923077,23.0,17585.692351482165,3.3311724182861178,6.119924511471421
