ts_code,signal_date,entry_date,exit_date,exit_type,levels_used,hold_days,total_cost,proceeds,pnl,return_pct
300059.SZ,2023-10-23,2023-10-24,2023-11-06,TAKE_PROFIT_DYN,1,9,198946.40862095996,212465.56335840002,13519.154737440054,6.795375111896212
603019.SH,2023-08-09,2023-08-10,2023-11-07,TAKE_PROFIT_DYN,4,57,791502.24309156,808139.7826286401,16637.539537080098,2.102020516340531
300274.SZ,2023-08-21,2023-08-22,2023-11-09,TAKE_PROFIT_DYN,4,51,775043.5269376799,791001.98526096,15958.458323280094,2.059040269174881
300308.SZ,2023-07-20,2023-07-21,2023-11-13,TAKE_PROFIT_DYN,3,75,582347.9861198999,549192.1365216,-33155.849598299945,-5.693477162892338
000977.SZ,2023-08-18,2023-08-21,2023-11-13,TAKE_PROFIT_DYN,3,54,591332.2944328799,636902.5608990001,45570.26646612026,7.706372017077919
601012.SH,2023-08-21,2023-08-22,2023-12-28,TAKE_PROFIT_DYN,5,86,992956.8086638197,876227.7883867201,-116729.02027709957,-11.755699669774852
600519.SH,2023-10-13,2023-10-16,2023-12-29,TAKE_PROFIT_DYN,5,54,851312.5247226598,867436.2820134,16123.757290740148,1.893988027016628
600009.SH,2023-08-21,2023-08-22,2024-01-16,TAKE_PROFIT_DYN,5,98,990861.1709396399,874938.0613248,-115923.1096148399,-11.699228208217027
601318.SH,2023-11-09,2023-11-10,2024-01-25,TAKE_PROFIT_DYN,3,53,591314.2717482,577632.015774,-13682.255974199972,-2.3138721028580727
000651.SZ,2023-12-20,2023-12-21,2024-01-29,TAKE_PROFIT_DYN,1,26,199290.84215039999,223414.26801407998,24123.425863679993,12.104633410839133
601138.SH,2023-10-24,2023-10-25,2024-02-06,TAKE_PROFIT_DYN,2,73,398884.06489932,442964.3460462,44080.28114688001,11.050900506142318
000858.SZ,2023-12-13,2023-12-14,2024-02-06,TAKE_PROFIT_DYN,3,37,579992.0207281199,596279.1531708001,16287.132442680188,2.808164916171326
600519.SH,2024-01-17,2024-01-18,2024-02-06,TAKE_PROFIT_DYN,1,13,157598.364924,166908.84979428,9310.484870279994,5.907729356690894
300750.SZ,2023-09-08,2023-09-11,2024-02-08,TAKE_PROFIT_DYN,5,101,932737.01158638,764799.1635517199,-167937.8480346601,-18.00484444688593
002230.SZ,2024-01-03,2024-01-04,2024-02-08,TAKE_PROFIT_DYN,2,25,394232.20973135997,408368.31602688,14136.106295520032,3.585730933845497
300418.SZ,2024-01-31,2024-02-01,2024-02-19,TAKE_PROFIT_DYN,2,6,398468.54189141997,555576.88442256,157108.34253114002,39.428041617887864
000568.SZ,2023-12-11,2023-12-12,2024-02-21,TAKE_PROFIT_DYN,5,44,976997.7213796799,987862.05081828,10864.329438600107,1.1120117479146117
300059.SZ,2023-12-27,2023-12-28,2024-02-21,TAKE_PROFIT_DYN,3,32,597915.5806423799,633194.0964756,35278.515833220095,5.900250298765934
000063.SZ,2023-07-20,2023-07-21,2024-02-22,TAKE_PROFIT_DYN,5,141,989502.4607668198,790167.4559855999,-199335.00478121988,-20.144973123840867
000628.SZ,2023-12-14,2023-12-15,2024-02-23,TAKE_PROFIT_DYN,3,43,594250.96809078,859757.8140874801,265506.8459967001,44.67924500816973
000625.SZ,2024-01-04,2024-01-05,2024-02-26,TAKE_PROFIT_DYN,3,30,599008.9568463,675004.41246744,75995.45562113996,12.686864654118965
301236.SZ,2024-01-22,2024-01-23,2024-02-26,TAKE_PROFIT_DYN,1,18,198304.60079429997,228452.38912980002,30147.788335500052,15.202767971466354
002555.SZ,2023-12-25,2023-12-26,2024-02-28,TAKE_PROFIT_DYN,4,39,796610.67293808,935790.8180543999,139180.14511631988,17.471539089853273
000661.SZ,2024-01-12,2024-01-15,2024-02-28,TAKE_PROFIT_DYN,2,26,386536.523373,407118.51859536,20581.995222360012,5.324721980411358
300033.SZ,2024-01-16,2024-01-17,2024-02-28,TAKE_PROFIT_DYN,2,24,390763.8441907199,435619.29053412,44855.44634340011,11.478914185701258
002456.SZ,2023-12-14,2023-12-15,2024-03-01,TAKE_PROFIT_DYN,5,48,998836.2089105399,1090078.90992,91242.70100946014,9.13490121758614
603259.SH,2024-01-30,2024-01-31,2024-03-04,TAKE_PROFIT_DYN,2,17,393307.04525112,458343.24319476006,65036.19794364006,16.5357317467109
002594.SZ,2023-08-14,2023-08-15,2024-03-12,TAKE_PROFIT_DYN,5,137,958622.59308816,802585.57104,-156037.02204816008,-16.277210987224258
601012.SH,2024-01-29,2024-01-30,2024-03-12,TAKE_PROFIT_DYN,3,24,597213.69720012,688398.8069851199,91185.10978499998,15.268422377533785
002475.SZ,2024-01-17,2024-01-18,2024-03-19,TAKE_PROFIT_DYN,2,37,396565.14613715996,425194.66227743996,28629.51614028,7.219372761109448
601318.SH,2024-03-22,2024-03-25,2024-04-29,TAKE_PROFIT_DYN,2,23,395158.37547186,427184.15611211996,32025.780640259967,8.104543046068015
600519.SH,2024-04-08,2024-04-09,2024-05-06,TAKE_PROFIT_DYN,3,16,494201.03787053993,519883.78780799994,25682.74993746,5.19682233937109
000977.SZ,2024-04-10,2024-04-11,2024-05-06,TAKE_PROFIT_DYN,1,14,196877.80492379997,221626.41881292,24748.613889120024,12.570545419631626
000628.SZ,2024-03-29,2024-04-01,2024-05-21,TAKE_PROFIT_DYN,3,31,592326.5458710599,460896.74305884005,-131429.80281221983,-22.18874094507154
002129.SZ,2024-01-30,2024-01-31,2024-05-22,TAKE_PROFIT_DYN,4,69,798307.8090787799,745725.7773504001,-52582.03172837978,-6.5866863796632105
601138.SH,2024-05-31,2024-06-03,2024-06-14,TAKE_PROFIT_DYN,1,8,199568.19124241994,233965.67284728002,34397.48160486008,17.235953981802986
002230.SZ,2024-04-23,2024-04-24,2024-06-18,TAKE_PROFIT_DYN,2,35,397099.8191159999,418307.79927419993,21207.980158200022,5.3407176576942215
600919.SH,2024-04-26,2024-04-29,2024-07-02,TAKE_PROFIT_DYN,2,42,398986.19344584,386121.52244952,-12864.670996319968,-3.22433989136676
000977.SZ,2024-05-28,2024-05-29,2024-07-09,TAKE_PROFIT_DYN,1,28,199673.32356972,208612.3540248,8939.030455080007,4.476827597833199
000625.SZ,2024-04-16,2024-04-17,2024-07-10,TAKE_PROFIT_DYN,3,56,596828.21200002,575453.85443568,-21374.357564339996,-3.5813249331349106
000725.SZ,2024-05-28,2024-05-29,2024-07-10,TAKE_PROFIT_DYN,2,29,399853.2848309999,417844.61556156,17991.33073056006,4.499483038676097
603019.SH,2024-03-27,2024-03-28,2024-07-17,TAKE_PROFIT_DYN,2,73,397832.74162631994,385241.0740992001,-12591.667527119862,-3.1650656694684725
000858.SZ,2024-06-11,2024-06-12,2024-07-17,TAKE_PROFIT_DYN,2,25,381700.43631719996,363136.03070976003,-18564.405607439927,-4.863606074584775
600519.SH,2024-06-11,2024-06-12,2024-07-19,TAKE_PROFIT_DYN,3,27,455072.7881699999,457446.82299228,2374.0348222801113,0.5216824393800606
300750.SZ,2024-06-07,2024-06-11,2024-07-22,TAKE_PROFIT_DYN,2,29,376473.85776,381707.3018088,5233.44404880004,1.3901215027090492
300059.SZ,2024-06-28,2024-07-01,2024-07-31,TAKE_PROFIT_DYN,2,22,399054.27914351993,414757.05689088,15702.777747360058,3.9349979609446946
601012.SH,2024-06-06,2024-06-07,2024-08-05,TAKE_PROFIT_DYN,2,40,399788.20291409997,351089.26121808,-48698.94169601996,-12.181185272863992
600519.SH,2024-07-30,2024-07-31,2024-08-30,TAKE_PROFIT_DYN,1,22,137483.04630059996,144329.64204383997,6846.595743240003,4.979956385509713
002594.SZ,2024-08-02,2024-08-05,2024-08-30,TAKE_PROFIT_DYN,2,19,368367.65469503996,391869.3927456,23501.73805056006,6.379967880191982
002475.SZ,2024-08-05,2024-08-06,2024-08-30,TAKE_PROFIT_DYN,1,18,199050.539688,216059.2300944,17008.690406400012,8.544910470004318
002466.SZ,2024-04-25,2024-04-26,2024-09-11,TAKE_PROFIT_DYN,5,94,992384.0877950998,861267.1541165999,-131116.9336784999,-13.212317215788726
300502.SZ,2024-07-25,2024-07-26,2024-09-13,TAKE_PROFIT_DYN,2,35,395026.2091175399,450190.61090784,55164.40179030009,13.964744747831642
601919.SH,2024-07-08,2024-07-09,2024-09-20,TAKE_PROFIT_DYN,5,51,995770.3499944198,1012982.77954368,17212.42954926018,1.7285541339282333
000063.SZ,2024-08-22,2024-08-23,2024-09-23,TAKE_PROFIT_DYN,1,19,199451.04379199998,206223.56388612,6772.520094120031,3.3955801711335427
601138.SH,2024-07-18,2024-07-19,2024-09-24,TAKE_PROFIT_DYN,4,45,797744.0995524,777393.96722064,-20350.1323317599,-2.550959931032771
300308.SZ,2024-07-25,2024-07-26,2024-09-24,TAKE_PROFIT_DYN,3,40,586515.2313220198,628743.93916752,42228.707845500205,7.199933708510119
601899.SH,2024-07-23,2024-07-24,2024-09-25,TAKE_PROFIT_DYN,4,43,797994.4146173999,888186.71269152,90192.29807412007,11.302372099604602
601127.SH,2024-08-28,2024-08-29,2024-09-25,TAKE_PROFIT_DYN,1,17,198097.33992047998,221593.47686784,23496.136947360035,11.860904824260553
600036.SH,2024-09-09,2024-09-10,2024-09-25,TAKE_PROFIT_DYN,1,9,199901.61090899995,225191.13656688,25289.52565788006,12.650986424212693
000858.SZ,2024-08-22,2024-08-23,2024-09-26,TAKE_PROFIT_DYN,4,22,773453.5256447999,846527.13105444,73073.60540964012,9.447704740723928
600809.SH,2024-08-28,2024-08-29,2024-09-26,TAKE_PROFIT_DYN,1,18,194644.99454399996,214625.75636304,19980.761819040054,10.265232797714383
600519.SH,2024-09-09,2024-09-10,2024-09-26,TAKE_PROFIT_DYN,3,10,396801.44355851994,448645.3342113601,51843.89065284014,13.065449104192647
600276.SH,2024-09-20,2024-09-23,2024-09-26,TAKE_PROFIT_DYN,1,3,197496.58376448,211503.25926576002,14006.675501280028,7.0921102706178285
000100.SZ,2024-05-07,2024-05-08,2024-09-27,TAKE_PROFIT_DYN,5,99,999394.9121356199,1063665.4594104,64270.547274779994,6.430946014868081
688012.SH,2024-08-23,2024-08-26,2024-09-27,TAKE_PROFIT_DYN,2,22,388789.35895799997,423705.28706352,34915.928105520026,8.980679975166685
688256.SH,2024-09-05,2024-09-06,2024-09-30,TAKE_PROFIT_DYN,2,14,380017.31782014,464571.2672964,84553.94947626,22.25002533076108
600900.SH,2024-09-11,2024-09-12,2024-09-30,TAKE_PROFIT_DYN,1,10,199691.34625439998,216123.11750304,16431.771248640027,8.228584541518643
600150.SH,2024-09-19,2024-09-20,2024-12-18,TAKE_PROFIT_DYN,3,58,593537.0695254,620087.1952968,26550.125771400053,4.47320430931633
600418.SH,2024-11-27,2024-11-28,2025-01-22,TAKE_PROFIT_DYN,1,38,197240.26113792,235337.25565152,38096.99451360002,19.31501930377224
603019.SH,2025-01-02,2025-01-03,2025-02-05,TAKE_PROFIT_DYN,2,17,389808.64190268004,417868.5733398,28059.931437119958,7.198386187683706
600030.SH,2024-12-31,2025-01-02,2025-02-07,TAKE_PROFIT_DYN,2,20,395882.28663984,395766.52467264,-115.76196719997097,-0.029241512213777625
300059.SZ,2025-01-02,2025-01-03,2025-02-07,TAKE_PROFIT_DYN,2,19,398093.06929391995,420261.35644152004,22168.287147600087,5.568619214325684
300033.SZ,2025-01-02,2025-01-03,2025-02-07,TAKE_PROFIT_DYN,2,19,365482.02262572,450342.34350336,84860.32087763998,23.218740081380986
300750.SZ,2025-01-07,2025-01-08,2025-02-14,TAKE_PROFIT_DYN,1,21,197040.00908592,214214.48116992004,17174.472084000037,8.716235937905914
000858.SZ,2025-01-06,2025-01-07,2025-02-17,TAKE_PROFIT_DYN,1,23,197048.01916799997,199418.55662519997,2370.5374572,1.2030252662316376
688256.SH,2025-01-16,2025-01-17,2025-02-21,TAKE_PROFIT_DYN,1,19,173318.15100599997,206534.01676248,33215.86575648002,19.16467811575612
600519.SH,2025-01-03,2025-01-06,2025-02-28,TAKE_PROFIT_DYN,2,33,289664.5932179999,302870.23954704,13205.646329040115,4.558943908999476
688256.SH,2025-03-25,2025-03-26,2025-04-21,TAKE_PROFIT_DYN,1,17,192947.8584033,210163.62016584,17215.76176254,8.922494348994318
002261.SZ,2025-03-24,2025-03-25,2025-04-28,TAKE_PROFIT_DYN,1,23,197688.82573440002,202970.29724928,5281.471514879988,2.6716085217561965
600989.SH,2025-03-28,2025-03-31,2025-04-29,TAKE_PROFIT_DYN,1,20,199370.94297119995,213154.3494828,13783.406511600042,6.913448021154776
000063.SZ,2025-03-03,2025-03-04,2025-05-07,TAKE_PROFIT_DYN,2,42,395609.94384911994,405910.64727576,10300.703426640073,2.6037524048102836
600050.SH,2025-03-19,2025-03-20,2025-05-07,TAKE_PROFIT_DYN,1,30,199893.60082691995,191692.17314279996,-8201.42768411999,-4.102896566069308
300846.SZ,2025-03-25,2025-03-26,2025-05-07,TAKE_PROFIT_DYN,3,26,595191.15147492,572710.6888272001,-22480.46264771989,-3.7770156011244347
300059.SZ,2025-04-01,2025-04-02,2025-05-07,TAKE_PROFIT_DYN,2,21,398868.04473515996,419460.76735200005,20592.722616840096,5.1627907747067665
002475.SZ,2025-04-02,2025-04-03,2025-05-07,TAKE_PROFIT_DYN,2,20,395480.78127557994,409965.50124288,14484.719967300072,3.6625597634810965
300308.SZ,2025-01-10,2025-01-13,2025-05-08,TAKE_PROFIT_DYN,5,73,973270.0294317,980797.5009597599,7527.471528059919,0.7734206644023827
300502.SZ,2025-02-28,2025-03-03,2025-05-08,TAKE_PROFIT_DYN,2,44,389522.28146831994,501415.33550724003,111893.05403892009,28.725713357688992
300750.SZ,2025-04-01,2025-04-02,2025-05-08,TAKE_PROFIT_DYN,3,22,548330.1687864,591206.09362848,42875.924842079985,7.81936272756536
601318.SH,2025-04-07,2025-04-08,2025-05-08,TAKE_PROFIT_DYN,1,19,199305.86105429995,213111.42513012,13805.56407582006,6.926822925723594
600036.SH,2025-04-07,2025-04-08,2025-05-08,TAKE_PROFIT_DYN,1,19,195990.68833344002,206899.37288064,10908.684547199984,5.565919809741665
002594.SZ,2025-04-08,2025-04-09,2025-05-13,TAKE_PROFIT_DYN,1,21,192121.8186888,225203.11545600003,33081.29676720002,17.218917139643203
601658.SH,2025-03-28,2025-03-31,2025-05-14,TAKE_PROFIT_DYN,3,28,599250.2605689599,621644.4508824,22394.190313440165,3.737034722718007
600309.SH,2025-04-15,2025-04-16,2025-05-15,TAKE_PROFIT_DYN,1,18,197193.20190569997,202817.56641300002,5624.364507300052,2.8522101436284233
601899.SH,2025-04-07,2025-04-08,2025-05-21,TAKE_PROFIT_DYN,1,28,199162.68083711996,236511.18678528004,37348.50594816008,18.75276321406046
603259.SH,2025-04-08,2025-04-09,2025-05-23,TAKE_PROFIT_DYN,1,29,199451.04379199998,254032.30860480003,54581.264812800044,27.365745385479556
688981.SH,2025-04-01,2025-04-02,2025-06-23,TAKE_PROFIT_DYN,4,53,783998.79870312,781358.97951936,-2639.8191837599734,-0.3367121465143475
688256.SH,2025-05-27,2025-05-28,2025-06-26,TAKE_PROFIT_DYN,1,20,185213.12289479998,189754.58782764,4541.464932840026,2.4520211429184493
000858.SZ,2025-06-13,2025-06-16,2025-07-09,TAKE_PROFIT_DYN,2,17,378908.92271231994,390064.57345151994,11155.650739200006,2.9441509741563254
600519.SH,2025-06-13,2025-06-16,2025-07-10,TAKE_PROFIT_DYN,1,18,140296.5876312,142500.86497152,2204.277340319997,1.571155348492451
300308.SZ,2025-10-14,2025-10-15,2025-10-24,TAKE_PROFIT_DYN,1,7,172717.39484999998,237162.03976080002,64444.64491080004,37.312191378736536
002460.SZ,2025-11-24,2025-11-25,2025-12-22,TAKE_PROFIT_DYN,1,19,195011.45579916,213760.28162412,18748.82582495999,9.614217661278927
601138.SH,2025-11-24,2025-11-25,2025-12-25,TAKE_PROFIT_DYN,1,22,197508.59888759998,235659.687417,38151.08852940003,19.316165850131622
300502.SZ,2026-01-12,2026-01-13,2026-02-02,TAKE_PROFIT_DYN,1,14,192872.76388379998,228217.8025512,35345.03866740002,18.325572753597463
300750.SZ,2025-11-21,2025-11-24,2026-02-06,TAKE_PROFIT_DYN,4,52,721818.5340366,734665.2697296,12846.735693000024,1.7797735978262685
300274.SZ,2025-12-16,2025-12-17,2026-03-11,TAKE_PROFIT_DYN,3,52,590278.96863936,590035.157217,-243.81142236001324,-0.04130443998742119
300308.SZ,2026-02-06,2026-02-09,2026-03-18,TAKE_PROFIT_DYN,1,21,168512.10175799998,174304.81558511997,5792.713827119995,3.437565472561077
002475.SZ,2026-01-08,2026-01-09,2026-04-08,TAKE_PROFIT_DYN,5,56,983976.5053918799,999135.18372096,15158.67832908011,1.540552873571203
601138.SH,2026-01-29,2026-01-30,2026-04-08,TAKE_PROFIT_DYN,5,41,990499.7159857799,1028370.66085908,37870.94487330015,3.823418044659373
688256.SH,2026-02-03,2026-02-04,2026-04-08,TAKE_PROFIT_DYN,3,38,411773.2882262999,462824.34596639994,51051.05774010002,12.397855616133041
601899.SH,2026-03-16,2026-03-17,2026-04-15,TAKE_PROFIT_DYN,3,20,595225.1943237599,649505.350494,54280.15617024014,9.119263883295172
603986.SH,2026-03-31,2026-04-01,2026-04-21,TAKE_PROFIT_DYN,1,13,175220.54549999998,209819.22710363998,34598.68160364,19.7457903723054
300059.SZ,2026-03-20,2026-03-23,2026-05-11,TAKE_PROFIT_DYN,2,31,399045.2678011799,432661.50316224,33616.23536106013,8.424165896338625
300274.SZ,2026-04-01,2026-04-02,2026-05-11,TAKE_PROFIT_DYN,2,23,395257.50023759995,446945.33019708,51687.829959480034,13.077001683310016
300274.SZ,2026-07-01,2026-07-02,2026-08-11,TAKE_PROFIT_DYN,2,28,378756.73115279997,347098.2946596,-31658.43649319996,-8.358514552822074
600487.SH,2026-07-06,2026-07-07,2026-08-18,TAKE_PROFIT_DYN,2,30,390521.53920779994,321369.63731136004,-69151.9018964399,-17.707576907721744
688525.SH,2026-07-15,2026-07-16,2026-08-25,FINAL_SETTLE,2,28,366661.50721199997,295644.97292616,-71016.53428584,-19.368418251981645
688008.SH,2026-07-16,2026-07-17,2026-08-25,FINAL_SETTLE,2,27,382760.77093253995,368748.14026247995,-14012.630670059996,-3.6609369962131426
688256.SH,2026-07-16,2026-07-17,2026-08-25,FINAL_SETTLE,3,27,435297.8980349999,403480.92926592,-31816.96876907989,-7.309240157764709
300308.SZ,2026-07-17,2026-07-20,2026-08-25,FINAL_SETTLE,3,26,478445.2064191799,422255.84148,-56189.36493917991,-11.744158826402947
600584.SH,2026-07-20,2026-07-21,2026-08-25,FINAL_SETTLE,1,25,199671.3210492,192191.2935228,-7480.027526399994,-3.746170199653699
300502.SZ,2026-07-28,2026-07-29,2026-08-25,FINAL_SETTLE,2,19,330471.95637456,320131.81876896,-10340.1376056,-3.1289001702402826
002384.SZ,2026-07-29,2026-07-30,2026-08-25,FINAL_SETTLE,1,18,196101.82822229998,209554.69330224,13452.865079940006,6.860142611567042
002475.SZ,2026-08-03,2026-08-04,2026-08-25,FINAL_SETTLE,1,15,200051.799948,202624.90594632,2573.1059983200103,1.2862198685484683
600276.SH,2026-08-20,2026-08-21,2026-08-25,FINAL_SETTLE,2,2,394813.94194242,385188.16733892006,-9625.774603499915,-2.438053366642191
