exit_mode,label,n,mean,median,win_rate,p10,p25,p75,p90,mean_hold,median_hold,mean_pnl,profit_factor,expected_ret
STRICT_C_dynamic_touch,,299,5.001824654120057,5.23244617556544,75.91973244147158,-6.738710068035835,0.6475515518912216,10.3495643269165,17.283071003413042,34.53511705685619,28.0,9825.504707328024,1.6026376147382142,5.001824654120057
STRICT_A_prev_bb_upper,,307,4.569125450354317,4.752585435600078,75.8957654723127,-6.461574876722078,0.29945673851487975,10.24002783313582,16.169881154411648,31.570032573289904,26.0,9332.969204007142,1.6682160427135146,4.569125450354317
STRICT_B_close_confirm_next,,284,6.075203788048166,5.809426859082573,73.23943661971832,-9.86341024835089,-0.31184409774656996,12.557866741537385,20.88153842820839,46.61971830985915,36.0,12250.048735566823,1.5631763591759347,6.075203788048166
