year,label,n,mean,median,win_rate,p10,p25,p75,p90,mean_hold,median_hold,mean_pnl,profit_factor,expected_ret
2020,,8977,4.359252372716034,4.6257916936055885,76.04990531357915,-5.695348661118475,0.25904660172939625,9.362709061711874,14.671564353372823,32.53403141361257,26.0,6956.110917462802,1.5112835228000205,4.359252372716034
2021,,10535,5.804461727111979,5.699074034399819,81.6421452301851,-3.264035956962158,1.5151893430409467,10.501189766333804,16.149901072662672,28.095206454674894,23.0,14293.872129962056,2.501792674035087,5.804461727111979
2022,,15547,5.814147218036692,6.1719873290378136,80.52357367980962,-5.080450903675771,1.420460477865451,11.257595374982614,16.92338157344481,30.934778413841897,25.0,14666.582119081027,2.0697581909109957,5.814147218036692
2023,,15522,3.1103483877772753,4.62496024033182,74.61023064038139,-8.114255422206156,-0.14212331532772712,8.415265852980362,12.528232599517223,36.51720139157325,26.0,2133.3074343028297,1.1002748300464942,3.1103483877772753
2024,,13605,5.904027230337354,5.723371153478775,74.34031606027196,-6.417529028909271,-0.17261575447671867,11.833360965540514,19.114497130250555,33.13274531422271,26.0,17213.723158324254,2.1600513125402525,5.904027230337354
2025,,14745,8.15296268892139,6.841004150139583,88.68769074262461,-0.3462940272641933,2.8434909416012157,12.083328200206154,19.03321045076548,24.0264496439471,21.0,21765.199951244864,8.824159858598424,8.15296268892139
2026,,10257,2.7420326128691075,3.1546422984969134,63.1861167982841,-12.376613496109846,-3.8328546832238097,10.064271499331104,16.810981237152475,32.52383737935069,27.0,-3947.7210652586887,0.83726085091985,2.7420326128691075
