year,label,n,mean,median,win_rate,p10,p25,p75,p90,mean_hold,median_hold,mean_pnl,profit_factor,expected_ret
2020,,33,6.710317477794578,5.218510332201447,87.87878787878788,-0.7497709511847026,3.2396956676295363,10.365131138225253,16.323859591837074,25.09090909090909,25.0,20035.687293578223,6.130100717513943,6.710317477794578
2021,,58,4.515692118563894,5.403603499759667,75.86206896551724,-15.301729297863721,1.2951994401322844,10.77910165470038,20.767715169272375,39.08620689655172,29.5,-1118.3635788640622,0.9582652125613854,4.515692118563894
2022,,59,4.745674535365533,4.74708231806275,71.1864406779661,-6.307203502500666,-1.4816619677631382,11.444579512590613,15.430769837804757,36.23728813559322,34.0,10800.5593905428,1.5960432447901678,4.745674535365533
2023,,45,2.127289003519465,3.6254689430868456,68.88888888888889,-14.468606460244494,-2.3138721028580727,7.706372017077919,10.500403216161608,49.28888888888889,43.0,-2769.5932048679238,0.906865589473353,2.127289003519465
2024,,50,6.597232594177993,6.7615281427429546,80.0,-3.7095530472798965,2.1453106432295606,12.393135270788857,16.60575397022011,29.24,24.0,21069.902768626856,3.342720919132512,6.597232594177993
2025,,34,8.412792348167168,5.364355292224216,88.23529411764706,0.20311309132952016,2.489953958391408,9.441286833207775,22.047967812006174,26.794117647058822,21.0,21802.39221477709,23.084606899817015,8.412792348167168
2026,,20,1.0287789823222222,1.4133863710598358,55.00000000000001,-12.340500634534825,-4.636937689181451,8.597940393077762,13.601858790338769,25.1,25.5,1706.776541019052,1.1132972535266132,1.0287789823222222
