episode_id,ts_code,name,industry,delisted,signal_date,entry_date,exit_date,exit_type,levels_used,hold_days,total_cost,proceeds,pnl,return_pct,signal_z,oversold_bin,signal_amount,amount_pct,signal_year,amount_quintile
153,300750.SZ,宁德时代,电气设备,False,2020-02-28 00:00:00,2020-03-02 00:00:00,2020-04-15 00:00:00,TAKE_PROFIT_DYN,3,31,575698.61673324,569829.9884112001,-5868.628322039847,-1.0193924653390611,-2.2652520165161816,B2,7090643.685,0.9986634589681903,2020,Q5
254,601318.SH,中国平安,保险,False,2020-02-28 00:00:00,2020-03-02 00:00:00,2020-04-17 00:00:00,TAKE_PROFIT_DYN,4,33,778492.8685333799,768019.31681508,-10473.55171829986,-1.3453625770562572,-2.208740516236294,B2,7697148.541,0.9991980753809142,2020,Q5
32,000725.SZ,京东方A,元器件,False,2020-03-16 00:00:00,2020-03-17 00:00:00,2020-05-11 00:00:00,TAKE_PROFIT_DYN,2,35,399666.04916237993,418098.48629669996,18432.437134320033,4.611959703094805,-2.372881582334812,B2,5763378.683,0.9989290495314592,2020,Q5
173,600030.SH,中信证券,证券,False,2020-03-16 00:00:00,2020-03-17 00:00:00,2020-04-14 00:00:00,TAKE_PROFIT_DYN,2,19,396941.61999492,401765.4618705,4823.841875580023,1.2152522266729697,-2.4627295905618594,B2,4797882.534,0.9981258366800535,2020,Q5
2,000063.SZ,中兴通讯,通信设备,False,2020-03-17 00:00:00,2020-03-18 00:00:00,2020-05-07 00:00:00,TAKE_PROFIT_DYN,1,32,197178.1830018,203566.15605401996,6387.973052219953,3.2396956676295363,-2.2400806222682257,B2,13032991.157,1.0,2020,Q5
35,000858.SZ,五粮液,白酒,False,2020-03-17 00:00:00,2020-03-18 00:00:00,2020-04-28 00:00:00,TAKE_PROFIT_DYN,2,28,391140.31804847997,496072.96350696,104932.64545848005,26.82736619482785,-2.574405256804774,B3,3975112.228,0.9978580990629183,2020,Q5
86,002475.SZ,立讯精密,元器件,False,2020-03-17 00:00:00,2020-03-18 00:00:00,2020-04-28 00:00:00,TAKE_PROFIT_DYN,1,28,198369.68271119997,227971.90501488,29602.222303680028,14.92275528149982,-2.2346783151756138,B2,4801212.352,0.998661311914324,2020,Q5
0,000002.SZ,万科A,全国地产,False,2020-03-18 00:00:00,2020-03-19 00:00:00,2020-06-02 00:00:00,TAKE_PROFIT_DYN,2,49,397292.06108591997,415890.48488832,18598.423802400008,4.681297620587952,-2.5910246426670045,B3,5201139.414,0.9989290495314592,2020,Q5
209,600519.SH,贵州茅台,白酒,False,2020-03-18 00:00:00,2020-03-19 00:00:00,2020-06-01 00:00:00,TAKE_PROFIT_DYN,1,48,199048.53716747998,277769.17130148003,78720.63413400005,39.54846152311298,-2.2495234195971734,B2,7582762.547,0.9997322623828648,2020,Q5
20,000651.SZ,格力电器,家用电器,False,2020-03-19 00:00:00,2020-03-20 00:00:00,2020-04-13 00:00:00,TAKE_PROFIT_DYN,2,15,393537.33511091996,428031.00054,34493.66542908002,8.76502998612771,-2.39119656834126,B2,5488904.317,0.9986627440492111,2020,Q5
183,600036.SH,招商银行,银行,False,2020-03-19 00:00:00,2020-03-20 00:00:00,2020-04-27 00:00:00,TAKE_PROFIT_DYN,1,25,199911.62351160002,221269.07923020003,21357.455718600017,10.683448687695108,-2.6621574492550186,B3,4591894.342,0.9981278416688955,2020,Q5
96,002506.SZ,协鑫集成,电气设备,False,2020-03-26 00:00:00,2020-03-27 00:00:00,2020-05-21 00:00:00,TAKE_PROFIT_DYN,3,35,599592.69157788,560475.1663574401,-39117.525220439886,-6.524016348081019,-2.7087598648143127,B3,4598327.82,0.9997329773030708,2020,Q5
108,002714.SZ,牧原股份,农业综合,False,2020-05-11 00:00:00,2020-05-12 00:00:00,2020-06-18 00:00:00,TAKE_PROFIT_DYN,1,27,196597.45205099997,123175.14951204,-73422.30253895996,-37.346517858183255,-2.0892583220988845,B2,3821323.522,0.9986716259298618,2020,Q5
3,000063.SZ,中兴通讯,通信设备,False,2020-05-25 00:00:00,2020-05-26 00:00:00,2020-06-18 00:00:00,TAKE_PROFIT_DYN,1,17,197992.20759317998,214535.32346646,16543.11587328001,8.355437860095789,-2.0701325689567986,B2,3227462.521,0.9994700582935877,2020,Q5
69,002415.SZ,海康威视,IT设备,False,2020-05-25 00:00:00,2020-05-26 00:00:00,2020-06-18 00:00:00,TAKE_PROFIT_DYN,1,17,199121.62916645998,213368.96393352002,14247.334767060034,7.15509150196319,-2.5313774469749277,B3,2391961.088,0.9984101748807631,2020,Q5
227,600703.SH,三安光电,半导体,False,2020-06-15 00:00:00,2020-06-16 00:00:00,2020-07-06 00:00:00,TAKE_PROFIT_DYN,1,12,198348.65624573999,229161.21259680003,30812.556351060048,15.534542524394753,-2.186694753362143,B2,2856717.241,0.9976228209191759,2020,Q5
72,002456.SZ,欧菲光,元器件,False,2020-09-01 00:00:00,2020-09-02 00:00:00,2020-10-28 00:00:00,TAKE_PROFIT_DYN,4,34,796670.74855368,799289.52564474,2618.77709105995,0.3287151054327302,-2.5172495406171658,B3,6600305.406,0.9997442455242966,2020,Q5
174,600030.SH,中信证券,证券,False,2020-09-07 00:00:00,2020-09-08 00:00:00,2020-10-12 00:00:00,TAKE_PROFIT_DYN,1,18,197919.11559419995,204532.96733496,6613.851740760059,3.3416942678344705,-2.091525689169281,B2,4681671.186,0.9979565772669221,2020,Q5
229,600745.SH,*ST闻泰,半导体,False,2020-09-08 00:00:00,2020-09-09 00:00:00,2020-12-07 00:00:00,TAKE_PROFIT_DYN,4,57,784651.6203926399,795769.4944794601,11117.874086820171,1.4169185149017833,-3.441841282450187,B4,3679032.228,0.9982138300586885,2020,Q5
118,300059.SZ,东方财富,证券,False,2020-09-09 00:00:00,2020-09-10 00:00:00,2020-10-12 00:00:00,TAKE_PROFIT_DYN,1,16,198772.18933571997,206827.77223296004,8055.582897240063,4.052671012057143,-2.3519054883955297,B2,7171461.032,1.0,2020,Q5
