episode_id,ts_code,name,industry,delisted,signal_date,entry_date,exit_date,exit_type,levels_used,hold_days,total_cost,proceeds,pnl,return_pct,signal_z,oversold_bin,signal_amount,amount_pct,signal_year,amount_quintile
4,000063.SZ,中兴通讯,通信设备,False,2020-09-10 00:00:00,2020-09-11 00:00:00,2020-10-13 00:00:00,TAKE_PROFIT_DYN,1,16,198189.4558644,214374.68712360002,16185.231259200023,8.16654508112372,-2.924201481492055,B3,3291995.117,0.9982142857142857,2020,Q5
28,000661.SZ,长春高新,生物制药,False,2020-09-16 00:00:00,2020-09-17 00:00:00,2020-12-01 00:00:00,TAKE_PROFIT_DYN,2,47,373024.51616430003,411688.99644246,38664.48027815996,10.365131138225253,-2.176078804118064,B2,5486852.938,1.0,2020,Q5
199,600276.SH,恒瑞医药,化学制药,False,2020-09-17 00:00:00,2020-09-18 00:00:00,2020-10-12 00:00:00,TAKE_PROFIT_DYN,1,10,198970.4388672,214816.68650178,15846.24763458001,7.964121567403469,-2.745594148884112,B3,3676808.557,0.9982215447154471,2020,Q5
21,000651.SZ,格力电器,家用电器,False,2020-09-28 00:00:00,2020-09-29 00:00:00,2020-10-14 00:00:00,TAKE_PROFIT_DYN,1,5,197829.0021708,212047.95450527998,14218.952334479982,7.18749636223901,-2.6281798743912366,B3,2470966.629,0.9974772956609486,2020,Q5
184,600036.SH,招商银行,银行,False,2020-09-30 00:00:00,2020-10-09 00:00:00,2020-10-16 00:00:00,TAKE_PROFIT_DYN,1,5,196807.71670559997,212925.96681408,16118.250108480017,8.189846606772502,-2.0225450755100205,B2,2365489.193,0.9977347092876919,2020,Q5
132,300136.SZ,信维通信,元器件,False,2020-10-12 00:00:00,2020-10-13 00:00:00,2020-11-09 00:00:00,TAKE_PROFIT_DYN,2,19,396198.684882,411065.40815496,14866.723272960051,3.7523403888601528,-2.706972969822917,B3,4845001.52,0.9982389937106918,2020,Q5
175,600030.SH,中信证券,证券,False,2020-10-26 00:00:00,2020-10-27 00:00:00,2020-11-23 00:00:00,TAKE_PROFIT_DYN,2,19,395587.9161234,416231.71239924,20643.796275840024,5.218510332201447,-2.597835819731871,B3,4045035.949,0.9984977466199298,2020,Q5
130,300122.SZ,智飞生物,生物制药,False,2020-11-11 00:00:00,2020-11-12 00:00:00,2020-12-21 00:00:00,TAKE_PROFIT_DYN,2,27,381826.59510995995,464278.94051580003,82452.34540584008,21.594186068179752,-2.3824586566570485,B2,4128913.159,0.9972609561752988,2020,Q5
236,601012.SH,隆基绿能,电气设备,False,2020-11-13 00:00:00,2020-11-16 00:00:00,2020-12-09 00:00:00,TAKE_PROFIT_DYN,2,17,388590.10816626,433553.49841410003,44963.39024784003,11.570904483395198,-2.24941860372146,B2,9493407.77,0.9997509960159362,2020,Q5
58,002241.SZ,歌尔股份,元器件,False,2020-11-16 00:00:00,2020-11-17 00:00:00,2020-12-25 00:00:00,TAKE_PROFIT_DYN,1,28,199252.79426051996,204760.45234224002,5507.658081720059,2.7641560070263713,-2.250281461710314,B2,5384338.859,0.9990042320139407,2020,Q5
87,002475.SZ,立讯精密,元器件,False,2020-11-16 00:00:00,2020-11-17 00:00:00,2020-12-23 00:00:00,TAKE_PROFIT_DYN,3,26,596102.2983115199,625448.0772086399,29345.778897120035,4.922943424348968,-2.82957323258123,B3,8068832.555,0.9997510580034852,2020,Q5
22,000651.SZ,格力电器,家用电器,False,2020-12-09 00:00:00,2020-12-10 00:00:00,2021-01-05 00:00:00,TAKE_PROFIT_DYN,2,17,391023.17059805995,409706.48455884005,18683.3139607801,4.778058019478602,-3.0607551243297686,B4,4629525.433,0.9985133795837463,2020,Q5
296,688981.SH,中芯国际,半导体,False,2020-12-16 00:00:00,2020-12-17 00:00:00,2021-01-11 00:00:00,TAKE_PROFIT_DYN,2,16,394675.76802653994,459880.89704172005,65205.12901518011,16.521188858697652,-3.1183778197839462,B4,4156901.711,0.9985185185185185,2020,Q5
88,002475.SZ,立讯精密,元器件,False,2021-01-28 00:00:00,2021-01-29 00:00:00,2021-04-19 00:00:00,TAKE_PROFIT_DYN,4,50,789994.34514,649409.8313088,-140584.51383119996,-17.795635461958412,-2.2356781929601106,B2,6301783.109,0.9978080857282027,2021,Q5
255,601318.SH,中国平安,保险,False,2021-01-28 00:00:00,2021-01-29 00:00:00,2021-02-25 00:00:00,TAKE_PROFIT_DYN,3,14,588100.2263135999,643527.14883984,55426.922526240116,9.42474089385644,-2.450112491824141,B2,8642469.57,0.9992693619094009,2021,Q5
59,002241.SZ,歌尔股份,元器件,False,2021-01-29 00:00:00,2021-02-01 00:00:00,2021-04-13 00:00:00,TAKE_PROFIT_DYN,3,45,595738.8408371399,581554.44595746,-14184.394879679894,-2.3809753380773024,-2.3509406416373304,B2,8207471.605,0.9982960077896786,2021,Q5
154,300750.SZ,宁德时代,电气设备,False,2021-01-29 00:00:00,2021-02-01 00:00:00,2021-04-14 00:00:00,TAKE_PROFIT_DYN,2,46,370766.67427799996,380695.16194182,9928.487663820037,2.6778263400166544,-2.2495452443269275,B2,9896345.998,0.9990262901655307,2021,Q5
171,600009.SH,上海机场,机场,False,2021-02-03 00:00:00,2021-02-04 00:00:00,2021-06-03 00:00:00,TAKE_PROFIT_DYN,5,76,989362.2843304198,978128.6600521802,-11233.624278239673,-1.1354409255495685,-2.939680582994158,B3,11307794.338,1.0,2021,Q5
9,000333.SZ,美的集团,家用电器,False,2021-02-22 00:00:00,2021-02-23 00:00:00,2021-04-02 00:00:00,TAKE_PROFIT_DYN,2,28,389600.3797686,393983.0800425,4382.700273900002,1.124921971714471,-2.2912415711642224,B2,8324148.676,0.9980629539951574,2021,Q5
119,300059.SZ,东方财富,证券,False,2021-02-22 00:00:00,2021-02-23 00:00:00,2021-04-02 00:00:00,TAKE_PROFIT_DYN,2,28,396753.38306604,358045.43759856,-38707.94546747999,-9.75617275607125,-2.0219049564810274,B2,15597925.379,0.9997578692493947,2021,Q5
98,002594.SZ,比亚迪,汽车整车,False,2021-02-24 00:00:00,2021-02-25 00:00:00,2021-06-08 00:00:00,TAKE_PROFIT_DYN,4,69,751573.9864432798,873030.5866888202,121456.60024554038,16.160298578230066,-2.819329727434234,B3,14532205.192,0.9997580450036293,2021,Q5
176,600030.SH,中信证券,证券,False,2021-03-01 00:00:00,2021-03-02 00:00:00,2021-04-06 00:00:00,TAKE_PROFIT_DYN,3,24,595980.1445597999,585419.6955987,-10560.448961099959,-1.7719464410848904,-2.960009694874566,B3,7174752.28,0.9987911025145068,2021,Q5
237,601012.SH,隆基绿能,电气设备,False,2021-03-04 00:00:00,2021-03-05 00:00:00,2021-04-06 00:00:00,TAKE_PROFIT_DYN,2,21,391618.92045275995,402643.4741793,11024.553726540064,2.8151228530517156,-2.0261193065274186,B2,11368577.224,0.999758337361044,2021,Q5
207,600438.SH,通威股份,电气设备,False,2021-03-05 00:00:00,2021-03-08 00:00:00,2021-04-20 00:00:00,TAKE_PROFIT_DYN,2,30,396349.87518125994,388097.40434976004,-8252.4708314999,-2.082117681436346,-2.249113326369075,B2,5985612.268,0.9978255617298865,2021,Q5
36,000858.SZ,五粮液,白酒,False,2021-03-08 00:00:00,2021-03-09 00:00:00,2021-04-02 00:00:00,TAKE_PROFIT_DYN,1,18,193843.98633599997,225313.92229824,31469.935962240037,16.23467230378328,-2.1317933733442196,B2,9779570.334,0.9992755373098285,2021,Q5
181,600031.SH,三一重工,工程机械,False,2021-03-09 00:00:00,2021-03-10 00:00:00,2021-06-01 00:00:00,TAKE_PROFIT_DYN,4,55,794684.24819784,810798.4710788401,16114.22288100014,2.027751640672817,-2.412660974838304,B2,7821319.792,0.9983099951714147,2021,Q5
256,601318.SH,中国平安,保险,False,2021-03-18 00:00:00,2021-03-19 00:00:00,2021-10-21 00:00:00,TAKE_PROFIT_DYN,5,142,985328.2067428799,708292.52950896,-277035.67723391997,-28.116081051784203,-2.1577155558113232,B2,6548492.031,0.9995180722891567,2021,Q5
112,300014.SZ,亿纬锂能,电气设备,False,2021-03-23 00:00:00,2021-03-24 00:00:00,2021-04-20 00:00:00,TAKE_PROFIT_DYN,1,18,196577.4268458,236568.44371104002,39991.01686524003,20.343646524893185,-2.220430573446353,B2,6989107.707,0.9997596731554914,2021,Q5
266,601899.SH,紫金矿业,铜,False,2021-03-24 00:00:00,2021-03-25 00:00:00,2021-04-20 00:00:00,TAKE_PROFIT_DYN,1,17,199646.28954269996,226944.23151707998,27297.941974380024,13.67315267261283,-2.2302984036017013,B2,5474910.242,0.9992791926958193,2021,Q5
66,002352.SZ,顺丰控股,仓储物流,False,2021-04-12 00:00:00,2021-04-13 00:00:00,2021-05-18 00:00:00,TAKE_PROFIT_DYN,2,22,392624.1857537999,399715.10358119995,7090.91782740003,1.806031845385725,-2.755350208203333,B3,11114679.797,1.0,2021,Q5
200,600276.SH,恒瑞医药,化学制药,False,2021-04-15 00:00:00,2021-04-16 00:00:00,2021-05-17 00:00:00,TAKE_PROFIT_DYN,1,18,197889.07778639995,203778.67494240004,5889.597156000091,2.9762113310555116,-2.540169308738932,B3,4973531.36,0.9985704074338814,2021,Q5
252,601166.SH,兴业银行,银行,False,2021-04-15 00:00:00,2021-04-16 00:00:00,2021-05-12 00:00:00,TAKE_PROFIT_DYN,1,15,199275.8232465,219523.0320252,20247.208778700005,10.16039399503804,-2.919576919145883,B3,6202455.8,0.9990469382892543,2021,Q5
210,600519.SH,贵州茅台,白酒,False,2021-05-06 00:00:00,2021-05-07 00:00:00,2021-05-25 00:00:00,TAKE_PROFIT_DYN,2,12,384584.0658659999,431924.18693652004,47340.12107052014,12.309433820124724,-2.2826506444888053,B2,10584968.907,1.0,2021,Q5
29,000661.SZ,长春高新,生物制药,False,2021-05-24 00:00:00,2021-05-25 00:00:00,2021-07-19 00:00:00,TAKE_PROFIT_DYN,3,38,515953.41701904,534234.57121944,18281.154200399993,3.543179209088439,-2.676014932600199,B3,7737609.508,0.9995293010120028,2021,Q5
109,002714.SZ,牧原股份,农业综合,False,2021-05-24 00:00:00,2021-05-25 00:00:00,2021-09-27 00:00:00,TAKE_PROFIT_DYN,5,86,987765.2742157198,802902.3467472,-184862.92746851977,-18.715268930191936,-2.260371253915536,B2,5360893.295,0.9981172040480113,2021,Q5
23,000651.SZ,格力电器,家用电器,False,2021-05-25 00:00:00,2021-05-26 00:00:00,2021-10-22 00:00:00,TAKE_PROFIT_DYN,5,99,990438.6391099199,801945.51287886,-188493.1262310599,-19.03127753582529,-2.156341749140158,B2,6239121.391,0.9983548766157462,2021,Q5
65,002340.SZ,格林美,小金属,False,2021-06-07 00:00:00,2021-06-08 00:00:00,2021-07-06 00:00:00,TAKE_PROFIT_DYN,3,19,597938.6096283599,629574.73506,31636.125431640074,5.290865136021748,-2.207365956734667,B2,5953320.023,0.9992980814225549,2021,Q5
182,600031.SH,三一重工,工程机械,False,2021-06-11 00:00:00,2021-06-15 00:00:00,2021-08-03 00:00:00,TAKE_PROFIT_DYN,3,35,596542.8528259199,622989.642744,26446.78991808009,4.433342850860986,-2.314560682369074,B2,6809871.535,0.998133457769482,2021,Q5
10,000333.SZ,美的集团,家用电器,False,2021-07-05 00:00:00,2021-07-06 00:00:00,2021-10-22 00:00:00,TAKE_PROFIT_DYN,3,71,588664.93710024,654448.4246718,65783.48757155996,11.175030722164129,-2.5086381199644205,B3,5309270.148,0.9979166666666667,2021,Q5
37,000858.SZ,五粮液,白酒,False,2021-07-08 00:00:00,2021-07-09 00:00:00,2021-09-27 00:00:00,TAKE_PROFIT_DYN,5,54,963363.5604192598,889817.58338832,-73545.97703093977,-7.6342909419297795,-2.502112564152864,B3,12010041.26,0.9997692130163859,2021,Q5
185,600036.SH,招商银行,银行,False,2021-07-08 00:00:00,2021-07-09 00:00:00,2021-08-18 00:00:00,TAKE_PROFIT_DYN,2,28,395996.43030948,430591.20461316,34594.774303679995,8.736132867824947,-2.8433280271354344,B3,7890344.986,0.9981537041310871,2021,Q5
168,300782.SZ,卓胜微,半导体,False,2021-07-13 00:00:00,2021-07-14 00:00:00,2021-08-24 00:00:00,TAKE_PROFIT_DYN,2,29,331649.43844031997,347237.90427024005,15588.465829920082,4.700284102162052,-2.9218259013061916,B3,6646539.12,0.9976937269372693,2021,Q5
99,002594.SZ,比亚迪,汽车整车,False,2021-07-16 00:00:00,2021-07-19 00:00:00,2021-08-02 00:00:00,TAKE_PROFIT_DYN,1,10,198249.53147999998,249356.49344046,51106.96196046003,25.77910857036041,-2.3980685538974367,B2,12801309.443,1.0,2021,Q5
60,002241.SZ,歌尔股份,元器件,False,2021-07-22 00:00:00,2021-07-23 00:00:00,2021-08-05 00:00:00,TAKE_PROFIT_DYN,1,9,199723.38658271998,220241.40573240002,20518.01914968004,10.273218124699701,-2.0137711478154294,B2,10210335.275,0.9997698504027618,2021,Q5
272,601919.SH,中远海控,水运,False,2021-07-23 00:00:00,2021-07-26 00:00:00,2021-08-30 00:00:00,TAKE_PROFIT_DYN,2,25,398609.71958807996,486064.6209279,87454.90133982006,21.9399821535198,-2.4450693889294546,B2,9893115.302,0.9995399125833908,2021,Q5
211,600519.SH,贵州茅台,白酒,False,2021-07-26 00:00:00,2021-07-27 00:00:00,2021-09-24 00:00:00,TAKE_PROFIT_DYN,3,41,501118.7450068799,511598.81525382004,10480.07024694013,2.091334708861519,-2.8859792016470722,B3,17894360.803,1.0,2021,Q5
155,300750.SZ,宁德时代,电气设备,False,2021-07-27 00:00:00,2021-07-28 00:00:00,2021-09-14 00:00:00,TAKE_PROFIT_DYN,2,34,392894.5260239999,426785.8194475201,33891.29342352017,8.626053858905106,-2.2761720689768574,B2,9419312.665,0.9981617647058824,2021,Q5
75,002460.SZ,赣锋锂业,小金属,False,2021-08-16 00:00:00,2021-08-17 00:00:00,2021-08-30 00:00:00,TAKE_PROFIT_DYN,1,9,195726.3556248,242750.44855799997,47024.09293319998,24.025427124052413,-2.093480895172659,B2,6547494.12,0.9986335686631747,2021,Q5
165,300760.SZ,迈瑞医疗,医疗保健,False,2021-08-20 00:00:00,2021-08-23 00:00:00,2021-09-17 00:00:00,TAKE_PROFIT_DYN,1,19,199828.51891001998,250271.42217588,50442.90326586002,25.243095200327115,-3.0022287554993152,B4,10740845.528,0.9988633780404638,2021,Q5
80,002466.SZ,天齐锂业,小金属,False,2021-09-22 00:00:00,2021-09-23 00:00:00,2021-11-09 00:00:00,TAKE_PROFIT_DYN,2,28,389382.10503192,409927.98311856005,20545.878086640034,5.276533723848393,-2.047587982881041,B2,6017134.718,0.9995480225988701,2021,Q5
273,601919.SH,中远海控,水运,False,2021-09-28 00:00:00,2021-09-29 00:00:00,2021-11-30 00:00:00,TAKE_PROFIT_DYN,2,39,397750.6382849999,409833.19769886,12082.559413860145,3.0377221934720415,-2.409838766469019,B2,6043676.031,0.9988708220415538,2021,Q5
100,002594.SZ,比亚迪,汽车整车,False,2021-09-29 00:00:00,2021-09-30 00:00:00,2021-10-15 00:00:00,TAKE_PROFIT_DYN,1,6,190800.15514559997,223406.24100911996,32606.085863519984,17.089129638620165,-2.0952438849633,B2,5859195.956,0.9981953530340627,2021,Q5
196,600111.SH,北方稀土,小金属,False,2021-09-29 00:00:00,2021-09-30 00:00:00,2021-10-25 00:00:00,TAKE_PROFIT_DYN,1,12,196529.36635332,240311.96891856001,43782.60256524003,22.277893313169177,-2.1412406689397274,B2,6283256.084,0.998646514775547,2021,Q5
195,600089.SH,特变电工,电气设备,False,2021-10-08 00:00:00,2021-10-11 00:00:00,2021-10-27 00:00:00,TAKE_PROFIT_DYN,1,12,199176.69848075998,242511.98839686,43335.28991610001,21.757208672823793,-2.1086242900766785,B2,5256385.871,0.9977462249267524,2021,Q5
24,000651.SZ,格力电器,家用电器,False,2021-10-27 00:00:00,2021-10-28 00:00:00,2021-12-09 00:00:00,TAKE_PROFIT_DYN,2,30,395111.31623963994,409993.83404172,14882.517802080081,3.7666645298140864,-2.48793934980997,B2,5920209.011,0.9982094897045658,2021,Q5
38,000858.SZ,五粮液,白酒,False,2021-11-01 00:00:00,2021-11-02 00:00:00,2021-11-24 00:00:00,TAKE_PROFIT_DYN,1,16,183813.36105131995,198100.52943174003,14287.168380420073,7.772649549904674,-2.0186838153861744,B2,11775758.002,0.9995531724754245,2021,Q5
263,601888.SH,中国中免,旅游服务,False,2021-11-02 00:00:00,2021-11-03 00:00:00,2022-02-10 00:00:00,TAKE_PROFIT_DYN,5,65,920044.0352703598,991849.5978596999,71805.56258934003,7.8045788936873635,-3.171676595703534,B4,10732991.966,0.9997767358785443,2021,Q5
278,603259.SH,药明康德,化学制药,False,2021-11-04 00:00:00,2021-11-05 00:00:00,2021-11-26 00:00:00,TAKE_PROFIT_DYN,2,15,388033.4074616999,428132.77014852007,40099.36268682015,10.333997515607747,-2.100309072747114,B2,6127171.452,0.9991071428571429,2021,Q5
13,000625.SZ,长安汽车,汽车整车,False,2021-11-16 00:00:00,2021-11-17 00:00:00,2022-05-06 00:00:00,TAKE_PROFIT_DYN,5,111,996385.1237940599,774888.7653901799,-221496.35840387992,-22.229994518631575,-2.1075945734167454,B2,4664098.534,0.9986633994208064,2021,Q5
177,600030.SH,中信证券,证券,False,2021-11-16 00:00:00,2021-11-17 00:00:00,2021-12-06 00:00:00,TAKE_PROFIT_DYN,1,13,198703.10237778,214484.43866220003,15781.336284420046,7.942169042945349,-2.834853275582021,B3,5565688.292,0.9995544664736021,2021,Q5
186,600036.SH,招商银行,银行,False,2021-11-26 00:00:00,2021-11-29 00:00:00,2021-12-09 00:00:00,TAKE_PROFIT_DYN,2,8,397540.37363039993,428470.0066944,30929.633064000052,7.780249533285357,-2.0280024680356306,B2,4141774.917,0.998445480790584,2021,Q5
53,002129.SZ,TCL中环,电气设备,False,2021-12-01 00:00:00,2021-12-02 00:00:00,2022-01-26 00:00:00,TAKE_PROFIT_DYN,3,38,594728.5692348,637620.52058064,42891.95134584,7.212021342950852,-2.486482174159068,B2,4536136.735,0.9980026631158455,2021,Q5
238,601012.SH,隆基绿能,电气设备,False,2021-12-01 00:00:00,2021-12-02 00:00:00,2022-03-01 00:00:00,TAKE_PROFIT_DYN,4,57,776987.9743625999,827277.165729,50289.191366400104,6.472325573333965,-2.3149520121758895,B2,10072294.774,1.0,2021,Q5
101,002594.SZ,比亚迪,汽车整车,False,2021-12-16 00:00:00,2021-12-17 00:00:00,2022-05-05 00:00:00,TAKE_PROFIT_DYN,4,88,780736.6927760399,768269.74987134,-12466.942904699943,-1.5968178542206901,-2.3620881907798474,B2,7928142.188,0.9997789566755084,2021,Q5
76,002460.SZ,赣锋锂业,小金属,False,2021-12-20 00:00:00,2021-12-21 00:00:00,2022-02-17 00:00:00,TAKE_PROFIT_DYN,2,36,391257.4654988999,419926.34828502004,28668.882786120113,7.327370162653349,-3.0317587146803633,B4,6892440.11,0.9995582063176497,2021,Q5
81,002466.SZ,天齐锂业,小金属,False,2021-12-20 00:00:00,2021-12-21 00:00:00,2022-02-17 00:00:00,TAKE_PROFIT_DYN,3,36,582136.72020504,592833.91090176,10697.190696720034,1.837573601773871,-2.5706017710781124,B3,6529210.543,0.9988955157941242,2021,Q5
156,300750.SZ,宁德时代,电气设备,False,2021-12-20 00:00:00,2021-12-21 00:00:00,2022-06-02 00:00:00,TAKE_PROFIT_DYN,5,106,876863.6852975998,752060.44536138,-124803.23993621976,-14.232912370394569,-2.2943830857443297,B2,9648533.093,1.0,2021,Q5
279,603259.SH,药明康德,化学制药,False,2021-12-20 00:00:00,2021-12-21 00:00:00,2022-03-17 00:00:00,TAKE_PROFIT_DYN,3,56,584796.0674555999,656459.87105196,71663.80359636014,12.254494786218984,-2.5918926365162034,B3,7581341.269,0.9997791031588248,2021,Q5
133,300274.SZ,阳光电源,电气设备,False,2021-12-21 00:00:00,2021-12-22 00:00:00,2022-05-20 00:00:00,TAKE_PROFIT_DYN,5,96,969156.85228362,721163.39176296,-247993.46052066004,-25.58857835409347,-2.360612593043801,B2,3955237.903,0.9980114891736632,2021,Q5
197,600111.SH,北方稀土,小金属,False,2021-12-24 00:00:00,2021-12-27 00:00:00,2022-02-16 00:00:00,TAKE_PROFIT_DYN,2,31,395817.20472294,439070.00984064006,43252.805117700074,10.927469701064592,-2.1304128222889265,B2,6072855.775,0.9988989209425236,2021,Q5
187,600036.SH,招商银行,银行,False,2021-12-29 00:00:00,2021-12-30 00:00:00,2022-01-20 00:00:00,TAKE_PROFIT_DYN,1,14,196596.45079074,207441.38310786002,10844.932317120023,5.516341863497587,-2.468585937440821,B2,6964711.566,0.9993399339933994,2021,Q5
120,300059.SZ,东方财富,证券,False,2022-01-05 00:00:00,2022-01-06 00:00:00,2022-04-14 00:00:00,TAKE_PROFIT_DYN,5,63,992371.0714117199,935296.62550164,-57074.44591007987,-5.7513210082683415,-2.378681018995197,B2,6737490.922,0.9991206858650252,2022,Q5
212,600519.SH,贵州茅台,白酒,False,2022-01-07 00:00:00,2022-01-10 00:00:00,2022-04-14 00:00:00,TAKE_PROFIT_DYN,5,61,898569.00521388,907540.4613897001,8971.456175820087,0.9984159395398549,-2.2277008106369482,B2,5831695.311,0.9989020641194554,2022,Q5
201,600276.SH,恒瑞医药,化学制药,False,2022-01-13 00:00:00,2022-01-14 00:00:00,2022-06-07 00:00:00,TAKE_PROFIT_DYN,5,91,992205.8634688199,698939.70293772,-293266.1605310999,-29.55698724716474,-3.3755297265563073,B4,4386484.345,0.9984645755648168,2022,Q5
178,600030.SH,中信证券,证券,False,2022-01-14 00:00:00,2022-01-17 00:00:00,2022-01-28 00:00:00,TAKE_PROFIT_DYN,1,3,199290.84215039996,201304.2766176,2013.4344672000443,1.0102995428563417,-2.7141370187209106,B3,4704172.333,0.9993419609563501,2022,Q5
