version,n,mean,median,win_rate,pf,ed_hac_t,ed_hac_ci_lo,ed_hac_ci_hi,mean_2020_23,mean_2024_26
V1_CURRENT,299,5.001824654120057,5.23244617556544,75.91973244147158,1.6026376147382142,6.41450483144006,3.3849842825650422,6.363797616428975,4.40550473019933,6.119924511471421
V2A_FROZEN_STRICT,299,4.955074695154632,5.218510332201447,75.91973244147158,1.593107892347021,6.4328533894594875,3.350199353839921,6.28630754330139,4.40550473019933,5.985518379445825
V2B_RESUME_ALLOWED,299,5.001824654120057,5.23244617556544,75.91973244147158,1.6026376147382142,6.41450483144006,3.3849842825650422,6.363797616428975,4.40550473019933,6.119924511471421
REALIZED_EXIT_ONLY,290,5.257989135655236,5.307793558216552,77.58620689655173,1.6580057171780553,7.199433249515457,3.7369519513625185,6.532836725864762,4.40550473019933,7.0078255468542
OPTIMISTIC_BOUND,299,4.955074695154632,5.218510332201447,75.91973244147158,1.593107892347021,6.4328533894594875,3.350199353839921,6.28630754330139,4.40550473019933,5.985518379445825
PESSIMISTIC_BOUND,299,4.955074695154632,5.218510332201447,75.91973244147158,1.593107892347021,6.4328533894594875,3.350199353839921,6.28630754330139,4.40550473019933,5.985518379445825
