oracle,anchor_day,day_delta
O1,387,-4.828338462169739
O1,388,0.0
O1,390,0.0
O1,392,-7.152255942268509
O1,394,-9.975268161855038
O1,395,-0.617022415884008
O1,396,-9.43743790764531
O1,397,-2.8158642432716374
O1,398,-3.6274162505315815
O1,399,0.0
O1,400,2.2037223121615526
O1,401,-5.847124677133962
O1,402,-4.0876078971279926
O1,403,-0.9208745411589732
O1,404,-6.581628982329486
O1,405,-4.979420051881795
O1,406,-13.447490850155843
O1,407,-3.3520806873846305
O1,409,-3.488319795924001
O1,413,-4.377754667723332
O1,414,-0.13776993202990084
O1,415,-0.2115206242303369
O1,416,-7.457849749681191
O1,417,-5.460854780264345
O1,418,-8.323850305669657
O1,420,-11.209127204770486
O1,421,-7.400808493901467
O1,422,-5.001898612874301
O1,423,-7.803990209952388
O1,424,0.0
O1,425,-18.154957699356768
O1,426,-4.50098460834803
O1,427,-3.3968547840413135
O1,428,-4.0425326489149915
O1,429,-2.4495186778369495
O1,430,-7.135128880963855
O1,431,-6.772240222805066
O1,432,-1.1432783216689717
O1,433,1.1536653265675199
O1,434,-5.38250877277058
O1,435,-4.753671623616341
O1,436,-1.989481789749793
O1,437,-1.7002928366558219
O1,438,-4.294684591259215
O1,439,-5.128388794222022
O1,440,-4.920973072667724
O1,441,-4.612098989638319
O1,442,-6.520601984148384
O1,443,-1.7952510155589076
O1,444,-11.67370137252268
O1,445,-5.721235540165573
O1,446,2.6543718908093292
O1,447,-3.963279324700424
O1,448,-4.946986369282806
O1,451,0.0
O1,453,-2.546543272918515
O1,455,-4.292963045017516
O1,463,8.894603404989631
O1,467,0.0
O1,476,1.2768951382534883
O1,479,-2.117540507270082
O1,480,-0.519150505813371
O1,481,-2.090808480394727
O1,482,0.0
O1,486,-0.3009265054624235
O1,487,-4.575846833764227
O1,488,9.665880006905537
O1,489,6.828993333303858
O1,490,3.5455954494029274
O1,491,-0.47054557836170385
O1,493,-4.599212596556286
O1,494,-2.473370513737297
O1,495,-6.2159490931982715
O1,496,-9.340905081313911
O1,497,-4.4572999638604704
O1,498,-7.174004531996436
O1,499,-1.010054494618387
O1,500,-2.238166754425325
O1,501,-4.113087711093853
O1,502,3.5428282240554756
O1,503,-3.487453025981265
O1,504,2.525373992651184
O1,505,8.482804594153535
O1,506,-2.1402828456741827
O1,507,6.854891524137674
O1,508,10.515296381005934
O1,509,2.6557456517387465
O1,510,1.4198799705392402
O1,511,-0.4678387081235898
O1,512,11.14247606562704
O1,513,-9.194329932941221
O1,514,-1.3767608437633025
O1,515,10.920725638958423
O1,516,5.738151271586945
O1,518,-5.164291152969365
O1,519,2.786660673897499
O1,520,10.376169755237285
O1,522,6.627855852709
O1,523,2.609334928195021
O1,524,1.7816567824655234
O1,525,4.517050007278415
O1,526,0.9621690788343055
O1,527,4.361265177088013
O1,529,8.888525947437918
O1,530,5.349964248868684
O1,531,-1.0777865343610236
O1,532,3.7132342436895205
O1,537,-17.597463702250593
O1,539,19.09564577567131
O1,540,1.1786630458019551
O1,541,-4.433514764763788
O1,542,-0.014880979744022582
O1,543,5.658421073368796
O1,544,0.0
O1,545,-0.6287031998192308
O1,546,-2.622219054219182
O1,547,-0.6473938869707925
O1,548,-3.113464570270976
O1,549,-0.7231056077046597
O1,550,-2.456697106053745
O1,551,-2.669831646688476
O1,552,-1.2633132268517702
O1,553,0.18730004337387987
O1,554,-5.942056627845647
O1,555,-4.579934979722216
O1,556,-3.1516272931487075
O1,557,-2.971503810164796
O1,558,-4.698802873005555
O1,559,-3.608451086583818
O1,560,-1.524476398286728
O1,561,0.055648582538942185
O1,562,-3.827357501336387
O1,563,0.0
O1,564,-5.125048135424293
O1,565,-5.176011194322937
O1,566,-2.7033820090700766
O1,567,4.244751627709306
O1,568,-13.052293000338821
O1,569,-18.299918488855678
O1,570,-9.760564810268608
O1,571,10.793647512557687
O1,572,0.0
O1,576,-0.2097089366511664
O1,579,0.0
O1,580,4.509987581602868
O1,581,-7.141082970470054
O1,586,-13.562412269851427
O1,589,-6.108206590226441
O1,599,-7.224432790193536
O1,602,-21.644967948618714
O1,606,2.808092854947998
O1,608,2.6554109004132886
O1,613,2.2521340992041896
O1,625,-4.467505057049749
O1,627,5.607856146965169
O1,629,0.0
O1,639,-2.019198554616933
O1,640,3.5443943368196402
O1,641,-8.41582250167797
O1,642,-9.090171476916709
O1,643,-6.580542581213169
O1,644,-3.003511667019178
O1,645,2.5438024493849682
O1,646,-0.3387977604166424
O1,647,-1.0049154785538905
O1,648,-0.19288553527241703
O1,649,-9.895949513647297
O1,650,-5.2795569496016475
O1,652,-4.869320784122155
O1,653,1.8219161182221066
O1,654,-4.480200537069766
O1,655,-4.428186545639423
O1,656,-5.3291424661121685
O1,657,-8.750807346415376
O1,658,-2.9124927134745753
O1,659,-9.915782590911249
O1,660,-1.5913652215063383
O1,661,-3.246107112640061
O1,662,-5.809215164929301
O1,663,-7.148314872636971
O1,664,-1.1568398434971265
O1,665,-6.727167611064247
O1,666,-7.290398669178842
O1,667,-6.326798531998258
O1,668,-7.16329702629477
O1,669,-5.70073234493904
O1,670,-4.178137901361155
O1,671,0.0
O1,673,-5.739725394022448
O1,674,-6.974040097410041
O1,675,-9.577622138228962
O1,676,-3.9255351798609044
O1,677,-3.3911187629360686
O1,678,-2.593236117419014
O1,679,-5.706606406790878
O1,680,-11.267979372513452
O1,681,-1.2073956818973144
O1,682,-7.5356875726062125
O1,683,-5.669071547154946
O1,684,-1.1357438912763471
O1,685,0.0
O1,689,2.9786255749431625
O1,696,-4.388040611995967
O1,697,-5.850497456405719
O1,698,-8.802730871222616
O1,700,-9.902549954704376
O1,701,-6.173433725284591
O1,703,-5.071946754071513
O1,705,-4.855878172771779
O1,708,-9.61600744096324
O1,709,0.0
O1,712,-3.7568721306211863
O1,713,2.111447133312149
O1,715,-8.382261673417197
O1,717,-0.6063023998052364
O1,718,9.81378648462048
O1,719,-7.335421396619708
O1,720,-5.15914716507977
O1,721,-3.0995265901815072
O1,722,-3.821035850579712
O1,724,8.909247172615524
O1,725,-4.916549558709512
O1,726,-3.7604958991396114
O1,727,-6.985097509094123
O1,730,0.0
O1,734,-12.961156122711254
O1,736,-4.039871739931181
O1,737,-8.818133704361571
O1,740,-6.169860658471555
O1,741,-0.7235057510850265
O1,743,0.0
O1,748,-6.4580561339144715
O1,754,45.444796437667094
O1,755,4.660681479180461
O1,756,-1.2794877883779687
O1,765,40.97303428104349
O1,766,-5.694529943048529
O1,771,40.08958430411517
O1,772,5.345699725355342
O1,773,-1.4037091140220093
O1,775,6.421077941082996
O1,776,3.403690786089106
O1,777,13.218904917088205
O1,778,20.264584295868463
O1,780,0.7087581299256271
O1,781,-2.84153406817219
O1,782,-0.38057450534950377
O1,783,-3.5321605125374376
O1,784,14.706919913312122
O1,785,5.922809399529368
O1,786,-4.379360389267669
O1,787,4.689440168300067
O1,788,-8.808008781723172
O1,789,2.7375884325052935
O1,790,3.1246271425541767
O1,791,-1.6522875505286063
O1,792,8.465630522650986
O1,793,11.36890542115397
O1,794,2.4615482132622684
O1,795,0.9187544555846294
O1,796,-2.7573588471968833
O1,797,13.186897895884997
O1,798,1.76901351444621
O1,799,-2.72361966364797
O1,800,-3.1316886774280728
O1,801,-0.6709494034684113
O1,802,-4.570601959751936
O1,803,-1.5124461654843278
O1,804,-7.282430260007861
O1,805,-1.583606572404998
O1,806,1.0124632644341531
O1,807,-1.2093413915478748
O1,808,2.1719814529885753
O1,809,-1.3689185629059188
O1,810,-3.3976396487500122
O1,811,5.128236774588374
O1,812,-5.930739504641709
O1,813,-0.15172040041271964
O1,814,-7.215832282145154
O1,815,10.894329682523253
O1,816,-4.617544379576811
O1,817,-5.085773886486067
O1,818,-3.2310208784082817
O1,820,-2.4755792429005976
O1,821,-2.977312130493694
O1,822,-1.2512906948891078
O1,823,-7.148003279990143
O1,824,-3.358195325052545
O1,825,-4.588655805657494
O1,826,0.6776876893863637
O1,827,-6.333429050058978
O1,828,0.584188749641541
O1,829,-6.3133800703241665
O1,830,-3.344315548268291
O1,831,-2.9186375069044073
O1,832,-3.7158330457011792
O1,833,-5.142495976082576
O1,834,-5.453617656936654
O1,835,-4.574161748965562
O1,836,1.029745700193764
O1,838,-4.617716947188197
O1,839,-7.258385266018779
O1,840,-7.5916756535303875
O1,841,-7.911562409513822
O1,842,-6.3702494591727845
O1,843,1.9207969542638768
O1,844,25.099073362600983
O1,845,7.540231439016307
O1,847,-10.917847601812703
O1,849,3.5961035140669892
O1,850,-26.523010075158787
O1,851,0.0
O1,854,-9.440483152699748
O1,855,-7.231540554211916
O1,856,2.078831147993593
O1,857,-13.874626159604873
O1,858,1.5481583100641014
O1,859,-9.349114103804713
O1,860,-3.932419714137454
O1,862,10.821646504810216
O1,863,-5.471021623645109
O1,864,3.3452600715997027
O1,865,-2.628227668121733
O1,866,-5.670930760894235
O1,867,2.5857390122747628
O1,868,-6.65607873292303
O1,871,-5.111538579316225
O1,874,-2.4429513756033012
O1,875,-6.623915959262985
O1,876,-7.931275846814813
O1,877,-2.479071080062059
O1,878,-1.8883188201782215
O1,879,-1.4220595250344599
O1,880,-9.134678568473957
O1,881,-0.5123077632874756
O1,882,-0.5449440067014768
O1,883,-6.024002103606319
O1,884,2.709410264241443
O1,885,-2.907207735121763
O1,886,-4.916553267134536
O1,887,4.766826563837163
O1,889,-3.55902230894383
O1,890,-2.037169833563148
O1,891,-9.893840066863952
O1,892,-6.277491299245659
O1,893,-8.389752815491775
O1,894,-5.164710217082742
O1,895,-2.5428249940184786
O1,896,1.156089549761095
O1,897,3.5458683925133236
O1,898,-0.9291175906765735
O1,899,3.983567033675134
O1,900,7.143590239132942
O1,901,-4.546526996087596
O1,902,-1.4062724104532474
O1,903,-4.079198211506963
O1,904,-5.202491089432764
O1,905,0.0
O1,906,-4.164210508469087
O1,907,-11.012082064049258
O1,910,5.25705735313979
O1,911,-3.7078561614750067
O1,912,-0.7866256426860456
O1,913,-3.5216777178209444
O1,914,-2.7703544871405272
O1,915,-1.5063880589514498
O1,916,-1.427790403775768
O1,917,-3.4444567581135597
O1,918,-0.15774913490787057
O1,919,0.8546335073982212
O1,920,-3.746059093755715
O1,921,-3.6264734231356535
O1,922,-2.254294829100983
O1,923,0.7925687590856025
O1,924,2.7252870883575397
O1,925,-5.085924918068125
O1,928,-2.3875727623468967
O1,934,-7.815632264693686
O1,939,2.8634653753919492
O1,942,4.013702483827981
O1,945,-2.8933794621005524
O1,946,0.5714238255315598
O1,947,18.366582234657713
O1,948,6.165774542147721
O1,949,5.508540904184326
O1,950,6.046078221250055
O1,951,-5.797921168780207
O1,952,1.1382876142840823
O1,953,8.32084568109049
O1,954,3.40657204972897
O1,955,5.63665570357637
O1,956,-4.7734006319073155
O1,957,-5.148315462372107
O1,958,-9.823438607925892
O1,959,-4.0126658439511305
O1,960,0.6672587957924243
O1,961,4.14341947639524
O1,962,-4.8736191652997185
O1,963,-1.0209275580191566
O1,965,-0.6187025723103998
O1,966,-2.5542962795307367
O1,967,-0.22552859702921582
O1,968,-0.5180464912369048
O1,971,2.2310931788262267
O1,972,-0.30105884250793746
O1,973,14.566480813638101
O1,974,1.019373742767998
O1,975,2.3427091634818384
O1,976,0.09309619541232846
O1,977,-6.3458232912723505
O1,978,-2.678980443722205
O1,979,1.5267447526804716
O1,980,-0.6033067044730644
O1,981,-3.218906821337877
O1,982,-0.5026738303311925
O1,983,-5.112865053073937
O1,984,-2.5172109227293635
O1,985,-0.3603944123446212
O1,986,0.028099102499125433
O1,987,-5.345621421242589
O1,988,-2.7181420565118537
O1,989,-3.0681583923966476
O1,990,-0.9852510699004204
O1,991,-2.8481399742097966
O1,992,-2.1013123515532888
O1,993,-1.5751090349490544
O1,994,-1.5965785939929393
O1,995,0.055200554494686006
O1,996,-0.48690087981050706
O1,997,0.0
O1,1032,31.242879307619056
O1,1033,-6.291994940105646
O1,1035,-6.421023486915839
O1,1036,-3.4736479857243148
O1,1037,-2.3022983651978914
O1,1038,0.3489018590110987
O1,1039,16.48123696920978
O1,1040,13.07708588601171
O1,1041,1.2520787265896178
O1,1042,0.21418397033069247
O1,1043,-0.26255388390111456
O1,1044,10.984161154132202
O1,1045,-8.355235176821584
O1,1047,-13.599231789049735
O1,1049,-4.5965813013838535
O1,1050,8.046418822619511
O1,1051,8.875979284982156
O1,1052,-3.4262860087303224
O1,1053,5.938121399225625
O1,1054,-6.539974163823736
O1,1055,-0.8680599807903571
O1,1057,12.28504111696036
O1,1058,19.039587128303623
O1,1059,0.7989573562813037
O1,1061,-6.124332133830535
O1,1062,-1.8540562361350659
O1,1063,-2.1431135174199816
O1,1064,-9.158292781393016
O1,1065,-1.075805666221753
O1,1066,0.7594441721721868
O1,1067,-8.839278256403537
O1,1068,4.674558209519907
O1,1069,-5.001551581528601
O1,1070,-0.48090680406938047
O1,1071,-3.9667451091428703
O1,1072,4.2827432136850785
O1,1073,9.179291424240986
O1,1074,-2.2076110176219608
O1,1076,5.225553364588515
O1,1077,4.986127324258593
O1,1078,2.500577795643057
O1,1079,1.246650678739769
O1,1080,-1.2729649770532878
O1,1081,-2.6426426467013795
O1,1082,-3.6807075408856176
O1,1083,-1.21406204385336
O1,1084,-2.8814680167545315
O1,1085,-8.059389096527589
O1,1086,-0.3317340890435478
O1,1087,-3.262982150526528
O1,1088,-2.3576102732436253
O1,1089,-2.8193293519567075
O1,1090,-4.120388356493092
O1,1091,-2.0275014819139834
O1,1092,-6.713268186215533
O1,1093,-4.288030294190068
O1,1094,-6.106331197612499
O1,1095,-1.5028051919923324
O1,1096,0.21947155246773775
O1,1097,-1.723957049048731
O1,1098,-1.213084439918969
O1,1099,-6.331522389034055
O1,1100,-5.082513513918124
O1,1101,-6.443513182142151
O1,1102,-4.726386223855151
O1,1103,-6.8731399863569385
O1,1104,-5.3178270813668655
O1,1105,-4.627595547069359
O1,1106,-10.140083899878952
O1,1107,-6.745873746790295
O1,1108,-3.7817403459787298
O1,1109,0.0248752626403513
O1,1112,-4.190022412677534
O1,1113,0.42538765260468736
O1,1114,-5.5746814457155125
O1,1115,-3.352819833387861
O1,1116,-5.302886947959045
O1,1117,-12.66940416891384
O1,1118,-3.1434271146214705
O1,1119,-3.687089159216044
O1,1120,-1.9133960750270131
O1,1121,-1.5775421124061444
O1,1122,-5.0605398925308736
O1,1123,-6.501733241202137
O1,1124,-4.353677170072833
O1,1125,-6.380652860734466
O1,1126,-5.7809483641325565
O1,1127,-4.977953909958568
O1,1128,-6.968184303467264
O1,1129,-6.291372513113904
O1,1130,-6.604929145287811
O1,1131,-5.173764595327894
O1,1132,0.0
O1,1133,-8.51083698241969
O1,1134,-1.7580072881458229
O1,1136,-8.3569781381382
O1,1137,-7.728919813602768
O1,1138,-6.104283716030871
O1,1139,-7.101518845383585
O1,1140,0.0
O1,1141,-5.243318975677365
O1,1142,-5.504593663530035
O1,1143,0.0
O1,1144,-10.154279832543656
O1,1145,-9.955313267209013
O1,1146,0.0
O2,45,-0.39728585195036814
O2,46,-0.11591171820846391
O2,47,-8.297821861549227
O2,49,-9.072604527123268
O2,50,-2.7823554864322944
O2,51,-10.247601105524582
O2,52,-6.253217810503009
O2,53,-16.54340443688867
O2,54,-5.438295142283699
O2,56,-8.605174171506102
O2,58,1.5296978857145367
O2,59,-12.434651145883828
O2,60,13.282292020099632
O2,65,-5.3052791361282345
O2,66,-9.16689159494965
O2,70,-2.23276192998782
O2,71,5.240804533913016
O2,72,9.015700367363953
O2,73,-11.623839467072964
O2,74,-13.62084552109407
O2,75,-9.946166596923955
O2,76,-11.192206504817221
O2,77,-16.41478605222543
O2,78,-9.481128309567492
O2,79,-10.850303871721072
O2,80,-8.06704869121474
O2,81,-12.16943716946307
O2,83,-13.136932844961084
O2,86,-9.879581426643838
O2,87,-10.065974945371199
O2,88,-14.603809886782603
O2,89,-6.2602759029465425
O2,90,-9.227495346936841
O2,91,-8.981794059742587
O2,92,-13.164061335385474
O2,93,-7.516722487622495
O2,96,-5.635310860936862
O2,99,-10.8316201046009
O2,102,-2.4994475784195807
O2,106,-6.146396712927923
O2,109,-15.82161353981834
O2,115,-12.596219631359395
O2,118,-20.619293132844277
O2,119,-3.011247709423049
O2,135,-6.963633056327777
O2,144,-17.0737148157455
O2,148,-13.923783266768005
O2,150,-12.598564994832568
O2,155,-6.918000803766873
O2,157,-5.741676712652083
O2,158,-3.4208598293432066
O2,164,-12.172197055763855
O2,165,-5.657537104741058
O2,166,-5.561827890507304
O2,167,-8.803792514073104
O2,168,-9.430712916608506
O2,169,0.1588797759329033
O2,172,4.656443251221223
O2,173,9.81262325017095
O2,174,-4.43139223236557
O2,178,-3.320734232739863
O2,179,-6.823486398809734
O2,180,-11.236801512153615
O2,181,-8.276785629719363
O2,182,-3.7208307246163783
O2,183,6.39039070535762
O2,186,-11.953681613061896
O2,187,-19.028105267826703
O2,188,-5.992645838124729
O2,189,-2.0085321927665154
O2,190,2.2430682455377733
O2,191,-2.4515931939112683
O2,192,2.784276485473658
O2,193,-12.287796203301967
O2,194,-7.571119779508741
O2,195,-2.4664063384436736
O2,196,-9.600384631242473
O2,197,-8.14654938819354
O2,198,-7.785010016237453
O2,199,-8.063638327040863
O2,200,-2.3918830683410004
O2,201,8.462756279944749
O2,202,5.871574213299347
O2,204,-7.592313475130861
O2,206,-11.311660183135771
O2,207,-1.8520780484262147
O2,208,5.711848098287305
O2,210,-3.5032119527919883
O2,211,-14.373959530017839
O2,212,-0.8381304636456894
O2,215,-5.472005569524331
O2,216,-5.5719455725493
O2,217,-12.785789546551172
O2,218,-2.016184050101904
O2,219,-3.569565289680428
O2,221,-10.921721291778008
O2,224,-16.499990411018658
O2,225,-3.4004278366874057
O2,226,6.038795031206774
O2,227,2.9572416326944873
O2,228,-1.6474597951353016
O2,229,-6.113619584048496
O2,230,11.327095883636115
O2,231,-4.525931988020463
O2,232,-1.0464193754459448
O2,233,-13.49048364163416
O2,234,0.6220141767675699
O2,235,-3.1923235547112045
O2,236,2.1054540495129905
O2,237,-2.2407170968809567
O2,238,-4.225865290575398
O2,239,-7.942905912085488
O2,240,-9.922938660624427
O2,241,-1.7870637765639157
O2,242,8.472463837333965
O2,243,-37.20436710128135
O2,244,-8.608572081718641
O2,245,-9.893444381083546
O2,246,-10.063353711593082
O2,247,-6.732436993486265
O2,248,-12.876605429211041
O2,249,-6.967364692222315
O2,250,-11.059913684213225
O2,251,-5.7728145564803794
O2,252,4.508182601423469
O2,253,-16.502455315282024
O2,254,-4.711720346287682
O2,257,-4.216595309694212
O2,258,-4.752504013282499
O2,259,-4.553477909937759
O2,260,-9.231486687654122
O2,261,-7.1576361460579125
O2,262,-11.281955517600238
O2,263,-13.98309666173577
O2,264,-16.40206505917365
O2,265,-11.146140303808304
O2,266,-11.880868022896701
O2,267,-10.957851209753182
O2,268,-11.049875005280523
O2,269,-10.525056127348881
O2,270,-7.429758156625138
O2,275,-10.83511329876536
O2,277,-9.889152516880186
O2,283,-11.393666923368082
O2,284,-9.181382858196168
O2,285,-10.247953196899028
O2,286,-2.174497601330265
O2,287,-15.779943519621654
O2,288,-10.93242969469806
O2,289,-10.491897927119986
O2,290,-6.000040250349465
O2,291,-7.354076509122874
O2,292,-19.22051444212215
O2,293,-2.719503203859512
O2,294,-16.756832144803646
O2,295,-15.559352006162259
O2,296,-5.775530198797449
O2,300,-12.735492791156878
O2,306,-16.979145419946796
O2,307,-13.533692732533392
O2,308,-10.326835964468126
O2,309,-6.989004621552758
O2,310,-10.24371207222965
O2,311,-2.409623672942641
O2,313,-20.666738246037802
O2,314,-11.626624825653632
O2,316,-6.279554418032648
O2,317,-5.537415154894503
O2,318,-3.942638496435322
O2,319,-8.436803397421546
O2,320,-9.131624327828032
O2,321,-21.015840272483445
O2,322,-11.660647760627567
O2,323,-24.006542363097036
O2,324,-11.053312582787326
O2,325,-15.35186071703059
O2,326,-10.34326415007806
O2,328,0.0
O2,329,-6.148924373896612
O2,331,8.018163774464613
O2,332,-1.8168588455205363
O2,335,11.515686503409007
O2,339,-3.7302203460793404
O2,343,4.8174917380764875
O2,348,-1.352142128337002
O2,349,7.899001327300275
O2,350,2.0567300868574963
O2,351,-7.498602469150477
O2,352,-2.599690496111924
O2,353,7.543419322856453
O2,356,1.2803933266956662
O2,357,-3.012312306698713
O2,360,-12.039449843785984
O2,361,-20.104744575548004
O2,362,-7.864682016830356
O2,363,-3.924076963821738
O2,364,0.04809792550895864
O2,365,-1.4289912278872077
O2,366,-1.0806873272643298
O2,367,0.5623039889747995
O2,368,0.3151908280448057
O2,371,-5.109244211502974
O2,372,-13.184018144065504
O2,373,-5.527059462769664
O2,374,2.3254985608250287
O2,375,6.3752296433303135
O2,376,2.545136607977618
O2,377,-9.136477998268639
O2,378,-6.010826577951724
O2,379,-9.731036682270325
O2,380,-7.496315033656819
O2,381,-10.519867947840671
O2,382,-9.42174190501551
O2,383,-11.756387661684833
O2,384,-8.891084904186327
O2,386,-3.352845537841177
O2,387,-11.770601631237247
O2,388,-15.032484235935026
O2,390,-23.9681619001204
O2,392,-7.152255942268509
O2,394,-9.975268161855038
O2,395,-5.7121962843749365
O2,396,-18.94766506684356
O2,397,-8.647784609946573
O2,398,-9.519796286410251
O2,399,-54.54584874402133
O2,400,2.2037223121615526
O2,401,-5.847124677133962
O2,402,-12.898624561820554
O2,403,-3.67671830369403
O2,404,-12.076380205778896
O2,405,-4.979420051881795
O2,406,-13.447490850155843
O2,407,-9.359034560476003
O2,409,-3.488319795924001
O2,413,-4.377754667723332
O2,414,-0.13776993202990084
O2,415,-0.2115206242303369
O2,416,-12.081593283064866
O2,417,-14.433757822063486
O2,418,-8.323850305669657
O2,420,-11.209127204770486
