ts_code,signal_date,threshold,anchor_i,entry_i,entry_adj,cur_mae,recover_close,recover_touch,t_close,t_touch,final_return,future_min,future_max,exit_i,exit_date,shares,total_cost,anchor_close_raw,sell_i,sell_price,oracle_exit_return,exit_delay,executable,natural_remaining_hold,capital_days_saved,final_profit,r01,r05,layer_count,anchor_close_return,o1c_delta,o1_delta,o2_delta,o3_delta,o1_oracle_return,o2_oracle_return,o3_oracle_return
300686.SZ,2020-12-09,0.2,262,227,33.88095588653922,-0.21544424162225206,False,False,,,-0.021316457164849936,-0.22923344696842152,-0.06851833779795213,273,2021-02-22,51700.0,997316.3125,17.100000381469727,263,17.07,-11.71049666011153,1,True,11,10.0,False,-11.208160306604707,0.010483252365124,5.0,-11.555328600359363,-11.534012143194513,-11.68918020294668,-11.68918020294668,-11.68918020294668,-11.71049666011153,-11.71049666011153,-11.71049666011153
600526.SH,2020-12-09,0.2,262,227,19.05884724151611,-0.20767824149196135,False,False,,,-4.166128715248224,-0.2690985249029587,-0.0991690139304946,273,2021-02-22,218000.0,998637.953125,3.940000057220459,263,3.94,-14.185123812139825,1,True,11,10.0,False,-11.208160306604707,0.010483252365124,5.0,-14.185122565853872,-10.018993850605648,-10.0189950968916,-10.0189950968916,-10.0189950968916,-14.185123812139825,-14.185123812139825,-14.185123812139825
600768.SH,2020-12-09,0.2,250,227,31.99097353993892,-0.21928853047761043,False,False,,,-2.9927160265515282,-0.28295619082928425,-0.08255965644101071,273,2021-02-22,110300.0,997190.125,7.519999980926514,251,7.6,-16.12566927166472,1,True,23,22.0,False,-11.537064135672848,0.0035998971457958,5.0,-17.008557174038767,-14.015841147487238,-13.13295324511319,-13.13295324511319,-13.13295324511319,-16.12566927166472,-16.12566927166472,-16.12566927166472
603041.SH,2020-12-09,0.2,250,227,22.930125600740908,-0.2087264768533169,False,False,,,-3.2837141672780805,-0.22003040314949251,-0.09443143502400353,273,2021-02-22,40300.0,598252.015625,12.630000114440918,251,12.57,-15.516074393592232,1,True,23,22.0,False,-11.537064135672848,0.0035998971457958,3.0,-15.112809063059018,-11.829094895780937,-12.232360226314151,-12.232360226314151,-12.232360226314151,-15.516074393592232,-15.516074393592232,-15.516074393592232
603183.SH,2020-12-09,0.2,250,227,24.61282931754589,-0.2331141771383487,False,False,,,-3.100756267485947,-0.2331141771383487,-0.08453717112877401,273,2021-02-22,70000.0,599072.03125,6.929999828338623,251,6.83,-20.373499091475068,1,True,23,22.0,False,-11.537064135672848,0.0035998971457958,3.0,-19.20766652602006,-16.106910258534114,-17.27274282398912,-17.27274282398912,-17.27274282398912,-20.373499091475068,-20.373499091475068,-20.373499091475068
603937.SH,2020-12-09,0.2,251,227,11.10413327408433,-0.20203229998693106,False,False,,,-4.0127129054897654,-0.2370066730730659,-0.07870163904479288,273,2021-02-22,76600.0,799486.28125,8.920000076293945,252,8.92,-14.72916018811048,1,True,22,21.0,False,-10.1217097422015,0.0082304526748971,4.0,-14.72915945877767,-10.716446553287904,-10.716447282620715,-10.716447282620715,-10.716447282620715,-14.72916018811048,-14.72916018811048,-14.72916018811048
002345.SZ,2020-12-10,0.2,246,228,31.44464054703712,-0.2129545924166243,False,False,,,-7.00747025777958,-0.2367389598399734,-0.07457296359769605,273,2021-02-22,136000.0,599722.859375,3.680000066757202,247,3.68,-16.73661625551573,1,True,27,26.0,False,-8.794969797562214,0.006431695394906,3.0,-16.736614745072654,-9.729144487293073,-9.72914599773615,-9.72914599773615,-9.72914599773615,-16.73661625551573,-16.73661625551573,-16.73661625551573
600961.SH,2020-12-10,0.2,263,228,11.234046935095785,-0.23555244045774648,False,False,,,9.870643321669133,-0.2690221232263622,-0.011974949349256248,273,2021-02-22,149000.0,998570.859375,5.809999942779541,264,5.85,-12.907415521485508,1,True,10,9.0,True,-9.803268628912232,0.0143039591315453,5.0,-13.50292122449717,0.0,0.0,-22.77805884315464,-22.77805884315464,9.870643321669133,-12.907415521485508,-12.907415521485508
000732.SZ,2020-12-11,0.2,246,229,15.556416548967357,-0.21723618750904472,False,False,,,8.039576357116234,-0.28555012295007987,-0.03791208152740433,273,2021-02-22,184900.0,599862.03125,2.7799999713897705,247,2.77,-14.811055253302468,1,True,27,26.0,True,-8.794969797562214,0.006431695394906,3.0,-14.503514816410135,0.0,0.0,-22.850631610418702,-22.850631610418702,8.039576357116234,-14.811055253302468,-14.811055253302468
002855.SZ,2020-12-11,0.2,249,229,11.585422238969802,-0.21034560038410988,False,False,,,-10.82977045905369,-0.21558670608422703,-0.11600636421839439,273,2021-02-22,35300.0,399322.609375,9.270000457763672,250,9.29,-18.06217131238038,1,True,24,23.0,False,-9.177583932275644,0.0030872137895549,2.0,-18.238567336663593,-7.408796877609904,-7.2324008533266895,-7.2324008533266895,-7.2324008533266895,-18.06217131238038,-18.06217131238038,-18.06217131238038
002909.SZ,2020-12-11,0.2,263,229,21.122107819862364,-0.2053804859742857,False,True,,10.0,2.8227086457470136,-0.2053804859742857,0.007953357312513454,273,2021-02-22,40500.0,398887.0625,9.109999656677246,264,9.33,-5.484149110526738,1,True,10,9.0,True,-9.803268628912232,0.0143039591315453,2.0,-7.7128221700258095,0.0,0.0,-8.306857756273752,0.0,2.8227086457470136,-5.484149110526738,2.8227086457470136
300182.SZ,2020-12-11,0.2,238,229,150.14417841121673,-0.23944367408646583,False,False,,,-5.342022421401454,-0.4449994351977825,-0.23944367408646583,273,2021-02-22,83700.0,399616.984375,3.700000047683716,239,3.35,-29.992549982517247,1,True,35,34.0,False,-2.8853802646037763,0.0038850038850038,2.0,-22.67833779017864,-17.336315368777186,-24.650527561115794,-24.650527561115794,-24.650527561115794,-29.992549982517247,-29.992549982517247,-29.992549982517247
300182.SZ,2020-12-11,0.3,239,229,150.14417841121673,-0.3113882198804141,False,False,,,-5.342022421401454,-0.4449994351977825,-0.2558881683010237,273,2021-02-22,83700.0,399616.984375,3.5199999809265137,240,3.52,-26.439933115958414,1,True,34,33.0,False,-3.446131014026932,0.0046571798188874,2.0,-26.439933514551296,-21.09791109314984,-21.09791069455696,-21.09791069455696,-21.09791069455696,-26.439933115958414,-26.439933115958414,-26.439933115958414
300471.SZ,2020-12-11,0.2,260,229,55.94782031507492,-0.20441869894280051,False,False,,,6.850530549534797,-0.28049390347342906,-0.03485361830070477,273,2021-02-22,59400.0,599007.96875,9.0,261,9.0,-10.954026419869715,1,True,13,12.0,True,-7.253392529368652,0.0035888233786208,3.0,-10.954026419869715,0.0,0.0,-17.804556969404512,-17.804556969404512,6.850530549534797,-10.954026419869715,-10.954026419869715
600463.SH,2020-12-11,0.2,268,229,18.97281953205585,-0.20340574495241515,False,False,,,0.13739147408531444,-0.20340574495241515,-0.058289724125057396,273,2021-02-22,170100.0,998254.484375,5.199999809265137,269,5.21,-11.42346255203017,1,True,5,4.0,True,-13.89066074947829,0.0061287027579162,5.0,-11.593478342646954,0.0,0.0,-11.560854026115484,-11.560854026115484,0.13739147408531444,-11.42346255203017,-11.42346255203017
600589.SH,2020-12-11,0.2,250,229,15.148988673162458,-0.20138233615778312,False,False,,,4.406308884268109,-0.3565907067845041,-0.0489959334595107,273,2021-02-22,312200.0,999468.015625,2.8399999141693115,251,2.85,-11.176723313646566,1,True,23,22.0,True,-11.537064135672848,0.0035998971457958,5.0,-11.488386608603241,0.0,0.0,-15.583032197914674,-15.583032197914674,4.406308884268109,-11.176723313646566,-11.176723313646566
600589.SH,2020-12-11,0.3,263,229,15.148988673162458,-0.32554899229054635,False,False,,,4.406308884268109,-0.3565907067845041,-0.0489959334595107,273,2021-02-22,312200.0,999468.015625,2.4700000286102295,264,2.47,-23.019826871827018,1,True,10,9.0,True,-9.803268628912232,0.0143039591315453,5.0,-23.019825980158835,0.0,0.0,-27.426135756095128,-27.426135756095128,4.406308884268109,-23.019826871827018,-23.019826871827018
600706.SH,2020-12-11,0.2,266,229,17.34460732460022,-0.21024557566681423,False,False,,,3.4677842976693345,-0.21024557566681423,-0.05968581928529726,273,2021-02-22,119300.0,798343.859375,5.829999923706055,267,5.86,-12.62926229187169,1,True,7,6.0,True,-12.738585957676609,0.0076608784473953,4.0,-13.076553895472742,0.0,0.0,-16.097046589541023,-16.097046589541023,3.4677842976693345,-12.62926229187169,-12.62926229187169
603648.SH,2020-12-11,0.2,266,229,9.401047816514966,-0.20315368739955542,False,False,,,-1.7019672398867491,-0.20315368739955542,-0.10147564793932673,273,2021-02-22,122800.0,998398.640625,7.360000133514404,267,7.38,-9.433271595141814,1,True,7,6.0,False,-12.738585957676609,0.0076608784473953,5.0,-9.678708245024511,-7.976741005137762,-7.731304355255065,-7.731304355255065,-7.731304355255065,-9.433271595141814,-9.433271595141814,-9.433271595141814
002800.SZ,2020-12-14,0.2,250,230,21.038442070069316,-0.20679111452612908,False,False,,,-7.400179951681361,-0.22939921863128288,-0.13078929548870544,273,2021-02-22,51600.0,995756.34375,16.709999084472656,251,16.71,-13.604523992533176,1,True,23,22.0,False,-11.537064135672848,0.0035998971457958,5.0,-13.604528726071234,-6.204348774389873,-6.204344040851815,-6.204344040851815,-6.204344040851815,-13.604523992533176,-13.604523992533176,-13.604523992533176
300837.SZ,2020-12-14,0.2,251,230,53.35329999999999,-0.20323582006111696,False,False,,,-8.944324227523076,-0.24896867307506332,-0.09658820048732764,273,2021-02-22,7600.0,395398.671875,44.439998626708984,252,44.14,-15.349671647239896,1,True,22,21.0,False,-10.1217097422015,0.0082304526748971,2.0,-14.774343549000365,-5.830019321477289,-6.40534741971682,-6.40534741971682,-6.40534741971682,-15.349671647239896,-15.349671647239896,-15.349671647239896
000565.SZ,2020-12-15,0.2,266,231,37.20979978055,-0.21461389846313395,False,False,,,0.09736346174075095,-0.21461389846313395,-0.07829033641612515,273,2021-02-22,221300.0,999251.75,3.930000066757202,267,3.93,-13.160567044957386,1,True,7,6.0,True,-12.738585957676609,0.0076608784473953,5.0,-13.160565569853686,0.0,0.0,-13.257930506698136,-13.257930506698136,0.09736346174075095,-13.160567044957386,-13.160567044957386
002659.SZ,2020-12-15,0.2,245,231,11.801442100148199,-0.23656377061484823,False,False,,,-22.229609367387052,-0.37074297601156525,-0.2091305512417202,273,2021-02-22,70600.0,399435.75,4.579999923706055,246,4.56,-19.584356112501197,1,True,28,27.0,False,-6.865543976974465,0.0030911901081916,2.0,-19.23165726545663,2.997952101930423,2.645253254885855,2.645253254885855,2.645253254885855,-19.584356112501197,-19.584356112501197,-19.584356112501197
002659.SZ,2020-12-15,0.3,250,231,11.801442100148199,-0.3002524219693333,False,False,,,-22.229609367387052,-0.37074297601156525,-0.23835834894059804,273,2021-02-22,70600.0,399435.75,4.099999904632568,251,4.0,-29.459961502194037,1,True,23,22.0,False,-11.537064135672848,0.0035998971457958,2.0,-27.696462221554462,-5.46685285416741,-7.230352134806985,-7.230352134806985,-7.230352134806985,-29.459961502194037,-29.459961502194037,-29.459961502194037
603900.SH,2020-12-15,0.2,244,231,13.452836980590817,-0.22325919203915556,False,False,,,-3.739774328871755,-0.3681927338061822,-0.20805190349153013,273,2021-02-22,52000.0,398661.78125,6.78000020980835,245,6.7,-12.805021365714378,1,True,29,28.0,False,-5.34061690947536,0.0043780582024208,2.0,-11.763884561986401,-8.024110233114646,-9.065247036842623,-9.065247036842623,-9.065247036842623,-12.805021365714378,-12.805021365714378,-12.805021365714378
603900.SH,2020-12-15,0.3,248,231,13.452836980590817,-0.31437211132137544,False,False,,,-3.739774328871755,-0.3681927338061822,-0.2266211036775282,273,2021-02-22,52000.0,398661.78125,5.889999866485596,249,5.95,-22.565653302388142,1,True,25,24.0,False,-10.371691470832811,0.0120946989191971,2.0,-23.346505594901988,-19.606731266030234,-18.82587897351639,-18.82587897351639,-18.82587897351639,-22.565653302388142,-22.565653302388142,-22.565653302388142
002986.SZ,2020-12-16,0.2,250,232,39.841706102129216,-0.2309365396570494,False,False,,,0.2265409518722564,-0.23144857763266158,-0.10958637161346119,273,2021-02-22,22800.0,795837.703125,30.440000534057617,251,30.24,-13.56093594039348,1,True,23,22.0,True,-11.537064135672848,0.0035998971457958,4.0,-12.989247482213507,0.0,0.0,-13.787476892265735,-13.787476892265735,0.2265409518722564,-13.56093594039348,-13.56093594039348
688039.SH,2020-12-17,0.2,246,233,67.566501887511,-0.2198797359068808,True,True,24.0,24.0,13.224531095506945,-0.24766686087061018,0.05338523896025893,273,2021-02-22,12700.0,788316.25,53.0099983215332,247,52.9,-14.969086238448096,1,True,27,26.0,True,-8.794969797562214,0.006431695394906,4.0,-14.792276072243832,0.0,0.0,0.0,0.0,13.224531095506945,13.224531095506945,13.224531095506945
000692.SZ,2020-12-22,0.2,263,236,36.361332980689994,-0.2389910779767236,False,False,,,3.644099138713914,-0.2389910779767236,-0.051253211735062476,273,2021-02-22,212000.0,599578.6875,2.430000066757202,264,2.42,-14.6265224728489,1,True,10,9.0,True,-9.803268628912232,0.0143039591315453,3.0,-14.273737152780303,0.0,0.0,-18.270621611562813,-18.270621611562813,3.644099138713914,-14.6265224728489,-14.6265224728489
300268.SZ,2020-12-22,0.2,250,236,24.971161050479413,-0.20043964938571357,False,False,,,-11.641188189080037,-0.30190669502644985,-0.12088952276171827,273,2021-02-22,50600.0,598225.984375,9.899999618530273,251,9.94,-16.113985650601997,1,True,23,22.0,False,-11.537064135672848,0.0035998971457958,3.0,-16.451558344158418,-4.810370155078381,-4.47279746152196,-4.47279746152196,-4.47279746152196,-16.113985650601997,-16.113985650601997,-16.113985650601997
300268.SZ,2020-12-22,0.3,266,236,24.971161050479413,-0.30190669502644985,False,False,,,-11.641188189080037,-0.30190669502644985,-0.12088952276171827,273,2021-02-22,50600.0,598225.984375,8.880000114440918,267,8.87,-25.14396908660359,1,True,7,6.0,False,-12.738585957676609,0.0076608784473953,3.0,-25.059575752248808,-13.418387563168771,-13.502780897523554,-13.502780897523554,-13.502780897523554,-25.14396908660359,-25.14396908660359,-25.14396908660359
600136.SH,2020-12-22,0.2,248,236,17.03601347127199,-0.20424571595012164,False,False,,,-1.5408384806712436,-0.2510548161004523,-0.08283468872531097,273,2021-02-22,59200.0,399138.390625,5.5,249,5.5,-18.60854232856343,1,True,25,24.0,False,-10.371691470832811,0.0120946989191971,2.0,-18.60854232856343,-17.067703847892187,-17.067703847892187,-17.067703847892187,-17.067703847892187,-18.60854232856343,-18.60854232856343,-18.60854232856343
603086.SH,2020-12-22,0.2,268,236,34.42168903045416,-0.21349296061452416,False,False,,,0.010552886473891394,-0.21349296061452416,-0.08057037280368251,273,2021-02-22,51000.0,799824.71875,14.0,269,14.01,-10.868457679484536,1,True,5,4.0,True,-13.89066074947829,0.0061287027579162,4.0,-10.932077624038804,0.0,0.0,-10.879010565958428,-10.879010565958428,0.010552886473891394,-10.868457679484536,-10.868457679484536
300535.SZ,2020-12-23,0.2,250,237,24.42743623489618,-0.20988844203121437,False,False,,,5.053855018440268,-0.20988844203121437,-0.05256534686105785,273,2021-02-22,61000.0,797571.890625,11.369999885559082,251,11.37,-13.23623439688597,1,True,23,22.0,True,-11.537064135672848,0.0035998971457958,4.0,-13.236235270177533,0.0,0.0,-18.29008941532624,-18.29008941532624,5.053855018440268,-13.23623439688597,-13.23623439688597
603518.SH,2020-12-23,0.2,266,237,7.844857155060769,-0.23240794364342554,False,False,,,4.465388912941913,-0.23240794364342554,-0.047446006603129254,273,2021-02-22,75600.0,399865.296875,4.199999809265137,267,4.2,-20.77261834146256,1,True,7,6.0,True,-12.738585957676609,0.0076608784473953,2.0,-20.77262193942062,0.0,0.0,-25.238007254404472,-25.238007254404472,4.465388912941913,-20.77261834146256,-20.77261834146256
000917.SZ,2020-12-24,0.2,266,238,38.03748159404277,-0.20662466145897507,False,False,,,9.059454421107628,-0.20662466145897507,-0.02178064395385282,273,2021-02-22,135400.0,599576.65625,3.9100000858306885,267,3.92,-11.676158908549906,1,True,7,6.0,True,-12.738585957676609,0.0076608784473953,3.0,-11.901472895799502,0.0,0.0,-20.735613329657532,-20.735613329657532,9.059454421107628,-11.676158908549906,-11.676158908549906
300818.SZ,2020-12-24,0.2,250,238,31.821390927314756,-0.22830334705129962,False,False,,,6.489192062701096,-0.26181412317208963,-0.07687247047447943,273,2021-02-22,21200.0,596607.9375,24.579999923706055,251,24.6,-12.783255265489984,1,True,23,22.0,True,-11.537064135672848,0.0035998971457958,3.0,-12.854163458530632,0.0,0.0,-19.27244732819108,-19.27244732819108,6.489192062701096,-12.783255265489984,-12.783255265489984
603332.SH,2020-12-24,0.2,250,238,18.940522180795668,-0.20594531218260914,False,True,,7.0,0.9218298646947451,-0.22259217107945262,0.02655564597217608,273,2021-02-22,11100.0,200051.796875,14.380000114440918,251,14.26,-21.05620866827817,1,True,23,22.0,True,-11.537064135672848,0.0035998971457958,1.0,-20.391884405009826,0.0,0.0,-21.978038532972917,0.0,0.9218298646947451,-21.05620866827817,0.9218298646947451
002309.SZ,2021-01-07,0.2,259,247,19.067648976027964,-0.20079920834551046,False,False,,,1.0696233573998097,-0.22058138747975609,-0.08606247503801501,273,2021-02-22,132600.0,599523.609375,4.170000076293945,260,4.17,-7.978094747251591,1,True,14,13.0,True,-5.439418487223257,0.0082051282051282,3.0,-7.978093063627077,0.0,0.0,-9.0477181046514,-9.0477181046514,1.0696233573998097,-7.978094747251591,-7.978094747251591
300189.SZ,2021-01-07,0.2,251,247,32.75287072621345,-0.20953797314544564,True,True,22.0,22.0,20.12640430370839,-0.30288399662697996,0.03872271249098547,273,2021-02-22,132600.0,599705.828125,4.03000020980835,252,4.04,-10.873972057574802,1,True,22,21.0,True,-10.1217097422015,0.0082304526748971,3.0,-11.094576409069704,0.0,0.0,0.0,0.0,20.12640430370839,20.12640430370839,20.12640430370839
300189.SZ,2021-01-07,0.3,268,247,32.75287072621345,-0.30089791303596725,True,True,5.0,5.0,20.12640430370839,-0.30288399662697996,0.03872271249098547,273,2021-02-22,186800.0,799413.1875,3.5399999618530273,269,3.58,-16.534591671664156,1,True,5,4.0,True,-13.89066074947829,0.0061287027579162,4.0,-17.46716695576642,0.0,0.0,0.0,0.0,20.12640430370839,20.12640430370839,20.12640430370839
000545.SZ,2021-01-08,0.2,263,248,13.976542555103299,-0.249217026015789,False,True,,10.0,17.573184698898906,-0.31050544547477044,0.005129830718291206,273,2021-02-22,128900.0,399730.125,2.450000047683716,264,2.43,-21.817375749195776,1,True,10,9.0,True,-9.803268628912232,0.0143039591315453,2.0,-21.17389582612825,0.0,0.0,-39.39056044809468,0.0,17.573184698898906,-21.817375749195776,17.573184698898906
000545.SZ,2021-01-08,0.3,266,248,13.976542555103299,-0.31050544547477044,False,True,,7.0,17.573184698898906,-0.31050544547477044,0.005129830718291206,273,2021-02-22,128900.0,399730.125,2.2699999809265137,267,2.29,-26.321724471464332,1,True,7,6.0,True,-12.738585957676609,0.0076608784473953,2.0,-26.96520347402866,0.0,0.0,-43.894909170363235,0.0,17.573184698898906,-26.321724471464332,17.573184698898906
603655.SH,2020-12-01,0.2,224,221,51.45099849539994,-0.271664296294838,False,False,,,-13.949246119055198,-0.7139241156398853,-0.271664296294838,274,2021-02-23,3900.0,198174.4375,37.0,229,24.62,-51.6581848238222,5,True,50,45.0,False,-2.98058552500855,0.0023504831548707,1.0,-27.34983097000085,-13.40058485094565,-37.708938704767,-37.708938704767,-37.708938704767,-51.6581848238222,-51.6581848238222,-51.6581848238222
603655.SH,2020-12-01,0.3,225,221,51.45099849539994,-0.3444978816836257,False,False,,,-13.949246119055198,-0.7139241156398853,-0.3444978816836257,274,2021-02-23,3900.0,198174.4375,33.29999923706055,229,24.62,-51.6581848238222,4,True,49,45.0,False,-2.0886461590486016,0.0031282586027111,1.0,-34.61484937104618,-20.665603251990987,-37.708938704767,-37.708938704767,-37.708938704767,-51.6581848238222,-51.6581848238222,-51.6581848238222
000007.SZ,2020-12-02,0.2,242,222,73.4651993064308,-0.2141042039008788,False,False,,,-57.13248523201595,-0.7237358428398059,-0.2141042039008788,274,2021-02-23,47000.0,399282.5625,6.96999979019165,245,5.3,-37.754019031071515,3,True,32,29.0,False,-0.8771899676313089,0.0012903225806451,2.0,-18.14066522760282,38.99182000441313,19.378466200944438,19.378466200944438,19.378466200944438,-37.754019031071515,-37.754019031071515,-37.754019031071515
000007.SZ,2020-12-02,0.3,244,222,73.4651993064308,-0.364067099211669,False,False,,,-57.13248523201595,-0.7237358428398059,-0.364067099211669,274,2021-02-23,47000.0,399282.5625,5.639999866485596,245,5.3,-37.754019031071515,1,True,30,29.0,False,-5.34061690947536,0.0043780582024208,2.0,-33.760882197354405,23.371603034661547,19.378466200944438,19.378466200944438,19.378466200944438,-37.754019031071515,-37.754019031071515,-37.754019031071515
300312.SZ,2020-12-02,0.2,233,222,22.337098261260984,-0.20324242529765302,False,False,,,-13.275802391440713,-0.6430082177966019,-0.18559701168396814,274,2021-02-23,56400.0,399198.453125,5.869999885559082,234,5.96,-15.985461497662207,1,True,41,40.0,False,-3.3868577524317045,0.002077922077922,2.0,-17.254139027848662,-3.978336636407949,-2.709659106221494,-2.709659106221494,-2.709659106221494,-15.985461497662207,-15.985461497662207,-15.985461497662207
300312.SZ,2020-12-02,0.3,235,222,22.337098261260984,-0.3131868209535652,False,False,,,-13.275802391440713,-0.6430082177966019,-0.18695438106483664,274,2021-02-23,56400.0,399198.453125,5.110000133514404,236,5.2,-26.69872479661804,1,True,39,38.0,False,-5.5508593908039305,0.0031152647975077,2.0,-27.96739883152733,-14.691596440086617,-13.422922405177328,-13.422922405177328,-13.422922405177328,-26.69872479661804,-26.69872479661804,-26.69872479661804
002476.SZ,2020-12-08,0.2,246,226,27.255467489433286,-0.22580372717111086,False,False,,,-10.577037815393124,-0.37756928020899505,-0.1931454022505502,274,2021-02-23,162200.0,799416.203125,4.099999904632568,247,4.09,-17.202134030552944,1,True,28,27.0,False,-8.794969797562214,0.006431695394906,4.0,-16.999696191072605,-6.422658375679481,-6.62509621515982,-6.62509621515982,-6.62509621515982,-17.202134030552944,-17.202134030552944,-17.202134030552944
002476.SZ,2020-12-08,0.3,251,226,27.255467489433286,-0.3045681704383518,False,False,,,-10.577037815393124,-0.37756928020899505,-0.1931454022505502,274,2021-02-23,215300.0,999323.828125,3.7799999713897705,252,3.76,-19.17540000614804,1,True,23,22.0,False,-10.1217097422015,0.0082304526748971,5.0,-18.745482536077112,-8.168444720683988,-8.598362190754914,-8.598362190754914,-8.598362190754914,-19.17540000614804,-19.17540000614804,-19.17540000614804
000715.SZ,2020-12-11,0.2,261,229,25.517748812112806,-0.20036009948148348,False,False,,,-4.937896674079758,-0.26096853586433755,-0.08500869008734058,274,2021-02-23,165900.0,799225.953125,4.130000114440918,262,4.12,-14.67192344372982,1,True,13,12.0,False,-8.29500364183482,0.0076785257230611,4.0,-14.464814091645813,-9.526917417566056,-9.734026769650063,-9.734026769650063,-9.734026769650063,-14.67192344372982,-14.67192344372982,-14.67192344372982
002211.SZ,2020-12-11,0.2,266,229,9.593657065794467,-0.21843356457863894,True,True,8.0,8.0,12.679445517041163,-0.24385033459300853,0.03732294880877873,274,2021-02-23,142000.0,798862.5,5.0,267,5.0,-11.32437752429235,1,True,8,7.0,True,-12.738585957676609,0.0076608784473953,4.0,-11.32437752429235,0.0,0.0,0.0,0.0,12.679445517041163,12.679445517041163,12.679445517041163
002856.SZ,2020-12-16,0.2,247,232,18.124716710369583,-0.20219777221541735,False,False,,,-6.398635295526327,-0.29601770890557433,-0.14497421792584186,274,2021-02-23,56200.0,797611.9375,12.270000457763672,248,12.28,-13.670153386920699,1,True,27,26.0,False,-8.211929193391121,0.0038550501156515,4.0,-13.740451346811847,-7.34181605128552,-7.271518091394372,-7.271518091394372,-7.271518091394372,-13.670153386920699,-13.670153386920699,-13.670153386920699
601599.SH,2020-12-17,0.2,266,233,9.383368182497025,-0.20641715899223867,False,False,,,3.1154111572467444,-0.20641715899223867,-0.0010602230465690532,274,2021-02-23,300600.0,799863.75,2.369999885559082,267,2.38,-10.758296752505675,1,True,8,7.0,True,-12.738585957676609,0.0076608784473953,4.0,-11.133266183336493,0.0,0.0,-13.873707909752419,-13.873707909752419,3.1154111572467444,-10.758296752505675,-10.758296752505675
300084.SZ,2020-12-24,0.2,266,238,19.116473364949226,-0.21246460351568308,False,False,,,-1.8807502358277117,-0.22186800253480532,-0.012642206213298035,274,2021-02-23,95000.0,399933.390625,3.4000000953674316,267,3.43,-18.70796557823671,1,True,8,7.0,False,-12.738585957676609,0.0076608784473953,2.0,-19.418972365420498,-17.538222129592786,-16.827215342408998,-16.827215342408998,-16.827215342408998,-18.70796557823671,-18.70796557823671,-18.70796557823671
300402.SZ,2020-12-28,0.2,263,240,17.175145211087465,-0.21865583788833964,False,True,,11.0,16.417261220534776,-0.3338012939471755,0.07684497943631774,274,2021-02-23,23800.0,399169.421875,13.359999656677246,264,13.27,-21.057923299686625,1,True,11,10.0,True,-9.803268628912232,0.0143039591315453,2.0,-20.522523164010884,0.0,0.0,-37.475184520221404,0.0,16.417261220534776,-21.057923299686625,16.417261220534776
300402.SZ,2020-12-28,0.3,267,240,17.175145211087465,-0.31265214912965,False,True,,7.0,16.417261220534776,-0.3338012939471755,0.07684497943631774,274,2021-02-23,38600.0,598776.65625,11.770000457763672,268,11.95,-23.138601647816007,1,True,7,6.0,True,-13.955641196314716,0.0117496807151979,3.0,-24.296343615936262,0.0,0.0,-39.555862868350786,0.0,16.417261220534776,-23.138601647816007,16.417261220534776
600724.SH,2020-08-26,0.2,250,158,52.06857858518599,-0.2045997691877146,False,False,,,-8.611868575911231,-0.29218846072421234,-0.14305094213938263,275,2021-02-24,257000.0,998875.265625,3.380000114440918,251,3.35,-14.00274214823839,1,True,25,24.0,False,-11.537064135672848,0.0035998971457958,5.0,-13.232614513265856,-4.620745937354625,-5.390873572327159,-5.390873572327159,-5.390873572327159,-14.00274214823839,-14.00274214823839,-14.00274214823839
300120.SZ,2020-09-09,0.2,232,168,44.25768772408962,-0.22274523270283209,False,False,,,-13.149666813979405,-0.4285738559071106,-0.0749143805604956,275,2021-02-24,48300.0,597926.609375,10.9399995803833,233,11.05,-10.94066257771654,1,True,43,42.0,False,-2.5050851347223735,0.0023376623376623,3.0,-11.827229499638392,1.3224373143410126,2.2090042362628655,2.2090042362628655,2.2090042362628655,-10.94066257771654,-10.94066257771654,-10.94066257771654
300120.SZ,2020-09-09,0.3,248,168,44.25768772408962,-0.3066695827697242,False,False,,,-13.149666813979405,-0.4285738559071106,-0.23352703341941072,275,2021-02-24,69000.0,797933.359375,9.130000114440918,249,9.13,-21.22812586072046,1,True,27,26.0,False,-10.371691470832811,0.0120946989191971,4.0,-21.22812487334636,-8.078458059366955,-8.078459046741056,-8.078459046741056,-8.078459046741056,-21.22812586072046,-21.22812586072046,-21.22812586072046
300071.SZ,2020-10-30,0.2,237,199,35.651616366577144,-0.21016484409660008,False,False,,,-15.103246326666092,-0.4443057032374592,-0.1820679677949918,275,2021-02-24,206800.0,599637.75,2.5399999618530273,238,2.57,-11.567353139497975,1,True,38,37.0,False,-6.340324297355382,0.0088128564022809,3.0,-12.599642158662503,2.503604168003589,3.535893187168117,3.535893187168117,3.535893187168117,-11.567353139497975,-11.567353139497975,-11.567353139497975
300071.SZ,2020-10-30,0.3,245,199,35.651616366577144,-0.3131867983005382,False,False,,,-15.103246326666092,-0.4443057032374592,-0.2195304695304694,275,2021-02-24,206800.0,599637.75,2.200000047683716,246,2.18,-24.987093324554696,1,True,30,29.0,False,-6.865543976974465,0.0030911901081916,3.0,-24.2988998794157,-9.195653552749608,-9.883846997888604,-9.883846997888604,-9.883846997888604,-24.987093324554696,-24.987093324554696,-24.987093324554696
