episode_mean,eventday_mean,hac_ci_lo,hac_ci_hi,boot_ci_lo,boot_ci_hi,p_delta_gt_0,oracle,failure_prevalence,mean_baseline,mean_oracle,median_delta
-2.618398615570839,-2.280865783996554,-3.037724565948967,-1.5240070020441414,-3.030812335559154,-1.4424338316763208,0.1596505162827641,O1,0.6333598093725179,-3.8005350116946164,-6.418933627265456,0.0
-7.962620285959125,-5.188390502431361,-6.185239152439867,-4.191541852422858,-6.261772651180875,-4.0903007740224755,0.1567116759332804,O2,0.8790309769658459,-3.8005350116946164,-11.76315529765374,-7.837275215030985
-6.969592752201473,-4.813058212507443,-5.7770206621913625,-3.8490957628235245,-5.867164737747859,-3.735660765098716,0.15480540111199365,O3,0.835186656076251,-3.8005350116946164,-10.77012776389609,-6.775494552417761
