TPR,break_even_fpr,break_even_fpr_on_grid,break_even_precision
0.25,-0.0726567644718196,0.0,1.2022678442952197
0.5,-0.1453135289436392,0.0,1.2022678442952197
0.75,-0.21797029341545882,0.0,1.2022678442952195
1.0,-0.2906270578872784,0.0,1.2022678442952197
