threshold,n,p50,p75,p90,p95,mean
0.1,26914,-0.07264746135466482,-0.019895435158443192,0.0,0.0,-0.1098343152487135
0.2,12590,-0.07506096222919989,-0.02132840874153838,0.0,0.0,-0.10343006732397043
0.3,6130,-0.06159440493423085,-0.017079207889798886,0.0,0.0,-0.08281116886110389
