metric,point,bootstrap_mean,bootstrap_median,p2_5,p97_5,n_replicates,n_valid
q5_q1_day_mean_return,2.664291244840622,2.674289810910244,2.6765349997921906,1.1015550635888787,4.184582758802494,2000,2000.0
