ts_code,stock_name,entry_date,exit_date,date,pstar_adj,adjT,pstar_raw,executable_threshold,daily_open,daily_high,daily_low,daily_close,limit_down_px,limit_up_px,high_ge_threshold,high_ge_threshold_exact,legal_exit_hit,gap_to_threshold,eod_bb_upper,eod_upper_touch
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-01-19,634.287,1.004,631.76,631.77,589.5,595.0,558.5,569.99,469.44,704.16,False,False,False,-36.77,622.205,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-01-20,628.393,1.004,625.89,625.89,566.0,578.0,563.35,569.13,455.99,683.99,False,False,False,-47.89,616.99,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-01-21,617.548,1.004,615.087,615.09,563.0,579.6,552.0,569.49,455.3,682.96,False,False,False,-35.49,607.63,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-01-24,616.945,1.004,614.487,614.49,564.0,592.26,559.01,580.99,455.59,683.39,False,False,False,-22.23,608.066,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-01-25,617.248,1.004,614.788,614.79,573.21,583.33,565.0,565.6,464.79,697.19,False,False,False,-31.46,607.177,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-01-26,615.295,1.004,612.843,612.85,571.8,590.6,566.5,587.5,452.48,678.72,False,False,False,-22.25,607.543,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-01-27,617.0,1.004,614.542,614.55,585.0,594.99,570.0,574.99,470.0,705.0,False,False,False,-19.56,607.495,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-01-28,614.748,1.004,612.299,612.3,594.6,604.0,570.44,592.6,459.99,689.99,False,False,False,-8.3,607.943,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-07,615.689,1.004,613.236,613.24,606.0,609.98,574.18,579.44,474.08,711.12,False,False,False,-3.26,606.806,True
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-08,616.683,1.004,614.226,614.23,579.44,579.44,521.82,540.86,463.55,695.33,False,False,False,-34.79,607.286,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-09,617.352,1.004,614.893,614.9,539.0,550.9,527.0,547.2,432.69,649.03,False,False,False,-64.0,607.301,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-10,616.783,1.004,614.325,614.33,551.8,552.0,499.89,518.1,437.76,656.64,False,False,False,-62.33,610.333,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-11,620.808,1.004,618.335,618.34,506.0,513.58,489.0,489.99,414.48,621.72,False,False,False,-104.76,618.234,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-14,631.215,1.004,628.7,628.71,486.0,512.89,485.06,508.0,391.99,587.99,False,False,False,-115.82,621.085,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-15,635.025,1.004,632.495,632.5,519.0,530.33,511.0,527.0,406.4,609.6,False,False,False,-102.17,621.604,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-16,635.578,1.004,633.046,633.05,528.0,542.43,523.99,530.8,421.6,632.4,False,False,False,-90.62,621.342,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-17,635.475,1.004,632.943,632.95,529.98,543.5,525.58,535.0,424.64,636.96,False,False,False,-89.45,620.717,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-18,633.541,1.004,631.017,631.02,530.0,535.0,522.98,527.5,428.0,642.0,False,False,False,-96.02,618.918,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-21,625.241,1.004,622.75,622.75,526.5,526.5,505.47,510.0,422.0,633.0,False,False,False,-96.25,612.3,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-22,621.925,1.004,619.447,619.45,506.65,508.0,492.37,504.0,408.0,612.0,False,False,False,-111.45,609.023,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-23,621.164,1.004,618.689,618.69,506.0,519.05,502.48,519.0,403.2,604.8,False,False,False,-99.64,606.583,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-24,618.471,1.004,616.007,616.01,508.0,521.58,501.0,507.7,415.2,622.8,False,False,False,-94.43,604.313,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-25,615.788,1.004,613.334,613.34,521.0,535.0,520.89,528.8,406.16,609.24,False,False,False,-78.34,601.001,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-02-28,609.335,1.004,606.908,606.91,524.0,536.5,524.0,533.36,423.04,634.56,False,False,False,-70.41,595.376,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-01,605.703,1.004,603.29,603.3,539.2,548.08,530.0,536.18,426.69,640.03,False,False,False,-55.22,592.281,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-02,596.266,1.004,593.891,593.9,531.0,531.79,508.88,513.84,428.94,643.42,False,False,False,-62.11,583.623,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-03,588.748,1.004,586.403,586.41,517.2,518.8,506.97,512.99,411.07,616.61,False,False,False,-67.61,576.826,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-04,572.452,1.004,570.172,570.18,505.0,509.0,488.0,491.79,410.39,615.59,False,False,False,-61.18,563.918,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-07,559.382,1.004,557.154,557.16,475.0,485.0,454.01,454.89,393.43,590.15,False,False,False,-72.16,559.449,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-08,566.848,1.004,564.59,564.59,463.98,466.46,443.01,455.45,363.91,545.87,False,False,False,-98.13,561.674,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-09,568.274,1.004,566.01,566.01,456.0,474.0,448.0,473.47,364.36,546.54,False,False,False,-92.01,558.114,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-10,569.173,1.004,566.906,566.91,490.0,505.55,485.31,490.81,378.78,568.16,False,False,False,-61.36,557.186,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-11,569.14,1.004,566.873,566.88,480.83,495.0,474.1,493.55,392.65,588.97,False,False,False,-71.88,557.124,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-14,568.917,1.004,566.651,566.66,483.0,487.23,463.0,463.0,394.84,592.26,False,False,False,-79.43,558.762,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-15,569.027,1.004,566.76,566.77,461.0,481.29,450.6,463.2,370.4,555.6,False,False,False,-85.48,557.736,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-16,567.236,1.004,564.976,564.98,476.2,503.47,468.49,503.1,370.56,555.84,False,False,False,-61.51,554.71,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-17,562.625,1.004,560.384,560.39,517.5,535.0,515.1,524.5,402.48,603.72,False,False,False,-25.39,552.976,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-18,562.068,1.004,559.828,559.83,519.0,524.47,504.0,510.5,419.6,629.4,False,False,False,-35.36,550.812,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-21,562.122,1.004,559.883,559.89,520.0,534.2,517.6,520.0,408.4,612.6,False,False,False,-25.69,551.934,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-22,563.957,1.004,561.71,561.72,520.0,520.0,507.0,513.0,416.0,624.0,False,False,False,-41.72,552.685,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-23,563.161,1.004,560.917,560.92,520.0,522.98,509.9,515.29,410.4,615.6,False,False,False,-37.94,552.248,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-24,564.0,1.004,561.753,561.76,509.95,517.68,498.38,514.0,412.23,618.35,False,False,False,-44.08,552.828,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-25,561.62,1.004,559.383,559.39,511.92,518.18,502.0,502.07,411.2,616.8,False,False,False,-41.21,549.792,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-28,556.851,1.004,554.633,554.64,508.88,508.88,478.08,487.0,401.66,602.48,False,False,False,-45.76,545.083,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-29,550.11,1.004,547.918,547.92,487.0,500.0,482.0,486.9,389.6,584.4,False,False,False,-47.92,539.076,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-30,547.728,1.004,545.546,545.55,492.0,519.0,492.0,519.0,389.52,584.28,False,False,False,-26.55,539.862,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-03-31,548.817,1.004,546.631,546.64,515.15,518.0,503.15,512.3,415.2,622.8,False,False,False,-28.64,539.77,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-01,550.797,1.004,548.603,548.61,508.0,524.5,505.13,518.9,409.84,614.76,False,False,False,-24.11,542.371,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-06,550.61,1.004,548.417,548.42,516.52,518.0,503.0,508.17,415.12,622.68,False,False,False,-30.42,541.024,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-07,547.421,1.004,545.24,545.25,500.55,505.0,487.05,495.22,406.54,609.8,False,False,False,-40.25,537.879,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-08,545.947,1.004,543.772,543.78,492.7,504.87,489.0,495.0,396.18,594.26,False,False,False,-38.91,536.822,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-11,545.885,1.004,543.71,543.72,475.27,478.0,452.1,459.0,396.0,594.0,False,False,False,-65.72,539.903,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-12,549.966,1.004,547.774,547.78,460.77,472.78,460.5,472.0,367.2,550.8,False,False,False,-75.0,540.708,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-13,548.494,1.004,546.309,546.31,465.89,481.8,462.0,466.0,377.6,566.4,False,False,False,-64.51,540.328,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-14,547.958,1.004,545.775,545.78,475.0,476.0,454.0,459.8,372.8,559.2,False,False,False,-69.78,540.809,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-15,550.798,1.004,548.603,548.61,451.14,456.99,432.77,450.86,367.84,551.76,False,False,False,-91.62,543.361,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-18,550.874,1.004,548.679,548.68,442.0,451.98,435.3,451.0,360.69,541.03,False,False,False,-96.7,541.907,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-19,551.806,1.004,549.608,549.61,450.46,459.58,438.45,440.26,360.8,541.2,False,False,False,-90.03,542.904,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-20,551.469,1.004,549.272,549.28,439.01,443.0,405.78,407.0,352.21,528.31,False,False,False,-106.28,546.625,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-21,557.632,1.004,555.41,555.42,411.88,417.5,398.9,409.11,325.6,488.4,False,False,False,-137.92,548.025,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-22,559.129,1.004,556.901,556.91,408.0,423.18,405.0,415.34,327.29,490.93,False,False,False,-133.73,546.171,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-25,557.257,1.004,555.037,555.04,397.8,406.1,390.0,390.1,332.27,498.41,False,False,False,-148.94,546.267,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-26,559.873,1.004,557.642,557.65,386.11,392.0,377.0,377.0,312.08,468.12,False,False,False,-165.65,547.822,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-27,564.433,1.004,562.185,562.19,367.0,408.76,366.74,407.05,301.6,452.4,False,False,False,-153.43,546.116,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-28,562.657,1.004,560.416,560.42,399.98,402.5,382.0,387.5,325.64,488.46,False,False,False,-157.92,545.123,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-04-29,555.224,1.004,553.012,553.02,394.0,409.98,375.02,409.35,310.0,465.0,False,False,False,-143.04,535.873,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-05,545.23,1.004,543.058,543.06,365.0,385.28,353.0,376.0,327.48,491.22,False,False,False,-157.78,528.733,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-06,534.123,1.004,531.995,532.0,362.0,386.73,361.82,375.99,300.8,451.2,False,False,False,-145.27,517.687,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-09,522.925,1.004,520.842,520.85,374.0,376.96,363.71,368.5,300.79,451.19,False,False,False,-143.89,507.449,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-10,513.466,1.004,511.42,511.42,359.3,385.0,357.14,379.17,294.8,442.2,False,False,False,-126.42,497.2,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-11,499.955,1.004,497.963,497.97,379.97,418.78,379.5,409.75,303.34,455.0,False,False,False,-79.19,484.422,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-12,493.693,1.004,491.727,491.73,404.4,409.2,397.88,403.51,327.8,491.7,False,False,False,-82.53,478.683,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-13,482.834,1.004,480.91,480.92,407.0,418.45,400.51,414.8,322.81,484.21,False,False,False,-62.47,469.678,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-16,472.815,1.004,470.932,470.94,416.99,427.8,407.01,407.01,331.84,497.76,False,False,False,-43.14,460.58,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-17,462.695,1.004,460.852,460.86,409.98,424.58,408.25,422.56,325.61,488.41,False,False,False,-36.28,453.305,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-18,455.959,1.004,454.142,454.15,424.44,426.0,414.44,419.0,338.05,507.07,False,False,False,-28.15,447.243,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-19,447.638,1.004,445.855,445.86,414.45,421.9,408.66,419.0,335.2,502.8,False,False,False,-23.96,440.347,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-20,442.14,1.004,440.378,440.38,428.0,432.0,417.5,426.9,335.2,502.8,False,False,False,-8.38,437.261,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-23,445.568,1.004,443.793,443.8,426.9,426.9,410.0,416.7,341.52,512.28,False,False,False,-16.9,438.33,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-24,446.592,1.004,444.813,444.82,413.66,413.67,401.83,402.04,333.36,500.04,False,False,False,-31.15,437.812,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-25,445.174,1.004,443.4,443.41,404.5,406.06,394.5,398.98,321.63,482.45,False,False,False,-37.35,436.403,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-26,445.246,1.004,443.472,443.48,398.49,401.83,388.88,390.01,319.18,478.78,False,False,False,-41.65,436.404,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-27,444.244,1.004,442.474,442.48,396.0,409.14,392.13,394.4,312.01,468.01,False,False,False,-33.34,435.678,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-30,443.643,1.004,441.875,441.88,402.29,407.2,398.8,401.8,315.52,473.28,False,False,False,-34.68,435.314,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-05-31,443.67,1.004,441.902,441.91,399.9,411.99,393.5,408.0,321.44,482.16,False,False,False,-29.92,435.841,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-06-01,443.529,1.004,441.762,441.77,410.1,431.0,406.0,425.03,326.4,489.6,False,False,False,-10.77,438.03,False
300750.SZ,宁德时代,2021-12-21,2022-06-02,2022-06-02,445.159,1.004,443.386,443.39,422.78,443.78,421.01,436.8,340.02,510.04,True,True,True,0.39,441.765,True
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-01,2160.777,33.729,64.063,64.07,53.49,53.49,51.89,53.17,47.79,58.41,False,False,False,-10.58,62.95,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-02,2164.411,33.729,64.171,64.18,53.21,54.1,51.54,53.8,47.85,58.49,False,False,False,-10.08,62.962,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-03,2166.112,33.729,64.221,64.23,53.78,53.8,51.28,51.54,48.42,59.18,False,False,False,-10.43,63.144,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-04,2167.014,33.729,64.248,64.25,50.15,50.79,48.0,49.0,46.39,56.69,False,False,False,-13.46,63.353,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-05,2167.744,33.729,64.269,64.27,49.11,50.49,49.11,49.52,44.1,53.9,False,False,False,-13.78,63.093,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-08,2149.478,33.729,63.728,63.73,50.0,50.43,45.61,47.86,44.57,54.47,False,False,False,-13.3,62.666,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-09,2136.945,33.729,63.356,63.36,47.0,50.6,47.0,50.28,43.07,52.65,False,False,False,-12.76,61.937,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-10,2087.001,33.729,61.876,61.88,51.0,53.25,50.08,52.78,45.25,55.31,False,False,False,-8.63,60.538,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-18,2049.924,33.729,60.776,60.78,53.32,53.6,49.9,50.11,47.5,58.06,False,False,False,-7.18,59.606,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-19,2032.054,33.729,60.247,60.25,49.7,49.99,48.22,49.84,45.1,55.12,False,False,False,-10.26,59.097,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-22,2006.061,33.729,59.476,59.48,49.85,49.9,48.7,48.7,44.86,54.82,False,False,False,-9.58,58.441,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-23,1996.356,33.729,59.188,59.19,48.45,49.7,48.3,48.5,43.83,53.57,False,False,False,-9.49,58.124,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-24,1979.577,33.729,58.691,58.7,48.34,48.9,46.86,47.6,43.65,53.35,False,False,False,-9.8,57.687,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-25,1943.131,33.729,57.61,57.62,47.61,47.99,46.33,46.9,42.84,52.36,False,False,False,-9.63,56.735,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-02-26,1903.968,33.729,56.449,56.45,46.0,47.42,45.55,46.5,42.21,51.59,False,False,False,-9.03,55.689,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-01,1883.73,33.729,55.849,55.85,47.1,47.91,46.58,47.6,41.85,51.15,False,False,False,-7.94,54.976,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-02,1874.494,33.729,55.575,55.58,48.07,49.8,47.74,49.0,42.84,52.36,False,False,False,-5.78,54.652,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-03,1852.617,33.729,54.927,54.93,48.5,49.35,48.2,48.95,44.1,53.9,False,False,False,-5.58,54.071,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-04,1850.436,33.729,54.862,54.87,48.4,48.44,45.81,46.21,44.06,53.85,False,False,False,-6.43,54.132,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-05,1836.672,33.729,54.454,54.46,45.66,48.0,45.55,47.63,41.59,50.83,False,False,False,-6.46,53.613,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-08,1813.274,33.729,53.76,53.77,48.05,48.68,46.0,46.2,42.87,52.39,False,False,False,-5.09,53.062,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-09,1780.035,33.729,52.775,52.78,46.59,46.59,42.71,44.5,41.58,50.82,False,False,False,-6.19,52.375,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-10,1775.363,33.729,52.636,52.64,45.49,46.4,43.02,43.43,40.05,48.95,False,False,False,-6.24,52.293,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-11,1788.77,33.729,53.034,53.04,43.05,43.38,40.19,42.15,39.09,47.77,False,False,False,-9.66,52.674,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-12,1802.808,33.729,53.45,53.45,42.37,42.5,40.15,40.85,37.94,46.36,False,False,False,-10.95,53.029,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-15,1824.759,33.729,54.101,54.11,40.4,40.53,37.88,38.2,36.76,44.94,False,False,False,-13.58,53.822,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-16,1847.121,33.729,54.764,54.77,38.22,39.6,37.92,38.42,34.38,42.02,False,False,False,-15.17,53.955,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-17,1832.718,33.729,54.337,54.34,37.5,39.48,36.79,38.59,34.58,42.26,False,False,False,-14.86,53.309,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-18,1828.353,33.729,54.207,54.21,38.59,38.85,37.6,38.58,34.73,42.45,False,False,False,-15.36,52.995,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-19,1817.684,33.729,53.891,53.9,38.0,38.06,35.6,35.84,34.72,42.44,False,False,False,-15.84,52.903,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-22,1822.492,33.729,54.033,54.04,36.0,36.11,32.81,35.3,32.26,39.42,False,False,False,-17.93,52.824,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-23,1821.346,33.729,53.999,54.0,35.52,36.09,34.08,34.35,31.77,38.83,False,False,False,-17.91,52.668,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-24,1821.587,33.729,54.007,54.01,34.01,34.25,32.37,32.4,30.92,37.79,False,False,False,-19.76,52.679,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-25,1827.391,33.729,54.179,54.18,32.05,33.24,31.9,32.89,29.16,35.64,False,False,False,-20.94,52.477,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-26,1822.531,33.729,54.035,54.04,33.22,35.15,32.9,34.92,29.6,36.18,False,False,False,-18.89,51.981,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-29,1795.198,33.729,53.224,53.23,35.12,35.21,33.61,33.75,31.43,38.41,False,False,False,-18.02,51.231,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-30,1751.73,33.729,51.935,51.94,33.75,34.37,33.2,33.91,30.38,37.12,False,False,False,-17.57,49.973,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-03-31,1697.062,33.729,50.315,50.32,33.92,34.07,33.07,33.83,30.52,37.3,False,False,False,-16.25,48.467,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-01,1658.383,33.729,49.168,49.17,34.11,35.27,33.91,35.08,30.45,37.21,False,False,False,-13.9,47.341,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-02,1593.292,33.729,47.238,47.24,35.12,36.25,34.81,35.73,31.57,38.59,False,False,False,-10.99,45.618,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-06,1531.438,33.729,45.404,45.41,35.84,36.17,35.04,35.09,32.16,39.3,False,False,False,-9.24,43.998,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-07,1477.788,33.729,43.814,43.82,35.25,35.25,34.1,34.48,31.58,38.6,False,False,False,-8.57,42.593,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-08,1425.921,33.729,42.276,42.28,34.61,34.85,34.01,34.06,31.03,37.93,False,False,False,-7.43,41.238,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-09,1379.002,33.729,40.885,40.89,34.07,34.28,33.3,33.45,30.65,37.47,False,False,False,-6.61,40.024,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-12,1339.099,33.729,39.702,39.71,33.61,33.87,32.59,32.76,30.11,36.8,False,False,False,-5.84,39.007,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-13,1324.224,33.729,39.261,39.27,32.79,34.85,32.79,34.13,29.48,36.04,False,False,False,-4.42,38.535,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-14,1301.107,33.729,38.575,38.58,34.25,34.42,33.68,34.15,30.72,37.54,False,False,False,-4.16,37.929,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-15,1270.51,33.729,37.668,37.67,34.17,34.27,32.9,33.47,30.74,37.57,False,False,False,-3.4,37.135,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-16,1229.288,33.729,36.446,36.45,33.48,33.59,32.58,33.28,30.12,36.82,False,False,False,-2.86,36.078,False
002475.SZ,立讯精密,2021-01-29,2021-04-19,2021-04-19,1219.54,33.729,36.157,36.16,33.41,36.61,33.35,36.56,29.95,36.61,True,True,True,0.45,36.268,True
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-08,1456.722,11.0337,132.025,132.03,81.78,82.5,76.7,76.96,72.8,88.98,False,False,False,-49.53,129.379,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-09,1480.48,11.0337,134.178,134.18,78.18,80.58,74.0,80.06,69.26,84.66,False,False,False,-53.6,129.988,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-10,1493.754,11.0337,135.381,135.39,80.8,86.39,77.39,77.79,72.05,88.07,False,False,False,-49.0,130.797,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-13,1508.618,11.0337,136.728,136.73,75.08,76.33,70.01,70.01,70.01,85.57,False,False,False,-60.4,132.457,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-14,1532.007,11.0337,138.848,138.85,69.0,74.39,68.2,74.38,63.01,77.01,False,False,False,-64.46,133.083,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-15,1534.009,11.0337,139.029,139.03,75.88,77.0,70.4,71.05,66.94,81.82,False,False,False,-62.03,133.021,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-16,1529.149,11.0337,138.589,138.59,68.5,69.82,63.95,64.85,63.94,78.16,False,False,False,-68.77,132.654,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-17,1525.545,11.0337,138.262,138.27,64.08,65.2,58.37,58.39,58.36,71.33,False,False,False,-73.07,132.333,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-20,1501.165,11.0337,136.053,136.06,60.39,60.89,54.52,56.56,52.55,64.23,False,False,False,-75.17,129.732,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-21,1473.151,11.0337,133.514,133.52,57.0,60.26,50.9,59.96,50.9,62.22,False,False,False,-73.26,126.423,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-22,1421.892,11.0337,128.868,128.87,57.61,59.38,55.05,55.12,53.96,65.96,False,False,False,-69.49,122.244,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-23,1347.021,11.0337,122.082,122.09,56.11,58.18,55.0,55.67,49.61,60.63,False,False,False,-63.91,115.751,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-24,1295.902,11.0337,117.449,117.45,55.0,55.66,52.3,52.43,50.1,61.24,False,False,False,-61.79,111.501,False
600487.SH,亨通光电,2026-07-07,2026-08-18,2026-07-27,1243.02,11.0337,112.657,112.66,52.87,55.83,51.32,55.55,47.19,57.67,False,False,False,-56.83,106.607,False
