ts_code,stock_name,entry_date,exit_date,date,pstar_adj,adjT,pstar_raw,executable_threshold,daily_open,daily_high,daily_low,daily_close,limit_down_px,limit_up_px,high_ge_threshold,high_ge_threshold_exact,legal_exit_hit,gap_to_threshold,eod_bb_upper,eod_upper_touch
002594.SZ,比亚迪,2023-08-15,2024-03-12,2024-03-01,202.688,1.025,197.744,197.75,190.9,192.98,188.77,192.18,172.08,210.32,False,False,False,-4.77,196.447,False
002594.SZ,比亚迪,2023-08-15,2024-03-12,2024-03-04,203.974,1.025,198.999,199.0,190.0,191.7,188.1,189.27,172.96,211.4,False,False,False,-7.3,196.927,False
002594.SZ,比亚迪,2023-08-15,2024-03-12,2024-03-05,205.13,1.025,200.127,200.13,187.5,191.65,185.5,190.82,170.34,208.2,False,False,False,-8.48,198.11,False
002594.SZ,比亚迪,2023-08-15,2024-03-12,2024-03-06,206.152,1.025,201.124,201.13,190.0,192.98,189.0,191.65,171.74,209.9,False,False,False,-8.15,199.079,False
002594.SZ,比亚迪,2023-08-15,2024-03-12,2024-03-07,206.865,1.025,201.82,201.82,192.06,193.96,188.8,188.89,172.48,210.82,False,False,False,-7.86,199.285,False
002594.SZ,比亚迪,2023-08-15,2024-03-12,2024-03-08,206.763,1.025,201.72,201.72,188.3,190.15,187.25,188.09,170.0,207.78,False,False,False,-11.57,199.163,False
002594.SZ,比亚迪,2023-08-15,2024-03-12,2024-03-11,205.174,1.025,200.17,200.17,188.0,199.9,188.0,198.74,169.28,206.9,False,False,False,-0.27,199.808,True
002594.SZ,比亚迪,2023-08-15,2024-03-12,2024-03-12,205.206,1.025,200.201,200.21,201.0,206.66,197.77,205.1,178.87,218.61,True,True,True,6.45,201.611,True
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-12,5527.222,17.725,311.832,311.84,270.0,272.96,262.69,270.95,240.55,294.01,False,False,False,-38.88,308.563,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-13,5524.379,17.725,311.672,311.68,270.97,279.34,270.97,276.0,243.86,298.04,False,False,False,-32.34,307.651,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-14,5522.152,17.725,311.546,311.55,273.9,277.0,268.0,275.3,248.4,303.6,False,False,False,-34.55,307.417,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-15,5514.691,17.725,311.125,311.13,275.0,281.2,272.71,280.83,247.77,302.83,False,False,False,-29.93,306.799,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-16,5508.526,17.725,310.777,310.78,280.85,283.36,277.0,277.52,252.75,308.91,False,False,False,-27.42,306.454,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-19,5488.369,17.725,309.64,309.65,275.8,282.5,274.49,280.89,249.77,305.27,False,False,False,-27.15,305.372,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-20,5454.792,17.725,307.746,307.75,279.0,284.21,277.77,282.3,252.8,308.98,False,False,False,-23.54,303.72,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-21,5446.416,17.725,307.273,307.28,282.29,285.97,280.01,281.22,254.07,310.53,False,False,False,-21.31,303.244,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-22,5432.611,17.725,306.494,306.5,282.51,284.66,278.65,280.1,253.1,309.34,False,False,False,-21.84,302.497,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-23,5391.057,17.725,304.15,304.15,278.86,279.0,268.12,271.21,252.09,308.11,False,False,False,-25.15,300.505,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-26,5306.921,17.725,299.403,299.41,268.66,268.66,244.09,249.54,244.09,298.33,False,False,False,-30.75,299.542,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-27,5331.093,17.725,300.767,300.77,247.0,248.8,231.0,231.15,224.59,274.49,False,False,False,-51.97,303.514,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-28,5424.688,17.725,306.047,306.05,231.18,237.9,224.89,236.68,208.04,254.26,False,False,False,-68.15,303.736,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-29,5428.957,17.725,306.288,306.29,245.44,245.79,233.68,235.05,213.01,260.35,False,False,False,-60.5,302.809,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-07-30,5455.281,17.725,307.773,307.78,235.06,235.06,216.84,220.75,211.54,258.56,False,False,False,-72.72,305.264,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-08-02,5524.422,17.725,311.674,311.68,215.37,234.9,212.15,234.45,198.68,242.82,False,False,False,-76.78,304.999,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-08-03,5530.443,17.725,312.014,312.02,229.1,240.66,227.7,240.05,211.0,257.9,False,False,False,-71.36,304.24,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-08-04,5496.472,17.725,310.097,310.1,237.0,238.89,233.0,234.5,216.04,264.06,False,False,False,-71.21,302.492,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-08-05,5498.016,17.725,310.184,310.19,229.0,236.0,225.5,227.17,211.05,257.95,False,False,False,-74.19,302.683,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-08-06,5505.378,17.725,310.6,310.6,225.0,227.9,221.25,226.0,204.45,249.89,False,False,False,-82.7,302.505,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-08-09,5496.292,17.725,310.087,310.09,224.0,236.68,222.0,230.01,203.4,248.6,False,False,False,-73.41,301.201,False
000858.SZ,五粮液,2021-07-09,2021-09-27,2021-08-10,5455.854,17.725,307.806,307.81,231.26,250.0,227.38,248.9,207.01,253.01,False,False,False,-57.81,298.684,False
