date,B20_COUNT,DAY_MEAN_RETURN,DAY_WIN_RATE,DAY_MEAN_MAE,DAY_MAE20_RATE,DAY_MAE30_RATE,DAY_MEAN_HOLD,DAY_HOLD90_RATE,universe_size,BREADTH_PCT,MKT_RET,MKT_RET5,MKT_RET20
2020-02-06,24,12.544306307314594,0.8333333333333334,-7.425305484058189,0.08333333333333333,0.041666666666666664,33.833333333333336,0.0,3525,0.006808510638297872,0.026265602778257326,-0.01432234816287992,-0.0013125514132215682
2020-02-07,2,8.251701621389001,0.5,-10.317276753753445,0.5,0.0,25.0,0.0,3530,0.0005665722379603399,0.01243481085701853,-0.005222054554997467,-0.0016178528972794711
2020-02-13,1,-2.5799196512874154,0.0,-16.412701222827796,0.0,0.0,54.0,0.0,3533,0.0002830455703368242,-0.008771885776679497,0.006685733127674775,-0.001246256757168809
2020-02-20,1,12.763962833414302,1.0,-3.686057532211362,0.0,0.0,8.0,0.0,3540,0.0002824858757062147,0.017836118276254174,0.013158261751375494,0.0010963895976137832
2020-02-24,1,-16.616353330477352,0.0,-36.448701424296736,1.0,1.0,48.0,0.0,3543,0.0002822466836014677,0.012488491204448442,0.01078829827129527,0.002544475130217626
2020-02-25,1,-7.644489962177108,0.0,-24.334924334924334,1.0,0.0,34.0,0.0,3544,0.0002821670428893905,-0.0020344973887874993,0.006814892440500026,0.0019656524632141745
2020-02-26,2,10.566376580134127,1.0,-6.890604948315782,0.0,0.0,36.0,0.0,3545,0.0005641748942172073,-0.013839644179297962,0.005147514977058885,0.001831037821851588
2020-02-27,5,-3.015784847062639,0.4,-18.568462744918556,0.6,0.0,45.6,0.0,3546,0.0014100394811054709,0.003052048928233373,0.0021907011074547246,0.0019280869559062687
2020-02-28,113,3.1810297536308494,0.6902654867256637,-12.675100858819706,0.17699115044247787,0.04424778761061947,32.85840707964602,0.0,3546,0.03186689227298364,-0.05274768672583596,-0.010616257632247921,0.0009440354787341572
2020-03-02,5,-3.726821253868625,0.2,-27.04690832316884,1.0,0.2,50.2,0.0,3545,0.0014104372355430183,0.04140584077830577,-0.0048327877174764566,0.007436484848683565
2020-03-03,2,-4.6481352561451645,0.0,-19.77622425047062,0.5,0.0,28.5,0.0,3546,0.0005640157924421884,0.012506016975683954,-0.0019246848445821651,0.008321492131751455
2020-03-04,3,0.3847740313147101,0.3333333333333333,-21.828093292618153,0.6666666666666666,0.0,49.0,0.0,3545,0.000846262341325811,0.010390307526889266,0.002921305496655281,0.007399678063291266
2020-03-09,102,2.6486081028423047,0.6470588235294118,-17.29937564032285,0.28431372549019607,0.058823529411764705,38.705882352941174,0.00980392156862745,3551,0.028724303013235707,-0.03252721266813939,0.0014944423462854794,0.003888744684849431
2020-03-10,2,-1.3783798846978286,0.5,-30.80387064765914,0.5,0.5,25.5,0.0,3552,0.0005630630630630631,0.021418117261066988,0.0032768624033620865,0.005172450455216098
2020-03-11,7,2.7977032118317573,0.5714285714285714,-14.325733565337616,0.14285714285714285,0.0,26.142857142857142,0.0,3552,0.0019707207207207205,-0.008504657449235986,-0.0005021305918629637,0.0038508377056599903
2020-03-12,99,6.103910563403909,0.8484848484848485,-9.567243849065992,0.08080808080808081,0.04040404040404041,28.616161616161616,0.0,3552,0.02787162162162162,-0.01848744768142605,-0.007896594229772123,0.0033650596104226617
2020-03-13,255,3.3360506251959716,0.7098039215686275,-12.308454767783953,0.09019607843137255,0.023529411764705882,28.462745098039214,0.0,3554,0.07175014068655036,-0.011729673135806178,-0.009966174734708122,0.002696602257655973
2020-03-16,773,5.448334160727682,0.8137128072445019,-10.761341655953466,0.10090556274256145,0.02199223803363519,30.721862871927556,0.0,3553,0.21756262313537855,-0.038084531334947165,-0.011077638468069678,-0.0009069213919913468
2020-03-17,111,5.711198986867672,0.7837837837837838,-12.541601344984164,0.13513513513513514,0.05405405405405406,29.666666666666668,0.009009009009009009,3552,0.03125,-0.0026608268166521906,-0.015893427283613516,-0.0019315893210833917
2020-03-18,206,6.69556412972515,0.8592233009708737,-8.664203499216136,0.07281553398058252,0.019417475728155338,31.58252427184466,0.0048543689320388345,3553,0.05797917253025612,-0.015804501416870245,-0.017353396077140367,-0.0024466765488222915
2020-03-19,31,9.776312500524352,0.9354838709677419,-8.221612529629107,0.03225806451612903,0.0,27.0,0.0,3557,0.008715209446162496,0.007543106817504772,-0.012147285177354201,-0.0029613271217597617
2020-03-20,6,10.227603510594381,1.0,-11.47735490330013,0.0,0.0,33.166666666666664,0.0,3559,0.0016858668165214948,0.014781024513571328,-0.006845145647478701,-0.0027866312447150593
2020-03-23,119,5.967652290935031,0.8571428571428571,-8.722884236196736,0.05042016806722689,0.0,31.974789915966387,0.0,3561,0.03341757933164841,-0.038127230863822505,-0.006853685553253766,-0.0053174173481286054
2020-03-24,18,5.546930030982818,0.8333333333333334,-15.222839511631712,0.05555555555555555,0.05555555555555555,32.44444444444444,0.0,3561,0.005054759898904802,0.019384389130535612,-0.002444642363816206,-0.0042464730221624504
2020-03-26,2,11.467006288304725,1.0,-14.734788474816007,0.5,0.0,28.0,0.0,3564,0.0005611672278338945,-0.009740868071584243,0.0019453645609399436,-0.003022661258388457
2020-03-27,9,9.607267059837907,1.0,-8.978849568278589,0.0,0.0,30.22222222222222,0.0,3565,0.0025245441795231417,-0.0035466601173673113,-0.0017201723652477846,-0.0005626099279650246
2020-03-30,90,8.379420719690636,0.9111111111111111,-9.993664889972749,0.08888888888888889,0.044444444444444446,29.066666666666666,0.0,3565,0.025245441795231416,-0.021945061795237707,0.001516261448469175,-0.003730155056642199
2020-03-31,33,8.713727836200963,0.8181818181818182,-9.799385993305872,0.06060606060606061,0.030303030303030304,37.63636363636363,0.0,3565,0.009256661991584854,-0.00011422655604304318,-0.002383461688846556,-0.0043611672332285484
2020-04-01,20,10.414837390709788,0.9,-7.309275993443431,0.05,0.0,30.2,0.0,3567,0.005606952621250351,-0.005613742503742003,-0.00819211180879486,-0.005161369734760111
2020-04-02,2,-5.6083431562426656,0.5,-23.08688928700839,0.5,0.5,46.0,0.0,3568,0.0005605381165919282,0.021188064269629353,-0.002006325340552141,-0.0050262100466846316
2020-04-03,1,-6.424221461630281,0.0,-22.23842639355104,1.0,0.0,28.0,0.0,3568,0.0002802690582959641,-0.0047017155132453746,-0.0022373364197277533,-0.005192207291790592
