Q,DAY_MEAN_MAE,DAY_MAE20_RATE,DAY_MAE30_RATE,DAY_MEAN_HOLD,DAY_HOLD90_RATE
Q1,-13.702359005470948,0.25277777777777777,0.1253003003003003,33.09992492492493,0.04947447447447448
Q2,-13.780498118336103,0.24819287319287317,0.11816506816506817,33.83693446193446,0.0436991311991312
Q3,-13.777883778294445,0.24012590581131746,0.11951564373091533,33.23909120003837,0.03598127067181215
Q4,-13.195694556429398,0.22329157019384283,0.10959711856235045,32.86845661635092,0.0340770309317092
Q5,-11.905779055597424,0.189482604859001,0.09061140408207093,31.52446772371228,0.03125505336237563
