anchor_day,TPR,FPR,V_d
1094,0.5,0.0,-0.6548128899587146
1095,0.5,0.0,1.6871192743693497
1096,0.5,0.0,2.768516781040482
1097,0.5,0.0,0.828532294262402
1098,0.5,0.0,1.676489820724272
1099,0.5,0.0,0.38280634342523784
1100,0.5,0.0,-1.6728372830008218
1101,0.5,0.0,-3.221755402864752
1102,0.5,0.0,1.311505499165164
1103,0.5,0.0,-0.5076017913626282
1104,0.5,0.0,-1.4971052369263989
1105,0.5,0.0,-1.4362981117967646
1106,0.5,0.0,-2.2517779000484355
1107,0.5,0.0,-0.8752257148425121
1108,0.5,0.0,-0.7634384235242133
1109,0.5,0.0,3.2977777952440612
1112,0.5,0.0,-0.63008236057801
1113,0.5,0.0,1.892298707908342
1114,0.5,0.0,-0.9472777021893384
1115,0.5,0.0,-0.486864833498759
1116,0.5,0.0,0.2273089782834603
1117,0.5,0.0,-0.519972112371295
1118,0.5,0.0,-1.1132207770354237
1119,0.5,0.0,-1.170614929545097
1120,0.5,0.0,-0.04166566454286498
1121,0.5,0.0,-0.06407465851964515
1122,0.5,0.0,-0.6784699989171419
1123,0.5,0.0,-1.6055838138068685
1124,0.5,0.0,-1.0140882476591442
1125,0.5,0.0,-2.254648920633315
1126,0.5,0.0,-2.451122464361055
1127,0.5,0.0,-1.965849807925919
1128,0.5,0.0,-2.3536747921422774
1129,0.5,0.0,-2.6371061336242962
1130,0.5,0.0,-1.9348487157679963
1131,0.5,0.0,-1.7363863135125484
1132,0.5,0.0,0.0
1133,0.5,0.0,-3.596747714294974
1134,0.5,0.0,-0.8790034982632099
1136,0.5,0.0,-3.588176107431124
1137,0.5,0.0,-2.844336817991771
1138,0.5,0.0,-2.9025693227456433
1139,0.5,0.0,-3.043344220719159
1140,0.5,0.0,0.0
1141,0.5,0.0,-2.428667510686795
1142,0.5,0.0,-2.570441010259073
1143,0.5,0.0,0.0
1144,0.5,0.0,-4.769004664532699
1145,0.5,0.0,-4.977656824119506
1146,0.5,0.0,0.0
45,0.5,0.05,1.7349928796575629
46,0.5,0.05,-0.05795593628565497
47,0.5,0.05,-2.117595638504233
49,0.5,0.05,1.860200800096412
50,0.5,0.05,-1.3911774498815674
51,0.5,0.05,-2.8416012212778328
52,0.5,0.05,-2.638580167783294
53,0.5,0.05,6.515481407442202
54,0.5,0.05,-3.405075423628582
56,0.5,0.05,-2.63062694228569
58,0.5,0.05,3.591544394482557
59,0.5,0.05,-3.004881831768625
60,0.5,0.05,10.093585354939012
65,0.5,0.05,2.2448156999943794
66,0.5,0.05,-0.4172987384535203
70,0.5,0.05,-1.116380142164771
71,0.5,0.05,8.048659440322476
72,0.5,0.05,9.943514141815593
73,0.5,0.05,-2.2405507602522254
74,0.5,0.05,0.2277482016028398
75,0.5,0.05,-0.5553562427205059
76,0.5,0.05,-1.287540295944401
77,0.5,0.05,-2.8127680082198303
78,0.5,0.05,-1.5499655158198467
79,0.5,0.05,-1.8650222526808404
80,0.5,0.05,-4.033524157472277
81,0.5,0.05,-3.892401649913845
83,0.5,0.05,-2.6605557612474913
86,0.5,0.05,-4.939791327436633
87,0.5,0.05,-5.032986272334698
88,0.5,0.05,-7.301905402126326
89,0.5,0.05,-1.9194548531386895
90,0.5,0.05,-4.613747923545361
91,0.5,0.05,-3.4545217156213215
92,0.5,0.05,-1.700640209147152
93,0.5,0.05,-0.9763889111284119
96,0.5,0.05,-0.847826109920116
99,0.5,0.05,-0.3824786726738818
102,0.5,0.05,-1.2497248669549794
106,0.5,0.05,-3.0731981783234303
109,0.5,0.05,-7.910807328742613
115,0.5,0.05,-2.437642729248614
118,0.5,0.05,4.165373198530119
119,0.5,0.05,1.671183237713031
135,0.5,0.05,-2.3591311290902808
144,0.5,0.05,-0.39134074941344715
148,0.5,0.05,-6.961891904292717
150,0.5,0.05,0.21486269537765065
155,0.5,0.05,-3.459000165336451
157,0.5,0.05,-0.949552400435667
158,0.5,0.05,-1.7104288468141755
164,0.5,0.05,-6.086098555838708
165,0.5,0.05,-1.2231136575965404
166,0.5,0.05,4.726043606200632
167,0.5,0.05,0.41076663805624003
168,0.5,0.05,0.9892464734245391
169,0.5,0.05,3.37368764115989
172,0.5,0.05,5.2973514469749405
173,0.5,0.05,4.906311865295776
174,0.5,0.05,0.7111153089255777
178,0.5,0.05,-0.43857607961213
179,0.5,0.05,-1.1873218510167554
180,0.5,0.05,-0.923120581025591
181,0.5,0.05,2.9312135811127455
182,0.5,0.05,0.013084699699983049
183,0.5,0.05,6.601368999833445
186,0.5,0.05,0.5952087712877914
187,0.5,0.05,-0.18162542067537873
188,0.5,0.05,-1.720988740688964
189,0.5,0.05,6.517351595512957
190,0.5,0.05,1.4237873701428103
191,0.5,0.05,-1.2257955391275726
192,0.5,0.05,3.583865523956409
193,0.5,0.05,-1.8473477635450524
194,0.5,0.05,1.060892122381271
195,0.5,0.05,0.8978155962476568
196,0.5,0.05,0.488531903491217
197,0.5,0.05,-2.0489789784527574
198,0.5,0.05,-0.38285878437833143
199,0.5,0.05,-1.4790620750397618
200,0.5,0.05,2.8031920741094116
201,0.5,0.05,6.687047291145177
202,0.5,0.05,7.409763659696051
204,0.5,0.05,-3.7961571902044664
206,0.5,0.05,-0.8317163365896126
207,0.5,0.05,3.270426699714836
208,0.5,0.05,4.85513547656559
210,0.5,0.05,0.7957691057681612
211,0.5,0.05,-2.811148298610833
212,0.5,0.05,2.530142591225179
215,0.5,0.05,3.619038219409422
216,0.5,0.05,0.005279995417679355
217,0.5,0.05,-3.8512508192520674
218,0.5,0.05,2.0917012070933985
219,0.5,0.05,0.8001596546545457
221,0.5,0.05,-2.891147203167537
224,0.5,0.05,3.3125651061843424
225,0.5,0.05,4.39728685877918
226,0.5,0.05,5.535061283824473
227,0.5,0.05,3.3507150554419414
228,0.5,0.05,2.6837938982409577
229,0.5,0.05,-0.5491364839094468
230,0.5,0.05,7.770031164388236
231,0.5,0.05,2.3943173883437545
232,0.5,0.05,3.750883590937948
233,0.5,0.05,2.6820584019664118
234,0.5,0.05,2.087786589280705
235,0.5,0.05,1.1799897523293366
236,0.5,0.05,2.35478642630354
237,0.5,0.05,1.7053267826702703
238,0.5,0.05,0.7328501848305324
239,0.5,0.05,-0.6667994078530562
240,0.5,0.05,1.259898660339425
241,0.5,0.05,5.68515498760632
242,0.5,0.05,4.236231933281121
243,0.5,0.05,0.9883723081516352
244,0.5,0.05,-0.4186358684007053
245,0.5,0.05,0.0247692762133096
246,0.5,0.05,-0.8095331033214347
247,0.5,0.05,-0.4027540982296335
248,0.5,0.05,-2.062378942815568
249,0.5,0.05,-0.843090273832781
250,0.5,0.05,-2.162003447661686
251,0.5,0.05,-0.9679133749872881
252,0.5,0.05,2.2540916971392138
253,0.5,0.05,-1.9777025886044277
254,0.5,0.05,2.860362087069665
257,0.5,0.05,-1.290052515872583
258,0.5,0.05,-0.36846348300828785
259,0.5,0.05,-0.18500282518595956
260,0.5,0.05,-0.19108329542779912
261,0.5,0.05,-1.6778820819989035
262,0.5,0.05,-2.0450028860242004
263,0.5,0.05,-1.5931371206476284
264,0.5,0.05,-1.7464427239488847
265,0.5,0.05,-2.793151608619355
266,0.5,0.05,-2.6293661949791214
267,0.5,0.05,-1.3756276496316708
268,0.5,0.05,-1.3338267313687515
269,0.5,0.05,-3.109895130011657
270,0.5,0.05,-3.7148788339028713
275,0.5,0.05,-0.8197681951369644
277,0.5,0.05,-1.879469836300401
283,0.5,0.05,-2.103255683644324
284,0.5,0.05,-0.9400621162031404
285,0.5,0.05,-1.742128474431674
286,0.5,0.05,2.6720272908975837
287,0.5,0.05,-1.5461251482340628
288,0.5,0.05,-3.043812687541698
289,0.5,0.05,-1.8605406091593122
290,0.5,0.05,-3.000020466680302
291,0.5,0.05,-0.09604718668614695
292,0.5,0.05,-2.508122379458853
293,0.5,0.05,-1.006190728285653
294,0.5,0.05,-2.0986404135892442
295,0.5,0.05,-2.1390566037843266
296,0.5,0.05,0.1892186634191787
300,0.5,0.05,-2.421120562009436
306,0.5,0.05,1.155266120247962
307,0.5,0.05,-2.9161387526558364
308,0.5,0.05,-2.9250922703112443
309,0.5,0.05,0.426755082385289
310,0.5,0.05,-1.6699395781477981
311,0.5,0.05,-1.739204500715248
313,0.5,0.05,-0.026697708942359455
314,0.5,0.05,-0.5813311984461562
316,0.5,0.05,-0.6720176677811329
317,0.5,0.05,-2.7687074371682314
318,0.5,0.05,-0.8413584717179718
319,0.5,0.05,-1.729570425884861
320,0.5,0.05,-1.549900405904486
321,0.5,0.05,-1.775962365795095
322,0.5,0.05,-2.865350742389893
323,0.5,0.05,-2.8882570016848814
324,0.5,0.05,-1.9906186780681432
325,0.5,0.05,-2.0571054271028206
326,0.5,0.05,0.6518250903348919
328,0.5,0.05,-1.4079537043400414
329,0.5,0.05,-0.19486704317893275
331,0.5,0.05,4.9246691856646665
332,0.5,0.05,2.171701963286094
335,0.5,0.05,7.728273137132796
339,0.5,0.05,3.2124825717401038
343,0.5,0.05,8.893539058533992
348,0.5,0.05,-0.6760722165865305
349,0.5,0.05,7.273463518480837
350,0.5,0.05,3.2754934416338894
351,0.5,0.05,-6.763639236658188
352,0.5,0.05,-1.299845733763191
353,0.5,0.05,4.450530753825316
356,0.5,0.05,0.6401964763300816
357,0.5,0.05,-0.039972097063625256
360,0.5,0.05,-2.5861348936611126
361,0.5,0.05,-0.5409181661857965
362,0.5,0.05,0.8504337660626473
363,0.5,0.05,-0.6379874591339489
364,0.5,0.05,4.112312716669845
365,0.5,0.05,5.52874482509158
366,0.5,0.05,3.3069351814072188
367,0.5,0.05,1.8000259296738932
368,0.5,0.05,5.337585639201333
371,0.5,0.05,-0.5682649639395942
372,0.5,0.05,-3.629732389664709
373,0.5,0.05,0.24136298989678232
374,0.5,0.05,6.04063153578782
375,0.5,0.05,5.87148681437893
376,0.5,0.05,3.5723596271832223
377,0.5,0.05,-0.9514655672933501
378,0.5,0.05,-0.6897163981346024
379,0.5,0.05,0.22761541930899018
380,0.5,0.05,-1.1945001860787352
381,0.5,0.05,-5.259933415361886
382,0.5,0.05,-0.8184523466456834
383,0.5,0.05,-1.2357781906616523
384,0.5,0.05,-1.1355004623571392
386,0.5,0.05,-1.6764230805708256
387,0.5,0.05,-2.373297124189975
388,0.5,0.05,-0.7516241928159222
390,0.5,0.05,-0.30262980694209674
392,0.5,0.05,-3.5761276226452776
394,0.5,0.05,-2.238006877497603
395,0.5,0.05,3.679536917059103
396,0.5,0.05,-0.7009634764451003
397,0.5,0.05,0.9932356395596538
398,0.5,0.05,-0.834527968512097
399,0.5,0.05,-1.4137465565114344
400,0.5,0.05,3.428752154109347
401,0.5,0.05,-2.279100943592408
402,0.5,0.05,-0.8460281355705063
403,0.5,0.05,0.47835190827116214
404,0.5,0.05,-2.030744316617308
405,0.5,0.05,-1.7564880166975636
406,0.5,0.05,-3.671795884397855
407,0.5,0.05,-1.0626440717792827
409,0.5,0.05,5.114285547799368
413,0.5,0.05,-2.7879257393845767
414,0.5,0.05,5.111126998963415
415,0.5,0.05,1.2333965441515513
416,0.5,0.05,-3.0497508841623473
417,0.5,0.05,-2.5896204490789274
418,0.5,0.05,-3.2006691044072983
420,0.5,0.05,-5.604563697619706
421,0.5,0.05,-1.1542214656275376
422,0.5,0.05,-1.164181471529497
423,0.5,0.05,-2.3220633740844474
424,0.5,0.05,-0.5185003411966899
425,0.5,0.05,-9.077479912722305
426,0.5,0.05,-0.5391560733269832
427,0.5,0.05,-1.7342739916968495
428,0.5,0.05,0.9624486134065353
429,0.5,0.05,-0.8192441603832346
430,0.5,0.05,-1.1950264021558628
431,0.5,0.05,-2.6914792070117954
432,0.5,0.05,-0.8036412479562476
433,0.5,0.05,2.6423339715882697
434,0.5,0.05,-0.9334226145773126
435,0.5,0.05,-1.6841600936155054
436,0.5,0.05,-1.249045456029727
437,0.5,0.05,-1.288791925610501
438,0.5,0.05,-2.1610326012107888
439,0.5,0.05,-2.32949841025191
440,0.5,0.05,-2.018459216203328
441,0.5,0.05,-0.6475264298898098
442,0.5,0.05,-1.4192903370582495
443,0.5,0.05,-1.3174627798855527
444,0.5,0.05,0.43160530243263473
445,0.5,0.05,-2.4188716085249755
446,0.5,0.05,1.705457442914864
447,0.5,0.05,-2.1144282860163
448,0.5,0.05,-1.7587168620432385
451,0.5,0.05,-0.6382330271207542
453,0.5,0.05,-1.584768817920675
455,0.5,0.05,-0.98987380210247
463,0.5,0.05,6.88056575100454
467,0.5,0.05,-0.6155027068484062
476,0.5,0.05,2.6681842315777504
479,0.5,0.05,6.034567586731908
480,0.5,0.05,2.8193330043068694
481,0.5,0.05,3.6931452647773444
482,0.5,0.05,-0.24199963298179888
486,0.5,0.05,0.8666761939785546
487,0.5,0.05,-0.0075803822315200775
488,0.5,0.05,7.549592047157303
489,0.5,0.05,5.78083069679433
490,0.5,0.05,2.894666675034977
491,0.5,0.05,2.0491419972704352
493,0.5,0.05,-0.4488044613889663
494,0.5,0.05,1.0111108559385587
495,0.5,0.05,-1.903659497087239
496,0.5,0.05,-0.5719394949897569
497,0.5,0.05,1.2671126411333304
498,0.5,0.05,-0.8452337111824457
499,0.5,0.05,0.7150889511925018
500,0.5,0.05,2.1837114579453862
501,0.5,0.05,-0.43961437811803333
502,0.5,0.05,4.956197639219981
503,0.5,0.05,0.1338353068780874
504,0.5,0.05,2.8599311475463964
505,0.5,0.05,7.675393581161668
506,0.5,0.05,0.30733875453481446
507,0.5,0.05,6.568978612091682
508,0.5,0.05,6.558908758808466
509,0.5,0.05,3.346980683154644
510,0.5,0.05,3.3695687999267956
511,0.5,0.05,6.145582525063259
512,0.5,0.05,6.899869115336413
513,0.5,0.05,-2.5993587901775905
514,0.5,0.05,3.153751436172653
515,0.5,0.05,15.957377694313909
516,0.5,0.05,6.044722688176472
518,0.5,0.05,0.11339073748565594
519,0.5,0.05,1.3933302708559259
520,0.5,0.05,8.217815731325363
522,0.5,0.05,10.717640629001076
523,0.5,0.05,4.819405582364362
524,0.5,0.05,4.360429609160356
525,0.5,0.05,4.926730631014498
526,0.5,0.05,2.6501075804418264
527,0.5,0.05,3.566997136240785
529,0.5,0.05,5.480842833570646
530,0.5,0.05,3.0350002303843864
531,0.5,0.05,0.3145962936131966
532,0.5,0.05,2.6178670915674163
537,0.5,0.05,0.2451378615607318
539,0.5,0.05,13.490963412855672
540,0.5,0.05,3.382818976968726
541,0.5,0.05,1.1296932764619214
542,0.5,0.05,1.0687752645516504
543,0.5,0.05,4.901616882230057
544,0.5,0.05,-0.6156064187781543
545,0.5,0.05,1.9904896567885189
546,0.5,0.05,1.2563331038149428
547,0.5,0.05,1.3779007413422315
548,0.5,0.05,0.25669492002552835
549,0.5,0.05,0.32506564079703076
550,0.5,0.05,-0.7110588641557499
551,0.5,0.05,-1.3357400894155878
552,0.5,0.05,0.42780441216848447
553,0.5,0.05,1.134731803883909
554,0.5,0.05,-2.3701084440595115
555,0.5,0.05,0.8070215070968161
556,0.5,0.05,-0.36816117511585844
557,0.5,0.05,-0.7839191266569401
558,0.5,0.05,-2.0099833756675975
559,0.5,0.05,-2.1992680390300947
560,0.5,0.05,-1.1623295631846204
561,0.5,0.05,-3.438316669501784e-05
562,0.5,0.05,-2.4014712918082752
563,0.5,0.05,-0.9178726266487978
564,0.5,0.05,-1.4646015357007267
565,0.5,0.05,-1.998562437700876
566,0.5,0.05,1.2709845863517386
567,0.5,0.05,5.284944162671132
568,0.5,0.05,-6.526146993280984
569,0.5,0.05,2.1900779385670877
570,0.5,0.05,-4.880281623823395
571,0.5,0.05,5.396823020148196
572,0.5,0.05,-0.8090052088660221
576,0.5,0.05,7.557765563572807
579,0.5,0.05,-0.5904499291211286
580,0.5,0.05,15.669353793090938
581,0.5,0.05,-3.57054172157586
586,0.5,0.05,1.1443057360159372
589,0.5,0.05,1.7101518592850544
599,0.5,0.05,-1.70019351984743
602,0.5,0.05,-10.822485550439858
606,0.5,0.05,2.8612061967085998
608,0.5,0.05,6.854827132993039
613,0.5,0.05,6.017895805191266
625,0.5,0.05,-0.36614439804177135
627,0.5,0.05,8.414001919048678
629,0.5,0.05,0.351042308111307
639,0.5,0.05,1.5088954226689522
640,0.5,0.05,1.5177996183374514
641,0.5,0.05,-3.7551609393880514
642,0.5,0.05,-0.02995247237017251
643,0.5,0.05,-1.0010174423708031
644,0.5,0.05,2.054462041517218
645,0.5,0.05,3.431484304490962
646,0.5,0.05,1.523323377940099
647,0.5,0.05,2.837593591225291
648,0.5,0.05,-0.0964429013189152
649,0.5,0.05,1.3407139543565645
650,0.5,0.05,0.5039934972401157
652,0.5,0.05,2.2390631234649887
653,0.5,0.05,1.9148991263739246
654,0.5,0.05,-1.7320528472526837
655,0.5,0.05,-0.1709589638374327
656,0.5,0.05,-0.3634277468575749
657,0.5,0.05,-1.5164268164351793
658,0.5,0.05,-0.7832402956917096
659,0.5,0.05,-4.957890532152382
660,0.5,0.05,-0.9289831775318947
661,0.5,0.05,0.5501241584964472
662,0.5,0.05,-1.74387748288779
663,0.5,0.05,-2.36090074518392
664,0.5,0.05,0.3797354581373975
665,0.5,0.05,-1.7497639191607839
666,0.5,0.05,-2.9070302423436223
667,0.5,0.05,-2.713215266530988
668,0.5,0.05,-3.4224510768862135
669,0.5,0.05,-3.040666936116198
670,0.5,0.05,-1.955740022644428
671,0.5,0.05,-0.6553355078600216
673,0.5,0.05,4.565050919421516
674,0.5,0.05,-3.487019204410478
675,0.5,0.05,-2.7293789093751593
676,0.5,0.05,-0.9486761924452943
677,0.5,0.05,-1.0523465816130642
678,0.5,0.05,-1.1735587737184332
679,0.5,0.05,-1.9527144190180348
680,0.5,0.05,-2.347970605851146
681,0.5,0.05,-0.1153763591210284
682,0.5,0.05,-3.1551478902791437
683,0.5,0.05,-2.653891857697356
684,0.5,0.05,-0.3981392307919239
685,0.5,0.05,-0.5686465955964738
689,0.5,0.05,1.4893124724621432
696,0.5,0.05,-2.1940207861667282
697,0.5,0.05,-1.651635579691487
698,0.5,0.05,-1.4011160572859591
700,0.5,0.05,-2.67596265772155
701,0.5,0.05,-3.0867175667644675
703,0.5,0.05,-1.0866900489798272
705,0.5,0.05,-0.424088888673233
708,0.5,0.05,-0.6933777365754015
709,0.5,0.05,-0.4747891805106357
712,0.5,0.05,-1.8784370144392264
713,0.5,0.05,0.8443794505574223
715,0.5,0.05,-2.637293491758651
717,0.5,0.05,-0.5137562317319508
718,0.5,0.05,5.1168552877922195
719,0.5,0.05,-1.9288620410242223
720,0.5,0.05,-2.619875424458558
721,0.5,0.05,-1.9326292646085659
722,0.5,0.05,-2.1272013013102193
724,0.5,0.05,8.55482694324129
725,0.5,0.05,-2.458275158140191
726,0.5,0.05,-2.298285924945523
727,0.5,0.05,-2.6848258857830927
730,0.5,0.05,-0.6067898426233133
734,0.5,0.05,-4.326130334879176
736,0.5,0.05,-1.4679297192747316
737,0.5,0.05,-4.409065728068151
740,0.5,0.05,-2.6018448793032736
741,0.5,0.05,0.5447191179357058
743,0.5,0.05,-1.5121322512771798
748,0.5,0.05,-3.2290295503451114
754,0.5,0.05,22.722398238945953
755,0.5,0.05,2.330340709888522
756,0.5,0.05,3.061460554875081
765,0.5,0.05,23.482116560179907
766,0.5,0.05,8.251058925672815
771,0.5,0.05,20.044792301335587
772,0.5,0.05,3.6876365939189526
773,0.5,0.05,-0.8980873978652253
775,0.5,0.05,5.506277969649465
776,0.5,0.05,3.812766231976714
777,0.5,0.05,9.141840124269589
778,0.5,0.05,12.530448415528214
780,0.5,0.05,0.35437928557845666
781,0.5,0.05,5.10038926840924
782,0.5,0.05,5.347872852384011
783,0.5,0.05,2.826105791488464
784,0.5,0.05,7.831982703847628
785,0.5,0.05,5.3981553895787
786,0.5,0.05,2.2484015711064513
787,0.5,0.05,5.79456113612258
788,0.5,0.05,-0.2943252775583221
789,0.5,0.05,4.75386711823887
790,0.5,0.05,2.857438562012651
791,0.5,0.05,0.10178238335007321
792,0.5,0.05,6.3270016675416
793,0.5,0.05,6.466685943374996
794,0.5,0.05,3.613682514008802
795,0.5,0.05,0.4593766159390906
796,0.5,0.05,1.4312648246486983
797,0.5,0.05,11.219441051821262
798,0.5,0.05,3.090798777896135
799,0.5,0.05,0.9413221675331845
800,0.5,0.05,-0.3310775501577384
801,0.5,0.05,0.5352921350272511
802,0.5,0.05,-1.3255037038441084
803,0.5,0.05,0.6433261143514288
804,0.5,0.05,-1.6050622199791038
805,0.5,0.05,1.1929775549688886
806,0.5,0.05,1.2035680736076189
807,0.5,0.05,0.663318674250778
808,0.5,0.05,1.6016912275817419
809,0.5,0.05,-0.22670723437603932
810,0.5,0.05,-1.308023436443717
811,0.5,0.05,2.8025864035704693
812,0.5,0.05,-0.8059662072232621
813,0.5,0.05,0.27441801641001135
814,0.5,0.05,-3.607915630779101
815,0.5,0.05,6.32153688663761
816,0.5,0.05,0.8277512291532323
817,0.5,0.05,-0.5455890549180622
818,0.5,0.05,-1.6155103221015878
820,0.5,0.05,0.4883157371119933
821,0.5,0.05,-1.271785643468882
822,0.5,0.05,0.07459197840734601
823,0.5,0.05,-2.6602900569514656
824,0.5,0.05,-1.686019212756419
825,0.5,0.05,-1.382826001688904
826,0.5,0.05,0.922970333586924
827,0.5,0.05,-0.6226730436099546
828,0.5,0.05,0.29209478960691193
829,0.5,0.05,-1.5480763492766487
830,0.5,0.05,-1.0109807933284767
831,0.5,0.05,-0.7794768345647743
832,0.5,0.05,-1.1003367906416273
833,0.5,0.05,-1.2481744401670536
834,0.5,0.05,-2.726808965321412
835,0.5,0.05,-2.287081525834493
836,0.5,0.05,1.8803441066217856
838,0.5,0.05,-2.3088580927518603
839,0.5,0.05,-2.6911266441499233
840,0.5,0.05,-3.626775241271551
841,0.5,0.05,-3.1377477085051475
842,0.5,0.05,-3.185123983487556
843,0.5,0.05,1.963936663197945
844,0.5,0.05,12.549537045730244
845,0.5,0.05,3.7701158593342563
847,0.5,0.05,-1.0166164240291664
849,0.5,0.05,1.7980526365815148
850,0.5,0.05,-7.114106069376996
851,0.5,0.05,-0.5175899328852078
854,0.5,0.05,-2.8702931085211807
855,0.5,0.05,-3.6157700081167263
856,0.5,0.05,3.0182446126850735
857,0.5,0.05,-4.699690270941817
858,0.5,0.05,2.0540572842633256
859,0.5,0.05,0.7105571739799599
860,0.5,0.05,1.6488151182452726
862,0.5,0.05,5.41082384855853
863,0.5,0.05,3.39835198997552
864,0.5,0.05,5.623956446893676
865,0.5,0.05,1.7983613123913185
866,0.5,0.05,-1.3160455818273997
867,0.5,0.05,2.7162223985208156
868,0.5,0.05,1.1255420971865027
871,0.5,0.05,-1.2634109728262166
874,0.5,0.05,0.49916760176351
875,0.5,0.05,1.0879109082805203
876,0.5,0.05,-1.318396708684733
877,0.5,0.05,1.0963911313900607
878,0.5,0.05,0.9753444608510643
879,0.5,0.05,0.7022936841189655
880,0.5,0.05,-0.5145047010105454
881,0.5,0.05,0.6140741422096313
882,0.5,0.05,0.29741986423091016
883,0.5,0.05,-0.11053619884980403
884,0.5,0.05,1.4388782746412063
885,0.5,0.05,-0.9933444984275961
886,0.5,0.05,-1.9171854782991158
887,0.5,0.05,2.7678104817347706
889,0.5,0.05,1.0729478005206405
890,0.5,0.05,0.049960528882918354
891,0.5,0.05,-4.946920403063377
892,0.5,0.05,1.0190668628494954
893,0.5,0.05,-4.194876710260457
894,0.5,0.05,-0.022996297219914086
895,0.5,0.05,0.7770054115719125
896,0.5,0.05,2.9351698139267124
897,0.5,0.05,1.7729343670086521
898,0.5,0.05,0.4978883685592361
899,0.5,0.05,3.9636754394935556
900,0.5,0.05,4.139334385010236
901,0.5,0.05,-0.7792972990812352
902,0.5,0.05,0.0975819309861606
903,0.5,0.05,-0.9598874686551508
904,0.5,0.05,-2.050998826007325
905,0.5,0.05,-0.1810402429871364
906,0.5,0.05,-1.0285232536660254
907,0.5,0.05,-5.5060414192935
910,0.5,0.05,3.5564311622092224
911,0.5,0.05,0.21501829849150556
912,0.5,0.05,2.252879772714947
913,0.5,0.05,-1.7608382545669827
914,0.5,0.05,-0.7765568502082684
915,0.5,0.05,-0.4723580503872679
916,0.5,0.05,-0.0724986100079057
917,0.5,0.05,-0.8320094558889979
918,0.5,0.05,0.284854515406576
919,0.5,0.05,0.7060791506657534
920,0.5,0.05,-1.4541835678785031
921,0.5,0.05,-1.0529172146601975
922,0.5,0.05,-0.35217254032305595
923,0.5,0.05,0.5830011245027955
924,0.5,0.05,0.8889091253907232
925,0.5,0.05,-2.5429627049574077
928,0.5,0.05,-1.1937860305220303
934,0.5,0.05,-1.4324559793133451
939,0.5,0.05,1.4317323461372964
942,0.5,0.05,2.006851413676328
945,0.5,0.05,-1.4466896931429096
946,0.5,0.05,-0.06254174517699146
947,0.5,0.05,9.183291384972309
948,0.5,0.05,3.082887146871659
949,0.5,0.05,2.75427068035693
950,0.5,0.05,3.515140516712227
951,0.5,0.05,-2.004267285236435
952,0.5,0.05,0.5691435999329528
953,0.5,0.05,5.060280218168833
954,0.5,0.05,1.7032857425070764
955,0.5,0.05,3.1059706861880896
956,0.5,0.05,-2.386699941982886
957,0.5,0.05,-2.5741571352329986
958,0.5,0.05,4.71029766233669
959,0.5,0.05,-2.0063330301168856
960,0.5,0.05,0.6308934365093596
961,0.5,0.05,3.233530933861728
962,0.5,0.05,-2.4368096089437215
963,0.5,0.05,0.12734089948241353
965,0.5,0.05,0.596215267747211
966,0.5,0.05,-0.7636495353403328
967,0.5,0.05,2.287420572020776
968,0.5,0.05,2.9874122779840224
971,0.5,0.05,2.046461906543258
972,0.5,0.05,1.4373078260873697
973,0.5,0.05,8.545428961922193
974,0.5,0.05,2.683275746390455
975,0.5,0.05,2.840988834119224
976,0.5,0.05,2.3520056353662007
977,0.5,0.05,-3.1729115293334162
978,0.5,0.05,-0.8753038473135706
979,0.5,0.05,3.0282459916894653
980,0.5,0.05,1.9782349471236604
981,0.5,0.05,0.046530371940588136
982,0.5,0.05,0.6164020826727046
983,0.5,0.05,0.45301718651778256
984,0.5,0.05,-0.473785866315808
985,0.5,0.05,0.6534957190318088
986,0.5,0.05,0.6998775511195663
987,0.5,0.05,-1.738228009569048
988,0.5,0.05,1.6914103372989377
989,0.5,0.05,-0.9178080291918
990,0.5,0.05,-0.02357549900042344
991,0.5,0.05,-1.2263144189742874
992,0.5,0.05,-0.9443769988645216
993,0.5,0.05,-1.0917451926321666
994,0.5,0.05,-1.883370204562148
995,0.5,0.05,-0.8881036511965239
996,0.5,0.05,-1.9214854073446184
997,0.5,0.05,-0.9410817830922102
1032,0.5,0.05,18.999606635433576
1033,0.5,0.05,-1.4540044043539702
1035,0.5,0.05,-1.5480552418949092
1036,0.5,0.05,0.15899296354051862
1037,0.5,0.05,-0.07019115775472906
1038,0.5,0.05,4.7349311490513655
1039,0.5,0.05,13.283161579526725
1040,0.5,0.05,8.95810990741297
1041,0.5,0.05,2.8006036527068328
1042,0.5,0.05,3.311321366102552
1043,0.5,0.05,1.2663768741712262
1044,0.5,0.05,11.286393781582822
1045,0.5,0.05,-4.1776166148254585
1047,0.5,0.05,12.343281016203118
1049,0.5,0.05,6.318394876781362
1050,0.5,0.05,5.481249926749522
1051,0.5,0.05,6.698597423229897
1052,0.5,0.05,6.629423726640713
1053,0.5,0.05,6.219173798310018
1054,0.5,0.05,1.773616781117859
1055,0.5,0.05,-0.506775215704996
1057,0.5,0.05,7.707173207057395
1058,0.5,0.05,10.624285654005996
1059,0.5,0.05,6.379500401688704
1061,0.5,0.05,-3.0621660659455614
1062,0.5,0.05,5.531805320485275
1063,0.5,0.05,4.433215937397935
1064,0.5,0.05,0.7523216125819505
1065,0.5,0.05,-0.24657059774443257
1066,0.5,0.05,2.73821168143602
1067,0.5,0.05,-0.544701936580326
