date,expanding_rank01,panic80,breadth_pct,prior_trading_days
2021-08-02,0.13056379821958458,0,0.000740192450037,383
2021-08-03,0.20414201183431951,0,0.001233045622688,384
2021-08-04,0.07669616519174041,0,0.0004924895345973,385
2021-08-05,0.2852941176470588,0,0.0019685039370078,386
2021-08-06,0.17888563049853373,0,0.0009830425165888,387
2021-08-09,0.0,0,0.0002456398919184,388
2021-08-10,0.0,0,0.0002453385672227,389
2021-08-11,0.08139534883720931,0,0.0004906771344455,390
2021-08-12,0.08115942028985507,0,0.0004904364884747,391
2021-08-13,0.35260115606936415,0,0.0024497795198432,392
2021-08-16,0.25936599423631124,0,0.0014698677119059,393
2021-08-17,0.8132183908045977,1,0.017634092578986,394
2021-08-18,0.6303724928366762,0,0.0070991432068543,395
2021-08-19,0.5085714285714286,0,0.0051369863013698,396
2021-08-20,0.7692307692307693,0,0.0136919315403422,397
2021-08-23,0.2727272727272727,0,0.0017106549364613,398
2021-08-24,0.21246458923512748,0,0.0012218963831867,399
2021-08-25,0.211864406779661,0,0.0012215978499877,400
2021-08-26,0.7070422535211267,0,0.0095191603612399,401
2021-08-27,0.7808988764044944,0,0.0146412884333821,402
2021-08-30,0.8235294117647058,1,0.0185456320156173,403
2021-08-31,0.776536312849162,0,0.0146341463414634,404
2021-09-01,0.7855153203342619,0,0.0151182638380882,405
2021-09-02,0.45,0,0.0041453304072177,406
2021-09-03,0.5706371191135734,0,0.0060945880058508,407
2021-09-06,0.07734806629834254,0,0.0004874482086278,408
2021-09-07,0.07713498622589532,0,0.0004869734599464,409
2021-09-08,0.18406593406593408,0,0.0009732360097323,410
2021-09-09,0.2136986301369863,0,0.001215362177929,411
2021-09-10,0.26229508196721313,0,0.0014570179698882,412
2021-09-13,0.5422343324250681,0,0.0055811696190245,413
2021-09-14,0.6277173913043478,0,0.0070320077594568,414
2021-09-15,0.5284552845528455,0,0.0053333333333333,415
2021-09-16,0.8432432432432433,1,0.0206160562697065,416
2021-09-17,0.8679245283018868,1,0.0235151515151515,417
2021-09-22,0.7903225806451613,0,0.0157575757575757,418
2021-09-23,0.2761394101876676,0,0.0016965584100824,419
2021-09-24,0.9090909090909091,1,0.0307580527972874,420
2021-09-27,0.9946666666666667,1,0.1198837490917897,421
2021-09-28,0.824468085106383,1,0.0191190706679574,422
2021-09-29,0.9814323607427056,1,0.0868408321238509,423
2021-09-30,0.34656084656084657,0,0.0024172105390379,424
2021-10-08,0.2691292875989446,0,0.0016900048285852,425
2021-10-11,0.4394736842105263,0,0.0038610038610038,426
2021-10-12,0.8320209973753281,1,0.0204868643046517,427
2021-10-13,0.7356020942408377,0,0.0118072289156626,428
2021-10-14,0.5143603133159269,0,0.0052986512524084,429
2021-10-15,0.734375,0,0.0115606936416184,430
2021-10-18,0.6753246753246753,0,0.0089006495068559,431
2021-10-19,0.24870466321243523,0,0.0014430014430014,432
2021-10-20,0.4754521963824289,0,0.0048100048100048,433
2021-10-21,0.5747422680412371,0,0.0062469966362325,434
2021-10-22,0.712082262210797,0,0.0105718404613166,435
2021-10-25,0.7461538461538462,0,0.0124909920730242,436
2021-10-26,0.7161125319693095,0,0.0108017282765242,437
2021-10-27,0.9566326530612245,1,0.0520383693045563,438
2021-10-28,0.9669211195928753,1,0.0601197604790419,439
2021-10-29,0.6675126903553299,0,0.0088559119195787,440
2021-11-01,0.6177215189873417,0,0.0071770334928229,441
2021-11-02,0.7474747474747475,0,0.0126673040152963,442
2021-11-03,0.38287153652392947,0,0.0028673835125448,443
2021-11-04,0.25125628140703515,0,0.0016718414139001,444
2021-11-05,0.6290726817042607,0,0.0076372315035799,445
2021-11-08,0.435,0,0.0040524433849821,446
2021-11-09,0.16708229426433915,0,0.0009537434430138,447
2021-11-10,0.1691542288557214,0,0.0009539709038874,448
2021-11-11,0.06947890818858561,0,0.0004772130756382,449
2021-11-15,0.25495049504950495,0,0.0016670635865682,451
2021-11-16,0.4691358024691358,0,0.0047596382674916,452
2021-11-17,0.06896551724137931,0,0.0004755111745126,453
2021-11-18,0.20147420147420148,0,0.0011879306248515,454
2021-11-19,0.12990196078431374,0,0.0007122507122507,455
2021-11-22,0.0,0,0.0002373605506764,456
2021-11-23,0.17317073170731706,0,0.0009489916963226,457
2021-11-24,0.25304136253041365,0,0.0014234875444839,458
2021-11-25,0.2936893203883495,0,0.0018961839298411,459
2021-11-26,0.5714285714285714,0,0.0061655205122124,460
2021-11-29,0.7632850241545893,0,0.0130393551446183,461
2021-11-30,0.26265060240963856,0,0.001659160938611,462
2021-12-01,0.33653846153846156,0,0.0021327014218009,463
2021-12-02,0.6498800959232613,0,0.00781434998816,464
2021-12-03,0.45933014354066987,0,0.0042603550295857,465
2021-12-06,0.8926014319809069,1,0.027922385234264,466
2021-12-07,0.9404761904761905,1,0.0411834319526627,467
2021-12-08,0.20190023752969122,0,0.0011825922421948,468
2021-12-09,0.35071090047393366,0,0.0023640661938534,469
2021-12-10,0.3333333333333333,0,0.0021266540642722,470
2021-12-13,0.24764150943396226,0,0.0014164305949008,471
2021-12-14,0.48,0,0.0047203209818267,472
2021-12-15,0.4272300469483568,0,0.00354024073637,473
2021-12-16,0.25995316159250587,0,0.0016505541145956,474
2021-12-17,0.764018691588785,0,0.0129625265142587,475
2021-12-20,0.9347319347319347,1,0.036025429715093,476
2021-12-21,0.3953488372093023,0,0.002824193927983,477
2021-12-22,0.16473317865429235,0,0.0009409550693954,478
2021-12-23,0.6226851851851852,0,0.0070488721804511,479
2021-12-24,0.9399538106235565,1,0.0401596993893846,480
2021-12-27,0.7488479262672811,0,0.0124442357360882,481
2021-12-28,0.4,0,0.0030516431924882,482
2021-12-29,0.45642201834862384,0,0.004222378606615,483
2021-12-30,0.391304347826087,0,0.0028129395218002,484
2021-12-31,0.16210045662100456,0,0.0009378663540445,485
2022-01-04,0.5375854214123007,0,0.0053927315357561,486
2022-01-05,0.8681818181818182,1,0.0241500586166471,487
2022-01-06,0.6213151927437641,0,0.0070323488045007,488
2022-01-07,0.8552036199095022,1,0.021555763823805,489
2022-01-10,0.6636568848758465,0,0.0084328882642304,490
2022-01-11,0.7432432432432432,0,0.011938202247191,491
2022-01-12,0.23370786516853934,0,0.0014035087719298,492
2022-01-13,0.7219730941704036,0,0.0109838747370881,493
2022-01-14,0.8948545861297539,1,0.02803738317757,494
2022-01-17,0.421875,0,0.0035063113604488,495
2022-01-18,0.7839643652561247,0,0.0149462867818776,496
2022-01-19,0.6422222222222222,0,0.0077030812324929,497
2022-01-20,0.9778270509977827,1,0.0734436931685707,498
2022-01-21,0.9668141592920354,1,0.0596597529713353,499
2022-01-24,0.9558498896247241,1,0.0528767761472164,500
2022-01-25,0.9977973568281938,1,0.2033542976939203,501
2022-01-26,0.6703296703296703,0,0.0088495575221238,502
2022-01-27,0.9539473684210527,1,0.0553745928338762,503
2022-01-28,0.7308533916849015,0,0.0116279069767441,504
2022-02-07,0.49344978165938863,0,0.0051150895140664,505
