seed,final_equity,ret_pct,delta_c0
5057,2815479.886275697,1.071055548468558,29835.795593834482
5058,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5059,2833859.981702713,1.7308704720080836,48215.89102085028
5060,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5061,2715143.496306797,-2.530854340326316,-70500.59437506553
5062,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5063,2811588.605038413,0.9313650097417803,25944.514356550295
5064,2724442.507292793,-2.197035277901871,-61201.58338906942
5065,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5066,2815479.886275697,1.071055548468558,29835.795593834482
5067,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5068,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5069,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5070,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5071,2715143.496306797,-2.530854340326316,-70500.59437506553
5072,2708312.6682668477,-2.77606973100738,-77331.42241501482
5073,2715143.496306797,-2.530854340326316,-70500.59437506553
5074,2715143.496306797,-2.530854340326316,-70500.59437506553
5075,2815479.886275697,1.071055548468558,29835.795593834482
5076,2724442.507292793,-2.197035277901871,-61201.58338906942
5077,2811588.605038413,0.9313650097417803,25944.514356550295
5078,2708312.6682668477,-2.77606973100738,-77331.42241501482
5079,2715143.496306797,-2.530854340326316,-70500.59437506553
5080,2724442.507292793,-2.197035277901871,-61201.58338906942
5081,2815479.886275697,1.071055548468558,29835.795593834482
5082,2724442.507292793,-2.197035277901871,-61201.58338906942
5083,2811588.605038413,0.9313650097417803,25944.514356550295
5084,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5085,2815479.886275697,1.071055548468558,29835.795593834482
5086,2724442.507292793,-2.197035277901871,-61201.58338906942
5087,2724442.507292793,-2.197035277901871,-61201.58338906942
5088,2724442.507292793,-2.197035277901871,-61201.58338906942
5089,2833859.981702713,1.7308704720080836,48215.89102085028
5090,2724442.507292793,-2.197035277901871,-61201.58338906942
5091,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5092,2724442.507292793,-2.197035277901871,-61201.58338906942
5093,2724442.507292793,-2.197035277901871,-61201.58338906942
5094,2724442.507292793,-2.197035277901871,-61201.58338906942
5095,2724442.507292793,-2.197035277901871,-61201.58338906942
5096,2811588.605038413,0.9313650097417803,25944.514356550295
5097,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5098,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5099,2715143.496306797,-2.530854340326316,-70500.59437506553
5100,2715143.496306797,-2.530854340326316,-70500.59437506553
5101,2708312.6682668477,-2.77606973100738,-77331.42241501482
5102,2724442.507292793,-2.197035277901871,-61201.58338906942
5103,2815479.886275697,1.071055548468558,29835.795593834482
5104,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5105,2708312.6682668477,-2.77606973100738,-77331.42241501482
5106,2833859.981702713,1.7308704720080836,48215.89102085028
5107,2715143.496306797,-2.530854340326316,-70500.59437506553
5108,2724442.507292793,-2.197035277901871,-61201.58338906942
5109,2724442.507292793,-2.197035277901871,-61201.58338906942
5110,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5111,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5112,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5113,2724442.507292793,-2.197035277901871,-61201.58338906942
5114,2724442.507292793,-2.197035277901871,-61201.58338906942
5115,2815479.886275697,1.071055548468558,29835.795593834482
5116,2724442.507292793,-2.197035277901871,-61201.58338906942
5117,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5118,2833859.981702713,1.7308704720080836,48215.89102085028
5119,2811588.605038413,0.9313650097417803,25944.514356550295
5120,2785644.0906818626,0.0,0.0
5121,2708312.6682668477,-2.77606973100738,-77331.42241501482
5122,2785644.0906818626,0.0,0.0
5123,2708312.6682668477,-2.77606973100738,-77331.42241501482
5124,2724442.507292793,-2.197035277901871,-61201.58338906942
5125,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5126,2708312.6682668477,-2.77606973100738,-77331.42241501482
5127,2785644.0906818626,0.0,0.0
5128,2833859.981702713,1.7308704720080836,48215.89102085028
5129,2785644.0906818626,0.0,0.0
5130,2715143.496306797,-2.530854340326316,-70500.59437506553
5131,2724442.507292793,-2.197035277901871,-61201.58338906942
5132,2815479.886275697,1.071055548468558,29835.795593834482
5133,2833859.981702713,1.7308704720080836,48215.89102085028
5134,2724442.507292793,-2.197035277901871,-61201.58338906942
5135,2708312.6682668477,-2.77606973100738,-77331.42241501482
5136,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5137,2833859.981702713,1.7308704720080836,48215.89102085028
5138,2785644.0906818626,0.0,0.0
5139,2724442.507292793,-2.197035277901871,-61201.58338906942
5140,2811588.605038413,0.9313650097417803,25944.514356550295
5141,2724442.507292793,-2.197035277901871,-61201.58338906942
5142,2724442.507292793,-2.197035277901871,-61201.58338906942
5143,2724442.507292793,-2.197035277901871,-61201.58338906942
5144,2815479.886275697,1.071055548468558,29835.795593834482
5145,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5146,2815479.886275697,1.071055548468558,29835.795593834482
5147,2724442.507292793,-2.197035277901871,-61201.58338906942
5148,2815479.886275697,1.071055548468558,29835.795593834482
5149,2785644.0906818626,0.0,0.0
5150,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5151,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5152,2715143.496306797,-2.530854340326316,-70500.59437506553
5153,2708312.6682668477,-2.77606973100738,-77331.42241501482
5154,2833859.981702713,1.7308704720080836,48215.89102085028
5155,2815479.886275697,1.071055548468558,29835.795593834482
5156,2724442.507292793,-2.197035277901871,-61201.58338906942
5157,2724442.507292793,-2.197035277901871,-61201.58338906942
5158,2715143.496306797,-2.530854340326316,-70500.59437506553
5159,2724442.507292793,-2.197035277901871,-61201.58338906942
5160,2724442.507292793,-2.197035277901871,-61201.58338906942
5161,2815479.886275697,1.071055548468558,29835.795593834482
5162,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5163,2724442.507292793,-2.197035277901871,-61201.58338906942
5164,2724442.507292793,-2.197035277901871,-61201.58338906942
5165,2724442.507292793,-2.197035277901871,-61201.58338906942
5166,2708312.6682668477,-2.77606973100738,-77331.42241501482
5167,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5168,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5169,2724442.507292793,-2.197035277901871,-61201.58338906942
5170,2815479.886275697,1.071055548468558,29835.795593834482
5171,2833859.981702713,1.7308704720080836,48215.89102085028
5172,2724442.507292793,-2.197035277901871,-61201.58338906942
5173,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5174,2833859.981702713,1.7308704720080836,48215.89102085028
5175,2833859.981702713,1.7308704720080836,48215.89102085028
5176,2785644.0906818626,0.0,0.0
5177,2833859.981702713,1.7308704720080836,48215.89102085028
5178,2724442.507292793,-2.197035277901871,-61201.58338906942
5179,2724442.507292793,-2.197035277901871,-61201.58338906942
5180,2715143.496306797,-2.530854340326316,-70500.59437506553
5181,2724442.507292793,-2.197035277901871,-61201.58338906942
5182,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5183,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5184,2811588.605038413,0.9313650097417803,25944.514356550295
5185,2715143.496306797,-2.530854340326316,-70500.59437506553
5186,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5187,2833859.981702713,1.7308704720080836,48215.89102085028
5188,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5189,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5190,2715143.496306797,-2.530854340326316,-70500.59437506553
5191,2724442.507292793,-2.197035277901871,-61201.58338906942
5192,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5193,2715143.496306797,-2.530854340326316,-70500.59437506553
5194,2785644.0906818626,0.0,0.0
5195,2785644.0906818626,0.0,0.0
5196,2708312.6682668477,-2.77606973100738,-77331.42241501482
5197,2811588.605038413,0.9313650097417803,25944.514356550295
5198,2724442.507292793,-2.197035277901871,-61201.58338906942
5199,2715143.496306797,-2.530854340326316,-70500.59437506553
5200,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5201,2815479.886275697,1.071055548468558,29835.795593834482
5202,2724442.507292793,-2.197035277901871,-61201.58338906942
5203,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5204,2715143.496306797,-2.530854340326316,-70500.59437506553
5205,2833859.981702713,1.7308704720080836,48215.89102085028
5206,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5207,2708312.6682668477,-2.77606973100738,-77331.42241501482
5208,2724442.507292793,-2.197035277901871,-61201.58338906942
5209,2815479.886275697,1.071055548468558,29835.795593834482
5210,2833859.981702713,1.7308704720080836,48215.89102085028
5211,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5212,2715143.496306797,-2.530854340326316,-70500.59437506553
5213,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5214,2811588.605038413,0.9313650097417803,25944.514356550295
5215,2715143.496306797,-2.530854340326316,-70500.59437506553
5216,2724442.507292793,-2.197035277901871,-61201.58338906942
5217,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5218,2785644.0906818626,0.0,0.0
5219,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5220,2724442.507292793,-2.197035277901871,-61201.58338906942
5221,2708312.6682668477,-2.77606973100738,-77331.42241501482
5222,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5223,2811588.605038413,0.9313650097417803,25944.514356550295
5224,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5225,2833859.981702713,1.7308704720080836,48215.89102085028
5226,2724442.507292793,-2.197035277901871,-61201.58338906942
5227,2815479.886275697,1.071055548468558,29835.795593834482
5228,2724442.507292793,-2.197035277901871,-61201.58338906942
5229,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5230,2724442.507292793,-2.197035277901871,-61201.58338906942
5231,2724442.507292793,-2.197035277901871,-61201.58338906942
5232,2708312.6682668477,-2.77606973100738,-77331.42241501482
5233,2708312.6682668477,-2.77606973100738,-77331.42241501482
5234,2708312.6682668477,-2.77606973100738,-77331.42241501482
5235,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5236,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5237,2833859.981702713,1.7308704720080836,48215.89102085028
5238,2815479.886275697,1.071055548468558,29835.795593834482
5239,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5240,2833859.981702713,1.7308704720080836,48215.89102085028
5241,2724442.507292793,-2.197035277901871,-61201.58338906942
5242,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5243,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5244,2724442.507292793,-2.197035277901871,-61201.58338906942
5245,2785644.0906818626,0.0,0.0
5246,2708312.6682668477,-2.77606973100738,-77331.42241501482
5247,2724442.507292793,-2.197035277901871,-61201.58338906942
5248,2815479.886275697,1.071055548468558,29835.795593834482
5249,2724442.507292793,-2.197035277901871,-61201.58338906942
5250,2715143.496306797,-2.530854340326316,-70500.59437506553
5251,2724442.507292793,-2.197035277901871,-61201.58338906942
5252,2724442.507292793,-2.197035277901871,-61201.58338906942
5253,2708312.6682668477,-2.77606973100738,-77331.42241501482
5254,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5255,2815479.886275697,1.071055548468558,29835.795593834482
5256,2715143.496306797,-2.530854340326316,-70500.59437506553
5257,2715143.496306797,-2.530854340326316,-70500.59437506553
5258,2715143.496306797,-2.530854340326316,-70500.59437506553
5259,2785644.0906818626,0.0,0.0
5260,2815479.886275697,1.071055548468558,29835.795593834482
5261,2724442.507292793,-2.197035277901871,-61201.58338906942
5262,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5263,2715143.496306797,-2.530854340326316,-70500.59437506553
5264,2811588.605038413,0.9313650097417803,25944.514356550295
5265,2724442.507292793,-2.197035277901871,-61201.58338906942
5266,2815479.886275697,1.071055548468558,29835.795593834482
5267,2811588.605038413,0.9313650097417803,25944.514356550295
5268,2724442.507292793,-2.197035277901871,-61201.58338906942
5269,2833859.981702713,1.7308704720080836,48215.89102085028
5270,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5271,2708312.6682668477,-2.77606973100738,-77331.42241501482
5272,2724442.507292793,-2.197035277901871,-61201.58338906942
5273,2833859.981702713,1.7308704720080836,48215.89102085028
5274,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5275,2724442.507292793,-2.197035277901871,-61201.58338906942
5276,2811588.605038413,0.9313650097417803,25944.514356550295
5277,2724442.507292793,-2.197035277901871,-61201.58338906942
5278,2715143.496306797,-2.530854340326316,-70500.59437506553
5279,2833859.981702713,1.7308704720080836,48215.89102085028
5280,2811588.605038413,0.9313650097417803,25944.514356550295
5281,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5282,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5283,2715143.496306797,-2.530854340326316,-70500.59437506553
5284,2815479.886275697,1.071055548468558,29835.795593834482
5285,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5286,2715143.496306797,-2.530854340326316,-70500.59437506553
5287,2724442.507292793,-2.197035277901871,-61201.58338906942
5288,2724442.507292793,-2.197035277901871,-61201.58338906942
5289,2815479.886275697,1.071055548468558,29835.795593834482
5290,2811588.605038413,0.9313650097417803,25944.514356550295
5291,2785644.0906818626,0.0,0.0
5292,2724442.507292793,-2.197035277901871,-61201.58338906942
5293,2724442.507292793,-2.197035277901871,-61201.58338906942
5294,2815479.886275697,1.071055548468558,29835.795593834482
5295,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5296,2833859.981702713,1.7308704720080836,48215.89102085028
5297,2715143.496306797,-2.530854340326316,-70500.59437506553
5298,2724442.507292793,-2.197035277901871,-61201.58338906942
5299,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5300,2815479.886275697,1.071055548468558,29835.795593834482
5301,2715143.496306797,-2.530854340326316,-70500.59437506553
5302,2785644.0906818626,0.0,0.0
5303,2811588.605038413,0.9313650097417803,25944.514356550295
5304,2785644.0906818626,0.0,0.0
5305,2724442.507292793,-2.197035277901871,-61201.58338906942
5306,2715143.496306797,-2.530854340326316,-70500.59437506553
5307,2833859.981702713,1.7308704720080836,48215.89102085028
5308,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5309,2815479.886275697,1.071055548468558,29835.795593834482
5310,2815479.886275697,1.071055548468558,29835.795593834482
5311,2815479.886275697,1.071055548468558,29835.795593834482
5312,2811588.605038413,0.9313650097417803,25944.514356550295
5313,2708312.6682668477,-2.77606973100738,-77331.42241501482
5314,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5315,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5316,2724442.507292793,-2.197035277901871,-61201.58338906942
5317,2785644.0906818626,0.0,0.0
5318,2708312.6682668477,-2.77606973100738,-77331.42241501482
5319,2724442.507292793,-2.197035277901871,-61201.58338906942
5320,2833859.981702713,1.7308704720080836,48215.89102085028
5321,2708312.6682668477,-2.77606973100738,-77331.42241501482
5322,2715143.496306797,-2.530854340326316,-70500.59437506553
5323,2815479.886275697,1.071055548468558,29835.795593834482
5324,2724442.507292793,-2.197035277901871,-61201.58338906942
5325,2811588.605038413,0.9313650097417803,25944.514356550295
5326,2724442.507292793,-2.197035277901871,-61201.58338906942
5327,2724442.507292793,-2.197035277901871,-61201.58338906942
5328,2815479.886275697,1.071055548468558,29835.795593834482
5329,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5330,2724442.507292793,-2.197035277901871,-61201.58338906942
5331,2833859.981702713,1.7308704720080836,48215.89102085028
5332,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5333,2833859.981702713,1.7308704720080836,48215.89102085028
5334,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5335,2708312.6682668477,-2.77606973100738,-77331.42241501482
5336,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5337,2811588.605038413,0.9313650097417803,25944.514356550295
5338,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5339,2815479.886275697,1.071055548468558,29835.795593834482
5340,2724442.507292793,-2.197035277901871,-61201.58338906942
5341,2724442.507292793,-2.197035277901871,-61201.58338906942
5342,2815479.886275697,1.071055548468558,29835.795593834482
5343,2811588.605038413,0.9313650097417803,25944.514356550295
5344,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5345,2815479.886275697,1.071055548468558,29835.795593834482
5346,2833859.981702713,1.7308704720080836,48215.89102085028
5347,2785644.0906818626,0.0,0.0
5348,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5349,2785644.0906818626,0.0,0.0
5350,2715143.496306797,-2.530854340326316,-70500.59437506553
5351,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5352,2715143.496306797,-2.530854340326316,-70500.59437506553
5353,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5354,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5355,2724442.507292793,-2.197035277901871,-61201.58338906942
5356,2724442.507292793,-2.197035277901871,-61201.58338906942
5357,2833859.981702713,1.7308704720080836,48215.89102085028
5358,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5359,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5360,2724442.507292793,-2.197035277901871,-61201.58338906942
5361,2715143.496306797,-2.530854340326316,-70500.59437506553
5362,2715143.496306797,-2.530854340326316,-70500.59437506553
5363,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5364,2724442.507292793,-2.197035277901871,-61201.58338906942
5365,2708312.6682668477,-2.77606973100738,-77331.42241501482
5366,2815479.886275697,1.071055548468558,29835.795593834482
5367,2724442.507292793,-2.197035277901871,-61201.58338906942
5368,2715143.496306797,-2.530854340326316,-70500.59437506553
5369,2715143.496306797,-2.530854340326316,-70500.59437506553
5370,2708312.6682668477,-2.77606973100738,-77331.42241501482
5371,2724442.507292793,-2.197035277901871,-61201.58338906942
5372,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5373,2815479.886275697,1.071055548468558,29835.795593834482
5374,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5375,2724442.507292793,-2.197035277901871,-61201.58338906942
5376,2724442.507292793,-2.197035277901871,-61201.58338906942
5377,2724442.507292793,-2.197035277901871,-61201.58338906942
5378,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5379,2811588.605038413,0.9313650097417803,25944.514356550295
5380,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5381,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5382,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5383,2715143.496306797,-2.530854340326316,-70500.59437506553
5384,2815479.886275697,1.071055548468558,29835.795593834482
5385,2715143.496306797,-2.530854340326316,-70500.59437506553
5386,2708312.6682668477,-2.77606973100738,-77331.42241501482
5387,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5388,2811588.605038413,0.9313650097417803,25944.514356550295
5389,2785644.0906818626,0.0,0.0
5390,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5391,2724442.507292793,-2.197035277901871,-61201.58338906942
5392,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5393,2724442.507292793,-2.197035277901871,-61201.58338906942
5394,2724442.507292793,-2.197035277901871,-61201.58338906942
5395,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5396,2833859.981702713,1.7308704720080836,48215.89102085028
5397,2833859.981702713,1.7308704720080836,48215.89102085028
5398,2715143.496306797,-2.530854340326316,-70500.59437506553
5399,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5400,2724442.507292793,-2.197035277901871,-61201.58338906942
5401,2724442.507292793,-2.197035277901871,-61201.58338906942
5402,2811588.605038413,0.9313650097417803,25944.514356550295
5403,2724442.507292793,-2.197035277901871,-61201.58338906942
5404,2785644.0906818626,0.0,0.0
5405,2811588.605038413,0.9313650097417803,25944.514356550295
5406,2724442.507292793,-2.197035277901871,-61201.58338906942
5407,2833859.981702713,1.7308704720080836,48215.89102085028
5408,2811588.605038413,0.9313650097417803,25944.514356550295
5409,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5410,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5411,2724442.507292793,-2.197035277901871,-61201.58338906942
5412,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5413,2708312.6682668477,-2.77606973100738,-77331.42241501482
5414,2785644.0906818626,0.0,0.0
5415,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5416,2724442.507292793,-2.197035277901871,-61201.58338906942
5417,2724442.507292793,-2.197035277901871,-61201.58338906942
5418,2724442.507292793,-2.197035277901871,-61201.58338906942
5419,2815479.886275697,1.071055548468558,29835.795593834482
5420,2785644.0906818626,0.0,0.0
5421,2815479.886275697,1.071055548468558,29835.795593834482
5422,2724442.507292793,-2.197035277901871,-61201.58338906942
5423,2715143.496306797,-2.530854340326316,-70500.59437506553
5424,2724442.507292793,-2.197035277901871,-61201.58338906942
5425,2715143.496306797,-2.530854340326316,-70500.59437506553
5426,2811588.605038413,0.9313650097417803,25944.514356550295
5427,2811588.605038413,0.9313650097417803,25944.514356550295
5428,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5429,2724442.507292793,-2.197035277901871,-61201.58338906942
5430,2724442.507292793,-2.197035277901871,-61201.58338906942
5431,2811588.605038413,0.9313650097417803,25944.514356550295
5432,2815479.886275697,1.071055548468558,29835.795593834482
5433,2811588.605038413,0.9313650097417803,25944.514356550295
5434,2724442.507292793,-2.197035277901871,-61201.58338906942
5435,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5436,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5437,2833859.981702713,1.7308704720080836,48215.89102085028
5438,2785644.0906818626,0.0,0.0
5439,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5440,2715143.496306797,-2.530854340326316,-70500.59437506553
5441,2833859.981702713,1.7308704720080836,48215.89102085028
5442,2833859.981702713,1.7308704720080836,48215.89102085028
5443,2724442.507292793,-2.197035277901871,-61201.58338906942
5444,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5445,2724442.507292793,-2.197035277901871,-61201.58338906942
5446,2785644.0906818626,0.0,0.0
5447,2724442.507292793,-2.197035277901871,-61201.58338906942
5448,2724442.507292793,-2.197035277901871,-61201.58338906942
5449,2833859.981702713,1.7308704720080836,48215.89102085028
5450,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5451,2785644.0906818626,0.0,0.0
5452,2708312.6682668477,-2.77606973100738,-77331.42241501482
5453,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5454,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5455,2724442.507292793,-2.197035277901871,-61201.58338906942
5456,2833859.981702713,1.7308704720080836,48215.89102085028
5457,2724442.507292793,-2.197035277901871,-61201.58338906942
5458,2724442.507292793,-2.197035277901871,-61201.58338906942
5459,2708312.6682668477,-2.77606973100738,-77331.42241501482
5460,2724442.507292793,-2.197035277901871,-61201.58338906942
5461,2724442.507292793,-2.197035277901871,-61201.58338906942
5462,2724442.507292793,-2.197035277901871,-61201.58338906942
5463,2724442.507292793,-2.197035277901871,-61201.58338906942
5464,2715143.496306797,-2.530854340326316,-70500.59437506553
5465,2811588.605038413,0.9313650097417803,25944.514356550295
5466,2715143.496306797,-2.530854340326316,-70500.59437506553
5467,2811588.605038413,0.9313650097417803,25944.514356550295
5468,2833859.981702713,1.7308704720080836,48215.89102085028
5469,2724442.507292793,-2.197035277901871,-61201.58338906942
5470,2724442.507292793,-2.197035277901871,-61201.58338906942
5471,2833859.981702713,1.7308704720080836,48215.89102085028
5472,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5473,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5474,2708312.6682668477,-2.77606973100738,-77331.42241501482
5475,2785644.0906818626,0.0,0.0
5476,2724442.507292793,-2.197035277901871,-61201.58338906942
5477,2785644.0906818626,0.0,0.0
5478,2815479.886275697,1.071055548468558,29835.795593834482
5479,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5480,2724442.507292793,-2.197035277901871,-61201.58338906942
5481,2715143.496306797,-2.530854340326316,-70500.59437506553
5482,2815479.886275697,1.071055548468558,29835.795593834482
5483,2833859.981702713,1.7308704720080836,48215.89102085028
5484,2724442.507292793,-2.197035277901871,-61201.58338906942
5485,2724442.507292793,-2.197035277901871,-61201.58338906942
5486,2755585.4064610424,-1.0790568802873324,-30058.6842208202
5487,2811588.605038413,0.9313650097417803,25944.514356550295
5488,2833859.981702713,1.7308704720080836,48215.89102085028
