episode_id,ts_code,day_index,date,nav_close,nav_high,nav_low,econ_nav
1,000651.SZ,0,2020-03-20,1.0165446234901643,1.0210783691446677,0.990327746444558,1.0165446234901643
1,000651.SZ,1,2020-03-23,0.970221570063717,0.9917075820785373,0.9674618987957584,0.970221570063717
1,000651.SZ,2,2020-03-24,1.008068490310006,1.0131935940933574,0.982245852016965,1.0273243129009904
1,000651.SZ,3,2020-03-25,1.0541944243601704,1.0595166475198048,1.03842487425755,1.074331330738071
1,000651.SZ,4,2020-03-26,1.0413816649017913,1.0614878412826323,1.0366507998710053,1.0612738257833263
1,000651.SZ,5,2020-03-27,1.0362565611184398,1.0782429882666664,1.0307372185825225,1.0560508238014286
1,000651.SZ,6,2020-03-30,1.0265977116805847,1.0275833085619985,1.0070828934285923,1.0462074739124672
1,000651.SZ,7,2020-03-31,1.028963144195978,1.0425643811594878,1.027189069809433,1.0486180902118047
1,000651.SZ,8,2020-04-01,1.02482363729404,1.0427615005357707,1.0161503847375988,1.044399511687964
1,000651.SZ,9,2020-04-02,1.0309343379588054,1.0309343379588054,1.0029433865266544,1.050626937127919
1,000651.SZ,10,2020-04-03,1.0242322791651917,1.0348767254844604,1.0212754885209505,1.0437968576131298
1,000651.SZ,11,2020-04-07,1.039213351762681,1.052814588726191,1.035270964237026,1.0590640941756004
1,000651.SZ,12,2020-04-08,1.0210783691446677,1.0348767254844604,1.0157561459850333,1.0405827025473464
1,000651.SZ,13,2020-04-09,1.0226553241549297,1.0309343379588054,1.0200927722632538,1.0421897800802382
1,000651.SZ,14,2020-04-10,1.059319528143522,1.0884931958333697,1.0208812497683848,1.0795543327199693
1,000651.SZ,15,2020-04-13,1.1139215953738448,1.1233833254354173,1.081791137039756,1.1023701992771953
2,600030.SH,0,2020-03-17,0.9950952609510386,1.0102842422564404,0.964717298340235,0.9950952609510386
2,600030.SH,1,2020-03-18,0.964717298340235,1.00681247510092,0.9634153856569148,0.964717298340235
2,600030.SH,2,2020-03-19,0.9703589199679556,0.982076134117837,0.9291316849961507,0.9717914084269037
2,600030.SH,3,2020-03-20,0.9833780468011573,0.9855479012733575,0.9634153856569148,0.984829754693812
2,600030.SH,4,2020-03-23,0.9499622879292733,0.9699249490735157,0.9438866954071125,0.9513646659420805
2,600030.SH,5,2020-03-24,0.9681890654957553,0.9738306871234761,0.9503962588237133,0.9696183507157521
2,600030.SH,6,2020-03-25,0.9877177557455578,0.9946612900565986,0.9825101050122771,0.9891758701161149
2,600030.SH,7,2020-03-26,0.9755665707012363,0.9877177557455578,0.9751325998067961,0.9770067469336671
2,600030.SH,8,2020-03-27,0.9794723087511967,0.998133057212119,0.9773024542789964,0.9809182508137395
2,600030.SH,9,2020-03-30,0.9664531819179951,0.9707928908623957,0.9569058222403141,0.9678799045468311
