round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,300633.SZ,,2020-02-27,2020-03-04,TAKE_PROFIT_DYN,1,8000,27636.274584,13.88,4
1,002304.SZ,,2020-03-04,2020-04-10,TAKE_PROFIT_DYN,3,6300,-16898.85227015987,-2.87,26
2,601966.SH,,2020-03-10,2020-04-14,TAKE_PROFIT_DYN,2,10100,-3680.390702379984,-1.73,24
3,002174.SZ,,2020-03-10,2020-06-01,TAKE_PROFIT_DYN,1,9600,-4239.8943955200375,-2.14,55
4,000933.SZ,,2020-04-28,2020-06-02,TAKE_PROFIT_DYN,2,99700,5110.293196800165,1.28,22
5,000039.SZ,,2020-04-22,2020-06-18,TAKE_PROFIT_DYN,2,54000,11639.657914560114,2.95,38
6,601766.SH,,2020-06-17,2020-07-06,TAKE_PROFIT_DYN,1,35500,12403.25576010003,6.21,11
7,600798.SH,,2020-08-27,2020-10-28,TAKE_PROFIT_DYN,1,64200,-2624.260244759964,-1.31,38
8,002733.SZ,,2020-08-27,2020-11-16,TAKE_PROFIT_DYN,3,25600,-5973.195249720011,-1.19,51
9,601860.SH,,2020-10-29,2020-11-25,TAKE_PROFIT_DYN,1,200,9.540602220000096,1.18,19
10,600640.SH,,2020-08-13,2020-12-01,TAKE_PROFIT_DYN,4,36100,-52830.597389249946,-8.88,72
11,300237.SZ,,2020-12-08,2021-02-25,TAKE_PROFIT_DYN,3,131500,-38395.75277041993,-9.59,51
12,300743.SZ,,2020-11-18,2021-03-08,TAKE_PROFIT_DYN,2,21500,-59995.124535059964,-15.1,72
13,300496.SZ,,2021-02-26,2021-04-08,TAKE_PROFIT_DYN,1,1600,12073.845867840078,6.23,28
14,603729.SH,,2020-11-30,2021-04-12,TAKE_PROFIT_DYN,2,15200,-41053.836857219954,-17.02,88
15,300168.SZ,,2021-03-10,2021-04-26,TAKE_PROFIT_DYN,3,40500,4279.672203480033,0.71,32
16,688166.SH,,2021-04-28,2021-05-17,TAKE_PROFIT_DYN,2,10300,47866.472892900114,12.13,10
17,300470.SZ,,2021-04-14,2021-05-25,TAKE_PROFIT_DYN,1,5100,-1361.2520863799728,-0.68,26
18,300441.SZ,,2021-04-15,2021-06-21,TAKE_PROFIT_DYN,2,32100,8568.30139200011,2.6,43
19,603499.SH,,2021-06-18,2021-07-15,TAKE_PROFIT_DYN,2,53100,17514.450178380008,4.38,19
20,600789.SH,,2021-06-15,2021-07-21,TAKE_PROFIT_DYN,2,54500,-5.941205999988597,-0.0,26
21,300058.SZ,,2021-07-02,2021-08-24,TAKE_PROFIT_DYN,3,75300,234.28067886008648,0.05,37
22,601231.SH,,2021-07-16,2021-09-03,TAKE_PROFIT_DYN,1,13600,3100.666078080045,1.56,35
23,688398.SH,,2021-09-27,2021-11-04,TAKE_PROFIT_DYN,1,4600,-4642.1513805599825,-2.35,23
