control_tr,control_pf,random_median_tr,random_mean_tr,random_median_pf,p_random_tr_better,p_random_pf_better,control_tr_percentile,n_sim
82.662,1.3678,27.418,38.325,1.1599,22.5,30.5,77.5,200
