round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,600078.SH,,2020-03-17,2020-04-03,TAKE_PROFIT_DYN,1,45200,60179.131789200066,30.08,13
1,002758.SZ,,2020-03-16,2020-04-15,TAKE_PROFIT_DYN,2,39200,18162.84268260008,4.55,21
2,000712.SZ,,2020-04-27,2020-06-01,TAKE_PROFIT_DYN,1,16600,10397.061801720003,5.22,22
3,002835.SZ,,2020-03-16,2020-06-02,TAKE_PROFIT_DYN,3,58100,33425.28706986003,5.58,52
4,000503.SZ,,2020-04-28,2020-06-17,TAKE_PROFIT_DYN,2,26600,24032.309599620057,8.06,33
5,000608.SZ,,2020-06-16,2020-07-06,TAKE_PROFIT_DYN,1,41800,16814.706226560054,8.42,12
6,000856.SZ,,2020-06-30,2020-07-06,TAKE_PROFIT_DYN,1,24900,11967.578998740035,5.99,4
7,300772.SZ,,2020-06-16,2020-07-08,TAKE_PROFIT_DYN,1,16000,17818.219065600017,8.95,14
8,600676.SH,,2020-09-04,2020-10-13,TAKE_PROFIT_DYN,1,38500,19272.985855200037,9.65,21
9,600811.SH,,2020-08-28,2020-11-20,TAKE_PROFIT_DYN,2,98100,-17993.287292759924,-4.5,54
10,002305.SZ,,2020-10-26,2020-11-25,TAKE_PROFIT_DYN,2,110400,-572.7810016800067,-0.22,22
11,300257.SZ,,2020-09-08,2021-01-20,TAKE_PROFIT_DYN,5,62500,-98126.42620391992,-9.86,89
12,002602.SZ,,2021-01-21,2021-03-05,TAKE_PROFIT_DYN,2,63800,48754.78990272002,12.21,26
13,002366.SZ,,2020-12-04,2021-03-09,TAKE_PROFIT_DYN,4,221000,102590.63406306005,14.7,61
14,688022.SH,,2020-12-09,2021-04-19,TAKE_PROFIT_DYN,2,9000,13725.289012500056,5.57,86
15,600211.SH,,2021-03-10,2021-04-21,TAKE_PROFIT_DYN,1,4300,17403.658608960017,8.72,29
16,002430.SZ,,2021-03-09,2021-04-22,TAKE_PROFIT_DYN,1,7100,28488.848627520056,14.36,31
17,603871.SH,,2021-04-27,2021-04-29,TAKE_PROFIT_DYN,1,9900,24392.439723960008,12.3,2
18,300025.SZ,,2021-04-28,2021-05-14,TAKE_PROFIT_DYN,1,60300,24566.42738376002,12.29,9
19,300670.SZ,,2021-05-06,2021-05-24,TAKE_PROFIT_DYN,1,30800,39861.832570560044,19.95,12
20,300761.SZ,,2021-06-08,2021-06-28,TAKE_PROFIT_DYN,3,17900,45668.579790240154,7.65,13
21,300697.SZ,,2021-07-02,2021-07-09,TAKE_PROFIT_DYN,1,16800,36677.633660639985,18.37,5
22,688015.SH,,2021-04-27,2021-07-12,TAKE_PROFIT_DYN,4,24100,30089.693520360044,4.11,50
23,300492.SZ,,2021-05-31,2021-07-13,TAKE_PROFIT_DYN,1,3300,-10626.200030159991,-5.47,30
24,002213.SZ,,2021-07-20,2021-08-02,TAKE_PROFIT_DYN,2,31000,51406.63609050005,12.92,9
25,600583.SH,,2021-07-20,2021-08-23,TAKE_PROFIT_DYN,1,47400,3554.133689160022,1.78,24
26,601333.SH,,2021-08-03,2021-08-23,TAKE_PROFIT_DYN,2,206500,32657.010926400137,8.16,14
27,600197.SH,,2021-07-12,2021-09-02,TAKE_PROFIT_DYN,4,32500,62474.56446816027,7.86,38
28,002781.SZ,,2021-08-31,2021-09-07,TAKE_PROFIT_DYN,1,29000,15791.572657800047,7.92,5
29,688006.SH,,2021-09-01,2021-10-26,TAKE_PROFIT_DYN,3,6400,11224.16018693999,1.91,32
30,605358.SH,,2021-09-03,2021-11-02,TAKE_PROFIT_DYN,1,1700,10310.662787580077,5.2,35
31,603278.SH,,2021-10-28,2021-11-16,TAKE_PROFIT_DYN,2,47700,72843.64775190008,18.24,13
32,300838.SZ,,2021-09-27,2021-11-18,TAKE_PROFIT_DYN,1,12500,21122.66981250001,10.56,33
33,000338.SZ,,2021-11-03,2021-12-01,TAKE_PROFIT_DYN,1,13700,26636.650659000006,13.35,20
34,600520.SH,,2021-12-24,2022-02-14,TAKE_PROFIT_DYN,3,71800,85955.28365681996,14.37,30
35,300117.SZ,,2021-12-23,2022-02-23,TAKE_PROFIT_DYN,4,233100,42298.56799686013,5.29,38
36,002320.SZ,,2022-03-08,2022-04-01,TAKE_PROFIT_DYN,4,113800,25223.99067504017,4.0,18
37,000776.SZ,,2022-02-15,2022-05-23,TAKE_PROFIT_DYN,5,51100,1765.9313582401956,0.2,64
38,603486.SH,,2021-12-21,2022-05-31,TAKE_PROFIT_DYN,5,8200,-78404.14396889985,-8.08,104
39,300830.SZ,,2022-04-11,2022-06-06,TAKE_PROFIT_DYN,1,23700,-17490.388705019956,-8.76,36
40,300591.SZ,,2022-06-24,2022-07-08,TAKE_PROFIT_DYN,1,35000,12218.708817000035,6.12,10
41,600243.SH,,2022-06-08,2022-07-20,TAKE_PROFIT_DYN,1,46400,13649.399403840012,6.83,30
42,300984.SZ,,2022-07-13,2022-07-29,TAKE_PROFIT_DYN,1,7800,27780.843570480007,13.9,12
43,600640.SH,,2022-08-03,2022-08-11,TAKE_PROFIT_DYN,1,20700,17265.384506340022,8.63,6
44,000935.SZ,,2022-08-03,2022-08-11,TAKE_PROFIT_DYN,1,10000,28331.526366000035,14.17,6
45,002314.SZ,,2022-07-12,2022-08-15,TAKE_PROFIT_DYN,2,111200,22082.67788040015,5.53,24
46,300723.SZ,,2022-08-25,2022-10-17,TAKE_PROFIT_DYN,3,24400,8689.624811640126,1.45,31
47,300971.SZ,,2022-08-29,2022-10-18,TAKE_PROFIT_DYN,3,21600,56578.6904925601,12.08,30
48,603659.SH,,2022-10-21,2022-12-07,TAKE_PROFIT_DYN,2,7400,45237.352638059994,11.45,33
49,002110.SZ,,2022-08-25,2022-12-09,TAKE_PROFIT_DYN,5,195400,12533.558107320103,1.25,70
50,688290.SH,,2022-10-31,2023-01-04,TAKE_PROFIT_DYN,2,5300,30480.589024020068,7.79,46
51,601137.SH,,2022-12-14,2023-01-06,TAKE_PROFIT_DYN,1,14000,15779.659795200045,7.89,16
52,603388.SH,,2022-12-16,2023-03-01,TAKE_PROFIT_DYN,2,40800,-21477.299795460014,-5.38,47
53,600038.SH,,2023-01-12,2023-03-03,TAKE_PROFIT_DYN,1,4400,7597.357598160044,3.82,31
54,301093.SZ,,2023-03-15,2023-04-04,TAKE_PROFIT_DYN,3,18700,42829.22778750013,7.19,14
55,600630.SH,,2023-03-13,2023-05-12,TAKE_PROFIT_DYN,4,150300,42830.4833154002,5.36,40
56,603161.SH,,2023-03-07,2023-05-26,TAKE_PROFIT_DYN,4,52500,-32431.894486739766,-4.07,54
57,002647.SZ,,2023-05-23,2023-06-30,TAKE_PROFIT_DYN,4,153200,50850.32073480019,6.36,26
58,300055.SZ,,2023-06-01,2023-07-11,TAKE_PROFIT_DYN,2,52000,-9871.107086880016,-2.47,26
59,300080.SZ,,2023-04-06,2023-08-01,TAKE_PROFIT_DYN,2,78200,13238.762693760043,3.31,78
60,002422.SZ,,2023-07-05,2023-08-28,TAKE_PROFIT_DYN,4,28900,35896.28321862011,4.51,38
61,600557.SH,,2023-07-17,2023-09-26,TAKE_PROFIT_DYN,2,21200,-6249.820444560028,-1.57,51
62,600479.SH,,2023-08-02,2023-09-27,TAKE_PROFIT_DYN,2,39200,36165.78332136007,9.06,40
63,603500.SH,,2023-08-29,2023-11-20,TAKE_PROFIT_DYN,4,73100,77480.15068728,9.71,53
64,000726.SZ,,2023-10-11,2023-11-22,TAKE_PROFIT_DYN,3,92700,31715.3518783201,5.29,30
65,603043.SH,,2023-11-28,2024-01-15,TAKE_PROFIT_DYN,5,49800,-6617.445840719738,-0.66,33
66,601668.SH,,2023-10-10,2024-01-25,TAKE_PROFIT_DYN,5,195500,-43212.27943493985,-4.32,76
67,000858.SZ,,2023-11-29,2024-02-06,TAKE_PROFIT_DYN,5,5900,-24752.94915059989,-3.07,48
68,600081.SH,,2024-01-31,2024-03-05,TAKE_PROFIT_DYN,3,70700,141690.63781026017,23.64,18
69,688528.SH,,2024-02-07,2024-03-18,TAKE_PROFIT_DYN,1,34700,97425.77513525999,48.77,22
70,002821.SZ,,2024-03-25,2024-05-13,TAKE_PROFIT_DYN,3,6600,-12771.768661739887,-2.15,30
71,688772.SH,,2024-03-25,2024-05-17,TAKE_PROFIT_DYN,3,47500,54814.3647084001,9.18,34
72,301314.SZ,,2024-01-17,2024-05-24,TAKE_PROFIT_DYN,5,28600,-49206.94023960002,-4.98,81
73,301169.SZ,,2024-05-27,2024-06-27,TAKE_PROFIT_DYN,2,14400,35783.65222344012,9.03,22
74,600226.SH,,2024-05-22,2024-08-05,TAKE_PROFIT_DYN,5,436200,-94311.83987081982,-9.43,52
75,300187.SZ,,2024-05-23,2024-08-09,TAKE_PROFIT_DYN,4,156600,-134973.98697222,-16.89,55
76,301307.SZ,,2024-06-28,2024-09-05,TAKE_PROFIT_DYN,2,20400,-21264.890525999945,-5.34,49
77,603190.SH,,2024-08-06,2024-09-26,TAKE_PROFIT_DYN,2,19700,-3815.2053977400064,-0.96,35
78,688333.SH,,2024-08-19,2024-09-30,TAKE_PROFIT_DYN,4,19200,133617.96210708015,16.79,28
79,301180.SZ,,2024-09-19,2024-09-30,TAKE_PROFIT_DYN,1,15700,30274.900668540038,15.22,7
80,002155.SZ,,2024-11-19,2024-11-25,TAKE_PROFIT_DYN,1,13200,67787.62411607994,34.08,4
81,601872.SH,,2024-11-29,2024-12-24,TAKE_PROFIT_DYN,1,31800,7333.007814000011,3.67,17
82,300875.SZ,,2024-12-25,2025-02-10,TAKE_PROFIT_DYN,1,6700,-10560.82553657997,-5.35,26
83,688192.SH,,2024-12-20,2025-02-18,TAKE_PROFIT_DYN,2,9800,25600.658058360044,6.5,35
84,300907.SZ,,2024-12-19,2025-02-21,TAKE_PROFIT_DYN,3,28400,53577.8596782001,9.0,39
85,300010.SZ,,2025-03-03,2025-03-18,TAKE_PROFIT_DYN,1,26100,33529.53753665998,16.82,11
86,002409.SZ,,2025-03-24,2025-05-07,TAKE_PROFIT_DYN,2,7200,19125.40177152009,4.84,28
87,002898.SZ,,2025-03-25,2025-05-15,TAKE_PROFIT_DYN,1,24500,-5248.249845299957,-2.63,33
88,688530.SH,,2025-03-25,2025-06-11,TAKE_PROFIT_DYN,3,38100,884.6165869199904,0.15,51
89,600758.SH,,2025-06-20,2025-07-02,TAKE_PROFIT_DYN,1,54200,10759.718938320002,5.39,8
90,300707.SZ,,2025-06-20,2025-07-17,TAKE_PROFIT_DYN,1,15400,21534.80820876002,10.78,19
91,689009.SH,,2025-06-17,2025-07-30,TAKE_PROFIT_DYN,1,3400,11150.938790640008,5.68,31
92,002212.SZ,,2025-08-13,2025-08-20,TAKE_PROFIT_DYN,1,25400,13089.812159160036,6.56,5
93,600020.SH,,2025-07-31,2025-10-22,TAKE_PROFIT_DYN,2,88300,-2922.9672324599815,-0.73,53
94,600135.SH,,2025-08-28,2025-10-23,TAKE_PROFIT_DYN,3,82500,15032.909311200143,2.51,34
95,300295.SZ,,2025-09-01,2025-10-31,TAKE_PROFIT_DYN,4,60700,-4952.396641499829,-0.62,38
96,300715.SZ,,2025-11-14,2026-01-05,TAKE_PROFIT_DYN,2,35300,-19163.63238768,-4.81,34
97,001339.SZ,,2025-11-21,2026-01-05,TAKE_PROFIT_DYN,2,8000,28212.028059600038,7.11,29
98,603307.SH,,2025-11-13,2026-01-08,TAKE_PROFIT_DYN,3,14300,-13835.112445440027,-2.33,38
99,600523.SH,,2026-02-02,2026-02-27,TAKE_PROFIT_DYN,1,13600,20848.592270880035,10.45,13
