total_return_pct,cagr_pct,sharpe,maxdd_pct,n_trades,win_rate_pct,profit_factor,payoff_ratio,avg_holding_days,avg_exposure_pct
82.662,9.491,0.4994,-37.208,97,67.01,1.3678,0.6734,33.6,51.08
