total_return_pct,cagr_pct,sharpe,maxdd_pct,n_trades,win_rate_pct,profit_factor,payoff_ratio,avg_holding_days
30.295,5.439,0.3469,-30.79,76,68.42,1.3045,0.6021,34.7
