round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,600615.SH,,2020-03-02,2020-04-23,TAKE_PROFIT_DYN,1,23500,3051.067782600032,1.53,37
1,600036.SH,,2020-03-02,2020-04-27,TAKE_PROFIT_DYN,2,11700,-9696.292273979925,-2.45,39
2,000659.SZ,,2020-04-28,2020-06-02,TAKE_PROFIT_DYN,1,96000,4086.4841279999528,2.04,22
3,600121.SH,,2020-04-28,2020-06-18,TAKE_PROFIT_DYN,1,100400,337.5139370400284,0.18,34
4,002379.SZ,,2020-03-13,2020-07-07,TAKE_PROFIT_DYN,4,218600,-48265.23996989976,-6.91,76
5,600476.SH,,2020-06-10,2020-07-07,TAKE_PROFIT_DYN,2,16100,5104.619047120039,2.42,17
6,603707.SH,,2020-07-17,2020-08-05,TAKE_PROFIT_DYN,1,3400,-30239.14213763998,-15.36,13
7,300013.SZ,,2020-08-13,2020-09-02,TAKE_PROFIT_DYN,1,26800,35130.16677312,17.62,14
8,600469.SH,,2020-08-27,2020-09-02,TAKE_PROFIT_DYN,1,40400,10584.141189119953,5.3,4
9,002816.SZ,,2020-09-04,2020-10-12,TAKE_PROFIT_DYN,3,17800,10015.336650060257,1.69,20
10,300223.SZ,,2020-09-10,2020-11-09,TAKE_PROFIT_DYN,1,2300,-2550.803317379963,-1.3,36
11,001914.SZ,,2020-10-20,2020-11-11,TAKE_PROFIT_DYN,2,15900,33445.49767290009,8.45,16
12,688006.SH,,2020-11-18,2020-11-24,TAKE_PROFIT_DYN,1,3700,21410.103751380026,10.71,4
13,002746.SZ,,2020-09-10,2020-12-07,TAKE_PROFIT_DYN,2,25100,6007.450741920038,1.98,56
14,603087.SH,,2020-11-30,2020-12-15,TAKE_PROFIT_DYN,1,1800,32520.353804640006,17.1,11
15,600697.SH,,2020-12-04,2021-02-22,TAKE_PROFIT_DYN,3,41000,-13754.241610199912,-2.4,50
16,300576.SZ,,2020-12-16,2021-02-24,TAKE_PROFIT_DYN,2,4200,-32696.47029348,-14.91,44
17,002821.SZ,,2021-02-25,2021-03-26,TAKE_PROFIT_DYN,1,700,10856.357252999995,5.72,21
18,603369.SH,,2021-02-26,2021-03-29,TAKE_PROFIT_DYN,1,4100,9534.164436000021,4.84,21
19,600368.SH,,2020-12-10,2021-03-31,TAKE_PROFIT_DYN,3,56700,4015.946758049977,1.96,73
20,300026.SZ,,2021-04-14,2021-04-26,TAKE_PROFIT_DYN,1,51200,12579.25773312006,6.29,8
21,002528.SZ,,2021-04-16,2021-06-03,TAKE_PROFIT_DYN,3,170000,21339.093049740186,3.56,31
22,600658.SH,,2021-04-27,2021-06-03,TAKE_PROFIT_DYN,2,50900,-30678.95973113997,-12.57,24
23,603496.SH,,2021-04-28,2021-06-08,TAKE_PROFIT_DYN,1,13300,-6407.654738939978,-3.21,26
24,600157.SH,,2021-07-02,2021-07-23,TAKE_PROFIT_DYN,1,20200,3930.6465324000055,13.78,15
25,600048.SH,,2021-06-16,2021-08-11,TAKE_PROFIT_DYN,2,32000,-2304.8567150399904,-0.58,40
26,600383.SH,,2021-07-26,2021-08-11,TAKE_PROFIT_DYN,1,3500,4635.3207726,14.3,12
27,002562.SZ,,2021-06-16,2021-09-08,TAKE_PROFIT_DYN,3,137800,-67551.29640791984,-11.27,60
28,688289.SH,,2021-08-31,2021-10-26,TAKE_PROFIT_DYN,1,2800,-37185.17665967997,-18.68,33
29,002008.SZ,,2021-09-22,2021-10-26,TAKE_PROFIT_DYN,1,5000,12379.806756000005,6.3,19
30,600998.SH,,2021-10-28,2021-11-25,TAKE_PROFIT_DYN,1,12000,-3349.180677599972,-1.98,20
31,601187.SH,,2021-10-28,2021-12-06,TAKE_PROFIT_DYN,2,28000,-5167.177655669948,-2.57,27
32,605266.SH,,2021-12-07,2021-12-27,TAKE_PROFIT_DYN,1,2600,14017.690496160038,7.41,14
33,002690.SZ,,2021-08-18,2022-01-12,TAKE_PROFIT_DYN,4,17800,-45574.38673145964,-6.28,97
34,600562.SH,,2022-01-14,2022-02-23,TAKE_PROFIT_DYN,2,24700,5656.833500760084,1.42,23
35,300568.SZ,,2021-12-20,2022-03-01,TAKE_PROFIT_DYN,3,8500,71174.01761639008,27.11,45
36,601901.SH,,2022-02-25,2022-04-01,TAKE_PROFIT_DYN,3,75000,-9858.645874799928,-1.83,25
37,688087.SH,,2022-01-13,2022-05-11,TAKE_PROFIT_DYN,1,2300,-51701.396445539955,-26.42,74
38,603131.SH,,2022-04-06,2022-05-27,TAKE_PROFIT_DYN,2,24100,27784.312228079943,8.43,34
39,300590.SZ,,2022-03-07,2022-06-02,TAKE_PROFIT_DYN,2,16500,-109286.38820483995,-27.5,58
40,688555.SH,,2022-05-13,2022-06-02,TAKE_PROFIT_DYN,1,11800,33522.11438652003,23.43,14
41,301012.SZ,,2022-06-13,2022-07-15,TAKE_PROFIT_DYN,2,10000,46467.587070900074,11.76,24
42,600395.SH,,2022-06-23,2022-07-20,TAKE_PROFIT_DYN,1,24000,10312.38959040001,5.16,19
43,600645.SH,,2022-07-18,2022-08-11,TAKE_PROFIT_DYN,2,22800,29681.86758030008,7.44,18
44,300285.SZ,,2022-07-07,2022-08-15,TAKE_PROFIT_DYN,1,5400,7769.715456240025,4.3,27
45,600161.SH,,2022-08-01,2022-08-23,TAKE_PROFIT_DYN,2,13900,21659.069936880085,7.79,16
46,300628.SZ,,2022-08-22,2022-10-24,TAKE_PROFIT_DYN,3,7300,-35378.69055407989,-6.73,39
47,301050.SZ,,2022-08-25,2022-10-24,TAKE_PROFIT_DYN,1,2100,-23111.31024719999,-11.74,36
48,600257.SH,,2022-10-31,2022-11-11,TAKE_PROFIT_DYN,1,17000,11778.917578200024,15.69,9
49,688665.SH,,2022-08-22,2022-11-16,TAKE_PROFIT_DYN,3,6200,55893.651362640085,9.63,56
50,002714.SZ,,2022-10-31,2022-12-06,TAKE_PROFIT_DYN,2,8600,31594.595115420118,7.94,26
51,300855.SZ,,2022-12-06,2022-12-27,TAKE_PROFIT_DYN,1,4300,8665.544757240044,4.43,15
52,300332.SZ,,2022-12-07,2023-01-18,TAKE_PROFIT_DYN,1,16300,1738.5418467000127,0.87,29
53,300538.SZ,,2022-11-29,2023-01-20,TAKE_PROFIT_DYN,3,49000,18886.364658000064,3.56,37
54,605255.SH,,2022-12-28,2023-02-01,TAKE_PROFIT_DYN,1,14100,22933.39403988002,11.5,19
55,603458.SH,,2023-02-28,2023-03-06,TAKE_PROFIT_DYN,1,20100,7520.017956660013,3.76,4
56,688209.SH,,2023-02-20,2023-03-16,TAKE_PROFIT_DYN,1,9000,6577.405205399991,3.32,18
57,603466.SH,,2023-02-28,2023-03-20,TAKE_PROFIT_DYN,1,13700,15430.435859160032,7.76,14
58,600392.SH,,2023-03-07,2023-04-11,TAKE_PROFIT_DYN,1,13400,-3241.90969595997,-1.62,24
59,600537.SH,,2023-03-17,2023-05-11,TAKE_PROFIT_DYN,3,60200,18508.458964000107,4.5,35
60,603489.SH,,2023-06-07,2023-06-20,TAKE_PROFIT_DYN,1,500,3992.827181400011,10.18,9
61,605090.SH,,2023-06-01,2023-06-28,TAKE_PROFIT_DYN,1,9200,5819.568970320019,2.93,17
62,603967.SH,,2023-03-21,2023-07-26,TAKE_PROFIT_DYN,5,87100,-21924.727627139888,-2.59,85
63,688193.SH,,2023-08-08,2023-08-29,TAKE_PROFIT_DYN,1,4600,9775.731342960033,4.9,15
64,688213.SH,,2023-07-28,2023-09-13,TAKE_PROFIT_DYN,1,4400,18640.234926720033,9.4,33
65,688670.SH,,2023-07-19,2023-09-25,TAKE_PROFIT_DYN,1,6800,20243.212727760023,10.24,48
66,300658.SZ,,2023-10-10,2023-10-30,TAKE_PROFIT_DYN,2,42900,16120.438242480042,5.74,14
67,600173.SH,,2023-09-06,2023-11-01,TAKE_PROFIT_DYN,3,119100,30957.36526872008,5.17,34
68,300987.SZ,,2023-09-15,2023-11-06,TAKE_PROFIT_DYN,1,12000,11738.583093600057,5.9,30
69,001337.SZ,,2023-11-27,2023-11-29,TAKE_PROFIT_DYN,1,7100,10172.523297420004,5.11,2
70,300986.SZ,,2023-11-30,2024-01-03,TAKE_PROFIT_DYN,1,15200,4102.926585120062,2.06,23
71,002960.SZ,,2023-11-27,2024-01-17,TAKE_PROFIT_DYN,3,35400,-54421.14666581998,-9.9,36
72,300741.SZ,,2024-01-08,2024-02-28,TAKE_PROFIT_DYN,2,9700,16945.668577369972,8.43,31
73,002340.SZ,,2023-11-28,2024-03-14,TAKE_PROFIT_DYN,5,110200,12424.65785276005,2.06,70
74,688162.SH,,2024-01-18,2024-03-19,TAKE_PROFIT_DYN,2,10700,-41942.28719141995,-14.09,37
75,605589.SH,,2024-03-28,2024-04-26,TAKE_PROFIT_DYN,1,10700,11684.027094300021,5.88,19
76,603100.SH,,2024-03-28,2024-06-07,TAKE_PROFIT_DYN,3,22400,4730.138332920033,0.79,46
77,600477.SH,,2024-03-27,2024-07-31,TAKE_PROFIT_DYN,3,148500,-53179.79988534987,-13.29,84
78,601311.SH,,2024-06-11,2024-08-29,TAKE_PROFIT_DYN,2,48800,-39907.788604199886,-9.98,57
79,603197.SH,,2024-05-14,2024-09-03,TAKE_PROFIT_DYN,3,8300,-43224.678545339935,-14.7,79
80,600132.SH,,2024-08-21,2024-09-24,TAKE_PROFIT_DYN,3,10100,17972.3434849201,3.31,22
81,688608.SH,,2024-09-03,2024-09-24,TAKE_PROFIT_DYN,1,1300,12593.284523820068,6.72,13
82,301512.SZ,,2024-09-05,2024-09-30,TAKE_PROFIT_DYN,1,5500,17411.56481790007,8.8,15
83,603229.SH,,2024-11-19,2024-12-16,TAKE_PROFIT_DYN,1,25200,27320.14665072004,13.67,19
