ts_code,category,years_with_data,min_rows_per_year
603057.SH,mid_year_IPO_or_delisted,3,65
603061.SH,mid_year_IPO_or_delisted,2,204
603062.SH,mid_year_IPO_or_delisted,2,39
603065.SH,mid_year_IPO_or_delisted,2,192
603066.SH,suspended_or_missing_days,5,233
603067.SH,suspended_or_missing_days,5,232
603069.SH,suspended_or_missing_days,5,229
603070.SH,mid_year_IPO_or_delisted,3,200
603071.SH,mid_year_IPO_or_delisted,4,12
603073.SH,mid_year_IPO_or_delisted,2,195
603075.SH,mid_year_IPO_or_delisted,2,74
603078.SH,suspended_or_missing_days,5,241
603082.SH,mid_year_IPO_or_delisted,1,222
603087.SH,suspended_or_missing_days,5,128
603088.SH,suspended_or_missing_days,5,237
603091.SH,mid_year_IPO_or_delisted,1,68
603095.SH,suspended_or_missing_days,5,176
603097.SH,mid_year_IPO_or_delisted,3,160
603102.SH,mid_year_IPO_or_delisted,3,227
603107.SH,mid_year_IPO_or_delisted,2,43
603110.SH,suspended_or_missing_days,5,241
603112.SH,suspended_or_missing_days,5,70
603117.SH,suspended_or_missing_days,5,241
603119.SH,mid_year_IPO_or_delisted,2,103
603122.SH,mid_year_IPO_or_delisted,3,216
603123.SH,other_incomplete,5,242
603125.SH,mid_year_IPO_or_delisted,2,179
603130.SH,mid_year_IPO_or_delisted,3,31
603132.SH,mid_year_IPO_or_delisted,3,212
603133.SH,suspended_or_missing_days,5,92
603135.SH,mid_year_IPO_or_delisted,2,179
603137.SH,mid_year_IPO_or_delisted,2,172
603150.SH,mid_year_IPO_or_delisted,3,228
603151.SH,mid_year_IPO_or_delisted,3,53
603153.SH,mid_year_IPO_or_delisted,2,198
603155.SH,suspended_or_missing_days,5,82
603157.SH,mid_year_IPO_or_delisted,3,72
603159.SH,suspended_or_missing_days,5,241
603160.SH,suspended_or_missing_days,5,232
603161.SH,suspended_or_missing_days,5,237
603162.SH,mid_year_IPO_or_delisted,2,186
603163.SH,mid_year_IPO_or_delisted,3,57
603170.SH,mid_year_IPO_or_delisted,3,115
603171.SH,mid_year_IPO_or_delisted,4,126
603172.SH,mid_year_IPO_or_delisted,2,160
603173.SH,mid_year_IPO_or_delisted,2,228
603176.SH,mid_year_IPO_or_delisted,4,1
603182.SH,mid_year_IPO_or_delisted,3,75
603188.SH,other_incomplete,5,242
603190.SH,mid_year_IPO_or_delisted,2,214
603191.SH,mid_year_IPO_or_delisted,3,167
603193.SH,mid_year_IPO_or_delisted,2,54
603194.SH,mid_year_IPO_or_delisted,1,6
603195.SH,suspended_or_missing_days,5,224
603196.SH,suspended_or_missing_days,5,232
603201.SH,mid_year_IPO_or_delisted,3,105
603205.SH,mid_year_IPO_or_delisted,1,39
603206.SH,mid_year_IPO_or_delisted,3,164
603207.SH,mid_year_IPO_or_delisted,1,85
603209.SH,mid_year_IPO_or_delisted,3,190
603211.SH,mid_year_IPO_or_delisted,3,109
603212.SH,suspended_or_missing_days,5,165
603213.SH,mid_year_IPO_or_delisted,4,37
603215.SH,mid_year_IPO_or_delisted,3,214
603216.SH,mid_year_IPO_or_delisted,4,13
603219.SH,mid_year_IPO_or_delisted,4,30
603221.SH,suspended_or_missing_days,5,192
603223.SH,suspended_or_missing_days,5,241
603230.SH,mid_year_IPO_or_delisted,4,6
603231.SH,mid_year_IPO_or_delisted,2,11
603235.SH,mid_year_IPO_or_delisted,3,118
603237.SH,mid_year_IPO_or_delisted,3,82
603255.SH,mid_year_IPO_or_delisted,3,91
603261.SH,mid_year_IPO_or_delisted,3,197
603268.SH,suspended_or_missing_days,5,234
603269.SH,suspended_or_missing_days,5,237
603270.SH,mid_year_IPO_or_delisted,2,80
603272.SH,mid_year_IPO_or_delisted,3,154
603273.SH,mid_year_IPO_or_delisted,2,50
603275.SH,mid_year_IPO_or_delisted,2,87
603276.SH,mid_year_IPO_or_delisted,2,64
603280.SH,mid_year_IPO_or_delisted,3,39
603281.SH,mid_year_IPO_or_delisted,2,227
603282.SH,mid_year_IPO_or_delisted,2,196
603285.SH,mid_year_IPO_or_delisted,1,121
603286.SH,suspended_or_missing_days,5,233
603290.SH,suspended_or_missing_days,5,226
603291.SH,mid_year_IPO_or_delisted,2,188
603296.SH,mid_year_IPO_or_delisted,2,98
603300.SH,suspended_or_missing_days,5,240
603305.SH,suspended_or_missing_days,5,237
603306.SH,suspended_or_missing_days,5,241
603307.SH,mid_year_IPO_or_delisted,2,215
603310.SH,mid_year_IPO_or_delisted,1,93
603312.SH,mid_year_IPO_or_delisted,1,235
603315.SH,suspended_or_missing_days,5,231
603318.SH,suspended_or_missing_days,5,231
603322.SH,suspended_or_missing_days,5,233
603324.SH,mid_year_IPO_or_delisted,4,182
603325.SH,mid_year_IPO_or_delisted,1,236
603329.SH,suspended_or_missing_days,5,238
603333.SH,suspended_or_missing_days,5,233
603341.SH,mid_year_IPO_or_delisted,1,205
603344.SH,mid_year_IPO_or_delisted,1,192
603350.SH,mid_year_IPO_or_delisted,1,123
603353.SH,suspended_or_missing_days,5,182
603356.SH,suspended_or_missing_days,5,237
603358.SH,suspended_or_missing_days,5,237
603363.SH,suspended_or_missing_days,5,241
603373.SH,mid_year_IPO_or_delisted,2,8
603375.SH,mid_year_IPO_or_delisted,1,226
603377.SH,suspended_or_missing_days,5,241
603381.SH,mid_year_IPO_or_delisted,1,128
603388.SH,suspended_or_missing_days,5,241
603389.SH,suspended_or_missing_days,5,238
603391.SH,mid_year_IPO_or_delisted,1,103
603392.SH,suspended_or_missing_days,5,166
603395.SH,mid_year_IPO_or_delisted,1,26
603399.SH,suspended_or_missing_days,5,233
603408.SH,suspended_or_missing_days,5,105
603439.SH,suspended_or_missing_days,5,167
603458.SH,suspended_or_missing_days,5,240
603477.SH,other_incomplete,5,242
603488.SH,suspended_or_missing_days,5,232
603507.SH,suspended_or_missing_days,5,238
603511.SH,mid_year_IPO_or_delisted,4,147
603518.SH,suspended_or_missing_days,5,240
603529.SH,mid_year_IPO_or_delisted,4,137
603551.SH,suspended_or_missing_days,5,234
603555.SH,suspended_or_missing_days,5,42
603557.SH,other_incomplete,5,242
603559.SH,suspended_or_missing_days,5,240
603565.SH,suspended_or_missing_days,5,64
603578.SH,suspended_or_missing_days,5,237
603588.SH,other_incomplete,5,242
603603.SH,suspended_or_missing_days,5,39
603607.SH,other_incomplete,5,242
603608.SH,suspended_or_missing_days,5,241
603612.SH,suspended_or_missing_days,5,231
603633.SH,suspended_or_missing_days,5,237
603636.SH,suspended_or_missing_days,5,237
603637.SH,suspended_or_missing_days,5,241
603655.SH,suspended_or_missing_days,5,237
603661.SH,suspended_or_missing_days,5,234
603677.SH,suspended_or_missing_days,5,240
603682.SH,suspended_or_missing_days,5,172
603685.SH,suspended_or_missing_days,5,240
603693.SH,suspended_or_missing_days,5,234
603701.SH,suspended_or_missing_days,5,233
603703.SH,suspended_or_missing_days,5,233
603719.SH,suspended_or_missing_days,5,212
603729.SH,suspended_or_missing_days,5,241
603759.SH,mid_year_IPO_or_delisted,4,189
603776.SH,suspended_or_missing_days,5,232
603778.SH,suspended_or_missing_days,5,238
603779.SH,other_incomplete,5,242
603790.SH,suspended_or_missing_days,5,231
603800.SH,suspended_or_missing_days,5,241
603815.SH,suspended_or_missing_days,5,232
603816.SH,suspended_or_missing_days,5,238
603819.SH,suspended_or_missing_days,5,237
603828.SH,suspended_or_missing_days,5,241
603836.SH,mid_year_IPO_or_delisted,4,150
603838.SH,other_incomplete,5,242
603863.SH,suspended_or_missing_days,5,241
603869.SH,suspended_or_missing_days,5,241
603879.SH,suspended_or_missing_days,5,241
603880.SH,suspended_or_missing_days,5,236
603887.SH,suspended_or_missing_days,5,237
603893.SH,suspended_or_missing_days,5,223
603900.SH,other_incomplete,5,242
603903.SH,suspended_or_missing_days,5,241
603909.SH,suspended_or_missing_days,5,241
603919.SH,suspended_or_missing_days,5,240
603920.SH,suspended_or_missing_days,5,239
603922.SH,suspended_or_missing_days,5,232
603931.SH,suspended_or_missing_days,5,91
603948.SH,suspended_or_missing_days,5,207
603949.SH,suspended_or_missing_days,5,201
603950.SH,suspended_or_missing_days,5,150
603955.SH,suspended_or_missing_days,5,238
603958.SH,suspended_or_missing_days,5,217
603959.SH,suspended_or_missing_days,5,241
603960.SH,suspended_or_missing_days,5,241
603963.SH,suspended_or_missing_days,5,239
603988.SH,suspended_or_missing_days,5,233
603990.SH,suspended_or_missing_days,5,237
603991.SH,suspended_or_missing_days,5,233
603996.SH,mid_year_IPO_or_delisted,3,72
605001.SH,suspended_or_missing_days,5,152
605003.SH,suspended_or_missing_days,5,77
605005.SH,mid_year_IPO_or_delisted,4,232
605006.SH,suspended_or_missing_days,5,80
605007.SH,suspended_or_missing_days,5,38
605008.SH,suspended_or_missing_days,5,89
605009.SH,suspended_or_missing_days,5,74
605011.SH,mid_year_IPO_or_delisted,4,126
605016.SH,mid_year_IPO_or_delisted,4,172
605018.SH,suspended_or_missing_days,5,62
605020.SH,mid_year_IPO_or_delisted,4,119
605028.SH,mid_year_IPO_or_delisted,4,118
605033.SH,mid_year_IPO_or_delisted,4,70
605050.SH,suspended_or_missing_days,5,65
605055.SH,mid_year_IPO_or_delisted,4,224
605056.SH,mid_year_IPO_or_delisted,4,112
605058.SH,suspended_or_missing_days,5,52
605060.SH,mid_year_IPO_or_delisted,4,208
605066.SH,suspended_or_missing_days,5,99
605068.SH,suspended_or_missing_days,5,29
605069.SH,mid_year_IPO_or_delisted,4,93
605077.SH,mid_year_IPO_or_delisted,4,217
605080.SH,mid_year_IPO_or_delisted,4,164
605081.SH,mid_year_IPO_or_delisted,4,217
605086.SH,mid_year_IPO_or_delisted,4,175
605088.SH,suspended_or_missing_days,5,93
605089.SH,mid_year_IPO_or_delisted,4,168
605090.SH,mid_year_IPO_or_delisted,4,151
605098.SH,mid_year_IPO_or_delisted,4,172
605099.SH,suspended_or_missing_days,5,61
605100.SH,suspended_or_missing_days,5,97
605108.SH,suspended_or_missing_days,5,115
605111.SH,suspended_or_missing_days,5,63
605116.SH,suspended_or_missing_days,5,68
605117.SH,mid_year_IPO_or_delisted,4,173
605118.SH,suspended_or_missing_days,5,105
605122.SH,mid_year_IPO_or_delisted,4,201
605123.SH,suspended_or_missing_days,5,87
605128.SH,suspended_or_missing_days,5,72
605133.SH,mid_year_IPO_or_delisted,4,211
605136.SH,suspended_or_missing_days,5,62
605138.SH,mid_year_IPO_or_delisted,4,48
605151.SH,suspended_or_missing_days,5,13
605155.SH,suspended_or_missing_days,5,1
605158.SH,suspended_or_missing_days,5,101
605162.SH,mid_year_IPO_or_delisted,4,121
605166.SH,suspended_or_missing_days,5,133
605167.SH,mid_year_IPO_or_delisted,4,108
605168.SH,suspended_or_missing_days,5,148
605169.SH,suspended_or_missing_days,5,45
605177.SH,suspended_or_missing_days,5,27
605178.SH,suspended_or_missing_days,5,89
605179.SH,suspended_or_missing_days,5,4
605180.SH,mid_year_IPO_or_delisted,4,165
605183.SH,suspended_or_missing_days,5,19
605186.SH,suspended_or_missing_days,5,8
605188.SH,suspended_or_missing_days,5,107
605189.SH,mid_year_IPO_or_delisted,4,148
605196.SH,mid_year_IPO_or_delisted,4,161
605198.SH,suspended_or_missing_days,5,69
605199.SH,suspended_or_missing_days,5,119
605208.SH,mid_year_IPO_or_delisted,4,203
605218.SH,suspended_or_missing_days,5,63
605222.SH,suspended_or_missing_days,5,104
605228.SH,mid_year_IPO_or_delisted,4,231
605255.SH,suspended_or_missing_days,5,87
605258.SH,suspended_or_missing_days,5,21
605259.SH,mid_year_IPO_or_delisted,4,137
605266.SH,suspended_or_missing_days,5,23
605268.SH,mid_year_IPO_or_delisted,4,211
605277.SH,mid_year_IPO_or_delisted,4,241
605286.SH,mid_year_IPO_or_delisted,4,183
605287.SH,mid_year_IPO_or_delisted,4,122
605288.SH,suspended_or_missing_days,5,146
605289.SH,mid_year_IPO_or_delisted,4,169
605296.SH,mid_year_IPO_or_delisted,4,148
605298.SH,mid_year_IPO_or_delisted,4,208
605299.SH,suspended_or_missing_days,5,13
605300.SH,mid_year_IPO_or_delisted,4,165
605303.SH,mid_year_IPO_or_delisted,4,208
605305.SH,mid_year_IPO_or_delisted,4,164
605318.SH,suspended_or_missing_days,5,103
605319.SH,mid_year_IPO_or_delisted,4,142
605333.SH,suspended_or_missing_days,5,92
605336.SH,suspended_or_missing_days,5,54
605337.SH,mid_year_IPO_or_delisted,4,218
605338.SH,suspended_or_missing_days,5,59
605339.SH,mid_year_IPO_or_delisted,4,156
605358.SH,suspended_or_missing_days,5,74
605365.SH,mid_year_IPO_or_delisted,4,112
605366.SH,suspended_or_missing_days,5,96
605368.SH,mid_year_IPO_or_delisted,4,224
605369.SH,suspended_or_missing_days,5,71
605376.SH,suspended_or_missing_days,5,18
605377.SH,suspended_or_missing_days,5,4
605378.SH,mid_year_IPO_or_delisted,4,179
605388.SH,suspended_or_missing_days,5,92
605389.SH,mid_year_IPO_or_delisted,4,193
605398.SH,mid_year_IPO_or_delisted,4,230
605399.SH,suspended_or_missing_days,5,102
605488.SH,mid_year_IPO_or_delisted,4,159
605499.SH,mid_year_IPO_or_delisted,4,149
605500.SH,suspended_or_missing_days,5,8
605507.SH,mid_year_IPO_or_delisted,4,103
605555.SH,mid_year_IPO_or_delisted,4,52
605566.SH,mid_year_IPO_or_delisted,4,50
605567.SH,mid_year_IPO_or_delisted,4,58
605577.SH,mid_year_IPO_or_delisted,4,87
605580.SH,mid_year_IPO_or_delisted,4,90
605588.SH,mid_year_IPO_or_delisted,4,95
605589.SH,mid_year_IPO_or_delisted,4,97
605598.SH,mid_year_IPO_or_delisted,4,69
605599.SH,mid_year_IPO_or_delisted,4,75
688004.SH,suspended_or_missing_days,5,137
688013.SH,suspended_or_missing_days,5,63
688017.SH,suspended_or_missing_days,5,84
688026.SH,suspended_or_missing_days,5,229
688027.SH,suspended_or_missing_days,5,120
688028.SH,suspended_or_missing_days,5,234
688029.SH,suspended_or_missing_days,5,241
688031.SH,mid_year_IPO_or_delisted,3,54
688032.SH,mid_year_IPO_or_delisted,4,10
688035.SH,mid_year_IPO_or_delisted,3,70
688038.SH,mid_year_IPO_or_delisted,4,117
688041.SH,mid_year_IPO_or_delisted,3,95
688045.SH,mid_year_IPO_or_delisted,3,150
688046.SH,mid_year_IPO_or_delisted,3,170
688047.SH,mid_year_IPO_or_delisted,3,130
688048.SH,mid_year_IPO_or_delisted,3,184
688049.SH,mid_year_IPO_or_delisted,4,25
688050.SH,suspended_or_missing_days,5,106
688051.SH,suspended_or_missing_days,5,193
688052.SH,mid_year_IPO_or_delisted,3,171
688053.SH,mid_year_IPO_or_delisted,3,120
688055.SH,suspended_or_missing_days,5,93
688056.SH,suspended_or_missing_days,5,81
688057.SH,suspended_or_missing_days,5,37
688059.SH,mid_year_IPO_or_delisted,4,218
688060.SH,suspended_or_missing_days,5,119
688061.SH,mid_year_IPO_or_delisted,3,54
688062.SH,mid_year_IPO_or_delisted,3,232
688063.SH,suspended_or_missing_days,5,2
688065.SH,suspended_or_missing_days,5,96
688067.SH,mid_year_IPO_or_delisted,4,136
688068.SH,other_incomplete,5,242
688069.SH,suspended_or_missing_days,5,111
688070.SH,mid_year_IPO_or_delisted,4,216
688071.SH,mid_year_IPO_or_delisted,4,105
688072.SH,mid_year_IPO_or_delisted,3,173
688073.SH,mid_year_IPO_or_delisted,3,59
688075.SH,mid_year_IPO_or_delisted,4,32
688076.SH,mid_year_IPO_or_delisted,4,154
688077.SH,suspended_or_missing_days,5,111
688079.SH,mid_year_IPO_or_delisted,4,207
688080.SH,suspended_or_missing_days,5,220
688081.SH,suspended_or_missing_days,5,241
688082.SH,mid_year_IPO_or_delisted,4,32
688083.SH,mid_year_IPO_or_delisted,4,200
688084.SH,mid_year_IPO_or_delisted,3,17
688085.SH,suspended_or_missing_days,5,180
688086.SH,mid_year_IPO_or_delisted,4,88
688087.SH,mid_year_IPO_or_delisted,4,119
688091.SH,mid_year_IPO_or_delisted,4,75
688092.SH,mid_year_IPO_or_delisted,4,194
688093.SH,suspended_or_missing_days,5,61
688095.SH,suspended_or_missing_days,5,77
688096.SH,suspended_or_missing_days,5,180
688097.SH,mid_year_IPO_or_delisted,4,160
688100.SH,suspended_or_missing_days,5,230
688102.SH,mid_year_IPO_or_delisted,3,196
688103.SH,mid_year_IPO_or_delisted,4,74
688105.SH,mid_year_IPO_or_delisted,4,35
688106.SH,suspended_or_missing_days,5,135
688107.SH,mid_year_IPO_or_delisted,4,36
688109.SH,mid_year_IPO_or_delisted,4,187
688110.SH,mid_year_IPO_or_delisted,4,16
688112.SH,mid_year_IPO_or_delisted,4,23
688113.SH,mid_year_IPO_or_delisted,4,164
688114.SH,mid_year_IPO_or_delisted,3,75
688115.SH,mid_year_IPO_or_delisted,3,198
688117.SH,mid_year_IPO_or_delisted,4,144
688119.SH,mid_year_IPO_or_delisted,3,144
688120.SH,mid_year_IPO_or_delisted,3,142
688121.SH,mid_year_IPO_or_delisted,4,78
688125.SH,mid_year_IPO_or_delisted,3,176
688126.SH,suspended_or_missing_days,5,173
688127.SH,suspended_or_missing_days,5,68
688129.SH,suspended_or_missing_days,5,50
688130.SH,mid_year_IPO_or_delisted,3,105
688131.SH,mid_year_IPO_or_delisted,4,141
688132.SH,mid_year_IPO_or_delisted,3,66
688133.SH,suspended_or_missing_days,5,45
688135.SH,suspended_or_missing_days,5,37
688136.SH,suspended_or_missing_days,5,14
688137.SH,mid_year_IPO_or_delisted,3,62
688139.SH,suspended_or_missing_days,5,235
688141.SH,mid_year_IPO_or_delisted,3,6
688143.SH,mid_year_IPO_or_delisted,3,15
688146.SH,mid_year_IPO_or_delisted,2,170
688147.SH,mid_year_IPO_or_delisted,3,6
688148.SH,mid_year_IPO_or_delisted,4,99
688150.SH,mid_year_IPO_or_delisted,3,194
688151.SH,mid_year_IPO_or_delisted,4,20
688152.SH,mid_year_IPO_or_delisted,3,46
688153.SH,mid_year_IPO_or_delisted,3,179
688155.SH,suspended_or_missing_days,5,97
688156.SH,suspended_or_missing_days,5,67
688157.SH,suspended_or_missing_days,5,140
688158.SH,suspended_or_missing_days,5,231
688159.SH,suspended_or_missing_days,5,228
688160.SH,suspended_or_missing_days,5,36
688161.SH,mid_year_IPO_or_delisted,4,126
688162.SH,mid_year_IPO_or_delisted,4,38
688163.SH,mid_year_IPO_or_delisted,3,199
688165.SH,suspended_or_missing_days,5,116
688167.SH,mid_year_IPO_or_delisted,4,6
688169.SH,suspended_or_missing_days,5,213
688170.SH,mid_year_IPO_or_delisted,3,166
688171.SH,mid_year_IPO_or_delisted,3,225
688172.SH,mid_year_IPO_or_delisted,3,11
688173.SH,mid_year_IPO_or_delisted,3,229
688175.SH,mid_year_IPO_or_delisted,3,197
688176.SH,mid_year_IPO_or_delisted,3,239
688177.SH,suspended_or_missing_days,5,213
688178.SH,suspended_or_missing_days,5,233
688179.SH,suspended_or_missing_days,5,49
688180.SH,suspended_or_missing_days,5,116
688181.SH,suspended_or_missing_days,5,241
688182.SH,mid_year_IPO_or_delisted,4,34
688183.SH,mid_year_IPO_or_delisted,4,210
688184.SH,mid_year_IPO_or_delisted,3,70
688185.SH,suspended_or_missing_days,5,95
688186.SH,suspended_or_missing_days,5,221
688187.SH,mid_year_IPO_or_delisted,4,77
688189.SH,suspended_or_missing_days,5,179
688190.SH,mid_year_IPO_or_delisted,4,26
688191.SH,mid_year_IPO_or_delisted,4,181
688192.SH,mid_year_IPO_or_delisted,4,16
688193.SH,mid_year_IPO_or_delisted,3,186
688195.SH,mid_year_IPO_or_delisted,4,189
688197.SH,mid_year_IPO_or_delisted,3,191
688200.SH,suspended_or_missing_days,5,216
688201.SH,mid_year_IPO_or_delisted,4,172
688203.SH,mid_year_IPO_or_delisted,3,93
688205.SH,mid_year_IPO_or_delisted,3,98
688206.SH,mid_year_IPO_or_delisted,4,4
688207.SH,mid_year_IPO_or_delisted,3,195
688208.SH,suspended_or_missing_days,5,219
688209.SH,mid_year_IPO_or_delisted,3,174
688210.SH,mid_year_IPO_or_delisted,4,5
688211.SH,mid_year_IPO_or_delisted,4,49
688212.SH,mid_year_IPO_or_delisted,4,35
688213.SH,mid_year_IPO_or_delisted,3,154
688215.SH,suspended_or_missing_days,5,84
688216.SH,mid_year_IPO_or_delisted,4,131
688217.SH,mid_year_IPO_or_delisted,4,157
688219.SH,suspended_or_missing_days,5,32
688220.SH,mid_year_IPO_or_delisted,3,234
688221.SH,suspended_or_missing_days,5,47
688222.SH,suspended_or_missing_days,5,175
688223.SH,mid_year_IPO_or_delisted,3,226
688225.SH,mid_year_IPO_or_delisted,3,221
688226.SH,mid_year_IPO_or_delisted,4,121
688227.SH,mid_year_IPO_or_delisted,4,2
688228.SH,suspended_or_missing_days,5,188
688229.SH,suspended_or_missing_days,5,93
688230.SH,mid_year_IPO_or_delisted,4,23
688231.SH,mid_year_IPO_or_delisted,3,110
688232.SH,mid_year_IPO_or_delisted,4,33
688233.SH,suspended_or_missing_days,5,213
688234.SH,mid_year_IPO_or_delisted,3,236
688235.SH,mid_year_IPO_or_delisted,4,13
688236.SH,mid_year_IPO_or_delisted,4,2
688237.SH,mid_year_IPO_or_delisted,3,125
688238.SH,mid_year_IPO_or_delisted,3,192
688239.SH,mid_year_IPO_or_delisted,4,123
688244.SH,mid_year_IPO_or_delisted,3,53
688246.SH,mid_year_IPO_or_delisted,4,14
688247.SH,mid_year_IPO_or_delisted,3,86
688248.SH,mid_year_IPO_or_delisted,4,8
688249.SH,mid_year_IPO_or_delisted,2,163
688251.SH,mid_year_IPO_or_delisted,3,144
688252.SH,mid_year_IPO_or_delisted,3,64
688253.SH,mid_year_IPO_or_delisted,3,106
688255.SH,mid_year_IPO_or_delisted,4,50
688256.SH,suspended_or_missing_days,5,113
688257.SH,mid_year_IPO_or_delisted,4,48
688259.SH,mid_year_IPO_or_delisted,3,236
688260.SH,mid_year_IPO_or_delisted,4,183
688261.SH,mid_year_IPO_or_delisted,3,220
688262.SH,mid_year_IPO_or_delisted,3,240
688265.SH,mid_year_IPO_or_delisted,4,4
688266.SH,suspended_or_missing_days,5,228
688267.SH,mid_year_IPO_or_delisted,3,216
688269.SH,mid_year_IPO_or_delisted,4,140
688270.SH,mid_year_IPO_or_delisted,3,225
688271.SH,mid_year_IPO_or_delisted,3,89
688272.SH,mid_year_IPO_or_delisted,4,55
688273.SH,mid_year_IPO_or_delisted,3,96
688275.SH,mid_year_IPO_or_delisted,3,62
688276.SH,mid_year_IPO_or_delisted,4,129
688277.SH,suspended_or_missing_days,5,122
688278.SH,suspended_or_missing_days,5,232
688279.SH,mid_year_IPO_or_delisted,3,173
688280.SH,mid_year_IPO_or_delisted,4,48
688281.SH,mid_year_IPO_or_delisted,3,203
688282.SH,mid_year_IPO_or_delisted,3,194
688283.SH,mid_year_IPO_or_delisted,3,217
688285.SH,mid_year_IPO_or_delisted,4,53
688286.SH,suspended_or_missing_days,5,98
688287.SH,mid_year_IPO_or_delisted,3,151
688289.SH,suspended_or_missing_days,5,84
688290.SH,mid_year_IPO_or_delisted,3,166
688291.SH,mid_year_IPO_or_delisted,3,48
688292.SH,mid_year_IPO_or_delisted,3,91
688293.SH,mid_year_IPO_or_delisted,3,80
688295.SH,mid_year_IPO_or_delisted,3,183
688296.SH,mid_year_IPO_or_delisted,4,107
688297.SH,mid_year_IPO_or_delisted,3,127
688298.SH,suspended_or_missing_days,5,225
688301.SH,suspended_or_missing_days,5,69
688302.SH,mid_year_IPO_or_delisted,3,179
688303.SH,mid_year_IPO_or_delisted,4,110
688305.SH,mid_year_IPO_or_delisted,4,119
688306.SH,mid_year_IPO_or_delisted,3,192
688307.SH,mid_year_IPO_or_delisted,2,215
688308.SH,suspended_or_missing_days,5,16
688309.SH,suspended_or_missing_days,5,117
688311.SH,suspended_or_missing_days,5,104
688312.SH,suspended_or_missing_days,5,141
688313.SH,suspended_or_missing_days,5,96
688314.SH,mid_year_IPO_or_delisted,4,156
688315.SH,mid_year_IPO_or_delisted,4,178
688316.SH,mid_year_IPO_or_delisted,4,197
688317.SH,mid_year_IPO_or_delisted,4,233
688318.SH,suspended_or_missing_days,5,168
688319.SH,mid_year_IPO_or_delisted,4,141
688320.SH,mid_year_IPO_or_delisted,3,167
688323.SH,mid_year_IPO_or_delisted,4,167
688325.SH,mid_year_IPO_or_delisted,3,171
688326.SH,mid_year_IPO_or_delisted,3,174
688327.SH,mid_year_IPO_or_delisted,3,149
688328.SH,mid_year_IPO_or_delisted,4,202
688329.SH,mid_year_IPO_or_delisted,4,188
688330.SH,suspended_or_missing_days,5,56
688331.SH,mid_year_IPO_or_delisted,3,185
688332.SH,mid_year_IPO_or_delisted,3,115
688334.SH,mid_year_IPO_or_delisted,2,132
688335.SH,suspended_or_missing_days,5,93
688336.SH,suspended_or_missing_days,5,111
688337.SH,mid_year_IPO_or_delisted,3,181
688338.SH,suspended_or_missing_days,5,100
688339.SH,suspended_or_missing_days,5,98
688343.SH,mid_year_IPO_or_delisted,2,182
688345.SH,mid_year_IPO_or_delisted,4,138
688347.SH,mid_year_IPO_or_delisted,2,99
688348.SH,mid_year_IPO_or_delisted,3,142
688349.SH,mid_year_IPO_or_delisted,3,132
688350.SH,mid_year_IPO_or_delisted,4,225
688351.SH,mid_year_IPO_or_delisted,3,82
688352.SH,mid_year_IPO_or_delisted,2,171
688353.SH,mid_year_IPO_or_delisted,3,117
688355.SH,mid_year_IPO_or_delisted,4,160
688356.SH,suspended_or_missing_days,5,86
688359.SH,mid_year_IPO_or_delisted,4,153
688360.SH,suspended_or_missing_days,5,145
688361.SH,mid_year_IPO_or_delisted,2,153
688362.SH,mid_year_IPO_or_delisted,3,33
688365.SH,suspended_or_missing_days,5,166
688367.SH,mid_year_IPO_or_delisted,4,128
688368.SH,suspended_or_missing_days,5,232
688370.SH,mid_year_IPO_or_delisted,3,86
688371.SH,mid_year_IPO_or_delisted,3,103
688372.SH,mid_year_IPO_or_delisted,3,48
688373.SH,mid_year_IPO_or_delisted,3,100
688375.SH,mid_year_IPO_or_delisted,3,110
688376.SH,mid_year_IPO_or_delisted,3,31
688377.SH,suspended_or_missing_days,5,121
688378.SH,suspended_or_missing_days,5,80
688379.SH,suspended_or_missing_days,5,91
688380.SH,mid_year_IPO_or_delisted,3,100
688381.SH,mid_year_IPO_or_delisted,3,88
688382.SH,mid_year_IPO_or_delisted,3,109
688383.SH,mid_year_IPO_or_delisted,4,167
688385.SH,mid_year_IPO_or_delisted,4,101
688386.SH,suspended_or_missing_days,5,55
688387.SH,mid_year_IPO_or_delisted,3,65
688390.SH,suspended_or_missing_days,5,79
688391.SH,mid_year_IPO_or_delisted,3,74
688392.SH,mid_year_IPO_or_delisted,3,64
688393.SH,suspended_or_missing_days,5,90
688395.SH,mid_year_IPO_or_delisted,4,166
688396.SH,suspended_or_missing_days,5,209
688398.SH,suspended_or_missing_days,5,221
688400.SH,mid_year_IPO_or_delisted,3,122
688401.SH,mid_year_IPO_or_delisted,3,92
688403.SH,mid_year_IPO_or_delisted,3,91
688408.SH,suspended_or_missing_days,5,84
688409.SH,mid_year_IPO_or_delisted,3,60
688410.SH,mid_year_IPO_or_delisted,3,5
688416.SH,mid_year_IPO_or_delisted,3,84
688418.SH,suspended_or_missing_days,5,111
688419.SH,mid_year_IPO_or_delisted,3,40
688420.SH,mid_year_IPO_or_delisted,3,16
688425.SH,mid_year_IPO_or_delisted,4,132
688426.SH,mid_year_IPO_or_delisted,3,49
688428.SH,mid_year_IPO_or_delisted,3,68
688429.SH,mid_year_IPO_or_delisted,2,126
688432.SH,mid_year_IPO_or_delisted,3,37
688433.SH,mid_year_IPO_or_delisted,2,174
688435.SH,mid_year_IPO_or_delisted,2,230
688439.SH,mid_year_IPO_or_delisted,3,85
